"Date","P","E","MVI_Q_sim"
2005-01-22,5.7,0.7698514,0.802939310882331
2005-01-23,0.09,0.6219703,0.501358362437077
2005-01-24,0.58,0.5759695,0.251799206741334
2005-01-25,0.8,0.4979846,0.159556870542911
2005-01-26,0,0.439901,0.10976250665987
2005-01-27,0,0.4464809,0.0764057879657786
2005-01-28,0,0.4250468,0.0565065394850172
2005-01-29,0,0.5114991,0.0436700795769281
2005-01-30,0.09,0.4399706,0.0349584636702343
2005-01-31,0.78,0.4875022,0.0296428285451118
2005-02-01,1.74,0.6468565,0.0300393524669921
2005-02-02,1.62,0.7295738,0.0359515129508398
2005-02-03,1.58,0.7273596,0.0440206192370774
2005-02-04,1.55,0.7654879,0.0528500606905068
2005-02-05,0,0.6740511,0.0510099589838585
2005-02-06,0,0.5420755,0.0399648696862671
2005-02-07,0.03,0.5622185,0.0323053546820022
2005-02-08,0,0.5549156,0.0267451029646565
2005-02-09,0,0.5920999,0.0225391343661623
2005-02-10,0.04,0.6052468,0.0193062471468016
2005-02-11,11.21,0.782225,0.125964311048888
2005-02-12,7.9,1.006207,0.473422434130178
2005-02-13,10.86,1.13618,0.768457773273153
2005-02-14,8.73,0.6962438,0.963459039612491
2005-02-15,8.43,0.692138,0.960433873245177
2005-02-16,0.33,0.6141471,0.671218496358918
2005-02-17,0.11,0.5508775,0.307139400839649
2005-02-18,0,0.5539304,0.172259204323576
2005-02-19,0.44,0.5415132,0.111611681511985
2005-02-20,4.57,0.6248027,0.132372195746922
2005-02-21,1.55,0.6320815,0.172087626852294
2005-02-22,0.58,0.5840309,0.136083079095604
2005-02-23,0.6,0.5496272,0.100825128441123
2005-02-24,0,0.4561931,0.0755166421013013
2005-02-25,0.32,0.4425995,0.0570407443769659
2005-02-26,0,0.4348168,0.0450947593719658
2005-02-27,0.6,0.4946571,0.0371744528503372
2005-02-28,0.36,0.5022481,0.0322219797100942
2005-03-01,0,0.3873481,0.0273087017875242
2005-03-05,0.23,0.5887297,0.02317364906482
2005-03-06,4.94,0.6015626,0.0497120282939549
2005-03-07,0.49,0.5458912,0.0865822845796514
2005-03-08,0.94,0.6820855,0.0722869427135314
2005-03-09,1.4,0.839284,0.0686020480860607
2005-03-10,1.3,0.8456676,0.0685226821523552
2005-03-11,0.43,0.8152473,0.0613966022539435
2005-03-12,0.34,0.838068,0.0494407183163827
2005-03-13,4.26,0.8197186,0.0726726492131485
2005-03-14,0.09,0.8383325,0.0964137292555841
2005-03-15,0,0.9326511,0.0691005557754187
2005-03-16,0,0.9829395,0.0518911385585203
2005-03-17,0,1.411184,0.0405640609274592
2005-03-18,0,1.589331,0.0326973498993936
2005-03-19,0,1.507555,0.0270000496517451
2005-03-20,0,1.502384,0.0227331357936597
2005-03-21,0,1.472723,0.0194486601131668
2005-03-22,0,1.40291,0.0168621101039748
2005-03-23,1.43,1.498569,0.0154532925996081
2005-03-24,0,1.70044,0.0143430749669673
2005-03-25,2.74,1.542112,0.0160252805516962
2005-03-26,0,1.616185,0.0179744213555002
2005-03-27,0.41,1.450103,0.0158062110623501
2005-03-28,0.13,1.625386,0.0140708144271486
2005-03-29,2.35,1.619739,0.0146619662332479
2005-03-30,0.8,1.605759,0.0159730502755201
2005-03-31,5.6,1.557586,0.0394350425835467
2005-04-01,0,1.604459,0.0703764851013131
2005-04-02,0,1.462536,0.0527049140636197
2005-04-03,0,1.440072,0.0411156231734626
2005-04-04,0,1.586499,0.0330891434046978
2005-04-05,0,1.552986,0.0272888972394515
2005-04-06,2.32,1.541074,0.0256202765225233
2005-04-07,6.78,1.396284,0.0745891395611731
2005-04-08,3.63,1.530486,0.177598200932023
2005-04-09,6.71,1.224065,0.294497824354931
2005-04-10,0.52,1.093089,0.321306067597379
2005-04-11,0.39,1.224756,0.184183286601453
2005-04-12,0,1.451623,0.117463566030379
2005-04-13,0,1.538495,0.0807657760378723
2005-04-14,0,1.675045,0.0592125443344387
2005-04-15,0,1.745112,0.0454668291077091
2005-04-16,4.33,1.592329,0.0514483169480986
2005-04-17,1.58,1.512652,0.0640514363393018
2005-04-18,0.2,1.785537,0.0548906163780148
2005-04-19,0.17,1.748204,0.0429108173929141
2005-04-20,5.69,1.599067,0.0660248224875386
2005-04-21,0.44,1.423264,0.0925840159333094
2005-04-22,0,1.379885,0.0678399702483836
2005-04-23,0,1.460161,0.0510838590012707
2005-04-24,2.18,1.509001,0.0437202461095696
2005-04-25,0.33,1.940844,0.0389714898397757
2005-04-26,7.72,1.824589,0.0901659233678746
2005-04-27,8.3,1.884232,0.306088601355757
2005-04-28,0.76,1.886999,0.358160169075008
2005-04-29,0,1.817897,0.197261266221851
2005-04-30,1.08,2.491382,0.123451986507989
2005-05-01,0,2.654647,0.0853343182899309
2005-05-02,0,2.979977,0.0620112864379795
2005-05-03,0.07,2.734749,0.0473091699120362
2005-05-04,5.47,2.253556,0.0594382869117522
2005-05-05,4.04,1.959461,0.103700356407884
2005-05-06,0.18,1.966407,0.108306058292412
2005-05-07,1.99,1.840794,0.0817505576549087
2005-05-08,11.17,1.538772,0.243376467684113
2005-05-09,0.32,1.431704,0.391584885881712
2005-05-10,0,1.499452,0.207286873341595
2005-05-11,0.08,1.527832,0.127000365835287
2005-05-12,0,1.616271,0.0861185631238267
2005-05-13,0.1,1.963023,0.0624982282460403
2005-05-14,0,2.134367,0.0476353013114543
2005-05-15,16.04,2.091104,0.276343520309097
2005-05-16,0.86,2.068168,0.534653844138714
2005-05-17,0,2.115844,0.262522828223308
2005-05-18,0,1.993742,0.152154601176395
2005-05-19,0.03,1.84385,0.0995272214393361
2005-05-20,0,2.129164,0.0704881264570026
2005-05-21,10.91,2.984589,0.159968455713281
2005-05-22,0,2.696783,0.251517037006851
2005-05-23,0,2.48452,0.147282185760197
2005-05-24,0.2,2.461813,0.0970088594988153
2005-05-25,0,2.439509,0.0690424192284962
2005-05-26,0,3.291149,0.0518539802103466
2005-05-27,0,3.752751,0.0405388347017558
2005-05-28,0.05,4.226289,0.0326798401606584
2005-05-29,0.05,4.319947,0.026987994813073
2005-05-30,12.94,4.156369,0.122042236601105
2005-05-31,1.46,2.537844,0.25565795946711
2005-06-01,0.23,2.296298,0.157092816773275
2005-06-02,0,2.706445,0.102391031045877
2005-06-03,0,3.043817,0.0721565469061469
2005-06-04,3.33,3.260307,0.0591597840320432
2005-06-05,1.08,2.522418,0.0519037778324492
2005-06-06,0,2.289379,0.0416046824781333
2005-06-07,2.65,2.518276,0.0368004522078225
2005-06-08,0,2.14433,0.033516607088156
2005-06-09,0,2.289801,0.0276034025293699
2005-06-10,0,2.503968,0.0231911677323064
2005-06-11,0,2.648957,0.0198051862820401
2005-06-12,0,2.54047,0.0171455107306961
2005-06-13,0,2.333608,0.0150149315113277
2005-06-14,0,2.605817,0.0132793626347532
2005-06-15,0,2.823523,0.0118449845081187
2005-06-16,0,3.095813,0.0106445048464833
2005-06-17,0,3.523176,0.00962860273861152
2005-06-18,0.03,3.933271,0.0087605107729898
2005-06-19,0.03,4.415076,0.00801223235497529
2005-06-20,0,4.288468,0.00736201717730269
2005-06-21,0,4.673518,0.0067929984784542
2005-06-22,0.04,4.772464,0.00629200571000962
2005-06-23,0,4.534642,0.00584825446502234
2005-06-24,0,4.682284,0.00545300594502665
2005-06-25,0.03,5.340871,0.00509936679832722
2005-06-26,1.11,4.299456,0.00485810095328213
2005-06-27,0,4.406134,0.00464595366218085
2005-06-28,0,4.518274,0.00437185535741741
2005-06-29,0,4.98642,0.0041230886456926
2005-06-30,2.01,4.218043,0.00415391862745103
2005-07-01,2.51,3.436428,0.00493218992458412
2005-07-02,2.69,3.093486,0.00682911274387057
2005-07-03,2.75,3.373674,0.00977566738385515
2005-07-04,0,4.070348,0.0110375538502117
2005-07-05,4.95,3.306112,0.0163652340089246
2005-07-06,0.16,2.719457,0.0230625194008641
2005-07-07,11.16,2.822993,0.104296873389945
2005-07-08,8.05,2.484864,0.361027842136652
2005-07-09,8.76,2.743725,0.536433360898461
2005-07-10,0,3.170881,0.447968040227485
2005-07-11,2,3.857578,0.229442509132703
2005-07-12,0,4.588746,0.140607923237012
2005-07-13,0,4.193992,0.0934286460615642
2005-07-14,0,4.556277,0.0668830540480754
2005-07-15,0,4.689089,0.0504688344768562
2005-07-16,0,4.450485,0.0395958985255177
2005-07-17,0,4.211437,0.0320073097674331
2005-07-18,0,4.029562,0.0264899421754511
2005-07-19,3.24,3.882426,0.0247715048759241
2005-07-20,1.48,3.19517,0.0244582010244323
2005-07-21,6.02,2.886899,0.0420733215641608
2005-07-22,0,2.960662,0.0615666403781341
2005-07-23,0.11,3.049948,0.0470362626762761
2005-07-24,0,3.209504,0.0372568272585872
2005-07-25,8.18,3.193089,0.0699166153057367
2005-07-26,3.12,3.480394,0.120992434321446
2005-07-27,0.16,3.439533,0.0963672698671281
2005-07-28,1.46,4.334658,0.0695376822915332
2005-07-29,3.98,4.477613,0.0591672622634665
2005-07-30,16.48,3.663631,0.282309080528084
2005-07-31,2.37,3.064103,0.518448776588244
2005-08-01,3.14,2.728464,0.291176344930412
2005-08-02,0,3.112624,0.184990248765864
2005-08-03,0,3.147316,0.116158158946622
2005-08-04,0.35,2.867621,0.0800892629496205
2005-08-05,0,2.868614,0.058849344947151
2005-08-06,5.47,2.5858,0.0656909346797301
2005-08-07,0,2.442183,0.0734255692611379
2005-08-08,3.93,2.238373,0.0685608692400014
2005-08-09,0.38,2.33656,0.0670264954500904
2005-08-10,0,2.587624,0.0509895996206817
2005-08-11,0,2.605904,0.0399510014729179
2005-08-12,2.64,2.491075,0.0351293067533009
2005-08-13,0,2.714198,0.0317732119175248
2005-08-14,0,2.682147,0.0263164833420934
2005-08-15,13.68,2.459687,0.157083727495578
2005-08-16,3.24,2.452757,0.367841172419327
2005-08-17,0,3.099506,0.231855471625621
2005-08-18,0,3.126107,0.138396360665284
2005-08-19,0,3.283715,0.0922452018070029
2005-08-20,0.68,2.803069,0.0663496424957669
2005-08-21,0,2.626738,0.0502910708891817
2005-08-22,0,2.588151,0.0394745190193523
2005-08-23,0,2.943487,0.031920587947621
2005-08-24,0.97,2.549504,0.0266656828389306
2005-08-25,0.03,2.660715,0.0227228770528657
2005-08-26,4.24,2.348806,0.0272804532671706
2005-08-27,0,2.122388,0.0324155951002085
2005-08-28,0,2.173436,0.0267919779194615
2005-08-29,0,2.540396,0.0225748244648279
2005-08-30,0,2.784911,0.0193252021939506
2005-08-31,0,3.151083,0.0167638191462913
2005-09-01,0,3.454235,0.0147059613719826
2005-09-02,0,2.969024,0.0130254080390411
2005-09-03,0,3.078266,0.0116334611837092
2005-09-04,0.03,2.997457,0.0104663617928936
2005-09-05,0.03,3.13647,0.00947715175811588
2005-09-06,0.06,3.023247,0.00863082289200535
2005-09-07,4.47,3.103573,0.0120180154156863
2005-09-08,0,3.144351,0.0162022691632669
2005-09-09,0,3.193396,0.0142498717240035
2005-09-10,8.96,2.936333,0.0496464645094798
2005-09-11,3.53,2.710608,0.125681088514178
2005-09-12,0.99,2.545185,0.11153184064465
2005-09-13,2.24,2.49724,0.0850820900708056
2005-09-14,0,2.562524,0.0671361948829228
2005-09-15,0.03,2.23683,0.0506354398958252
2005-09-16,0.91,2.673458,0.0399879740811573
2005-09-17,8.84,2.069236,0.0969600151254938
2005-09-18,0,1.635706,0.162826931812188
2005-09-19,0,1.576464,0.105038187304687
2005-09-20,0,1.598641,0.0736913258064613
2005-09-21,0,1.659914,0.05480379222607
2005-09-22,0,1.688629,0.0425303992772127
2005-09-23,0,1.763874,0.0340897964503955
2005-09-24,0,1.836622,0.0280240874626348
2005-09-25,0,1.970443,0.0235096322298403
2005-09-26,0.1,2.072422,0.0200546158404078
2005-09-27,0,2.098127,0.017345544477492
2005-09-28,0.38,2.107799,0.0152043451740899
2005-09-29,2.12,1.840451,0.0148575442238406
2005-09-30,2.11,1.626438,0.0172938715954967
2005-10-01,1.19,1.46649,0.0195315985516956
2005-10-02,6.97,1.711256,0.0610795228864413
2005-10-03,2.11,1.495578,0.132177045496392
2005-10-04,0,1.52791,0.106592743569766
2005-10-05,0,1.784045,0.0745879720744214
2005-10-06,0,2.027596,0.0553678130784117
2005-10-07,0,2.041108,0.0429087000462535
2005-10-08,0,2.00324,0.0343563274297644
2005-10-09,0,1.791158,0.0282193031755474
2005-10-10,0,1.651373,0.023657165738597
2005-10-11,0,1.661337,0.0201669068146092
2005-10-12,0,1.590911,0.0174323671258678
2005-10-13,0,1.62495,0.0152465897456124
2005-10-14,0,1.50876,0.0134693853501751
2005-10-15,0,1.456775,0.0120029778206012
2005-10-16,0,1.358171,0.0107774319249036
2005-10-17,0,1.379401,0.00974161447074991
2005-10-18,0,1.207543,0.00885741068681002
2005-10-19,0.07,1.184507,0.008096794402789
2005-10-20,5.79,1.236701,0.0228704457084717
2005-10-21,2.08,1.521519,0.0558086664658375
2005-10-22,19.97,1.701719,0.459410882372113
2005-10-23,4.47,1.730524,0.931263051705924
2005-10-24,0.92,1.514964,0.482263688535451
2005-10-25,0,1.368209,0.246223787034857
2005-10-26,0.84,1.68172,0.146445542708594
2005-10-27,0,1.751443,0.0979502052486193
2005-10-28,0.03,1.709431,0.0695632850091455
2005-10-29,0,1.723678,0.0521909687648233
2005-10-30,0,1.571635,0.0407674797300114
2005-10-31,0,1.531022,0.0328419561450974
2005-11-01,0.43,1.626909,0.0271667751844921
2005-11-02,16.79,1.390835,0.254016460149037
2005-11-03,9.61,1.239053,0.821179991796268
2005-11-04,0.04,1.5933,0.632357795726035
2005-11-05,4.76,1.381366,0.360278628575498
2005-11-06,2.16,1.086596,0.293003456758219
2005-11-07,0,1.118102,0.193621609166236
2005-11-08,1.96,1.00812,0.132975159700431
2005-11-09,0,1.213065,0.101611580876115
2005-11-10,0.44,0.9936017,0.0723756132564552
2005-11-11,0,1.051076,0.0546211223794255
2005-11-12,0.69,1.050091,0.0429261471856942
2005-11-13,0.35,0.9528222,0.035082019660246
2005-11-14,0.78,1.148047,0.0294894712306957
2005-11-15,0,0.9672437,0.0251601705005609
2005-11-16,5.97,0.8645967,0.0553976324855597
2005-11-17,2.47,0.8156803,0.12116871049762
2005-11-18,0.13,0.7428913,0.112982076824339
2005-11-19,0,0.721917,0.0790297539472136
2005-11-20,0,0.584867,0.058139283309805
2005-11-21,0,0.5666367,0.0447562849851442
2005-11-22,0.13,0.7606092,0.035724496669303
2005-11-23,0,0.5914326,0.0292895473347326
2005-11-24,0.03,0.6131673,0.024468595911626
2005-11-25,2.51,0.6668969,0.0259855075499611
2005-11-26,0.2,0.568899,0.0282158360863326
2005-11-27,2.1,0.5638723,0.0317323704864264
2005-11-28,1.01,0.5914569,0.0398339338867481
2005-11-29,3.98,0.6221925,0.0748713940905297
2005-11-30,0.06,0.6370068,0.10577800197125
2005-12-01,0,0.5939674,0.0745398133475486
2005-12-02,0,0.5795554,0.0553375591528695
2005-12-03,10.96,0.6093981,0.209084270101841
2005-12-04,10.68,0.835227,0.703583807430403
2005-12-05,20.54,0.8852936,1.45502210878473
2005-12-06,0.86,0.780482,1.37157142747959
2005-12-07,0.42,0.7203354,0.507898313395845
2005-12-08,0.22,0.7266342,0.253573004936724
2005-12-09,5.11,0.6792817,0.234789620215617
2005-12-10,0,0.641126,0.232386993086198
2005-12-11,0,0.5554378,0.138639772002114
2005-12-12,0,0.4978358,0.0923757162880916
2005-12-13,0.04,0.6092603,0.0663200799200816
2005-12-14,0.06,0.6748322,0.0502218517806908
2005-12-15,0.58,0.6955155,0.0400743773000557
2005-12-16,0.39,0.6871021,0.0332925498759418
2005-12-17,6.98,0.7945831,0.0903359922243548
2005-12-18,4.19,0.5647568,0.245405300050857
2005-12-19,0,0.5699394,0.237153004171088
2005-12-20,2.13,0.5453842,0.170972994128081
2005-12-21,0,0.5635263,0.139459500982848
2005-12-22,0,0.5792199,0.0928147699109496
2005-12-23,0.09,0.5903021,0.066740494340979
2005-12-24,0,0.6611409,0.0505920878559249
2005-12-25,0,0.7195387,0.0396800083324157
2005-12-26,0.06,0.689492,0.0320893655906202
2005-12-27,3.57,0.5497398,0.0419050852965096
2005-12-28,1.71,0.4394627,0.06655576795978
2005-12-29,0.69,0.4475311,0.0707789464883745
2005-12-30,0.27,0.3878605,0.0601085810402151
2005-12-31,9.99,0.4179907,0.235001559525277
2006-01-01,1.66,0.6755196,0.455142896178271
2006-01-02,3.85,0.6891219,0.356990832887201
2006-01-03,0,0.7122377,0.284114097838984
2006-01-04,0,0.5916529,0.161516612527373
2006-01-05,0,0.5178823,0.104366984510564
2006-01-06,0.59,0.5177258,0.0751259831658534
2006-01-07,0,0.4401883,0.0574714103741618
2006-01-08,0,0.4579959,0.0443127467403876
2006-01-09,0,0.5305783,0.0353417940946926
2006-01-10,0,0.4316201,0.0289389063080141
2006-01-11,0,0.4481434,0.0241996622339362
2006-01-12,3.3,0.4999456,0.0321317682366774
2006-01-13,0.57,0.6123654,0.0433548503412812
2006-01-14,0,0.541813,0.0369285724618966
2006-01-15,0,0.4790324,0.0300905122612105
2006-01-16,0,0.391807,0.0250635219020749
2006-01-17,0.57,0.463781,0.0218973450012179
2006-01-18,18.58,0.7064641,0.388450581226672
2006-01-19,0.82,0.716875,0.839742645411027
2006-01-20,0,0.6305717,0.366911162662529
2006-01-21,2.95,0.8116945,0.239963104286954
2006-01-22,1.28,0.7315867,0.203372015570671
2006-01-23,0,0.6536101,0.141293518941493
2006-01-24,0,0.4829788,0.0937944443833448
2006-01-25,0,0.4536762,0.0671007071873529
2006-01-26,0.42,0.4885271,0.0514642869616383
2006-01-27,0.11,0.5368626,0.0412625635083098
2006-01-28,0,0.4089335,0.0333384676200889
2006-01-29,0.1,0.5597329,0.0275289030601946
2006-01-30,0,0.7826701,0.0231914534477013
2006-01-31,0,0.6719809,0.0198054083718336
2006-02-01,0,0.6150579,0.0171456870625086
2006-02-02,0,0.5432889,0.0150150740556214
2006-02-03,0.03,0.4630497,0.0132806265172744
2006-02-04,0,0.4412431,0.011847220392087
2006-02-05,0,0.650513,0.0106463872304095
2006-02-06,0.5,0.6916068,0.00972104848103557
2006-02-07,0.03,0.7817963,0.00893807906520221
2006-02-08,0.45,0.7870484,0.0082562854762607
2006-02-09,2.95,0.7915451,0.0127764292181141
2006-02-10,3.55,0.6819946,0.0414031353816026
2006-02-11,0.36,0.7195751,0.0687727004860773
2006-02-12,0,0.7037867,0.0539517298881009
2006-02-13,2.59,0.6666952,0.0591762072573641
2006-02-14,0.07,0.6449706,0.0656087084853803
2006-02-15,0.27,0.7748904,0.0506934377691187
2006-02-16,22.04,0.9732111,0.600414971413715
2006-02-17,8.62,1.034805,1.46827686223437
2006-02-18,1.93,0.9502857,0.891320299241258
2006-02-19,12.73,0.9093604,0.870369596272673
2006-02-20,1.49,0.9871904,0.893817772995547
2006-02-21,1.27,0.9610401,0.420097842933344
2006-02-22,0.92,0.8301464,0.245162066088598
2006-02-23,0.03,0.7976961,0.154263203659815
2006-02-24,0,0.7065107,0.100766378342415
2006-02-25,0,0.7650482,0.0712095607396698
2006-02-26,0,0.7348837,0.0532344583384951
2006-02-27,0,0.5994329,0.0414736232937327
2006-02-28,0.4,0.594277,0.0335412303765468
2006-03-01,3.36,0.7213423,0.0423064117735353
2006-03-02,0.39,0.6346496,0.05323371586881
2006-03-03,0.54,0.6573148,0.044843725540296
2006-03-04,8.84,0.6795819,0.180589139321735
2006-03-05,0,0.5950798,0.331631248726084
2006-03-06,0.59,0.5040029,0.187667608089552
2006-03-07,2.9,0.5969318,0.168764795448929
2006-03-08,0.15,0.775813,0.157336286633193
2006-03-09,11.44,0.8606969,0.390167668567505
2006-03-10,7.09,1.154469,0.829141633952939
2006-03-11,2.47,0.9804657,0.663068276841293
2006-03-12,2.76,0.8441187,0.429417520589574
2006-03-13,0.03,0.6025251,0.284629291356365
2006-03-14,0,0.6547178,0.162088774448071
2006-03-15,0,0.7655962,0.104660268805843
2006-03-16,0,0.8944366,0.0734728300748766
2006-03-17,0,0.8028612,0.0546661142504261
2006-03-18,0,0.9173837,0.0424379356638113
2006-03-19,0,0.9993356,0.0340245854381937
2006-03-20,0,1.104287,0.0279762862110244
2006-03-21,0.26,1.142912,0.02350775820443
2006-03-22,2.34,1.023736,0.0242553921880056
2006-03-23,0.22,1.014172,0.0255614543642113
2006-03-24,0,1.107618,0.0218833867620275
2006-03-25,7.77,1.273506,0.0855900397415116
2006-03-26,9.73,1.683638,0.427764136122556
2006-03-27,2.62,1.950993,0.568021695107956
2006-03-28,4.06,1.834449,0.388386766945262
2006-03-29,4.41,1.489434,0.37201270688443
2006-03-30,2.53,1.371952,0.33832705112113
2006-03-31,25.72,1.717335,1.23943037663829
2006-04-01,14.39,1.762839,2.39054177662954
2006-04-02,4.83,1.549207,1.54259299893286
2006-04-03,6.34,1.504987,0.907468734370305
2006-04-04,4.98,1.340376,0.7454668705051
2006-04-05,0,1.231758,0.478832287308519
2006-04-06,0,1.136354,0.236844034682497
