"Date","P","E","MXI_Q_sim"
2005-01-24,0.58,0.5759695,0.408865913529433
2005-01-25,0.8,0.4979846,0.325316900861917
2005-01-26,0,0.439901,0.25870149140999
2005-01-27,0,0.4464809,0.200534756502418
2005-01-28,0,0.4250468,0.158858369344338
2005-01-29,0,0.5114991,0.128954287122913
2005-01-30,0.09,0.4399706,0.108553632092066
2005-01-31,0.78,0.4875022,0.103453857386066
2005-02-01,1.74,0.6468565,0.120521130475007
2005-02-02,1.62,0.7295738,0.143871540869937
2005-02-03,1.58,0.7273596,0.158554098941434
2005-02-04,1.55,0.7654879,0.168210085463837
2005-02-05,0,0.6740511,0.155692831103715
2005-02-06,0,0.5420755,0.126236586198569
2005-02-07,0.03,0.5622185,0.105429601799991
2005-02-08,0,0.5549156,0.0904581332237674
2005-02-09,0,0.5920999,0.0792311109705182
2005-02-10,0.04,0.6052468,0.0715626626152102
2005-02-11,11.21,0.782225,0.20529629641196
2005-02-12,7.9,1.006207,0.409951636787075
2005-02-13,10.86,1.13618,0.552495449760156
2005-02-14,8.73,0.6962438,0.67081736532689
2005-02-15,8.43,0.692138,0.725524717259407
2005-02-16,0.33,0.6141471,0.657428522818536
2005-02-17,0.11,0.5508775,0.49368261149984
2005-02-18,0,0.5539304,0.37216074803249
2005-02-19,0.44,0.5415132,0.289410524505437
2005-02-20,4.57,0.6248027,0.290053457055128
2005-02-21,1.55,0.6320815,0.309045727153474
2005-02-22,0.58,0.5840309,0.267985444175116
2005-02-23,0.6,0.5496272,0.22531511018122
2005-02-24,0,0.4561931,0.187203565661106
2005-02-25,0.32,0.4425995,0.155629634952149
2005-02-26,0,0.4348168,0.133238973187497
2005-02-27,0.6,0.4946571,0.120442594057481
2005-02-28,0.36,0.5022481,0.116433682414738
2005-03-01,0,0.3873481,0.105402753691672
2005-03-05,0.23,0.5887297,0.0953376772490402
2005-03-06,4.94,0.6015626,0.152933305016991
2005-03-07,0.49,0.5458912,0.202110573311999
2005-03-08,0.94,0.6820855,0.18067100079525
2005-03-09,1.4,0.839284,0.17766460055668
2005-03-10,1.3,0.8456676,0.180676426616603
2005-03-11,0.43,0.8152473,0.16998235723975
2005-03-12,0.34,0.838068,0.148821714021312
2005-03-13,4.26,0.8197186,0.184067416322978
2005-03-14,0.09,0.8383325,0.20982824361726
2005-03-15,0,0.9326511,0.168037914262781
2005-03-16,0,0.9829395,0.136770713509189
2005-03-17,0,1.411184,0.114285693539812
2005-03-18,0,1.589331,0.0980710110738534
2005-03-19,0,1.507555,0.0863337054510137
2005-03-20,0,1.502384,0.0777939518943293
2005-03-21,0,1.472723,0.0715382002583062
2005-03-22,0,1.40291,0.0669143460158974
2005-03-23,1.43,1.498569,0.0821933715805564
2005-03-24,0,1.70044,0.0943965736094356
2005-03-25,2.74,1.542112,0.118858036066747
2005-03-26,0,1.616185,0.1389507084815
2005-03-27,0.41,1.450103,0.120082084840565
2005-03-28,0.13,1.625386,0.108576996128096
2005-03-29,2.35,1.619739,0.125400967812527
2005-03-30,0.8,1.605759,0.148310454026463
2005-03-31,5.6,1.557586,0.206186112552323
2005-04-01,0,1.604459,0.241858218606595
2005-04-02,0,1.462536,0.188269906496805
2005-04-03,0,1.440072,0.14986397848706
2005-04-04,0,1.586499,0.122296712114679
2005-04-05,0,1.552986,0.102467559380264
2005-04-06,2.32,1.541074,0.118628293423393
2005-04-07,6.78,1.396284,0.222039265769187
2005-04-08,3.63,1.530486,0.318243535940581
2005-04-09,6.71,1.224065,0.38428179275253
2005-04-10,0.52,1.093089,0.393666402342567
2005-04-11,0.39,1.224756,0.310092067134153
2005-04-12,0,1.451623,0.243250285261385
2005-04-13,0,1.538495,0.189808496447809
2005-04-14,0,1.675045,0.151501760263547
2005-04-15,0,1.745112,0.123999954120675
2005-04-16,4.33,1.592329,0.162019628887897
2005-04-17,1.58,1.512652,0.214595021859684
2005-04-18,0.2,1.785537,0.194464865175836
2005-04-19,0.17,1.748204,0.159839682174824
2005-04-20,5.69,1.599067,0.208591749563548
2005-04-21,0.44,1.423264,0.25262381246448
2005-04-22,0,1.379885,0.20276862444261
2005-04-23,0,1.460161,0.160716582333015
2005-04-24,2.18,1.509001,0.159751590669017
2005-04-25,0.33,1.940844,0.165588107699912
2005-04-26,7.72,1.824589,0.242860129230808
2005-04-27,8.3,1.884232,0.414126927142062
2005-04-28,0.76,1.886999,0.443946525356247
2005-04-29,0,1.817897,0.345135666931147
2005-04-30,1.08,2.491382,0.278047126114795
2005-05-01,0,2.654647,0.231127648789693
2005-05-02,0,2.979977,0.181791662408585
2005-05-03,0.07,2.734749,0.147354425721884
2005-05-04,5.47,2.253556,0.196891655546975
2005-05-05,4.04,1.959461,0.291824230576102
2005-05-06,0.18,1.966407,0.286786687009486
2005-05-07,1.99,1.840794,0.251499325123235
2005-05-08,11.17,1.538772,0.379475848130333
2005-05-09,0.32,1.431704,0.458026216437561
2005-05-10,0,1.499452,0.349763533003741
2005-05-11,0.08,1.527832,0.268696138711568
2005-05-12,0,1.616271,0.210738126943924
2005-05-13,0.1,1.963023,0.169387571855027
2005-05-14,0,2.134367,0.139803758011802
2005-05-15,16.04,2.091104,0.340349279798044
2005-05-16,0.86,2.068168,0.512605307110309
2005-05-17,0,2.115844,0.397555234608399
2005-05-18,0,1.993742,0.302450788739276
2005-05-19,0.03,1.84385,0.234796468728981
2005-05-20,0,2.129164,0.186354192614087
2005-05-21,10.91,2.984589,0.303735664691871
2005-05-22,0,2.696783,0.399171306309588
2005-05-23,0,2.48452,0.303963091578154
2005-05-24,0.2,2.461813,0.238598796775667
2005-05-25,0,2.439509,0.191971159706344
2005-05-26,0,3.291149,0.155527520458206
2005-05-27,0,3.752751,0.129331008676175
2005-05-28,0.05,4.226289,0.11114019340147
2005-05-29,0.05,4.319947,0.098717102217781
2005-05-30,12.94,4.156369,0.269076105947714
2005-05-31,1.46,2.537844,0.424045516029469
2005-06-01,0.23,2.296298,0.346699827629153
2005-06-02,0,2.706445,0.26982585242554
2005-06-03,0,3.043817,0.211348170467474
2005-06-04,3.33,3.260307,0.215600216103439
2005-06-05,1.08,2.522418,0.237001393584866
2005-06-06,0,2.289379,0.203879214960388
2005-06-07,2.65,2.518276,0.200770586338554
2005-06-08,0,2.14433,0.201215255206774
2005-06-09,0,2.289801,0.162083366818252
2005-06-10,0,2.503968,0.133968414241795
2005-06-11,0,2.648957,0.113719118833435
2005-06-12,0,2.54047,0.0990860917826765
2005-06-13,0,2.333608,0.0884637100411058
2005-06-14,0,2.605817,0.0807058683254146
2005-06-15,0,2.823523,0.0749944635856093
2005-06-16,0,3.095813,0.0707455197093549
2005-06-17,0,3.523176,0.0675421796858875
2005-06-18,0.03,3.933271,0.0654942087087942
2005-06-19,0.03,4.415076,0.0643029891742622
2005-06-20,0,4.288468,0.0628831981914904
2005-06-21,0,4.673518,0.0612716518865322
2005-06-22,0.04,4.772464,0.0604956387999426
2005-06-23,0,4.534642,0.0598226728534682
2005-06-24,0,4.682284,0.0586095454681258
2005-06-25,0.03,5.340871,0.0579845958210378
2005-06-26,1.11,4.299456,0.0721344422217705
2005-06-27,0,4.406134,0.0827952355138862
2005-06-28,0,4.518274,0.0745114905918202
2005-06-29,0,4.98642,0.0684459699194802
2005-06-30,2.01,4.218043,0.0903608806062268
2005-07-01,2.51,3.436428,0.140883400821759
2005-07-02,2.69,3.093486,0.186518633133281
2005-07-03,2.75,3.373674,0.222631836185807
2005-07-04,0,4.070348,0.213228704699584
2005-07-05,4.95,3.306112,0.232884005271909
2005-07-06,0.16,2.719457,0.253923587902838
2005-07-07,11.16,2.822993,0.347696907549087
2005-07-08,8.05,2.484864,0.531687330049723
2005-07-09,8.76,2.743725,0.630905977456537
2005-07-10,0,3.170881,0.595320923122465
2005-07-11,2,3.857578,0.470069398669723
2005-07-12,0,4.588746,0.382577105816679
2005-07-13,0,4.193992,0.29109946732221
2005-07-14,0,4.556277,0.225624664428643
2005-07-15,0,4.689089,0.178712354761484
2005-07-16,0,4.450485,0.145051632312749
2005-07-17,0,4.211437,0.120851574949198
2005-07-18,0,4.029562,0.103406219505021
2005-07-19,3.24,3.882426,0.133646518692796
2005-07-20,1.48,3.19517,0.177957752313949
2005-07-21,6.02,2.886899,0.245123581526157
2005-07-22,0,2.960662,0.278174655361801
2005-07-23,0.11,3.049948,0.217496672966178
2005-07-24,0,3.209504,0.174124768118616
2005-07-25,8.18,3.193089,0.250313954694577
2005-07-26,3.12,3.480394,0.354550079038592
2005-07-27,0.16,3.439533,0.31772036528049
2005-07-28,1.46,4.334658,0.266352765582824
2005-07-29,3.98,4.477613,0.281692348266203
2005-07-30,16.48,3.663631,0.498806978047055
2005-07-31,2.37,3.064103,0.646358730839775
2005-08-01,3.14,2.728464,0.558166827509151
2005-08-02,0,3.112624,0.464013070744676
2005-08-03,0,3.147316,0.351072194312437
2005-08-04,0.35,2.867621,0.274978840142924
2005-08-05,0,2.868614,0.220834880316921
2005-08-06,5.47,2.5858,0.250914102759145
2005-08-07,0,2.442183,0.277927321748781
2005-08-08,3.93,2.238373,0.271148400504284
2005-08-09,0.38,2.33656,0.275381499912367
2005-08-10,0,2.587624,0.221706935647847
2005-08-11,0,2.605904,0.177704294341339
2005-08-12,2.64,2.491075,0.181736381913266
2005-08-13,0,2.714198,0.187186167735886
2005-08-14,0,2.682147,0.152786111098281
2005-08-15,13.68,2.459687,0.314649853980296
2005-08-16,3.24,2.452757,0.488754950489885
2005-08-17,0,3.099506,0.416746659817375
2005-08-18,0,3.126107,0.317791688329544
2005-08-19,0,3.283715,0.246956797640434
2005-08-20,0.68,2.803069,0.205421676742665
2005-08-21,0,2.626738,0.176292025603285
2005-08-22,0,2.588151,0.145439437589526
2005-08-23,0,2.943487,0.123222869189977
2005-08-24,0.97,2.549504,0.120253031321504
2005-08-25,0.03,2.660715,0.119360753087725
2005-08-26,4.24,2.348806,0.161848054033247
2005-08-27,0,2.122388,0.195995421297055
2005-08-28,0,2.173436,0.158950452842015
2005-08-29,0,2.540396,0.132319264193111
2005-08-30,0,2.784911,0.113123260356073
2005-08-31,0,3.151083,0.0992363128869703
2005-09-01,0,3.454235,0.0891407809552972
2005-09-02,0,2.969024,0.0817533600909382
2005-09-03,0,3.078266,0.0763007736703241
2005-09-04,0.03,2.997457,0.0726294061134803
2005-09-05,0.03,3.13647,0.0702612794091485
2005-09-06,0.06,3.023247,0.0687950995036808
2005-09-07,4.47,3.103573,0.12651646207172
2005-09-08,0,3.144351,0.171295832903443
2005-09-09,0,3.193396,0.139679122215698
2005-09-10,8.96,2.936333,0.236321596663451
2005-09-11,3.53,2.710608,0.361531105447894
2005-09-12,0.99,2.545185,0.339954465440495
2005-09-13,2.24,2.49724,0.304919558542895
2005-09-14,0,2.562524,0.267923563584492
2005-09-15,0.03,2.23683,0.20973837166973
2005-09-16,0.91,2.673458,0.180167525186641
2005-09-17,8.84,2.069236,0.278088899614677
2005-09-18,0,1.635706,0.344062223609948
2005-09-19,0,1.576464,0.264064250765138
2005-09-20,0,1.598641,0.206779069349662
2005-09-21,0,1.659914,0.165708004720822
2005-09-22,0,1.688629,0.136212309326828
2005-09-23,0,1.763874,0.114980844783693
2005-09-24,0,1.836622,0.0996501153340215
2005-09-25,0,1.970443,0.0885330491515051
2005-09-26,0.1,2.072422,0.0817540259641288
2005-09-27,0,2.098127,0.0768475629866777
2005-09-28,0.38,2.107799,0.0767924969204478
2005-09-29,2.12,1.840451,0.105111049021953
2005-09-30,2.11,1.626438,0.149995396049185
2005-10-01,1.19,1.46649,0.169780797993782
2005-10-02,6.97,1.711256,0.248299925099245
2005-10-03,2.11,1.495578,0.322789291189687
2005-10-04,0,1.52791,0.278207072396686
2005-10-05,0,1.784045,0.215962858588408
2005-10-06,0,2.027596,0.17136107890907
2005-10-07,0,2.041108,0.139354106680764
2005-10-08,0,2.00324,0.116338948015703
2005-10-09,0,1.791158,0.0997437826671715
2005-10-10,0,1.651373,0.0877328384360979
2005-10-11,0,1.661337,0.0789957316263697
2005-10-12,0,1.590911,0.0725970990493457
2005-10-13,0,1.62495,0.0678692659103513
2005-10-14,0,1.50876,0.0643356325465344
2005-10-15,0,1.456775,0.061655988165767
2005-10-16,0,1.358171,0.059587475996769
2005-10-17,0,1.379401,0.0579567303579483
2005-10-18,0,1.207543,0.056639988199986
2005-10-19,0.07,1.184507,0.0564713350956063
2005-10-20,5.79,1.236701,0.133030481379485
2005-10-21,2.08,1.521519,0.220107630708244
2005-10-22,19.97,1.701719,0.473233490128214
2005-10-23,4.47,1.730524,0.706162825124943
2005-10-24,0.92,1.514964,0.599713778915696
2005-10-25,0,1.368209,0.459396967193421
2005-10-26,0.84,1.68172,0.357092087104443
2005-10-27,0,1.751443,0.284778046941946
2005-10-28,0.03,1.709431,0.221167085864649
2005-10-29,0,1.723678,0.175620260343291
2005-10-30,0,1.571635,0.142501997560455
2005-10-31,0,1.531022,0.11869253738835
2005-11-01,0.43,1.626909,0.107347172763314
2005-11-02,16.79,1.390835,0.330922576346202
2005-11-03,9.61,1.239053,0.635851995626289
2005-11-04,0.04,1.5933,0.616860690300722
2005-11-05,4.76,1.381366,0.52661041279329
2005-11-06,2.16,1.086596,0.496788124431765
2005-11-07,0,1.118102,0.40655252767547
2005-11-08,1.96,1.00812,0.33708051554015
2005-11-09,0,1.213065,0.289427266579591
2005-11-10,0.44,0.9936017,0.232026527347254
2005-11-11,0,1.051076,0.191340459829591
2005-11-12,0.69,1.050091,0.165175444760442
2005-11-13,0.35,0.9528222,0.151952140036267
2005-11-14,0.78,1.148047,0.143295847492069
2005-11-15,0,0.9672437,0.132545995466234
2005-11-16,5.97,0.8645967,0.196960580755008
2005-11-17,2.47,0.8156803,0.284067250315563
2005-11-18,0.13,0.7428913,0.260848223645161
2005-11-19,0,0.721917,0.207017063237754
2005-11-20,0,0.584867,0.166447983785733
2005-11-21,0,0.5666367,0.137304958423584
2005-11-22,0.13,0.7606092,0.118147794924675
2005-11-23,0,0.5914326,0.104433882279238
2005-11-24,0.03,0.6131673,0.0929322117252169
2005-11-25,2.51,0.6668969,0.119931753196641
2005-11-26,0.2,0.568899,0.144134460629618
2005-11-27,2.1,0.5638723,0.153285221767912
2005-11-28,1.01,0.5914569,0.17319011893052
2005-11-29,3.98,0.6221925,0.213078003541451
2005-11-30,0.06,0.6370068,0.23134951990673
2005-12-01,0,0.5939674,0.183940764204384
2005-12-02,0,0.5795554,0.149014086347618
2005-12-03,10.96,0.6093981,0.280992582656894
2005-12-04,10.68,0.835227,0.542016744910925
2005-12-05,20.54,0.8852936,0.876562923013414
2005-12-06,0.86,0.780482,0.98598534632794
2005-12-07,0.42,0.7203354,0.745672148804234
2005-12-08,0.22,0.7266342,0.56403190586026
2005-12-09,5.11,0.6792817,0.503877356359815
2005-12-10,0,0.641126,0.463139718080272
2005-12-11,0,0.5554378,0.352457599172585
2005-12-12,0,0.4978358,0.273236559420309
2005-12-13,0.04,0.6092603,0.21706942363451
2005-12-14,0.06,0.6748322,0.177703458960729
2005-12-15,0.58,0.6955155,0.157452011895092
2005-12-16,0.39,0.6871021,0.148302591551825
2005-12-17,6.98,0.7945831,0.237322227229343
2005-12-18,4.19,0.5647568,0.365570907488819
2005-12-19,0,0.5699394,0.350027487830794
2005-12-20,2.13,0.5453842,0.30343099038721
2005-12-21,0,0.5635263,0.272444656835562
2005-12-22,0,0.5792199,0.215813317934052
2005-12-23,0.09,0.5903021,0.176532835855008
2005-12-24,0,0.6611409,0.148390298958579
2005-12-25,0,0.7195387,0.126647215657702
2005-12-26,0.06,0.689492,0.111823390137953
2005-12-27,3.57,0.5497398,0.15493832027107
2005-12-28,1.71,0.4394627,0.214545311731432
2005-12-29,0.69,0.4475311,0.211762825437108
2005-12-30,0.27,0.3878605,0.186850292688398
2005-12-31,9.99,0.4179907,0.310559366377218
2006-01-01,1.66,0.6755196,0.431501755827103
2006-01-02,3.85,0.6891219,0.415585889468901
2006-01-03,0,0.7122377,0.38145978064
2006-01-04,0,0.5916529,0.293726205922289
2006-01-05,0,0.5178823,0.230889994630539
2006-01-06,0.59,0.5177258,0.194872005714706
2006-01-07,0,0.4401883,0.169655515829654
2006-01-08,0,0.4579959,0.141779191621979
2006-01-09,0,0.5305783,0.12167640605532
2006-01-10,0,0.4316201,0.107124370873132
2006-01-11,0,0.4481434,0.0965364480670315
2006-01-12,3.3,0.4999456,0.139451384547647
2006-01-13,0.57,0.6123654,0.182569333111196
2006-01-14,0,0.541813,0.159650199803358
2006-01-15,0,0.4790324,0.133733261449191
2006-01-16,0,0.391807,0.115038031251038
2006-01-17,0.57,0.463781,0.110248002554741
2006-01-18,18.58,0.7064641,0.398010271595568
2006-01-19,0.82,0.716875,0.629239189456876
2006-01-20,0,0.6305717,0.48426937353466
2006-01-21,2.95,0.8116945,0.4131279048632
2006-01-22,1.28,0.7315867,0.385818981467427
2006-01-23,0,0.6536101,0.318200239398051
2006-01-24,0,0.4829788,0.248238898626467
2006-01-25,0,0.4536762,0.198091737552179
2006-01-26,0.42,0.4885271,0.168677172898969
2006-01-27,0.11,0.5368626,0.149711736093096
2006-01-28,0,0.4089335,0.129061703401533
2006-01-29,0.1,0.5597329,0.113843293246681
2006-01-30,0,0.7826701,0.102902390944495
2006-01-31,0,0.6719809,0.0932195504891336
2006-02-01,0,0.6150579,0.0861122312145422
2006-02-02,0,0.5432889,0.0808452475605408
2006-02-03,0.03,0.4630497,0.0773630097251173
2006-02-04,0,0.4412431,0.0747237882365437
2006-02-05,0,0.650513,0.0721501213677979
2006-02-06,0.5,0.6916068,0.0779416354359253
2006-02-07,0.03,0.7817963,0.0829656472172605
2006-02-08,0.45,0.7870484,0.0850790221967376
2006-02-09,2.95,0.7915451,0.132651872414055
2006-02-10,3.55,0.6819946,0.218276249024687
2006-02-11,0.36,0.7195751,0.239795066451721
2006-02-12,0,0.7037867,0.195768674389695
2006-02-13,2.59,0.6666952,0.1988780459097
2006-02-14,0.07,0.6449706,0.205177270295224
2006-02-15,0.27,0.7748904,0.170236674631608
2006-02-16,22.04,0.9732111,0.498772164548787
2006-02-17,8.62,1.034805,0.895829953540455
2006-02-18,1.93,0.9502857,0.842191380668308
2006-02-19,12.73,0.9093604,0.865955708017155
2006-02-20,1.49,0.9871904,0.889935895791579
2006-02-21,1.27,0.9610401,0.705857982720624
2006-02-22,0.92,0.8301464,0.564792513516265
2006-02-23,0.03,0.7976961,0.443178573724711
2006-02-24,0,0.7065107,0.339975224247325
2006-02-25,0,0.7650482,0.265552150734406
2006-02-26,0,0.7348837,0.212202691612116
2006-02-27,0,0.5994329,0.173897742769783
2006-02-28,0.4,0.594277,0.152907316691493
2006-03-01,3.36,0.7213423,0.193594721901097
2006-03-02,0.39,0.6346496,0.226111874689387
2006-03-03,0.54,0.6573148,0.199290181383052
2006-03-04,8.84,0.6795819,0.320703135386776
2006-03-05,0,0.5950798,0.409025356866744
2006-03-06,0.59,0.5040029,0.324524206453531
2006-03-07,2.9,0.5969318,0.313069027164185
2006-03-08,0.15,0.775813,0.300428115189737
2006-03-09,11.44,0.8606969,0.432364708244227
2006-03-10,7.09,1.154469,0.658739111923871
2006-03-11,2.47,0.9804657,0.665351304113492
2006-03-12,2.76,0.8441187,0.591570091402879
2006-03-13,0.03,0.6025251,0.497973187500079
2006-03-14,0,0.6547178,0.380745263769099
2006-03-15,0,0.7655962,0.296277784826905
2006-03-16,0,0.8944366,0.235742584638504
2006-03-17,0,0.8028612,0.192292557888213
2006-03-18,0,0.9173837,0.161040242661372
2006-03-19,0,0.9993356,0.138496963397709
2006-03-20,0,1.104287,0.122172493230083
2006-03-21,0.26,1.142912,0.114691563773395
2006-03-22,2.34,1.023736,0.149150402843886
2006-03-23,0.22,1.014172,0.175619571534796
2006-03-24,0,1.107618,0.152143551330013
2006-03-25,7.77,1.273506,0.263703236766453
2006-03-26,9.73,1.683638,0.520761817666642
2006-03-27,2.62,1.950993,0.620423480115932
2006-03-28,4.06,1.834449,0.585987581271599
2006-03-29,4.41,1.489434,0.594775454766692
2006-03-30,2.53,1.371952,0.575662534779768
2006-03-31,25.72,1.717335,0.94063618575016
2006-04-01,14.39,1.762839,1.44841930744766
2006-04-02,4.83,1.549207,1.42912073961075
2006-04-03,6.34,1.504987,1.2599664041871
2006-04-04,4.98,1.340376,1.14531190298431
2006-04-05,0,1.231758,0.947116781517248
2006-04-06,0,1.136354,0.708279464616772
2006-04-07,0,1.141842,0.537479131873207
2006-04-08,0,1.253996,0.415246503771028
2006-04-09,0,1.356024,0.327684450231688
2006-04-10,0.09,1.452778,0.2665055603932
2006-04-11,0,1.360654,0.222656144011606
2006-04-12,0,1.227348,0.189307554035365
2006-04-13,0.74,1.471256,0.178597757977241
2006-04-14,1.65,1.417903,0.20158014454372
2006-04-15,2.45,1.73055,0.250113650602996
2006-04-16,3.92,1.78059,0.327220124644842
2006-04-17,17.49,1.836359,0.662847099031699
2006-04-18,0,1.865053,0.850948310757084
