"Date","P","E","MVIII_Q_sim"
2005-01-24,0.58,0.5759695,2.28010214466748
2005-01-25,0.8,0.4979846,1.78543230601393
2005-01-26,0,0.439901,1.28688013789107
2005-01-27,0,0.4464809,0.932111769861252
2005-01-28,0,0.4250468,0.706502897579907
2005-01-29,0,0.5114991,0.578929637742826
2005-01-30,0.09,0.4399706,0.539132433867155
2005-01-31,0.78,0.4875022,0.600709912388802
2005-02-01,1.74,0.6468565,0.750271500980157
2005-02-02,1.62,0.7295738,0.800808856139992
2005-02-03,1.58,0.7273596,0.825689342221946
2005-02-04,1.55,0.7654879,0.826349979004527
2005-02-05,0,0.6740511,0.606668955769405
2005-02-06,0,0.5420755,0.527689613280983
2005-02-07,0.03,0.5622185,0.500195167881981
2005-02-08,0,0.5549156,0.485699916600115
2005-02-09,0,0.5920999,0.477929551065176
2005-02-10,0.04,0.6052468,0.475694823817293
2005-02-11,11.21,0.782225,2.51054676374204
2005-02-12,7.9,1.006207,3.2296428669425
2005-02-13,10.86,1.13618,4.31020957137349
2005-02-14,8.73,0.6962438,4.79013374528939
2005-02-15,8.43,0.692138,5.07863078330875
2005-02-16,0.33,0.6141471,3.66687792114401
2005-02-17,0.11,0.5508775,2.6324095883183
2005-02-18,0,0.5539304,1.86921840337783
2005-02-19,0.44,0.5415132,1.41629070680294
2005-02-20,4.57,0.6248027,1.90590617366231
2005-02-21,1.55,0.6320815,1.6413984463501
2005-02-22,0.58,0.5840309,1.27031758480265
2005-02-23,0.6,0.5496272,1.02245095779412
2005-02-24,0,0.4561931,0.771818912713934
2005-02-25,0.32,0.4425995,0.683363142822697
2005-02-26,0,0.4348168,0.598013729746325
2005-02-27,0.6,0.4946571,0.627616740565638
2005-02-28,0.36,0.5022481,0.608124040367396
2005-03-01,0,0.3873481,0.561617492054506
2005-03-05,0.23,0.5887297,0.55940980605717
2005-03-06,4.94,0.6015626,1.36725725656841
2005-03-07,0.49,0.5458912,1.06091136323842
2005-03-08,0.94,0.6820855,0.899574204214301
2005-03-09,1.4,0.839284,0.839891036045102
2005-03-10,1.3,0.8456676,0.786228439352913
2005-03-11,0.43,0.8152473,0.64410430647023
2005-03-12,0.34,0.838068,0.580532145777461
2005-03-13,4.26,0.8197186,1.17652039797935
2005-03-14,0.09,0.8383325,0.781576219028937
2005-03-15,0,0.9326511,0.586381002928745
2005-03-16,0,0.9829395,0.529974395263684
2005-03-17,0,1.411184,0.512945359759055
2005-03-18,0,1.589331,0.505940831069903
2005-03-19,0,1.507555,0.500653344125438
2005-03-20,0,1.502384,0.49565389007233
2005-03-21,0,1.472723,0.490739589742284
2005-03-22,0,1.40291,0.485879333163535
2005-03-23,1.43,1.498569,0.561541111164815
2005-03-24,0,1.70044,0.491361244521693
2005-03-25,2.74,1.542112,0.672556460042761
2005-03-26,0,1.616185,0.508738921143283
2005-03-27,0.41,1.450103,0.499902288723304
2005-03-28,0.13,1.625386,0.480170933926298
2005-03-29,2.35,1.619739,0.614635234140145
2005-03-30,0.8,1.605759,0.534996395477482
2005-03-31,5.6,1.557586,1.17730255966667
2005-04-01,0,1.604459,0.629175125333581
2005-04-02,0,1.462536,0.498944610361443
2005-04-03,0,1.440072,0.473018926594361
2005-04-04,0,1.586499,0.464948843387978
2005-04-05,0,1.552986,0.459853242954448
2005-04-06,2.32,1.541074,0.604992393179344
2005-04-07,6.78,1.396284,1.51220807632733
2005-04-08,3.63,1.530486,1.4827523630529
2005-04-09,6.71,1.224065,2.18292026574672
2005-04-10,0.52,1.093089,1.46844879246792
2005-04-11,0.39,1.224756,0.904123553261111
2005-04-12,0,1.451623,0.568078723769696
2005-04-13,0,1.538495,0.494619126686312
2005-04-14,0,1.675045,0.479022477329698
2005-04-15,0,1.745112,0.47277288884119
2005-04-16,4.33,1.592329,0.881690842791917
2005-04-17,1.58,1.512652,0.700224023344154
2005-04-18,0.2,1.785537,0.518005726062937
2005-04-19,0.17,1.748204,0.484762754028684
2005-04-20,5.69,1.599067,1.14792224764352
2005-04-21,0.44,1.423264,0.689236595085656
2005-04-22,0,1.379885,0.514050233873305
2005-04-23,0,1.460161,0.477508023929937
2005-04-24,2.18,1.509001,0.608466422896422
2005-04-25,0.33,1.940844,0.500703531931154
2005-04-26,7.72,1.824589,1.50038041987721
2005-04-27,8.3,1.884232,2.31857279178609
2005-04-28,0.76,1.886999,1.3747556800929
2005-04-29,0,1.817897,0.687800054589304
2005-04-30,1.08,2.491382,0.557889368892831
2005-05-01,0,2.654647,0.499051077740093
2005-05-02,0,2.979977,0.488901385889711
2005-05-03,0.07,2.734749,0.485648708631403
2005-05-04,5.47,2.253556,0.926187986727432
2005-05-05,4.04,1.959461,1.03006700818026
2005-05-06,0.18,1.966407,0.591742948103182
2005-05-07,1.99,1.840794,0.617787860147404
2005-05-08,11.17,1.538772,2.3804874773574
2005-05-09,0.32,1.431704,1.47340791861609
2005-05-10,0,1.499452,0.789594958510546
2005-05-11,0.08,1.527832,0.564264821893631
2005-05-12,0,1.616271,0.515258776388765
2005-05-13,0.1,1.963023,0.507394994310488
2005-05-14,0,2.134367,0.498501086130511
2005-05-15,16.04,2.091104,3.11676743108126
2005-05-16,0.86,2.068168,1.91818905376926
2005-05-17,0,2.115844,0.90441392580334
2005-05-18,0,1.993742,0.580430099848144
2005-05-19,0.03,1.84385,0.530315674435723
2005-05-20,0,2.129164,0.517943218747309
2005-05-21,10.91,2.984589,1.82041280298766
2005-05-22,0,2.696783,0.762355081393175
2005-05-23,0,2.48452,0.557880923025374
2005-05-24,0.2,2.461813,0.537243884411091
2005-05-25,0,2.439509,0.524501732004063
2005-05-26,0,3.291149,0.518530450607821
2005-05-27,0,3.752751,0.513334486905391
2005-05-28,0.05,4.226289,0.509275607952854
2005-05-29,0.05,4.319947,0.504426520453346
2005-05-30,12.94,4.156369,1.86235650083517
2005-05-31,1.46,2.537844,1.01640621363308
2005-06-01,0.23,2.296298,0.605280012708517
2005-06-02,0,2.706445,0.533145494135375
2005-06-03,0,3.043817,0.521481297805557
2005-06-04,3.33,3.260307,0.629201862786435
2005-06-05,1.08,2.522418,0.570645519424417
2005-06-06,0,2.289379,0.523581584723122
2005-06-07,2.65,2.518276,0.623508979139114
2005-06-08,0,2.14433,0.528118121345216
2005-06-09,0,2.289801,0.512214871357089
2005-06-10,0,2.503968,0.505980535558853
2005-06-11,0,2.648957,0.500854012409494
2005-06-12,0,2.54047,0.495883594004417
2005-06-13,0,2.333608,0.490972304045315
2005-06-14,0,2.605817,0.486110601320726
2005-06-15,0,2.823523,0.481297142234454
2005-06-16,0,3.095813,0.476531355808299
2005-06-17,0,3.523176,0.471812761102639
2005-06-18,0.03,3.933271,0.467792949964387
2005-06-19,0.03,4.415076,0.463233151753396
2005-06-20,0,4.288468,0.458144405775351
2005-06-21,0,4.673518,0.453576769895881
2005-06-22,0.04,4.772464,0.449831639467119
2005-06-23,0,4.534642,0.444791304322192
2005-06-24,0,4.682284,0.440352585591405
2005-06-25,0.03,5.340871,0.436504228395284
2005-06-26,1.11,4.299456,0.455749730813584
2005-06-27,0,4.406134,0.432001244368608
2005-06-28,0,4.518274,0.426558921065828
2005-06-29,0,4.98642,0.422266283323917
2005-06-30,2.01,4.218043,0.464902111700055
2005-07-01,2.51,3.436428,0.498877031528952
2005-07-02,2.69,3.093486,0.523709270829959
2005-07-03,2.75,3.373674,0.524006631061446
2005-07-04,0,4.070348,0.436546321630353
2005-07-05,4.95,3.306112,0.636456790769477
2005-07-06,0.16,2.719457,0.461396290653742
2005-07-07,11.16,2.822993,1.85809788664489
2005-07-08,8.05,2.484864,2.33383879800054
2005-07-09,8.76,2.743725,2.74415075842063
2005-07-10,0,3.170881,1.13725146991543
2005-07-11,2,3.857578,0.623343453208139
2005-07-12,0,4.588746,0.504723633275153
2005-07-13,0,4.193992,0.493058109326595
2005-07-14,0,4.556277,0.487753388056709
2005-07-15,0,4.689089,0.482898982438968
2005-07-16,0,4.450485,0.478115936848432
2005-07-17,0,4.211437,0.473381568567964
2005-07-18,0,4.029562,0.468694157768777
2005-07-19,3.24,3.882426,0.55453613735799
2005-07-20,1.48,3.19517,0.520251772307478
2005-07-21,6.02,2.886899,0.88167579405267
2005-07-22,0,2.960662,0.520575171093875
2005-07-23,0.11,3.049948,0.483280661219841
2005-07-24,0,3.209504,0.473069727556917
2005-07-25,8.18,3.193089,1.1617816049859
2005-07-26,3.12,3.480394,0.716906616251147
2005-07-27,0.16,3.439533,0.51371621445096
2005-07-28,1.46,4.334658,0.520900112984253
2005-07-29,3.98,4.477613,0.592143877993686
2005-07-30,16.48,3.663631,2.79359660961713
2005-07-31,2.37,3.064103,1.6913464455318
2005-08-01,3.14,2.728464,1.16934886997131
2005-08-02,0,3.112624,0.606042358463955
2005-08-03,0,3.147316,0.542655437545016
2005-08-04,0.35,2.867621,0.542583300423636
2005-08-05,0,2.868614,0.528681808373219
2005-08-06,5.47,2.5858,0.892036872565952
2005-08-07,0,2.442183,0.574706779312779
2005-08-08,3.93,2.238373,0.77555192374825
2005-08-09,0.38,2.33656,0.577144552291594
2005-08-10,0,2.587624,0.534463912330936
2005-08-11,0,2.605904,0.525538170932554
2005-08-12,2.64,2.491075,0.629921920204185
2005-08-13,0,2.714198,0.532369388938201
2005-08-14,0,2.682147,0.518311047498966
2005-08-15,13.68,2.459687,2.5440261300941
2005-08-16,3.24,2.452757,1.87932743121474
2005-08-17,0,3.099506,0.746103205901465
2005-08-18,0,3.126107,0.563004038987761
2005-08-19,0,3.283715,0.542003293537665
2005-08-20,0.68,2.803069,0.555823562170426
2005-08-21,0,2.626738,0.533790305300951
2005-08-22,0,2.588151,0.526918130205643
2005-08-23,0,2.943487,0.52154532391073
2005-08-24,0.97,2.549504,0.5487220462649
2005-08-25,0.03,2.660715,0.517818461605069
2005-08-26,4.24,2.348806,0.760914913617623
2005-08-27,0,2.122388,0.546795798507063
2005-08-28,0,2.173436,0.514855248447867
2005-08-29,0,2.540396,0.506692588181991
2005-08-30,0,2.784911,0.501371262267617
2005-08-31,0,3.151083,0.496378823969679
2005-09-01,0,3.454235,0.491461415390743
2005-09-02,0,2.969024,0.486594814466134
2005-09-03,0,3.078266,0.481776557218235
2005-09-04,0.03,2.997457,0.477813244897447
2005-09-05,0.03,3.13647,0.473208933433213
2005-09-06,0.06,3.023247,0.469452937421801
2005-09-07,4.47,3.103573,0.6533604025988
2005-09-08,0,3.144351,0.487094532410433
2005-09-09,0,3.193396,0.468441661709179
2005-09-10,8.96,2.936333,1.39016193150181
2005-09-11,3.53,2.710608,1.02938115572866
2005-09-12,0.99,2.545185,0.606446484874891
2005-09-13,2.24,2.49724,0.59668034914887
2005-09-14,0,2.562524,0.500072782461883
2005-09-15,0.03,2.23683,0.487067730745635
2005-09-16,0.91,2.673458,0.509408171918094
2005-09-17,8.84,2.069236,1.66325079897211
2005-09-18,0,1.635706,0.855676452411809
2005-09-19,0,1.576464,0.55726793902318
2005-09-20,0,1.598641,0.49889448795367
2005-09-21,0,1.659914,0.486013535526106
2005-09-22,0,1.688629,0.480080134201182
2005-09-23,0,1.763874,0.475170476694855
2005-09-24,0,1.836622,0.470444444281898
2005-09-25,0,1.970443,0.465783399251026
2005-09-26,0.1,2.072422,0.464783650863406
2005-09-27,0,2.098127,0.457282346031015
2005-09-28,0.38,2.107799,0.46637421471263
2005-09-29,2.12,1.840451,0.56296923971613
2005-09-30,2.11,1.626438,0.607540383507631
2005-10-01,1.19,1.46649,0.555244007995365
2005-10-02,6.97,1.711256,1.41774400207949
2005-10-03,2.11,1.495578,1.11779922980286
2005-10-04,0,1.52791,0.610929327358917
2005-10-05,0,1.784045,0.484511435769239
2005-10-06,0,2.027596,0.46231930646956
2005-10-07,0,2.041108,0.455651594349392
2005-10-08,0,2.00324,0.450892749429323
2005-10-09,0,1.791158,0.446398735548729
2005-10-10,0,1.651373,0.441974693044092
2005-10-11,0,1.661337,0.437597739031231
2005-10-12,0,1.590911,0.433264588549166
2005-10-13,0,1.62495,0.428974408774056
2005-10-14,0,1.50876,0.424726719670393
2005-10-15,0,1.456775,0.420521092033219
2005-10-16,0,1.358171,0.41635710875216
2005-10-17,0,1.379401,0.412234357069452
2005-10-18,0,1.207543,0.408152428711433
2005-10-19,0.07,1.184507,0.407934728604873
2005-10-20,5.79,1.236701,1.20353288915818
2005-10-21,2.08,1.521519,0.94015356152104
2005-10-22,19.97,1.701719,4.32813120236659
2005-10-23,4.47,1.730524,3.60155952142451
2005-10-24,0.92,1.514964,2.42929098739047
2005-10-25,0,1.368209,1.44983566581231
2005-10-26,0.84,1.68172,0.849152866474248
2005-10-27,0,1.751443,0.530192393188807
2005-10-28,0.03,1.709431,0.474760897632514
2005-10-29,0,1.723678,0.461735231476621
2005-10-30,0,1.571635,0.456039689378996
2005-10-31,0,1.531022,0.45135999690735
2005-11-01,0.43,1.626909,0.466355770031465
2005-11-02,16.79,1.390835,3.44611857087188
2005-11-03,9.61,1.239053,4.17212266760911
2005-11-04,0.04,1.5933,2.64312362288154
2005-11-05,4.76,1.381366,2.57462732433287
2005-11-06,2.16,1.086596,2.0895340739133
2005-11-07,0,1.118102,1.29548806416574
2005-11-08,1.96,1.00812,1.16038713724297
2005-11-09,0,1.213065,0.689918417042549
2005-11-10,0.44,0.9936017,0.584902451157481
2005-11-11,0,1.051076,0.519879854128692
2005-11-12,0.69,1.050091,0.548638998830869
2005-11-13,0.35,0.9528222,0.531323587483209
2005-11-14,0.78,1.148047,0.549624655877869
2005-11-15,0,0.9672437,0.501753109182479
2005-11-16,5.97,0.8645967,1.44367570943632
2005-11-17,2.47,0.8156803,1.42291821966855
2005-11-18,0.13,0.7428913,0.960544274216139
2005-11-19,0,0.721917,0.661307654998799
2005-11-20,0,0.584867,0.545206033504171
2005-11-21,0,0.5666367,0.50260336812738
2005-11-22,0.13,0.7606092,0.494995109059764
2005-11-23,0,0.5914326,0.480519109292522
2005-11-24,0.03,0.6131673,0.475430421911582
2005-11-25,2.51,0.6668969,0.792249887725355
2005-11-26,0.2,0.568899,0.616929518758375
2005-11-27,2.1,0.5638723,0.834530637438843
2005-11-28,1.01,0.5914569,0.767430238406362
2005-11-29,3.98,0.6221925,1.29743801053174
2005-11-30,0.06,0.6370068,0.883041226847183
2005-12-01,0,0.5939674,0.629213471782886
2005-12-02,0,0.5795554,0.516841916126078
2005-12-03,10.96,0.6093981,2.53949295971211
2005-12-04,10.68,0.835227,3.86517350202579
2005-12-05,20.54,0.8852936,6.80825753647267
2005-12-06,0.86,0.780482,4.95522427689037
2005-12-07,0.42,0.7203354,3.56055766037158
2005-12-08,0.22,0.7266342,2.52124773223319
2005-12-09,5.11,0.6792817,2.78666621206864
2005-12-10,0,0.641126,1.95148761455742
2005-12-11,0,0.5554378,1.38013351755675
2005-12-12,0,0.4978358,0.992509428933872
2005-12-13,0.04,0.6092603,0.727908842864651
2005-12-14,0.06,0.6748322,0.604281496777708
2005-12-15,0.58,0.6955155,0.609166088508252
2005-12-16,0.39,0.6871021,0.589798186114833
2005-12-17,6.98,0.7945831,1.74595031159787
2005-12-18,4.19,0.5647568,2.07830937301699
2005-12-19,0,0.5699394,1.46412193687986
2005-12-20,2.13,0.5453842,1.46473091546197
2005-12-21,0,0.5635263,1.03020339178035
2005-12-22,0,0.5792199,0.744815475647757
2005-12-23,0.09,0.5903021,0.615855471329693
2005-12-24,0,0.6611409,0.554941274873674
2005-12-25,0,0.7195387,0.533177769357082
2005-12-26,0.06,0.689492,0.528390783579835
2005-12-27,3.57,0.5497398,1.0815366197176
2005-12-28,1.71,0.4394627,1.13244644518541
2005-12-29,0.69,0.4475311,0.96187080688895
2005-12-30,0.27,0.3878605,0.782270613326076
2005-12-31,9.99,0.4179907,2.60567506383797
2006-01-01,1.66,0.6755196,2.14184440539867
2006-01-02,3.85,0.6891219,2.2517432962323
2006-01-03,0,0.7122377,1.54212192890273
2006-01-04,0,0.5916529,1.07321152820427
2006-01-05,0,0.5178823,0.778910148646426
2006-01-06,0.59,0.5177258,0.704287077044742
2006-01-07,0,0.4401883,0.592758085313278
2006-01-08,0,0.4579959,0.543769364107034
2006-01-09,0,0.5305783,0.522309359529837
2006-01-10,0,0.4316201,0.51232942529885
2006-01-11,0,0.4481434,0.505564179717562
2006-01-12,3.3,0.4999456,1.02119612582713
2006-01-13,0.57,0.6123654,0.814278392498628
2006-01-14,0,0.541813,0.619356858983834
2006-01-15,0,0.4790324,0.538339765223685
2006-01-16,0,0.391807,0.507035330110267
2006-01-17,0.57,0.463781,0.554659732178814
2006-01-18,18.58,0.7064641,4.09285312215813
2006-01-19,0.82,0.716875,3.01829902093761
2006-01-20,0,0.6305717,2.11009309444929
2006-01-21,2.95,0.8116945,2.00488523849777
2006-01-22,1.28,0.7315867,1.61569263054326
2006-01-23,0,0.6536101,1.10288162801432
2006-01-24,0,0.4829788,0.80095078913712
2006-01-25,0,0.4536762,0.631966537200656
2006-01-26,0.42,0.4885271,0.602402868843718
2006-01-27,0.11,0.5368626,0.548399677746619
2006-01-28,0,0.4089335,0.517751707430483
2006-01-29,0.1,0.5597329,0.511530050066812
2006-01-30,0,0.7826701,0.496602998012499
2006-01-31,0,0.6719809,0.489338756140115
2006-02-01,0,0.6150579,0.483874216048013
2006-02-02,0,0.5432889,0.478912507861947
2006-02-03,0.03,0.4630497,0.477033155768625
2006-02-04,0,0.4412431,0.47046483619967
2006-02-05,0,0.650513,0.465107760328888
2006-02-06,0.5,0.6916068,0.502655049474551
2006-02-07,0.03,0.7817963,0.469669914615758
2006-02-08,0.45,0.7870484,0.49103469304785
2006-02-09,2.95,0.7915451,0.844904478156928
2006-02-10,3.55,0.6819946,1.24385299137547
2006-02-11,0.36,0.7195751,0.877429339659192
2006-02-12,0,0.7037867,0.603979419764879
2006-02-13,2.59,0.6666952,0.886830858846005
2006-02-14,0.07,0.6449706,0.626615890728187
2006-02-15,0.27,0.7748904,0.523485674992885
2006-02-16,22.04,0.9732111,4.68256130650551
2006-02-17,8.62,1.034805,4.92089910427088
2006-02-18,1.93,0.9502857,3.76231067664595
2006-02-19,12.73,0.9093604,5.14370591488093
2006-02-20,1.49,0.9871904,3.82975074733482
2006-02-21,1.27,0.9610401,2.85477632765724
2006-02-22,0.92,0.8301464,2.12710532242824
2006-02-23,0.03,0.7976961,1.43605518757341
2006-02-24,0,0.7065107,0.969970068886136
2006-02-25,0,0.7650482,0.685106327326512
2006-02-26,0,0.7348837,0.577863943771858
2006-02-27,0,0.5994329,0.544675776741362
2006-02-28,0.4,0.594277,0.56810068347561
2006-03-01,3.36,0.7213423,1.01909640528237
2006-03-02,0.39,0.6346496,0.785096604378099
2006-03-03,0.54,0.6573148,0.675697216833566
2006-03-04,8.84,0.6795819,2.21761369674015
2006-03-05,0,0.5950798,1.55258077312605
2006-03-06,0.59,0.5040029,1.22466549946966
2006-03-07,2.9,0.5969318,1.43045425885644
2006-03-08,0.15,0.775813,0.971460749004945
2006-03-09,11.44,0.8606969,2.90497600401344
2006-03-10,7.09,1.154469,3.31901940851936
2006-03-11,2.47,0.9804657,2.73260103042923
2006-03-12,2.76,0.8441187,2.41500495804912
2006-03-13,0.03,0.6025251,1.70764180382674
2006-03-14,0,0.6547178,1.18058508853424
2006-03-15,0,0.7655962,0.802408769188834
2006-03-16,0,0.8944366,0.622955637869873
2006-03-17,0,0.8028612,0.571412129329446
2006-03-18,0,0.9173837,0.554003310848127
2006-03-19,0,0.9993356,0.545873338376029
2006-03-20,0,1.104287,0.539911960837804
2006-03-21,0.26,1.142912,0.54945651382129
2006-03-22,2.34,1.023736,0.756478927752908
2006-03-23,0.22,1.014172,0.60102580146576
2006-03-24,0,1.107618,0.540628755637457
2006-03-25,7.77,1.273506,1.72283253221357
2006-03-26,9.73,1.683638,2.84499321699844
2006-03-27,2.62,1.950993,2.12538288383085
2006-03-28,4.06,1.834449,1.94064818281525
2006-03-29,4.41,1.489434,1.98694490282041
2006-03-30,2.53,1.371952,1.67569380681977
2006-03-31,25.72,1.717335,6.06342855898511
2006-04-01,14.39,1.762839,6.89746668005006
2006-04-02,4.83,1.549207,5.62429963667061
2006-04-03,6.34,1.504987,5.03807696724478
2006-04-04,4.98,1.340376,4.39662273317444
2006-04-05,0,1.231758,2.96152350880056
2006-04-06,0,1.136354,1.96429743510782
2006-04-07,0,1.141842,1.2527956006473
2006-04-08,0,1.253996,0.830019902859889
2006-04-09,0,1.356024,0.709458891368569
2006-04-10,0.09,1.452778,0.686435054323424
2006-04-11,0,1.360654,0.673084953811613
2006-04-12,0,1.227348,0.665358447879494
2006-04-13,0.74,1.471256,0.696498240258071
2006-04-14,1.65,1.417903,0.765575658075471
2006-04-15,2.45,1.73055,0.831082383124308
2006-04-16,3.92,1.78059,1.05301015191542
2006-04-17,17.49,1.836359,3.9312094880302
2006-04-18,0,1.865053,2.43349407877067
2006-04-19,0,1.712098,1.41075890365645
2006-04-20,0,1.5832,0.849210767761649
2006-04-21,0,1.72232,0.706034474025963
2006-04-22,0,2.055787,0.678633315377231
