"Date","P","E","MI_Q_sim"
2005-01-21,11.24,0.902652,8.98984266187941
2005-01-22,5.7,0.7698514,5.38728453095294
2005-01-23,0.09,0.6219703,0.729715499265516
2005-01-24,0.58,0.5759695,0.316664107009707
2005-01-25,0.8,0.4979846,0.307132817287604
2005-01-26,0,0.439901,0.0528361847810389
2005-01-27,0,0.4464809,0.00647116782579484
2005-01-28,0,0.4250468,0.000661687753179367
2005-01-29,0,0.5114991,4.26050029911247e-05
2005-01-30,0.09,0.4399706,0.000109849913366961
2005-01-31,0.78,0.4875022,0.0341767458768733
2005-02-01,1.74,0.6468565,0.448481563122551
2005-02-02,1.62,0.7295738,0.686728388479784
2005-02-03,1.58,0.7273596,0.768284714210506
2005-02-04,1.55,0.7654879,0.755663672533943
2005-02-05,0,0.6740511,0.082124197985842
2005-02-06,0,0.5420755,0.00772999997789091
2005-02-07,0.03,0.5622185,0.000692755733358922
2005-02-08,0,0.5549156,3.84544869635448e-05
2005-02-09,0,0.5920999,1.76505782958781e-06
2005-02-10,0.04,0.6052468,4.6072691638447e-06
2005-02-11,11.21,0.782225,7.5417827561126
2005-02-12,7.9,1.006207,6.91486094264149
2005-02-13,10.86,1.13618,9.33628404495826
2005-02-14,8.73,0.6962438,8.13571139729251
2005-02-15,8.43,0.692138,7.74368228471519
2005-02-16,0.33,0.6141471,1.11817167011376
2005-02-17,0.11,0.5508775,0.212496438638056
2005-02-18,0,0.5539304,0.023723658329948
2005-02-19,0.44,0.5415132,0.025465504584469
2005-02-20,4.57,0.6248027,2.3879409360627
2005-02-21,1.55,0.6320815,1.26529982776091
2005-02-22,0.58,0.5840309,0.446940780887412
2005-02-23,0.6,0.5496272,0.248699692098624
2005-02-24,0,0.4561931,0.0392468722728237
2005-02-25,0.32,0.4425995,0.0285743251498513
2005-02-26,0,0.4348168,0.00332761664671567
2005-02-27,0.6,0.4946571,0.026767513395632
2005-02-28,0.36,0.5022481,0.0218043449303349
2005-03-01,0,0.3873481,0.00295793668538093
2005-03-05,0.23,0.5887297,0.0021375592444497
2005-03-06,4.94,0.6015626,2.52500412535875
2005-03-07,0.49,0.5458912,0.656946906744494
2005-03-08,0.94,0.6820855,0.418022759332405
2005-03-09,1.4,0.839284,0.481291289294599
2005-03-10,1.3,0.8456676,0.452539400636385
2005-03-11,0.43,0.8152473,0.104291341424321
2005-03-12,0.34,0.838068,0.0197202606419682
2005-03-13,4.26,0.8197186,1.96592833577209
2005-03-14,0.09,0.8383325,0.219703258143431
2005-03-15,0,0.9326511,0.00813771016778254
2005-03-16,0,0.9829395,0.00015827948467549
2005-03-17,0,1.411184,1.15695358942933e-06
2005-03-18,0,1.589331,6.18987473294442e-09
2005-03-19,0,1.507555,3.73157717604058e-11
2005-03-20,0,1.502384,2.26591678072832e-13
2005-03-21,0,1.472723,1.44175918196288e-15
2005-03-22,0,1.40291,1.02716115035562e-17
2005-03-23,1.43,1.498569,0.0197737023425254
2005-03-24,0,1.70044,0.00010952683443225
2005-03-25,2.74,1.542112,0.315644096822027
2005-03-26,0,1.616185,0.00298099998008338
2005-03-27,0.41,1.450103,0.000874335032622419
2005-03-28,0.13,1.625386,4.40538244794823e-05
2005-03-29,2.35,1.619739,0.145854372864057
2005-03-30,0.8,1.605759,0.0192604334665415
2005-03-31,5.6,1.557586,2.38998365576043
2005-04-01,0,1.604459,0.052755086346795
2005-04-02,0,1.462536,0.000472451377532037
2005-04-03,0,1.440072,3.35503074633556e-06
2005-04-04,0,1.586499,1.80781733646552e-08
2005-04-05,0,1.552986,1.01669682279773e-10
2005-04-06,2.32,1.541074,0.147750026894581
2005-04-07,6.78,1.396284,3.7673998363699
2005-04-08,3.63,1.530486,2.34836764405928
2005-04-09,6.71,1.224065,4.85012442961638
2005-04-10,0.52,1.093089,0.636805413383755
2005-04-11,0.39,1.224756,0.0525214741915966
2005-04-12,0,1.451623,0.000479200883524818
2005-04-13,0,1.538495,2.90790659604575e-06
2005-04-14,0,1.675045,1.37599833000059e-08
2005-04-15,0,1.745112,5.86054307683461e-11
2005-04-16,4.33,1.592329,1.17826417103576
2005-04-17,1.58,1.512652,0.450243361920873
2005-04-18,0.2,1.785537,0.00666034133552554
2005-04-19,0.17,1.748204,0.000166734409385913
2005-04-20,5.69,1.599067,2.21197336775316
2005-04-21,0.44,1.423264,0.169080204589556
2005-04-22,0,1.379885,0.00213493068421211
2005-04-23,0,1.460161,1.52944734381791e-05
2005-04-24,2.18,1.509001,0.125843272856041
2005-04-25,0.33,1.940844,0.00230193431543478
2005-04-26,7.72,1.824589,3.7197122836801
2005-04-27,8.3,1.884232,5.89617505862075
2005-04-28,0.76,1.886999,0.419370098096571
2005-04-29,0,1.817897,0.00303880822366966
2005-04-30,1.08,2.491382,0.00249346704351787
2005-05-01,0,2.654647,4.02922570748757e-06
2005-05-02,0,2.979977,4.56919415615031e-09
2005-05-03,0.07,2.734749,3.57684540424674e-07
2005-05-04,5.47,2.253556,1.49051138884679
2005-05-05,4.04,1.959461,1.83609668409592
2005-05-06,0.18,1.966407,0.0273880246267495
2005-05-07,1.99,1.840794,0.0952318962372316
2005-05-08,11.17,1.538772,7.30866624965416
2005-05-09,0.32,1.431704,0.541974041001316
2005-05-10,0,1.499452,0.00743128524868909
2005-05-11,0.08,1.527832,0.000118788326584067
2005-05-12,0,1.616271,6.26866073365027e-07
2005-05-13,0.1,1.963023,2.69766691383054e-06
2005-05-14,0,2.134367,7.07719724222745e-09
2005-05-15,16.04,2.091104,10.5934382522656
2005-05-16,0.86,2.068168,0.698723612586982
2005-05-17,0,2.115844,0.00370774565096905
2005-05-18,0,1.993742,1.25789343953314e-05
2005-05-19,0.03,1.84385,4.48742664935786e-07
2005-05-20,0,2.129164,1.18056251756719e-09
2005-05-21,10.91,2.984589,5.22895177060784
2005-05-22,0,2.696783,0.0298818420592506
2005-05-23,0,2.48452,6.35952944196646e-05
2005-05-24,0.2,2.461813,1.56996241284788e-05
2005-05-25,0,2.439509,2.96905574037534e-08
2005-05-26,0,3.291149,2.59708502333072e-11
2005-05-27,0,3.752751,1.61626794240262e-14
2005-05-28,0.05,4.226289,4.22513154528837e-08
2005-05-29,0.05,4.319947,4.74983174830367e-08
2005-05-30,12.94,4.156369,5.90203836861108
2005-05-31,1.46,2.537844,0.434909134209901
2005-06-01,0.23,2.296298,0.00324310570855907
2005-06-02,0,2.706445,5.01853125948201e-06
2005-06-03,0,3.043817,5.39316482040534e-09
2005-06-04,3.33,3.260307,0.0563634170070824
2005-06-05,1.08,2.522418,0.00550672276464832
2005-06-06,0,2.289379,1.33344168973598e-05
2005-06-07,2.65,2.518276,0.0539270123367035
2005-06-08,0,2.14433,0.000177795188072338
2005-06-09,0,2.289801,4.0069001998428e-07
2005-06-10,0,2.503968,7.03832240647888e-10
2005-06-11,0,2.648957,1.0700650611645e-12
2005-06-12,0,2.54047,1.80690041923216e-15
2005-06-13,0,2.333608,3.77404834883617e-18
2005-06-14,0,2.605817,5.97866615974568e-21
2005-06-15,0,2.823523,7.7310393304016e-24
2005-06-16,0,3.095813,2.52988656842779e-26
2005-06-17,0,3.523176,0
2005-06-18,0.03,3.933271,1.21253305001353e-08
2005-06-19,0.03,4.415076,1.0790802373308e-08
2005-06-20,0,4.288468,4.74180099274432e-12
2005-06-21,0,4.673518,1.66115322221789e-15
2005-06-22,0.04,4.772464,1.63606781158777e-08
2005-06-23,0,4.534642,6.20901229887e-12
2005-06-24,0,4.682284,2.16443376846792e-15
2005-06-25,0.03,5.340871,5.41118527713832e-09
2005-06-26,1.11,4.299456,0.000325727997773025
2005-06-27,0,4.406134,1.36045336911177e-07
2005-06-28,0,4.518274,5.2158746613854e-11
2005-06-29,0,4.98642,1.53979618635814e-14
2005-06-30,2.01,4.218043,0.00249396002310059
2005-07-01,2.51,3.436428,0.0157668801198502
2005-07-02,2.69,3.093486,0.0415945320426277
2005-07-03,2.75,3.373674,0.0392048263969475
2005-07-04,0,4.070348,2.24116774672097e-05
2005-07-05,4.95,3.306112,0.490495211773311
2005-07-06,0.16,2.719457,0.00180371872406982
2005-07-07,11.16,2.822993,5.71452636000853
2005-07-08,8.05,2.484864,5.44651809368412
2005-07-09,8.76,2.743725,5.7818987522847
2005-07-10,0,3.170881,0.0188093209533511
2005-07-11,2,3.857578,0.00590992049976014
2005-07-12,0,4.588746,2.30019495317446e-06
2005-07-13,0,4.193992,1.07493126328776e-09
2005-07-14,0,4.556277,4.02717653820543e-13
2005-07-15,0,4.689089,1.3987515350121e-16
2005-07-16,0,4.450485,5.57329546809646e-20
2005-07-17,0,4.211437,2.5668817812362e-23
2005-07-18,0,4.029562,2.52988656842779e-26
2005-07-19,3.24,3.882426,0.0232040043693615
2005-07-20,1.48,3.19517,0.0045407592877882
2005-07-21,6.02,2.886899,1.54323483947284
2005-07-22,0,2.960662,0.00361206625056165
2005-07-23,0.11,3.049948,1.57221278472756e-05
2005-07-24,0,3.209504,1.4791431291154e-08
2005-07-25,8.18,3.193089,2.78617613450047
2005-07-26,3.12,3.480394,0.470470484092083
2005-07-27,0.16,3.439533,0.000849384455372453
2005-07-28,1.46,4.334658,0.000975697513698207
2005-07-29,3.98,4.477613,0.0397750098436931
2005-07-30,16.48,3.663631,9.87398432113074
2005-07-31,2.37,3.064103,0.933186767046493
2005-08-01,3.14,2.728464,0.545878918109292
2005-08-02,0,3.112624,0.000856818755183597
2005-08-03,0,3.147316,8.7354233017597e-07
2005-08-04,0.35,2.867621,3.2719472757589e-05
2005-08-05,0,2.868614,4.11774757674377e-08
2005-08-06,5.47,2.5858,1.24165609223315
2005-08-07,0,2.442183,0.00503864601041649
2005-08-08,3.93,2.238373,0.63100916683139
2005-08-09,0.38,2.33656,0.00672046813151397
2005-08-10,0,2.587624,1.19484738849154e-05
2005-08-11,0,2.605904,1.91148965114718e-08
2005-08-12,2.64,2.491075,0.0529606812348522
2005-08-13,0,2.714198,9.26386103725378e-05
2005-08-14,0,2.682147,1.39219487050496e-07
2005-08-15,13.68,2.459687,8.13391495492887
2005-08-16,3.24,2.452757,1.84197871220218
2005-08-17,0,3.099506,0.00392613708197374
2005-08-18,0,3.126107,4.19397483332744e-06
2005-08-19,0,3.283715,3.70722527774948e-09
2005-08-20,0.68,2.803069,0.000239168126844173
2005-08-21,0,2.626738,3.82177154868629e-07
2005-08-22,0,2.588151,6.17682016769617e-10
2005-08-23,0,2.943487,7.18674333995534e-13
2005-08-24,0.97,2.549504,0.000968087307984261
2005-08-25,0.03,2.660715,2.93757826037929e-06
2005-08-26,4.24,2.348806,0.631058932833417
2005-08-27,0,2.122388,0.00322313194590156
2005-08-28,0,2.173436,8.75067825925114e-06
2005-08-29,0,2.540396,1.49126577310667e-08
2005-08-30,0,2.784911,1.99866622682427e-11
2005-08-31,0,3.151083,1.9531949698394e-14
2005-09-01,0,3.454235,1.50683617274822e-17
2005-09-02,0,2.969024,1.71456327676553e-20
2005-09-03,0,3.078266,1.77885188005282e-23
2005-09-04,0.03,2.997457,2.45088653873901e-08
2005-09-05,0.03,3.13647,2.76826886482828e-08
2005-09-06,0.06,3.023247,1.91758585143562e-07
2005-09-07,4.47,3.103573,0.356678899632799
2005-09-08,0,3.144351,0.000507377916021937
2005-09-09,0,3.193396,4.94786034717826e-07
2005-09-10,8.96,2.936333,3.64200291717341
2005-09-11,3.53,2.710608,1.32703821153875
2005-09-12,0.99,2.545185,0.0389184038278244
2005-09-13,2.24,2.49724,0.0556993148414577
2005-09-14,0,2.562524,0.000114233827892379
2005-09-15,0.03,2.23683,9.46712816393972e-07
2005-09-16,0.91,2.673458,0.000708576211450554
2005-09-17,8.84,2.069236,4.3892788136691
2005-09-18,0,1.635706,0.132010393107927
2005-09-19,0,1.576464,0.00111231456656843
2005-09-20,0,1.598641,6.27549558559098e-06
2005-09-21,0,1.659914,3.0427518840325e-08
2005-09-22,0,1.688629,1.40283654669829e-10
2005-09-23,0,1.763874,5.81760826399843e-13
2005-09-24,0,1.836622,2.18773489506495e-15
2005-09-25,0,1.970443,6.93557250522155e-18
2005-09-26,0.1,2.072422,1.87053804485317e-06
2005-09-27,0,2.098127,5.11481245237708e-09
2005-09-28,0.38,2.107799,8.79731221439842e-05
2005-09-29,2.12,1.840451,0.0625268314985925
2005-09-30,2.11,1.626438,0.216959170545259
2005-10-01,1.19,1.46649,0.0875118492705502
2005-10-02,6.97,1.711256,3.54960295521184
2005-10-03,2.11,1.495578,1.2199586760483
2005-10-04,0,1.52791,0.0219317894259776
2005-10-05,0,1.784045,0.000108334480808976
2005-10-06,0,2.027596,3.2884944929194e-07
2005-10-07,0,2.041108,9.59551452743918e-10
2005-10-08,0,2.00324,2.92282552147012e-12
2005-10-09,0,1.791158,1.16792083253508e-14
2005-10-10,0,1.651373,5.67014875720099e-17
2005-10-11,0,1.661337,2.71348683233382e-19
2005-10-12,0,1.590911,1.43935944226302e-21
2005-10-13,0,1.62495,7.26097000024313e-24
2005-10-14,0,1.50876,4.36472667450452e-26
2005-10-15,0,1.456775,0
2005-10-16,0,1.358171,0
2005-10-17,0,1.379401,0
2005-10-18,0,1.207543,0
2005-10-19,0.07,1.184507,2.5829842723709e-06
2005-10-20,5.79,1.236701,2.55185279606779
2005-10-21,2.08,1.521519,1.01800251886501
2005-10-22,19.97,1.701719,15.8344213876035
2005-10-23,4.47,1.730524,4.05813501977894
2005-10-24,0.92,1.514964,0.530713109177967
2005-10-25,0,1.368209,0.00940879815274039
2005-10-26,0.84,1.68172,0.00510503815120254
2005-10-27,0,1.751443,2.42627782251415e-05
2005-10-28,0.03,1.709431,7.42079943694637e-07
2005-10-29,0,1.723678,3.26818531606462e-09
2005-10-30,0,1.571635,1.78571628416625e-11
2005-10-31,0,1.531022,1.03720840072143e-13
2005-11-01,0.43,1.626909,0.000247719432367738
2005-11-02,16.79,1.390835,12.0116336246774
2005-11-03,9.61,1.239053,8.6608769640674
2005-11-04,0.04,1.5933,0.402793741027849
2005-11-05,4.76,1.381366,2.39842877773241
2005-11-06,2.16,1.086596,1.35797553163133
2005-11-07,0,1.118102,0.062763371089552
2005-11-08,1.96,1.00812,0.422225202637819
2005-11-09,0,1.213065,0.00968645565366224
2005-11-10,0.44,0.9936017,0.00431784886085301
2005-11-11,0,1.051076,6.91101472273674e-05
2005-11-12,0.69,1.050091,0.00436275386300008
2005-11-13,0.35,0.9528222,0.00205112957574166
2005-11-14,0.78,1.148047,0.00808343435654161
2005-11-15,0,0.9672437,0.000162990052016468
2005-11-16,5.97,0.8645967,3.04777499921692
2005-11-17,2.47,0.8156803,1.91822819972195
2005-11-18,0.13,0.7428913,0.268470748130492
2005-11-19,0,0.721917,0.0190084402698915
2005-11-20,0,0.584867,0.00121801720262694
2005-11-21,0,0.5666367,6.65775879415298e-05
2005-11-22,0.13,0.7606092,9.65613199495733e-05
2005-11-23,0,0.5914326,4.50617683437244e-06
2005-11-24,0.03,0.6131673,3.34451643412004e-06
2005-11-25,2.51,0.6668969,0.644910690812738
2005-11-26,0.2,0.568899,0.14563424850108
2005-11-27,2.1,0.5638723,0.879797986577704
2005-11-28,1.01,0.5914569,0.579055366106191
2005-11-29,3.98,0.6221925,2.52822389617146
2005-11-30,0.06,0.6370068,0.369395527746544
2005-12-01,0,0.5939674,0.0417254872618651
2005-12-02,0,0.5795554,0.00305095642407195
2005-12-03,10.96,0.6093981,7.62293002293764
2005-12-04,10.68,0.835227,9.54997500123516
2005-12-05,20.54,0.8852936,18.7510952843167
2005-12-06,0.86,0.780482,2.15538875997955
2005-12-07,0.42,0.7203354,0.455172470248675
2005-12-08,0.22,0.7266342,0.0745474026541049
2005-12-09,5.11,0.6792817,2.90660805325788
2005-12-10,0,0.641126,0.386490858465576
2005-12-11,0,0.5554378,0.0493713038199221
2005-12-12,0,0.4978358,0.00494462773459886
2005-12-13,0.04,0.6092603,0.000436143498676377
2005-12-14,0.06,0.6748322,7.47978434066134e-05
2005-12-15,0.58,0.6955155,0.00656356781068901
2005-12-16,0.39,0.6871021,0.00650472287528928
2005-12-17,6.98,0.7945831,4.07431190976078
2005-12-18,4.19,0.5647568,3.67203369184763
2005-12-19,0,0.5699394,0.518956533607733
2005-12-20,2.13,0.5453842,1.17991992265458
2005-12-21,0,0.5635263,0.176783951373725
2005-12-22,0,0.5792199,0.0174079819934947
2005-12-23,0.09,0.5903021,0.00235527165973292
2005-12-24,0,0.6611409,9.86311172421178e-05
2005-12-25,0,0.7195387,3.1367925665545e-06
2005-12-26,0.06,0.689492,1.00640032717527e-05
2005-12-27,3.57,0.5497398,1.43403916627171
2005-12-28,1.71,0.4394627,1.29952654377341
2005-12-29,0.69,0.4475311,0.595002490942037
2005-12-30,0.27,0.3878605,0.224615081849956
2005-12-31,9.99,0.4179907,7.51004638571431
2006-01-01,1.66,0.6755196,2.01116759156693
2006-01-02,3.85,0.6891219,2.87461714805817
2006-01-03,0,0.7122377,0.347019927577811
2006-01-04,0,0.5916529,0.0388583704740646
2006-01-05,0,0.5178823,0.00347989933987707
2006-01-06,0.59,0.5177258,0.0240592778488649
2006-01-07,0,0.4401883,0.00267957167285352
2006-01-08,0,0.4579959,0.000225411999476992
2006-01-09,0,0.5305783,1.31210809369413e-05
2006-01-10,0,0.4316201,1.04702057195157e-06
2006-01-11,0,0.4481434,7.71464350323055e-08
2006-01-12,3.3,0.4999456,1.26701876560125
2006-01-13,0.57,0.6123654,0.426781147932618
2006-01-14,0,0.541813,0.0579048482931635
2006-01-15,0,0.4790324,0.00638454917073808
2006-01-16,0,0.391807,0.000746094084161246
2006-01-17,0.57,0.463781,0.0182788632109541
2006-01-18,18.58,0.7064641,14.5525433253746
2006-01-19,0.82,0.716875,1.91668013999511
2006-01-20,0,0.6305717,0.26069907162592
2006-01-21,2.95,0.8116945,1.38933391136285
2006-01-22,1.28,0.7315867,0.794691207738015
2006-01-23,0,0.6536101,0.0919012908132713
2006-01-24,0,0.4829788,0.0108847287924625
2006-01-25,0,0.4536762,0.00104640972411441
2006-01-26,0.42,0.4885271,0.00787791755787483
2006-01-27,0.11,0.5368626,0.00171122090299598
2006-01-28,0,0.4089335,0.00016991671318007
2006-01-29,0.1,0.5597329,0.00014359415174036
2006-01-30,0,0.7826701,3.87227396751636e-06
2006-01-31,0,0.6719809,1.36461935290993e-07
2006-02-01,0,0.6150579,5.64485224096373e-09
2006-02-02,0,0.5432889,2.93373856371141e-10
2006-02-03,0.03,0.4630497,1.63492734674987e-06
2006-02-04,0,0.4412431,1.23916155102811e-07
2006-02-05,0,0.650513,4.60152878226453e-09
2006-02-06,0.5,0.6916068,0.00313386560110701
2006-02-07,0.03,0.7817963,0.000150703953818603
2006-02-08,0.45,0.7870484,0.00249694975039061
2006-02-09,2.95,0.7915451,0.929719593865435
2006-02-10,3.55,0.6819946,2.30708798811617
2006-02-11,0.36,0.7195751,0.44758269665843
2006-02-12,0,0.7037867,0.0388690238871253
2006-02-13,2.59,0.6666952,0.957792453207343
2006-02-14,0.07,0.6449706,0.138392869269477
2006-02-15,0.27,0.7748904,0.0231491093549769
2006-02-16,22.04,0.9732111,17.5110575472266
2006-02-17,8.62,1.034805,8.40568123632508
2006-02-18,1.93,0.9502857,2.08340209580248
2006-02-19,12.73,0.9093604,10.3671649665519
2006-02-20,1.49,0.9871904,1.89529208228143
2006-02-21,1.27,0.9610401,0.752731090822963
2006-02-22,0.92,0.8301464,0.362132338417428
2006-02-23,0.03,0.7976961,0.0253032251608378
2006-02-24,0,0.7065107,0.00114505867002925
2006-02-25,0,0.7650482,3.43579876606789e-05
2006-02-26,0,0.7348837,1.03143983520688e-06
2006-02-27,0,0.5994329,4.50340327170877e-08
2006-02-28,0.4,0.594277,0.00210003119613298
2006-03-01,3.36,0.7213423,1.24966121221024
2006-03-02,0.39,0.6346496,0.322720286045673
2006-03-03,0.54,0.6573148,0.144367099049026
2006-03-04,8.84,0.6795819,6.15756432426834
2006-03-05,0,0.5950798,0.767905116597031
2006-03-06,0.59,0.5040029,0.367716174989907
2006-03-07,2.9,0.5969318,1.5980123754841
2006-03-08,0.15,0.775813,0.218108855642708
2006-03-09,11.44,0.8606969,8.36766049250341
2006-03-10,7.09,1.154469,6.16571847714535
2006-03-11,2.47,0.9804657,2.2346519974559
2006-03-12,2.76,0.8441187,1.95087018519986
2006-03-13,0.03,0.6025251,0.2911201257239
2006-03-14,0,0.6547178,0.025769465728426
2006-03-15,0,0.7655962,0.000983954150905584
2006-03-16,0,0.8944366,2.10612300682991e-05
2006-03-17,0,0.8028612,5.24840664383388e-07
2006-03-18,0,0.9173837,9.69995570088223e-09
2006-03-19,0,0.9993356,1.48397402686033e-10
2006-03-20,0,1.104287,1.82124480214796e-12
2006-03-21,0.26,1.142912,0.000127925893833435
2006-03-22,2.34,1.023736,0.375047647970438
2006-03-23,0.22,1.014172,0.0289204233297126
2006-03-24,0,1.107618,0.000480208095446519
2006-03-25,7.77,1.273506,4.19180296303924
2006-03-26,9.73,1.683638,7.41368709508398
