"Date","P","E","MX_Q_sim"
2005-01-25,0.8,0.4979846,0.898130297542317
2005-01-26,0,0.439901,0.716283545127789
2005-01-27,0,0.4464809,0.55772853074912
2005-01-28,0,0.4250468,0.444092628975141
2005-01-29,0,0.5114991,0.362524375684935
2005-01-30,0.09,0.4399706,0.306824848131497
2005-01-31,0.78,0.4875022,0.292635101465154
2005-02-01,1.74,0.6468565,0.338438109511649
2005-02-02,1.62,0.7295738,0.401201528123842
2005-02-03,1.58,0.7273596,0.440500661051478
2005-02-04,1.55,0.7654879,0.466195261816565
2005-02-05,0,0.6740511,0.43213851772394
2005-02-06,0,0.5420755,0.352485391934565
2005-02-07,0.03,0.5622185,0.296186647721548
2005-02-08,0,0.5549156,0.255646185946217
2005-02-09,0,0.5920999,0.225219102267567
2005-02-10,0.04,0.6052468,0.204400799377304
2005-02-11,11.21,0.782225,0.562117635986522
2005-02-12,7.9,1.006207,1.10824180082852
2005-02-13,10.86,1.13618,1.48366360131029
2005-02-14,8.73,0.6962438,1.79146599438725
2005-02-15,8.43,0.692138,1.92897108030721
2005-02-16,0.33,0.6141471,1.74553131537505
2005-02-17,0.11,0.5508775,1.31396913480981
2005-02-18,0,0.5539304,0.993764817418999
2005-02-19,0.44,0.5415132,0.775584244148387
2005-02-20,4.57,0.6248027,0.775227579048156
2005-02-21,1.55,0.6320815,0.823075219018593
2005-02-22,0.58,0.5840309,0.714997911997474
2005-02-23,0.6,0.5496272,0.603052831036143
2005-02-24,0,0.4561931,0.503205208684466
2005-02-25,0.32,0.4425995,0.420534254618841
2005-02-26,0,0.4348168,0.361864311995963
2005-02-27,0.6,0.4946571,0.328225043324654
2005-02-28,0.36,0.5022481,0.31749347307219
2005-03-01,0,0.3873481,0.288559064272839
2005-03-05,0.23,0.5887297,0.262172436205851
2005-03-06,4.94,0.6015626,0.411131975059766
2005-03-07,0.49,0.5458912,0.538284925063636
2005-03-08,0.94,0.6820855,0.482496984111738
2005-03-09,1.4,0.839284,0.474434299064427
2005-03-10,1.3,0.8456676,0.481932032207727
2005-03-11,0.43,0.8152473,0.454000588769111
2005-03-12,0.34,0.838068,0.399046476575524
2005-03-13,4.26,0.8197186,0.489575346267924
2005-03-14,0.09,0.8383325,0.555675632603765
2005-03-15,0,0.9326511,0.44764074803402
2005-03-16,0,0.9829395,0.366779876434666
2005-03-17,0,1.411184,0.308593766228428
2005-03-18,0,1.589331,0.266597449119624
2005-03-19,0,1.507555,0.236161933152209
2005-03-20,0,1.502384,0.213983015783173
2005-03-21,0,1.472723,0.197702124639664
2005-03-22,0,1.40291,0.185635675067295
2005-03-23,1.43,1.498569,0.225057004739665
2005-03-24,0,1.70044,0.256517254893617
2005-03-25,2.74,1.542112,0.319609875225407
2005-03-26,0,1.616185,0.371415189835322
2005-03-27,0.41,1.450103,0.32252135833155
2005-03-28,0.13,1.625386,0.292668738499202
2005-03-29,2.35,1.619739,0.336039109724347
2005-03-30,0.8,1.605759,0.395137221370527
2005-03-31,5.6,1.557586,0.543967325695036
2005-04-01,0,1.604459,0.635540785657502
2005-04-02,0,1.462536,0.497226866505596
2005-04-03,0,1.440072,0.398067379375301
2005-04-04,0,1.586499,0.326860452140137
2005-04-05,0,1.552986,0.275610188127485
2005-04-06,2.32,1.541074,0.317203041465806
2005-04-07,6.78,1.396284,0.582883252999044
2005-04-08,3.63,1.530486,0.829388547903351
2005-04-09,6.71,1.224065,0.997072483630059
2005-04-10,0.52,1.093089,1.01980199086407
2005-04-11,0.39,1.224756,0.8055810775692
2005-04-12,0,1.451623,0.634294137184615
2005-04-13,0,1.538495,0.497368783010045
2005-04-14,0,1.675045,0.399190231817933
2005-04-15,0,1.745112,0.328673377603571
2005-04-16,4.33,1.592329,0.425419935941131
2005-04-17,1.58,1.512652,0.559323835964841
2005-04-18,0.2,1.785537,0.507735003669032
2005-04-19,0.17,1.748204,0.419225489146256
2005-04-20,5.69,1.599067,0.542885924254935
2005-04-21,0.44,1.423264,0.654591011779901
2005-04-22,0,1.379885,0.527516386929796
2005-04-23,0,1.460161,0.420329370937192
2005-04-24,2.18,1.509001,0.417699018055249
2005-04-25,0.33,1.940844,0.432396586412993
2005-04-26,7.72,1.824589,0.627696473039622
2005-04-27,8.3,1.884232,1.05966541522995
2005-04-28,0.76,1.886999,1.13359666357672
2005-04-29,0,1.817897,0.883678764365606
2005-04-30,1.08,2.491382,0.713956777940865
2005-05-01,0,2.654647,0.595219154049348
2005-05-02,0,2.979977,0.470469501554577
2005-05-03,0.07,2.734749,0.383362288724894
2005-05-04,5.47,2.253556,0.508035939086422
2005-05-05,4.04,1.959461,0.746899694482695
2005-05-06,0.18,1.966407,0.733778742025645
2005-05-07,1.99,1.840794,0.644630038570854
2005-05-08,11.17,1.538772,0.963476952056769
2005-05-09,0.32,1.431704,1.15855321407345
2005-05-10,0,1.499452,0.887345061085114
2005-05-11,0.08,1.527832,0.684259400675175
2005-05-12,0,1.616271,0.5390341147878
2005-05-13,0.1,1.963023,0.435393747891111
2005-05-14,0,2.134367,0.361214258124338
2005-05-15,16.04,2.091104,0.857832251341348
2005-05-16,0.86,2.068168,1.28445974127337
2005-05-17,0,2.115844,0.998788368565334
2005-05-18,0,1.993742,0.762649163441558
2005-05-19,0.03,1.84385,0.594634783234689
2005-05-20,0,2.129164,0.474299415437482
2005-05-21,10.91,2.984589,0.763800525556177
2005-05-22,0,2.696783,0.999191946659378
2005-05-23,0,2.48452,0.763650225222686
2005-05-24,0.2,2.461813,0.601915574912444
2005-05-25,0,2.439509,0.486509967742777
2005-05-26,0,3.291149,0.396273457317877
2005-05-27,0,3.752751,0.331377733923453
2005-05-28,0.05,4.226289,0.286290384774134
2005-05-29,0.05,4.319947,0.255477441994944
2005-05-30,12.94,4.156369,0.676661679674588
2005-05-31,1.46,2.537844,1.05976683800203
2005-06-01,0.23,2.296298,0.868375560838168
2005-06-02,0,2.706445,0.678162393661945
2005-06-03,0,3.043817,0.53343912351717
2005-06-04,3.33,3.260307,0.543983235330834
2005-06-05,1.08,2.522418,0.596957888759125
2005-06-06,0,2.289379,0.514911600939441
2005-06-07,2.65,2.518276,0.507147049961348
2005-06-08,0,2.14433,0.508170920764395
2005-06-09,0,2.289801,0.411208684759668
2005-06-10,0,2.503968,0.341517374841631
2005-06-11,0,2.648957,0.291296703036329
2005-06-12,0,2.54047,0.254978805941566
2005-06-13,0,2.333608,0.22858931691785
2005-06-14,0,2.605817,0.209291301807093
2005-06-15,0,2.823523,0.195059721952478
2005-06-16,0,3.095813,0.184449067116968
2005-06-17,0,3.523176,0.176427492726517
2005-06-18,0.03,3.933271,0.171277117241653
2005-06-19,0.03,4.415076,0.168258038157709
2005-06-20,0,4.288468,0.16465808910522
2005-06-21,0,4.673518,0.160570503292047
2005-06-22,0.04,4.772464,0.158576569019569
2005-06-23,0,4.534642,0.156836013163237
2005-06-24,0,4.682284,0.153732430240861
2005-06-25,0.03,5.340871,0.152110820263125
2005-06-26,1.11,4.299456,0.187862899864998
2005-06-27,0,4.406134,0.214786800780876
2005-06-28,0,4.518274,0.193783205696165
2005-06-29,0,4.98642,0.178390193860966
2005-06-30,2.01,4.218043,0.234092403395096
2005-07-01,2.51,3.436428,0.362438802483256
2005-07-02,2.69,3.093486,0.478234512737267
2005-07-03,2.75,3.373674,0.569709479726382
2005-07-04,0,4.070348,0.54570070147865
2005-07-05,4.95,3.306112,0.595251768925413
2005-07-06,0.16,2.719457,0.648370531374107
2005-07-07,11.16,2.822993,0.883541029680846
2005-07-08,8.05,2.484864,1.34484404999087
2005-07-09,8.76,2.743725,1.59022653201695
2005-07-10,0,3.170881,1.49854966026594
2005-07-11,2,3.857578,1.18416313197726
2005-07-12,0,4.588746,0.964508819998342
2005-07-13,0,4.193992,0.73525101780506
2005-07-14,0,4.556277,0.571144362139335
2005-07-15,0,4.689089,0.45354693834002
2005-07-16,0,4.450485,0.369152172129094
2005-07-17,0,4.211437,0.308461835657618
2005-07-18,0,4.029562,0.264696084937
2005-07-19,3.24,3.882426,0.341002265074651
2005-07-20,1.48,3.19517,0.452713323924056
2005-07-21,6.02,2.886899,0.621335370257924
2005-07-22,0,2.960662,0.704115319658693
2005-07-23,0.11,3.049948,0.551557218026393
2005-07-24,0,3.209504,0.442497372441696
2005-07-25,8.18,3.193089,0.633295037613204
2005-07-26,3.12,3.480394,0.894373558354907
2005-07-27,0.16,3.439533,0.801792835118055
2005-07-28,1.46,4.334658,0.672944245437726
2005-07-29,3.98,4.477613,0.711263541940038
2005-07-30,16.48,3.663631,1.24952616698555
2005-07-31,2.37,3.064103,1.61383886835375
2005-08-01,3.14,2.728464,1.3936440191729
2005-08-02,0,3.112624,1.15908635061347
2005-08-03,0,3.147316,0.878399336065154
2005-08-04,0.35,2.867621,0.689260611099397
2005-08-05,0,2.868614,0.554662194322013
2005-08-06,5.47,2.5858,0.628870822951171
2005-08-07,0,2.442183,0.695559795005042
2005-08-08,3.93,2.238373,0.678411752789208
2005-08-09,0.38,2.33656,0.688618273006071
2005-08-10,0,2.587624,0.555532577087083
2005-08-11,0,2.605904,0.446426336772872
2005-08-12,2.64,2.491075,0.456378606712554
2005-08-13,0,2.714198,0.469840593236696
2005-08-14,0,2.682147,0.384522845625346
2005-08-15,13.68,2.459687,0.782623725405552
2005-08-16,3.24,2.452757,1.21082958195058
2005-08-17,0,3.099506,1.0331394648853
2005-08-18,0,3.126107,0.78934865939551
2005-08-19,0,3.283715,0.614817807890902
2005-08-20,0.68,2.803069,0.51249776177215
2005-08-21,0,2.626738,0.440723373850122
2005-08-22,0,2.588151,0.364647357419686
2005-08-23,0,2.943487,0.30984888314936
2005-08-24,0.97,2.549504,0.302618167300562
2005-08-25,0.03,2.660715,0.300481151538289
2005-08-26,4.24,2.348806,0.405502383088983
2005-08-27,0,2.122388,0.48989204458778
2005-08-28,0,2.173436,0.398283753459763
2005-08-29,0,2.540396,0.332412856724513
2005-08-30,0,2.784911,0.284917980930749
2005-08-31,0,3.151083,0.250544558099489
2005-09-01,0,3.454235,0.225541850573008
2005-09-02,0,2.969024,0.207232549606136
2005-09-03,0,3.078266,0.19370555644844
2005-09-04,0.03,2.997457,0.184589755327247
2005-09-05,0.03,3.13647,0.178703071135748
2005-09-06,0.06,3.023247,0.175053871917318
2005-09-07,4.47,3.103573,0.318932842040872
2005-09-08,0,3.144351,0.430538144958038
2005-09-09,0,3.193396,0.351701502878635
2005-09-10,8.96,2.936333,0.591680689033334
2005-09-11,3.53,2.710608,0.902525151010432
2005-09-12,0.99,2.545185,0.848600110786347
2005-09-13,2.24,2.49724,0.761338570800669
2005-09-14,0,2.562524,0.669282627092724
2005-09-15,0.03,2.23683,0.524748797294229
2005-09-16,0.91,2.673458,0.451292381585451
2005-09-17,8.84,2.069236,0.693047326228087
2005-09-18,0,1.635706,0.855732842395613
2005-09-19,0,1.576464,0.657728526691861
2005-09-20,0,1.598641,0.515929290565891
2005-09-21,0,1.659914,0.414253629132131
2005-09-22,0,1.688629,0.341222578901209
2005-09-23,0,1.763874,0.288642453642195
2005-09-24,0,1.836622,0.25066458617108
2005-09-25,0,1.970443,0.223114175557183
2005-09-26,0.1,2.072422,0.206312151224731
2005-09-27,0,2.098127,0.194141582003106
2005-09-28,0.38,2.107799,0.194023668599636
2005-09-29,2.12,1.840451,0.264407382096516
2005-09-30,2.11,1.626438,0.375877038104096
2005-10-01,1.19,1.46649,0.424930741287289
2005-10-02,6.97,1.711256,0.618795284393406
2005-10-03,2.11,1.495578,0.802513254816273
2005-10-04,0,1.52791,0.691999989397624
2005-10-05,0,1.784045,0.537975712865634
2005-10-06,0,2.027596,0.427597790674749
2005-10-07,0,2.041108,0.348378789676662
2005-10-08,0,2.00324,0.291405184121666
2005-10-09,0,1.791158,0.250314490396585
2005-10-10,0,1.651373,0.220565149628167
2005-10-11,0,1.661337,0.198915372616262
2005-10-12,0,1.590911,0.183051141295263
2005-10-13,0,1.62495,0.171320677566721
2005-10-14,0,1.50876,0.162544908142722
2005-10-15,0,1.456775,0.155882175057097
2005-10-16,0,1.358171,0.150731666531171
2005-10-17,0,1.379401,0.146664486283576
2005-10-18,0,1.207543,0.143374451057937
2005-10-19,0.07,1.184507,0.142940570485014
2005-10-20,5.79,1.236701,0.33294122813904
2005-10-21,2.08,1.521519,0.548974001587742
2005-10-22,19.97,1.701719,1.16792706758252
2005-10-23,4.47,1.730524,1.73632620907643
2005-10-24,0.92,1.514964,1.4743401011655
2005-10-25,0,1.368209,1.1302151443826
2005-10-26,0.84,1.68172,0.879336111644974
2005-10-27,0,1.751443,0.701982937960937
2005-10-28,0.03,1.709431,0.546078511389813
2005-10-29,0,1.723678,0.434435988794015
2005-10-30,0,1.571635,0.353249003695131
2005-10-31,0,1.531022,0.294870766057578
2005-11-01,0.43,1.626909,0.26703227162355
2005-11-02,16.79,1.390835,0.808748459431089
2005-11-03,9.61,1.239053,1.54564662601427
2005-11-04,0.04,1.5933,1.49781992626188
2005-11-05,4.76,1.381366,1.27850409509338
2005-11-06,2.16,1.086596,1.20504966960911
2005-11-07,0,1.118102,0.98680636537765
2005-11-08,1.96,1.00812,0.818809119570547
2005-11-09,0,1.213065,0.703521297468321
2005-11-10,0.44,0.9936017,0.565077354945581
2005-11-11,0,1.051076,0.466926291664855
2005-11-12,0.69,1.050091,0.403762646311578
2005-11-13,0.35,0.9528222,0.371759895474839
2005-11-14,0.78,1.148047,0.350777577042946
2005-11-15,0,0.9672437,0.32480143870738
2005-11-16,5.97,0.8645967,0.478742330097785
2005-11-17,2.47,0.8156803,0.686963276249869
2005-11-18,0.13,0.7428913,0.631103983499834
2005-11-19,0,0.721917,0.502130551660714
2005-11-20,0,0.584867,0.404922903467453
2005-11-21,0,0.5666367,0.335075967584819
2005-11-22,0.13,0.7606092,0.289138832898236
2005-11-23,0,0.5914326,0.256236851327381
2005-11-24,0.03,0.6131673,0.228635619136053
2005-11-25,2.51,0.6668969,0.293094686814686
2005-11-26,0.2,0.568899,0.350874677597676
2005-11-27,2.1,0.5638723,0.372595863627107
2005-11-28,1.01,0.5914569,0.419995028678411
2005-11-29,3.98,0.6221925,0.514753643428413
2005-11-30,0.06,0.6370068,0.557997201201669
2005-12-01,0,0.5939674,0.444892679998039
2005-12-02,0,0.5795554,0.361553456365141
2005-12-03,10.96,0.6093981,0.673344124565359
2005-12-04,10.68,0.835227,1.2882276893178
2005-12-05,20.54,0.8852936,2.06392840551462
2005-12-06,0.86,0.780482,2.31237018595977
2005-12-07,0.42,0.7203354,1.7505772183218
2005-12-08,0.22,0.7266342,1.32609406355284
2005-12-09,5.11,0.6792817,1.18383199617936
2005-12-10,0,0.641126,1.08732408683086
2005-12-11,0,0.5554378,0.829598047071505
2005-12-12,0,0.4978358,0.645104705649145
2005-12-13,0.04,0.6092603,0.514267426561639
2005-12-14,0.06,0.6748322,0.422530009084201
2005-12-15,0.58,0.6955155,0.375193196403002
2005-12-16,0.39,0.6871021,0.353663210567273
2005-12-17,6.98,0.7945831,0.558525273106641
2005-12-18,4.19,0.5647568,0.85353182256547
2005-12-19,0,0.5699394,0.817105490493637
2005-12-20,2.13,0.5453842,0.709335244458527
2005-12-21,0,0.5635263,0.637606477248828
2005-12-22,0,0.5792199,0.507057743681695
2005-12-23,0.09,0.5903021,0.416471911908128
2005-12-24,0,0.6611409,0.351544278086886
2005-12-25,0,0.7195387,0.301365772238137
2005-12-26,0.06,0.689492,0.267123498002297
2005-12-27,3.57,0.5497398,0.365951855756273
2005-12-28,1.71,0.4394627,0.502612577261664
2005-12-29,0.69,0.4475311,0.496013449850822
2005-12-30,0.27,0.3878605,0.438676293579156
2005-12-31,9.99,0.4179907,0.720111321258155
2006-01-01,1.66,0.6755196,0.995266601459152
2006-01-02,3.85,0.6891219,0.958168860979767
2006-01-03,0,0.7122377,0.879782393643977
2006-01-04,0,0.5916529,0.679755984830841
2006-01-05,0,0.5178823,0.536465253000145
2006-01-06,0.59,0.5177258,0.454242862924566
2006-01-07,0,0.4401883,0.396644583691157
2006-01-08,0,0.4579959,0.33304384810427
2006-01-09,0,0.5305783,0.287151571159365
2006-01-10,0,0.4316201,0.253904420296613
2006-01-11,0,0.4481434,0.22968815923554
2006-01-12,3.3,0.4999456,0.327013586003816
2006-01-13,0.57,0.6123654,0.424811471620835
2006-01-14,0,0.541813,0.372629207814228
2006-01-15,0,0.4790324,0.313649559342176
2006-01-16,0,0.391807,0.271078098298771
2006-01-17,0.57,0.463781,0.260096232351583
2006-01-18,18.58,0.7064641,0.906409646524305
2006-01-19,0.82,0.716875,1.42549227788775
2006-01-20,0,0.6305717,1.09949023069734
2006-01-21,2.95,0.8116945,0.939254717215434
2006-01-22,1.28,0.7315867,0.87747264066977
2006-01-23,0,0.6536101,0.725390892020619
2006-01-24,0,0.4829788,0.568166643480413
2006-01-25,0,0.4536762,0.455441650163309
2006-01-26,0.42,0.4885271,0.389259073609283
2006-01-27,0.11,0.5368626,0.346543320471311
2006-01-28,0,0.4089335,0.300071459256983
2006-01-29,0.1,0.5597329,0.265798725190964
2006-01-30,0,0.7826701,0.241131345335047
2006-01-31,0,0.6719809,0.219292690700909
2006-02-01,0,0.6150579,0.203237225348891
2006-02-02,0,0.5432889,0.191314404201699
2006-02-03,0.03,0.4630497,0.183399796655008
2006-02-04,0,0.4412431,0.177378693333757
2006-02-05,0,0.650513,0.171505222210587
2006-02-06,0.5,0.6916068,0.184424371887993
2006-02-07,0.03,0.7817963,0.195619977131695
2006-02-08,0.45,0.7870484,0.200280839544912
2006-02-09,2.95,0.7915451,0.306931390162923
2006-02-10,3.55,0.6819946,0.498686765936847
2006-02-11,0.36,0.7195751,0.546648083165622
2006-02-12,0,0.7037867,0.44787338110953
2006-02-13,2.59,0.6666952,0.454577383806431
2006-02-14,0.07,0.6449706,0.468463142136575
2006-02-15,0.27,0.7748904,0.390137289214211
2006-02-16,22.04,0.9732111,1.11498307353269
2006-02-17,8.62,1.034805,1.989818132114
2006-02-18,1.93,0.9502857,1.86920421808471
2006-02-19,12.73,0.9093604,1.91583917317933
2006-02-20,1.49,0.9871904,1.96384339420074
2006-02-21,1.27,0.9610401,1.5592165037971
2006-02-22,0.92,0.8301464,1.24925442731237
2006-02-23,0.03,0.7976961,0.982382556391242
2006-02-24,0,0.7065107,0.756140780364947
2006-02-25,0,0.7650482,0.592967185851566
2006-02-26,0,0.7348837,0.475967337340795
2006-02-27,0,0.5994329,0.391931355558388
2006-02-28,0.4,0.594277,0.345765425037338
2006-03-01,3.36,0.7213423,0.433976050913421
2006-03-02,0.39,0.6346496,0.504445523088775
2006-03-03,0.54,0.6573148,0.445790905541882
2006-03-04,8.84,0.6795819,0.708286508691433
2006-03-05,0,0.5950798,0.899111274774508
2006-03-06,0.59,0.5040029,0.71568853751647
2006-03-07,2.9,0.5969318,0.690414992480638
2006-03-08,0.15,0.775813,0.662652478920084
2006-03-09,11.44,0.8606969,0.945147538643624
2006-03-10,7.09,1.154469,1.42996632834109
2006-03-11,2.47,0.9804657,1.4423384882245
2006-03-12,2.76,0.8441187,1.28274668796848
2006-03-13,0.03,0.6025251,1.08120587400761
2006-03-14,0,0.6547178,0.82957543386772
2006-03-15,0,0.7655962,0.648235666671732
2006-03-16,0,0.8944366,0.518240640668467
2006-03-17,0,0.8028612,0.424900797936732
2006-03-18,0,0.9173837,0.357730732605198
2006-03-19,0,0.9993356,0.309245947326169
2006-03-20,0,1.104287,0.274103982548573
2006-03-21,0.26,1.142912,0.257920557493609
2006-03-22,2.34,1.023736,0.331494989913325
2006-03-23,0.22,1.014172,0.387976785254343
2006-03-24,0,1.107618,0.337599353546379
2006-03-25,7.77,1.273506,0.575200084725465
2006-03-26,9.73,1.683638,1.12135533088172
2006-03-27,2.62,1.950993,1.3317213204117
2006-03-28,4.06,1.834449,1.25744341268063
2006-03-29,4.41,1.489434,1.27451900466208
2006-03-30,2.53,1.371952,1.23264115586751
2006-03-31,25.72,1.717335,1.98845200401656
2006-04-01,14.39,1.762839,3.03737368509022
2006-04-02,4.83,1.549207,2.98935662342088
2006-04-03,6.34,1.504987,2.6327000606987
2006-04-04,4.98,1.340376,2.38959928334467
2006-04-05,0,1.231758,1.97675099402127
2006-04-06,0,1.136354,1.48226313713815
2006-04-07,0,1.141842,1.12859388726803
2006-04-08,0,1.253996,0.875447419093225
2006-04-09,0,1.356024,0.694060654260146
2006-04-10,0.09,1.452778,0.567259298005587
2006-04-11,0,1.360654,0.476331054788367
2006-04-12,0,1.227348,0.407166186587465
2006-04-13,0.74,1.471256,0.384702245447523
2006-04-14,1.65,1.417903,0.431633963303168
2006-04-15,2.45,1.73055,0.531106393769009
2006-04-16,3.92,1.78059,0.689084421886238
2006-04-17,17.49,1.836359,1.3718132105973
2006-04-18,0,1.865053,1.75300361642641
2006-04-19,0,1.712098,1.32201534420792
2006-04-20,0,1.5832,1.01367718481043
2006-04-21,0,1.72232,0.792893151287186
2006-04-22,0,2.055787,0.634611790957252
