"Date","P","E","MIV_Q_sim"
2005-01-23,0.09,0.6219703,0.354292080732533
2005-01-24,0.58,0.5759695,0.220799279772253
2005-01-25,0.8,0.4979846,0.17062532524475
2005-01-26,0,0.439901,0.10900014206964
2005-01-27,0,0.4464809,0.0759698496270719
2005-01-28,0,0.4250468,0.0562340303821106
2005-01-29,0,0.5114991,0.0434881622909857
2005-01-30,0.09,0.4399706,0.0369113383648176
2005-01-31,0.78,0.4875022,0.0495786848461876
2005-02-01,1.74,0.6468565,0.0943226973248995
2005-02-02,1.62,0.7295738,0.129886766641591
2005-02-03,1.58,0.7273596,0.154549940715611
2005-02-04,1.55,0.7654879,0.169716158457247
2005-02-05,0,0.6740511,0.108541080148041
2005-02-06,0,0.5420755,0.0757069619768973
2005-02-07,0.03,0.5622185,0.0569752733214923
2005-02-08,0,0.5549156,0.0439825676543766
2005-02-09,0,0.5920999,0.0351105763292014
2005-02-10,0.04,0.6052468,0.0296312984290366
2005-02-11,11.21,0.782225,0.634266778553758
2005-02-12,7.9,1.006207,0.868347013940394
2005-02-13,10.86,1.13618,1.2291503572643
2005-02-14,8.73,0.6962438,1.1668926197862
2005-02-15,8.43,0.692138,1.12839221329354
2005-02-16,0.33,0.6141471,0.449165082136616
2005-02-17,0.11,0.5508775,0.232603706780901
2005-02-18,0,0.5539304,0.138738964051826
2005-02-19,0.44,0.5415132,0.110794301590514
2005-02-20,4.57,0.6248027,0.317093885682741
2005-02-21,1.55,0.6320815,0.26388399625206
2005-02-22,0.58,0.5840309,0.182777245031766
2005-02-23,0.6,0.5496272,0.142994479810311
2005-02-24,0,0.4561931,0.0946998141729362
2005-02-25,0.32,0.4425995,0.0792497615748047
2005-02-26,0,0.4348168,0.058275602406119
2005-02-27,0.6,0.4946571,0.0636145938609081
2005-02-28,0.36,0.5022481,0.0596195156349192
2005-03-01,0,0.3873481,0.0457355544219336
2005-03-05,0.23,0.5887297,0.0424810993999072
2005-03-06,4.94,0.6015626,0.255664373761798
2005-03-07,0.49,0.5458912,0.174272600123174
2005-03-08,0.94,0.6820855,0.155332647633408
2005-03-09,1.4,0.839284,0.167526904262788
2005-03-10,1.3,0.8456676,0.169997199256143
2005-03-11,0.43,0.8152473,0.128151709717884
2005-03-12,0.34,0.838068,0.100588293218623
2005-03-13,4.26,0.8197186,0.290769721360791
2005-03-14,0.09,0.8383325,0.169060746376764
2005-03-15,0,0.9326511,0.108209686700374
2005-03-16,0,0.9829395,0.0755170046239956
2005-03-17,0,1.411184,0.0559505707324815
2005-03-18,0,1.589331,0.0432987425593088
2005-03-19,0,1.507555,0.0346306791089166
2005-03-20,0,1.502384,0.0284199830598903
2005-03-21,0,1.472723,0.0238086662791988
2005-03-22,0,1.40291,0.0202842893149757
2005-03-23,1.43,1.498569,0.0522365220792581
2005-03-24,0,1.70044,0.0407983648231562
2005-03-25,2.74,1.542112,0.133216772932185
2005-03-26,0,1.616185,0.0894523930104808
2005-03-27,0.41,1.450103,0.0792966461854539
2005-03-28,0.13,1.625386,0.0626254250795648
2005-03-29,2.35,1.619739,0.14070584114113
2005-03-30,0.8,1.605759,0.128544068287938
2005-03-31,5.6,1.557586,0.409527660703888
2005-04-01,0,1.604459,0.211630940631536
2005-04-02,0,1.462536,0.128994223266119
2005-04-03,0,1.440072,0.0871530921414354
2005-04-04,0,1.586499,0.0631154276519896
2005-04-05,0,1.552986,0.0480282710244455
2005-04-06,2.32,1.541074,0.122996894879438
2005-04-07,6.78,1.396284,0.492232470753296
2005-04-08,3.63,1.530486,0.491061659626875
2005-04-09,6.71,1.224065,0.741793041004749
2005-04-10,0.52,1.093089,0.357026159393905
2005-04-11,0.39,1.224756,0.21369450190595
2005-04-12,0,1.451623,0.129966446942245
2005-04-13,0,1.538495,0.0876843256837039
2005-04-14,0,1.675045,0.0634368733385017
2005-04-15,0,1.745112,0.0482377027068361
2005-04-16,4.33,1.592329,0.233414607107948
2005-04-17,1.58,1.512652,0.225258566007312
2005-04-18,0.2,1.785537,0.14524050918535
2005-04-19,0.17,1.748204,0.103140870756211
2005-04-20,5.69,1.599067,0.396392366276869
2005-04-21,0.44,1.423264,0.232633894757407
2005-04-22,0,1.379885,0.138752778986911
2005-04-23,0,1.460161,0.0924362873526537
2005-04-24,2.18,1.509001,0.163506124861587
2005-04-25,0.33,1.940844,0.120302457657332
2005-04-26,7.72,1.824589,0.57389121032477
2005-04-27,8.3,1.884232,0.933491843105662
2005-04-28,0.76,1.886999,0.431190083874989
2005-04-29,0,1.817897,0.21967517115187
2005-04-30,1.08,2.491382,0.189987164988238
2005-05-01,0,2.654647,0.118607714955753
2005-05-02,0,2.979977,0.0814069376009471
2005-05-03,0.07,2.734749,0.0620153885783401
2005-05-04,5.47,2.253556,0.332940683545979
2005-05-05,4.04,1.959461,0.451851478858916
2005-05-06,0.18,1.966407,0.23820889681067
2005-05-07,1.99,1.840794,0.255103323957374
2005-05-08,11.17,1.538772,1.02057190343624
2005-05-09,0.32,1.431704,0.422252040859862
2005-05-10,0,1.499452,0.216375008456117
2005-05-11,0.08,1.527832,0.135207206077878
2005-05-12,0,1.616271,0.0905291725139045
2005-05-13,0.1,1.963023,0.0688073986676023
2005-05-14,0,2.134367,0.0517036943077085
2005-05-15,16.04,2.091104,1.25197259988382
2005-05-16,0.86,2.068168,0.523584484131945
2005-05-17,0,2.115844,0.252377323538449
2005-05-18,0,1.993742,0.147665594661597
2005-05-19,0.03,1.84385,0.0984904695184289
2005-05-20,0,2.129164,0.0698763959570218
2005-05-21,10.91,2.984589,0.805679718036021
2005-05-22,0,2.696783,0.340113476146143
2005-05-23,0,2.48452,0.184713243668592
2005-05-24,0.2,2.461813,0.125703060567185
2005-05-25,0,2.439509,0.085346489451024
2005-05-26,0,3.291149,0.0620186940472371
2005-05-27,0,3.752751,0.0473119832697585
2005-05-28,0.05,4.226289,0.0388191334605215
2005-05-29,0.05,4.319947,0.0327198631913936
2005-05-30,12.94,4.156369,0.904352791564392
2005-05-31,1.46,2.537844,0.478601714745292
2005-06-01,0.23,2.296298,0.251379623893925
2005-06-02,0,2.706445,0.147220903398226
2005-06-03,0,3.043817,0.0969361905163064
2005-06-04,3.33,3.260307,0.239868146331174
2005-06-05,1.08,2.522418,0.201956170380157
2005-06-06,0,2.289379,0.124395026567484
2005-06-07,2.65,2.518276,0.222197159604534
2005-06-08,0,2.14433,0.133940979133593
2005-06-09,0,2.289801,0.0898446901940231
2005-06-10,0,2.503968,0.0647392524300044
2005-06-11,0,2.648957,0.049083914803467
2005-06-12,0,2.54047,0.0386480141026686
2005-06-13,0,2.333608,0.0313288124686547
2005-06-14,0,2.605817,0.0259866296551107
2005-06-15,0,2.823523,0.0219603362609086
2005-06-16,0,3.095813,0.0188448631642614
2005-06-17,0,3.523176,0.0163806309887772
2005-06-18,0.03,3.933271,0.0148837769925578
2005-06-19,0.03,4.415076,0.0136351841005112
2005-06-20,0,4.288468,0.0121406362121693
2005-06-21,0,4.673518,0.0108931069288391
2005-06-22,0.04,4.772464,0.010360069145068
2005-06-23,0,4.534642,0.00938633304558742
2005-06-24,0,4.682284,0.00855219888460039
2005-06-25,0.03,5.340871,0.00816865188421673
2005-06-26,1.11,4.299456,0.0254104334825478
2005-06-27,0,4.406134,0.02151897338175
2005-06-28,0,4.518274,0.0184987271601793
2005-06-29,0,4.98642,0.0161037385428313
2005-06-30,2.01,4.218043,0.0646681550471038
2005-07-01,2.51,3.436428,0.151119379049645
2005-07-02,2.69,3.093486,0.237044439625667
2005-07-03,2.75,3.373674,0.297975016373318
2005-07-04,0,4.070348,0.167397604637133
2005-07-05,4.95,3.306112,0.398315382391287
2005-07-06,0.16,2.719457,0.216553279612602
2005-07-07,11.16,2.822993,0.952004618326643
2005-07-08,8.05,2.484864,1.05009130435066
2005-07-09,8.76,2.743725,1.15621568900736
2005-07-10,0,3.170881,0.432385079993829
2005-07-11,2,3.857578,0.349634602679319
2005-07-12,0,4.588746,0.188517029881455
2005-07-13,0,4.193992,0.117889128475623
2005-07-14,0,4.556277,0.0810044491599148
2005-07-15,0,4.689089,0.0593596727061006
2005-07-16,0,4.450485,0.0455640233618235
2005-07-17,0,4.211437,0.0362151414841016
2005-07-18,0,4.029562,0.029573806819766
2005-07-19,3.24,3.882426,0.141315174660113
2005-07-20,1.48,3.19517,0.163053416245971
2005-07-21,6.02,2.886899,0.476184270680249
2005-07-22,0,2.960662,0.235907558800838
2005-07-23,0.11,3.049948,0.145679504988248
2005-07-24,0,3.209504,0.0961227350857279
2005-07-25,8.18,3.193089,0.572715084579323
2005-07-26,3.12,3.480394,0.487048768182634
2005-07-27,0.16,3.439533,0.249474831788859
2005-07-28,1.46,4.334658,0.226281472695604
2005-07-29,3.98,4.477613,0.376429952966082
2005-07-30,16.48,3.663631,1.60562471522381
2005-07-31,2.37,3.064103,0.72954738662342
2005-08-01,3.14,2.728464,0.551328009723313
2005-08-02,0,3.112624,0.261744661959969
2005-08-03,0,3.147316,0.151812389490851
2005-08-04,0.35,2.867621,0.114928243335135
2005-08-05,0,2.868614,0.0793390229498994
2005-08-06,5.47,2.5858,0.355508656057404
2005-08-07,0,2.442183,0.190845057103091
2005-08-08,3.93,2.238373,0.353092965655876
2005-08-09,0.38,2.33656,0.211776922940893
2005-08-10,0,2.587624,0.129063100696256
2005-08-11,0,2.605904,0.0871907639063749
2005-08-12,2.64,2.491075,0.18456245655668
2005-08-13,0,2.714198,0.115947505515251
2005-08-14,0,2.682147,0.079913614073755
2005-08-15,13.68,2.459687,1.05064794920887
2005-08-16,3.24,2.452757,0.663983679689185
2005-08-17,0,3.099506,0.29797679692568
2005-08-18,0,3.126107,0.167398353905406
2005-08-19,0,3.283715,0.107367402411968
2005-08-20,0.68,2.803069,0.103028352545655
2005-08-21,0,2.626738,0.0725269792999328
2005-08-22,0,2.588151,0.0540690384184459
2005-08-23,0,2.943487,0.0420363947857988
2005-08-24,0.97,2.549504,0.0631658800497887
2005-08-25,0.03,2.660715,0.0489822187760503
2005-08-26,4.24,2.348806,0.232124966828357
2005-08-27,0,2.122388,0.138519799391518
2005-08-28,0,2.173436,0.0923113964012182
2005-08-29,0,2.540396,0.066216966820649
2005-08-30,0,2.784911,0.0500395881344124
2005-08-31,0,3.151083,0.0393026590063981
2005-09-01,0,3.454235,0.0317977184389015
2005-09-02,0,2.969024,0.0263346515173407
2005-09-03,0,3.078266,0.0222262212756279
2005-09-04,0.03,2.997457,0.0196116858352156
2005-09-05,0.03,3.13647,0.0175151406009105
2005-09-06,0.06,3.023247,0.0163078853049987
2005-09-07,4.47,3.103573,0.176388891263005
2005-09-08,0,3.144351,0.111893352054487
2005-09-09,0,3.193396,0.0776200626466028
2005-09-10,8.96,2.936333,0.609776220838375
2005-09-11,3.53,2.710608,0.533736540164604
2005-09-12,0.99,2.545185,0.31971924022157
2005-09-13,2.24,2.49724,0.31228419494139
2005-09-14,0,2.562524,0.173369383931453
2005-09-15,0.03,2.23683,0.111721717420519
2005-09-16,0.91,2.673458,0.115558043595507
2005-09-17,8.84,2.069236,0.65662038816828
2005-09-18,0,1.635706,0.29568939180711
2005-09-19,0,1.576464,0.166434505485437
2005-09-20,0,1.598641,0.106877901904482
2005-09-21,0,1.659914,0.0747520779578635
2005-09-22,0,1.688629,0.055470872911502
2005-09-23,0,1.763874,0.042977739354803
2005-09-24,0,1.836622,0.0344049222628188
2005-09-25,0,1.970443,0.0282548682846107
2005-09-26,0.1,2.072422,0.0258172586761233
2005-09-27,0,2.098127,0.021830749226021
2005-09-28,0.38,2.107799,0.026403921035138
2005-09-29,2.12,1.840451,0.0865245966158797
2005-09-30,2.11,1.626438,0.153682675527689
2005-10-01,1.19,1.46649,0.156459132170111
2005-10-02,6.97,1.711256,0.546978553757636
2005-10-03,2.11,1.495578,0.403214018477738
2005-10-04,0,1.52791,0.20925646779779
2005-10-05,0,1.784045,0.12787175551126
2005-10-06,0,2.027596,0.0865383843521703
2005-10-07,0,2.041108,0.0627428791164247
2005-10-08,0,2.00324,0.0477852572298732
2005-10-09,0,1.791158,0.0377544349650807
2005-10-10,0,1.651373,0.0306865030677226
2005-10-11,0,1.661337,0.0255085494597224
2005-10-12,0,1.590911,0.0215942321305397
2005-10-13,0,1.62495,0.0185578156527669
2005-10-14,0,1.50876,0.0161510522414116
2005-10-15,0,1.456775,0.014208181762168
2005-10-16,0,1.358171,0.012615007526819
2005-10-17,0,1.379401,0.0112907146445979
2005-10-18,0,1.207543,0.0101767632648272
2005-10-19,0.07,1.184507,0.0101014361390944
2005-10-20,5.79,1.236701,0.229898850649083
2005-10-21,2.08,1.521519,0.252777348474608
2005-10-22,19.97,1.701719,1.87261756277157
2005-10-23,4.47,1.730524,0.978643181524465
2005-10-24,0.92,1.514964,0.455945079001905
2005-10-25,0,1.368209,0.228682227764413
2005-10-26,0.84,1.68172,0.181378162080506
2005-10-27,0,1.751443,0.11437474221117
2005-10-28,0.03,1.709431,0.0802050918209267
2005-10-29,0,1.723678,0.0588665106058855
2005-10-30,0,1.571635,0.0452380364739914
2005-10-31,0,1.531022,0.0359880523570392
2005-11-01,0.43,1.626909,0.040601190890067
2005-11-02,16.79,1.390835,1.28180955944854
2005-11-03,9.61,1.239053,1.33816199340763
2005-11-04,0.04,1.5933,0.478442117756552
2005-11-05,4.76,1.381366,0.59235182702185
2005-11-06,2.16,1.086596,0.431026517108559
2005-11-07,0,1.118102,0.219615012209689
2005-11-08,1.96,1.00812,0.246009947712793
2005-11-09,0,1.213065,0.144817328612976
2005-11-10,0.44,0.9936017,0.115869359810009
2005-11-11,0,1.051076,0.0798696086641665
2005-11-12,0.69,1.050091,0.0851632193798779
2005-11-13,0.35,0.9528222,0.075086100571931
2005-11-14,0.78,1.148047,0.0853195305512407
2005-11-15,0,0.9672437,0.0620022859859452
2005-11-16,5.97,0.8645967,0.383437854540015
2005-11-17,2.47,0.8156803,0.368280100817031
2005-11-18,0.13,0.7428913,0.203642787190338
2005-11-19,0,0.721917,0.125201762418074
2005-11-20,0,0.584867,0.0850701794477983
2005-11-21,0,0.5666367,0.0618504636659894
2005-11-22,0.13,0.7606092,0.0514037784904606
2005-11-23,0,0.5914326,0.0402329135393168
2005-11-24,0.03,0.6131673,0.0332490888981568
2005-11-25,2.51,0.6668969,0.120282098448491
2005-11-26,0.2,0.568899,0.0908053134378278
2005-11-27,2.1,0.5638723,0.163724391691361
2005-11-28,1.01,0.5914569,0.156602893318268
2005-11-29,3.98,0.6221925,0.34318721224463
2005-11-30,0.06,0.6370068,0.189476886378443
2005-12-01,0,0.5939674,0.118358492341941
2005-12-02,0,0.5795554,0.0812674196694455
2005-12-03,10.96,0.6093981,0.854124298320922
2005-12-04,10.68,0.835227,1.34495606062984
2005-12-05,20.54,0.8852936,2.6700234480917
2005-12-06,0.86,0.780482,0.811595442106143
2005-12-07,0.42,0.7203354,0.374155996462432
2005-12-08,0.22,0.7266342,0.212141258355775
2005-12-09,5.11,0.6792817,0.493972375719762
2005-12-10,0,0.641126,0.242160215836944
2005-12-11,0,0.5554378,0.143083342933492
2005-12-12,0,0.4978358,0.0947470285889129
2005-12-13,0.04,0.6092603,0.0692706312025304
2005-12-14,0.06,0.6748322,0.0541266101039782
2005-12-15,0.58,0.6955155,0.0623723725080053
2005-12-16,0.39,0.6871021,0.0615260495255903
2005-12-17,6.98,0.7945831,0.496502361488282
2005-12-18,4.19,0.5647568,0.579794019157462
2005-12-19,0,0.5699394,0.271162580286461
2005-12-20,2.13,0.5453842,0.2973675163329
2005-12-21,0,0.5635263,0.167141873221412
2005-12-22,0,0.5792199,0.107237228572803
2005-12-23,0.09,0.5903021,0.0788128562677297
2005-12-24,0,0.6611409,0.0580048042478432
2005-12-25,0,0.7195387,0.0446670621591424
2005-12-26,0.06,0.689492,0.0373678745034955
2005-12-27,3.57,0.5497398,0.198444134197949
2005-12-28,1.71,0.4394627,0.225930741416669
2005-12-29,0.69,0.4475311,0.175849093321442
2005-12-30,0.27,0.3878605,0.12569908409428
2005-12-31,9.99,0.4179907,0.885850996675186
2006-01-01,1.66,0.6755196,0.501969561480179
2006-01-02,3.85,0.6891219,0.558858527488149
2006-01-03,0,0.7122377,0.264254682007485
2006-01-04,0,0.5916529,0.152914982495417
2006-01-05,0,0.5178823,0.0999201179134172
2006-01-06,0.59,0.5177258,0.0974550742670541
2006-01-07,0,0.4401883,0.0692673134039085
2006-01-08,0,0.4579959,0.0519976841963506
2006-01-09,0,0.5305783,0.0406363731953176
2006-01-10,0,0.4316201,0.0327487700973094
2006-01-11,0,0.4481434,0.0270379910680252
2006-01-12,3.3,0.4999456,0.166618591516183
2006-01-13,0.57,0.6123654,0.137516066431721
2006-01-14,0,0.541813,0.091772654928553
2006-01-15,0,0.4790324,0.0658950651799265
2006-01-16,0,0.391807,0.0498318064732583
2006-01-17,0.57,0.463781,0.0591262686396487
2006-01-18,18.58,0.7064641,1.76537766628951
2006-01-19,0.82,0.716875,0.644063077049926
2006-01-20,0,0.6305717,0.29176396559556
2006-01-21,2.95,0.8116945,0.381340527806353
2006-01-22,1.28,0.7315867,0.292871384000098
2006-01-23,0,0.6536101,0.165243494702972
2006-01-24,0,0.4829788,0.106271862238257
2006-01-25,0,0.4536762,0.0744031714884317
2006-01-26,0.42,0.4885271,0.0723877853990715
2006-01-27,0.11,0.5368626,0.0582059861888429
2006-01-28,0,0.4089335,0.0448005244069568
2006-01-29,0.1,0.5597329,0.0388069882716936
2006-01-30,0,0.7826701,0.0314428096359943
2006-01-31,0,0.6719809,0.0260713148754178
2006-02-01,0,0.6150579,0.022025082964552
2006-02-02,0,0.5432889,0.0188955606523825
2006-02-03,0.03,0.4630497,0.0170281494406766
2006-02-04,0,0.4412431,0.0149200189857439
2006-02-05,0,0.650513,0.0132014132603572
2006-02-06,0.5,0.6916068,0.0217651099305568
2006-02-07,0.03,0.7817963,0.019343273451212
2006-02-08,0.45,0.7870484,0.027282349820279
2006-02-09,2.95,0.7915451,0.149729777613404
2006-02-10,3.55,0.6819946,0.334149357162727
2006-02-11,0.36,0.7195751,0.206093162896157
2006-02-12,0,0.7037867,0.126370056216205
2006-02-13,2.59,0.6666952,0.241987153243322
2006-02-14,0.07,0.6449706,0.147137858909778
2006-02-15,0.27,0.7748904,0.110724737841384
2006-02-16,22.04,0.9732111,2.35695783011343
2006-02-17,8.62,1.034805,1.64836780706579
2006-02-18,1.93,0.9502857,0.734452352616626
2006-02-19,12.73,0.9093604,1.69721748118703
2006-02-20,1.49,0.9871904,0.7021635711985
2006-02-21,1.27,0.9610401,0.418743725111063
2006-02-22,0.92,0.8301464,0.284826187013322
2006-02-23,0.03,0.7976961,0.163761988251525
2006-02-24,0,0.7065107,0.105516183359058
2006-02-25,0,0.7650482,0.0739673910573154
2006-02-26,0,0.7348837,0.0549776127723381
2006-02-27,0,0.5994329,0.0426470685788657
2006-02-28,0.4,0.594277,0.047894402830669
2006-03-01,3.36,0.7213423,0.222064963028572
2006-03-02,0.39,0.6346496,0.158040425880365
2006-03-03,0.54,0.6573148,0.133155579978983
2006-03-04,8.84,0.6795819,0.858013334141923
2006-03-05,0,0.5950798,0.354867873075623
2006-03-06,0.59,0.5040029,0.233161321573432
2006-03-07,2.9,0.5969318,0.356708324705019
2006-03-08,0.15,0.775813,0.201877096885361
2006-03-09,11.44,0.8606969,1.24473539801211
2006-03-10,7.09,1.154469,1.22947091381174
2006-03-11,2.47,0.9804657,0.699190090264276
2006-03-12,2.76,0.8441187,0.56635981158295
2006-03-13,0.03,0.6025251,0.269152294989703
2006-03-14,0,0.6547178,0.155056212456674
2006-03-15,0,0.7655962,0.101033807857963
2006-03-16,0,0.8944366,0.0713657080110115
2006-03-17,0,0.8028612,0.0533335579342595
2006-03-18,0,0.9173837,0.0415405403103544
2006-03-19,0,0.9993356,0.0333903297516956
2006-03-20,0,1.104287,0.027510563460102
2006-03-21,0.26,1.142912,0.0304803683427066
2006-03-22,2.34,1.023736,0.131234314814311
2006-03-23,0.22,1.014172,0.100012158635168
2006-03-24,0,1.107618,0.0707686153336872
2006-03-25,7.77,1.273506,0.679639252874879
2006-03-26,9.73,1.683638,1.3628488569504
2006-03-27,2.62,1.950993,0.754160481388062
2006-03-28,4.06,1.834449,0.728864558181055
2006-03-29,4.41,1.489434,0.759482591792323
2006-03-30,2.53,1.371952,0.569600095134867
2006-03-31,25.72,1.717335,3.59709397891268
2006-04-01,14.39,1.762839,2.81879210428118
2006-04-02,4.83,1.549207,1.35140752278139
2006-04-03,6.34,1.504987,1.22479725049926
2006-04-04,4.98,1.340376,1.01865970404914
2006-04-05,0,1.231758,0.397884340774109
2006-04-06,0,1.136354,0.207241199142967
2006-04-07,0,1.141842,0.126915900001126
2006-04-08,0,1.253996,0.0860137458080215
2006-04-09,0,1.356024,0.0624244115542931
2006-04-10,0.09,1.452778,0.0513351033703241
2006-04-11,0,1.360654,0.0401862007937625
2006-04-12,0,1.227348,0.0324283909011141
2006-04-13,0.74,1.471256,0.0542263506148228
