"Date","P","E","Q"
2005-03-10,0,2.0267,0.104540735
2005-03-11,0,2.1982,0.103923673
2005-03-12,0,2.7128,0.103839833
2005-03-13,0,2.8065,0.103818969
2005-03-14,0,2.0585,0.103804439
2005-03-15,0,1.8443,0.103790493
2005-03-16,0,1.8218,0.103776599
2005-03-17,0,2.2555,0.103762713
2005-03-18,0,2.5308,0.103748828
2005-03-19,0,2.5321,0.103734947
2005-03-20,0,2.7414,0.103721067
2005-03-21,16.87,2.191,0.478886371
2005-03-22,17.89,1.3409,0.686266009
2005-03-23,8.09,1.4944,0.509405426
2005-03-24,0,2.2697,0.226539658
2005-03-25,10,1.8736,0.443621793
2005-03-26,0,1.1752,0.264492343
2005-03-27,5.98,1.133,0.31832033
2005-03-28,0,2.7742,0.200341265
2005-03-29,0,3.4156,0.119032769
2005-03-30,0,2.9129,0.105948336
2005-03-31,0,3.3239,0.104424939
2005-04-01,14.75,2.5687,0.476983128
2005-04-02,0,3.1072,0.287794851
2005-04-03,0,3.6046,0.132739147
2005-04-04,0,3.6923,0.107492685
2005-04-05,0,2.8015,0.104552796
2005-04-06,19.09,2.4926,0.901194397
2005-04-07,9.31,1.7499,0.872171735
2005-04-08,0,3.458,0.350777264
2005-04-09,0,3.9565,0.140962508
2005-04-10,0,3.6903,0.109325709
2005-04-11,20.15,2.8111,1.424714899
2005-04-12,5.53,3.081,0.913799407
2005-04-13,0,3.0733,0.285084628
2005-04-14,0,3.6778,0.129996334
2005-04-15,0,4.267,0.108919973
2005-04-16,0,4.4271,0.106632277
2005-04-17,0,4.3596,0.106399964
2005-04-18,0,4.2905,0.106366193
2005-04-19,0,3.7688,0.106350221
2005-04-20,0,3.7219,0.10633577
2005-04-21,0,4.1957,0.106321445
2005-04-22,0,4.6282,0.106307133
2005-04-23,0,3.6844,0.106292824
2005-04-24,0,3.7339,0.106278518
2005-04-25,0,3.6422,0.106264214
2005-04-26,10,2.9246,0.333264116
2005-04-27,0,3.9612,0.218021386
2005-04-28,6.77,3.3976,0.27722196
2005-04-29,3.58,3.3677,0.265089527
2005-04-30,0,3.6468,0.158134972
2005-05-01,0,3.7698,0.113742834
2005-05-02,0,3.5154,0.107005609
2005-05-03,0,3.8913,0.106231914
2005-05-04,0,4.3288,0.106142985
2005-05-05,0,4.3276,0.10612194
2005-05-06,0,4.6106,0.106107081
2005-05-07,0,4.7126,0.106092758
2005-05-08,0,4.2013,0.106078481
2005-05-09,7.59,3.2795,0.278112513
2005-05-10,0,5.1547,0.190769542
2005-05-11,0,5.1766,0.119182612
2005-05-12,0,5.0815,0.107520152
2005-05-13,0,4.2167,0.106155183
2005-05-14,21.43,3.4712,0.59149937
2005-05-15,0,4.6097,0.345045069
2005-05-16,0,4.6549,0.143063048
2005-05-17,0,5.0103,0.110179344
2005-05-18,0,5.065,0.106353604
2005-05-19,0,4.8535,0.105959606
2005-05-20,0,4.9445,0.105910662
2005-05-21,0,5.6559,0.105893422
2005-05-22,0,5.2745,0.105878933
2005-05-23,42.44,4.1069,1.066348902
2005-05-24,7.85,3.7887,0.756447345
2005-05-25,12.02,3.5553,0.538691281
2005-05-26,0,4.8957,0.261694868
2005-05-27,0,4.3214,0.128965372
2005-05-28,0,5.1904,0.108390816
2005-05-29,0,5.2831,0.106033681
2005-05-30,0,5.2655,0.105788085
2005-05-31,0,5.2797,0.105752837
2005-06-01,0,4.7874,0.105736811
2005-06-02,0,5.2214,0.105722447
2005-06-03,0,5.3,0.105708224
2005-06-04,0,4.5449,0.105694015
2005-06-05,10.94,4.121,0.352902422
2005-06-06,1.5,4.6127,0.261295555
2005-06-07,0,5.2545,0.141232332
2005-06-08,0,5.2811,0.110380721
2005-06-09,6.92,4.3334,0.262438121
2005-06-10,0,5.1997,0.182625692
2005-06-11,0,5.1126,0.117543025
2005-06-12,4.21,4.2923,0.202004269
2005-06-13,33.3,4.5695,0.904339619
2005-06-14,22.82,4.3704,1.137929866
2005-06-15,0,5.911,0.486335952
2005-06-16,10.88,4.5196,0.450227633
2005-06-17,9.1,3.8126,0.561322587
2005-06-18,0,5.5655,0.280034156
2005-06-19,0,5.7176,0.132188344
2005-06-20,0,5.9417,0.109066474
2005-06-21,0,5.9097,0.106411059
2005-06-22,0,6.0002,0.106135568
2005-06-23,0,5.9681,0.10609753
2005-06-24,0,6.0301,0.106081209
2005-06-25,0,6.0214,0.106066769
2005-06-26,0,5.9215,0.106052487
2005-06-27,0,5.9224,0.106038219
2005-06-28,0,6.0843,0.106023956
2005-06-29,0,6.1319,0.106009694
2005-06-30,0,6.1279,0.105995435
2005-07-01,20.05,5.0343,0.560167944
2005-07-02,0,5.6534,0.329616448
2005-07-03,0,5.9743,0.140658998
2005-07-04,9.98,4.564,0.335891552
2005-07-05,0,5.2616,0.217599665
2005-07-06,0,5.6623,0.123214808
2005-07-07,0,5.7912,0.107867439
2005-07-08,0,5.945,0.106076151
2005-07-09,0,5.8176,0.105884907
2005-07-10,0,5.6994,0.1058545
2005-07-11,0,5.3299,0.10583887
2005-07-12,0,5.6655,0.105824524
2005-07-13,0,5.6147,0.105810286
2005-07-14,0,5.6126,0.10579606
2005-07-15,4.06,4.2614,0.197605047
2005-07-16,0,5.8032,0.150982974
2005-07-17,0,5.5508,0.112769996
2005-07-18,0,5.3,0.106539067
2005-07-19,0,5.5881,0.105803973
2005-07-20,0,5.6012,0.105717938
2005-07-21,0,5.8055,0.105697166
2005-07-22,0,6.1221,0.105682392
2005-07-23,0,6.3809,0.105668141
2005-07-24,5.33,4.6067,0.226076494
2005-07-25,0,5.6051,0.164937914
2005-07-26,0,5.3853,0.114827533
2005-07-27,27.7,4.7792,0.732282105
2005-07-28,0,5.0726,0.413767874
2005-07-29,0,5.5375,0.153398773
2005-07-30,0,5.5654,0.111019471
2005-07-31,0,5.6531,0.106092942
2005-08-01,0,5.8266,0.105589339
2005-08-02,0,5.816,0.105530438
2005-08-03,0,5.7346,0.105512396
2005-08-04,0,5.727,0.105497899
2005-08-05,5.06,4.6468,0.219649733
2005-08-06,0.38,5.1453,0.170259639
2005-08-07,19.36,4.1084,0.555110227
2005-08-08,0,5.3976,0.322134244
2005-08-09,0,5.1736,0.138970755
2005-08-10,0,5.173,0.109233415
2005-08-11,0,5.1166,0.105775892
2005-08-12,0,4.9467,0.105418826
2005-08-13,0,4.9952,0.105373346
2005-08-14,13.76,3.7128,0.415497543
2005-08-15,24.08,2.3773,0.80074599
2005-08-16,17.53,2.9254,0.791278988
2005-08-17,0.08,3.6748,0.345803731
2005-08-18,0,4.3407,0.141366982
2005-08-19,0,4.4911,0.109355557
2005-08-20,0,4.6408,0.105671493
2005-08-21,0,4.5686,0.105293517
2005-08-22,0,4.085,0.105246229
2005-08-23,0,3.7881,0.105229239
2005-08-24,0,4.4611,0.105214873
2005-08-25,0,4.6316,0.105200728
2005-08-26,0,4.6486,0.105186603
2005-08-27,0,4.7044,0.105172481
2005-08-28,0,4.6944,0.105158362
2005-08-29,0,4.751,0.105144245
2005-08-30,0,4.7405,0.105130131
2005-08-31,0,4.9101,0.105116019
2005-09-01,0,4.9904,0.105101909
2005-09-02,0,4.878,0.105087802
2005-09-03,0,4.7095,0.105073697
2005-09-04,0,4.4635,0.105059594
2005-09-05,0,4.6222,0.105045494
2005-09-06,0,4.5267,0.105031396
2005-09-07,0,4.33,0.105017301
2005-09-08,0,4.377,0.105003208
2005-09-09,0,4.4838,0.104989117
2005-09-10,0,4.4189,0.104975028
2005-09-11,0,4.2976,0.104960942
2005-09-12,0,4.0877,0.104946859
2005-09-13,0,4.1103,0.104932777
2005-09-14,17.28,3.1926,0.493024884
2005-09-15,28.24,2.4091,0.930208802
2005-09-16,4.28,2.4496,0.542941823
2005-09-17,0,3.4685,0.204043162
2005-09-18,0,3.801,0.118064777
2005-09-19,0,3.8465,0.10626155
2005-09-20,0,3.6858,0.104969176
2005-09-21,0,3.8591,0.104832214
2005-09-22,0,3.8016,0.104807169
2005-09-23,0,3.6161,0.104792176
2005-09-24,0,3.299,0.104778043
2005-09-25,6.73,2.0279,0.255729532
2005-09-26,0,3.0894,0.179088014
2005-09-27,0,3.2336,0.116271798
2005-09-28,0,3.1036,0.106036922
2005-09-29,0,2.9214,0.104837685
2005-09-30,0,2.7268,0.104705559
2005-10-01,0,2.8592,0.10468073
2005-10-02,0,2.7957,0.104665761
2005-10-03,0,2.7081,0.104651649
2005-10-04,0,2.8783,0.10463761
2005-10-05,0,3.0134,0.10462358
2005-10-06,8,2.3994,0.283838795
2005-10-07,0,1.9177,0.192851148
2005-10-08,0,2.1873,0.118277166
2005-10-09,0,2.2856,0.106128777
2005-10-10,0,2.3359,0.104707675
2005-10-11,0,2.3124,0.104553467
2005-10-12,0,2.4185,0.104526644
2005-10-13,0,2.4019,0.104511526
2005-10-14,0,2.4054,0.104497425
2005-10-15,0,2.4433,0.104483411
2005-10-16,0,2.4552,0.104469406
2005-10-17,0,2.467,0.104455404
2005-10-18,0,2.5248,0.104441405
2005-10-19,0,2.4698,0.104427408
2005-10-20,2.21,2.2203,0.153846659
2005-10-21,0,1.4865,0.128741218
2005-10-22,0,1.6082,0.108162833
2005-10-23,0,1.6028,0.104802063
2005-10-24,0,1.2766,0.10439999
2005-10-25,0,1.3467,0.10434734
2005-10-26,0,1.4135,0.104329826
2005-10-27,0,1.4703,0.104315542
2005-10-28,0,1.499,0.104301541
2005-10-29,0,1.4985,0.104287565
2005-10-30,0,1.5118,0.104273593
2005-10-31,18.49,1.1798,0.517326338
2005-11-01,22.08,1.1461,0.800858169
2005-11-02,0,1.4449,0.378661712
2005-11-03,0,1.5962,0.145504366
2005-11-04,0,1.5099,0.108855613
2005-11-05,0,1.43,0.104646479
2005-11-06,0,1.3944,0.104217213
2005-11-07,0,1.4281,0.104165457
2005-11-08,0,1.5342,0.104148249
2005-11-09,0,1.3832,0.10413403
2005-11-10,0,1.181,0.104120063
2005-11-11,0,1.1838,0.104106117
2005-11-12,0,1.2339,0.104092176
2005-11-13,0,1.2018,0.104078237
2005-11-14,0,1.1278,0.1040643
2005-11-15,11.81,1.0375,0.367436064
2005-11-16,0,0.8106,0.233732168
2005-11-17,0,0.7676,0.124148916
2005-11-18,0,0.8243,0.10630297
2005-11-19,0,0.9071,0.10422127
2005-11-20,0,0.8402,0.104001328
2005-11-21,0,0.782,0.103968582
2005-11-22,0,0.8039,0.103953038
2005-11-23,0,0.8684,0.103938987
2005-11-24,0,0.9347,0.103925063
2005-11-25,0,0.7614,0.103911151
2005-11-26,0,0.8763,0.103897242
2005-11-27,0,0.9616,0.103883335
2005-11-28,0,0.8338,0.103869431
2005-11-29,0,0.5972,0.103855529
2005-11-30,0,0.5743,0.10384163
2005-12-01,0,0.5852,0.103827732
2005-12-02,0,0.5702,0.103813837
2005-12-03,0,0.6942,0.103799945
2005-12-04,0,0.62,0.103786055
2005-12-05,0,0.4736,0.103772167
2005-12-06,0,0.4989,0.103758281
2005-12-07,0,0.503,0.103744398
2005-12-08,1,0.4398,0.125974195
2005-12-09,0,0.3928,0.114669815
2005-12-10,0,0.4777,0.105402495
2005-12-11,0,0.572,0.103882655
2005-12-12,0,0.6093,0.103694154
2005-12-13,0,0.5636,0.103662886
2005-12-14,4.07,0.6016,0.194117487
2005-12-15,0,0.5435,0.148182469
2005-12-16,0,0.5038,0.110532751
2005-12-17,0,0.5385,0.10439379
2005-12-18,0,0.5498,0.103669674
2005-12-19,0,0.4872,0.103585053
2005-12-20,0,0.4815,0.103564733
2005-12-21,0,0.5449,0.103550323
2005-12-22,0,0.553,0.103536428
2005-12-23,0,0.6604,0.103522578
2005-12-24,0,0.7089,0.103508734
2005-12-25,7.13,0.5688,0.261786228
2005-12-26,0,0.6258,0.18142648
2005-12-27,0,0.7999,0.115562923
2005-12-28,0,0.7371,0.10483228
2005-12-29,0,0.6315,0.103575742
2005-12-30,0,0.6886,0.103438097
2005-12-31,0,0.6712,0.103412955
2006-01-01,0,0.8335,0.103398151
2006-01-02,0,0.8478,0.103384247
2006-01-03,0,0.6607,0.103370419
2006-01-04,0,0.7642,0.1033566
2006-01-05,0,0.6896,0.103342783
2006-01-06,0,0.6367,0.103328969
2006-01-07,0,0.6886,0.103315157
2006-01-08,0,0.9217,0.103301347
2006-01-09,0,0.7703,0.10328754
2006-01-10,11.8,0.6315,0.364766867
2006-01-11,0,0.6994,0.232023734
2006-01-12,0,0.8375,0.123227924
2006-01-13,7.11,0.8218,0.26301726
2006-01-14,0,0.6953,0.181002744
2006-01-15,0,0.8875,0.11526097
2006-01-16,0,0.9831,0.104564781
2006-01-17,0,0.797,0.103312829
2006-01-18,0,0.7319,0.103175707
2006-01-19,0,0.9887,0.103150654
2006-01-20,0,1.0716,0.103135898
2006-01-21,0,0.8747,0.103122037
2006-01-22,0,0.7309,0.103108253
2006-01-23,0,0.7438,0.103094477
2006-01-24,0,0.8721,0.103080704
2006-01-25,0,0.9068,0.103066934
2006-01-26,0,0.9605,0.103053165
2006-01-27,0,1.0546,0.103039399
2006-01-28,14.34,0.9122,0.420157437
2006-01-29,14.03,0.9246,0.569417382
2006-01-30,0,1.0017,0.280001199
2006-01-31,0,1.0468,0.129454012
2006-02-01,0,1.1934,0.105946049
2006-02-02,0,1.242,0.103248588
2006-02-03,0,1.2117,0.102969499
2006-02-04,0,0.997,0.102931618
2006-02-05,0,0.9537,0.102915794
2006-02-06,0,0.9646,0.102901879
2006-02-07,0,1.0119,0.102888124
2006-02-08,0,1.0487,0.102874384
2006-02-09,0,1.0487,0.102860647
2006-02-10,0,1.0742,0.102846913
2006-02-11,0,1.0358,0.102833181
2006-02-12,0,0.9181,0.102819452
2006-02-13,0,1.1001,0.102805724
2006-02-14,0,1.3693,0.102791999
2006-02-15,0,1.6352,0.102778277
2006-02-16,0,1.7793,0.102764556
2006-02-17,0,1.2738,0.102750838
2006-02-18,12,0.8081,0.367487635
2006-02-19,0,0.6074,0.233091201
2006-02-20,0,0.7723,0.122940399
2006-02-21,0,1.0448,0.10500227
2006-02-22,0,1.2992,0.102910073
2006-02-23,0,1.6417,0.102689282
2006-02-24,0,1.9059,0.102656657
2006-02-25,0,1.8992,0.102641322
2006-02-26,0,1.8187,0.102627488
2006-02-27,0,2.0567,0.102613782
2006-02-28,0,2.2752,0.102600088
2006-03-01,0,2.5362,0.102586397
2006-03-02,0,2.6373,0.102572708
2006-03-03,0,1.9434,0.102559022
2006-03-04,0,1.9798,0.102545338
2006-03-05,0,2.0865,0.102531656
2006-03-06,0,2.362,0.102517976
2006-03-07,0,2.4548,0.102504299
2006-03-08,0,2.0409,0.102490624
2006-03-09,28.81,1.7823,0.736730371
2006-03-10,3.98,2.0205,0.502390778
2006-03-11,2,2.7715,0.238076405
2006-03-12,20.24,2.2381,1.056135997
2006-03-13,5.62,2.3476,0.726416485
2006-03-14,0,2.1351,0.25564753
2006-03-15,0,2.4636,0.123931998
2006-03-16,0,2.4003,0.105426444
2006-03-17,0,2.4567,0.103387368
2006-03-18,0,1.9019,0.103177791
2006-03-19,6.02,1.2558,0.236476403
2006-03-20,12.19,1.1739,0.701006099
2006-03-21,5,1.1277,0.531116933
2006-03-22,0,1.0618,0.222284618
2006-03-23,2.29,1.3618,0.175708184
2006-03-24,0,2.105,0.133062016
2006-03-25,0,2.4077,0.108558786
2006-03-26,0,2.7403,0.104666354
2006-03-27,0,3.0003,0.104206784
2006-03-28,0,3.0104,0.104148637
2006-03-29,0,3.3259,0.104130662
2006-03-30,0,2.9656,0.104116369
2006-03-31,0,3.2051,0.104102398
2006-04-01,0,3.639,0.104088455
2006-04-02,15,3.0658,0.438669791
2006-04-03,0,3.6914,0.268821158
2006-04-04,0,3.3905,0.129614482
2006-04-05,3.59,2.9925,0.186999792
2006-04-06,0,3.1188,0.143725861
2006-04-07,12.29,2.7906,0.38413856
2006-04-08,0,3.5531,0.239608209
2006-04-09,0,3.5299,0.124982838
2006-04-10,0,3.9424,0.106356141
2006-04-11,0,3.9963,0.104185458
2006-04-12,0,4.2362,0.103956734
2006-04-13,0,4.476,0.103923196
2006-04-14,0,4.5544,0.10390759
2006-04-15,0,4.0426,0.103893541
2006-04-16,0,4.4569,0.103879624
2006-04-17,0,5.0707,0.10386572
2006-04-18,0,5.2536,0.103851818
2006-04-19,0,4.8937,0.10383792
2006-04-20,0,4.2883,0.103824023
2006-04-21,0,4.0817,0.103810129
2006-04-22,0,4.6129,0.103796237
2006-04-23,0,4.7831,0.103782347
2006-04-24,10,3.7013,0.326274361
2006-04-25,38.39,2.85,1.06742377
2006-04-26,0,2.2606,0.541318785
2006-04-27,0,3.529,0.170930734
2006-04-28,0,3.9249,0.111344603
2006-04-29,51,2.3506,9.050446369
2006-04-30,11.02,3.0564,4.96838769
2006-05-01,9.16,3.588,1.338745686
2006-05-02,4,3.7215,0.481054039
2006-05-03,0,4.4148,0.194232761
2006-05-04,28.28,3.5608,2.853497024
2006-05-05,20.63,2.9586,2.95983884
2006-05-06,10.36,2.6052,1.495823447
2006-05-07,7.71,2.1879,0.746095876
2006-05-08,0,4.3032,0.300241363
2006-05-09,0.03,4.4176,0.141154995
2006-05-10,32.94,3.8056,3.824241852
2006-05-11,0,3.909,1.9409522
2006-05-12,0,4.3438,0.399107293
2006-05-13,0,4.8551,0.148180129
2006-05-14,0,4.5619,0.119069485
2006-05-15,0,4.1988,0.116154788
2006-05-16,0,4.3295,0.115873984
2006-05-17,0,4.866,0.115835175
2006-05-18,0,5.2988,0.115817354
2006-05-19,0,5.7484,0.115801283
2006-05-20,0,6.053,0.115785356
2006-05-21,0,5.2879,0.115769443
2006-05-22,0,5.2739,0.115753534
2006-05-23,0,5.1757,0.115737627
2006-05-24,0,5.4963,0.115721723
2006-05-25,0,5.6182,0.115705822
2006-05-26,0,5.3407,0.115689924
2006-05-27,0,5.5437,0.115674028
2006-05-28,0,5.269,0.115658135
2006-05-29,0,4.97,0.115642245
2006-05-30,0,5.706,0.115626357
2006-05-31,16.84,3.7006,0.526205394
2006-06-01,7.37,3.4608,0.497454133
2006-06-02,13.25,4.0911,0.558417546
2006-06-03,0,5.6766,0.291914409
2006-06-04,0,5.6461,0.142146309
2006-06-05,4.01,4.1498,0.216247059
2006-06-06,13.93,3.6809,0.503333694
2006-06-07,17.16,3.8385,0.708180727
2006-06-08,0,6.1181,0.348131559
2006-06-09,0,6.1391,0.150454089
2006-06-10,0,5.9816,0.119393224
2006-06-11,0,5.4131,0.11582282
2006-06-12,0,4.7464,0.115455102
2006-06-13,0,5.3029,0.115407225
2006-06-14,0,5.8838,0.115388619
2006-06-15,0,6.1129,0.115372546
2006-06-16,0,5.7374,0.115356686
2006-06-17,5.98,4.2686,0.260858981
2006-06-18,7.61,4.1171,0.372142015
2006-06-19,0,5.7327,0.217605512
2006-06-20,0,6.1228,0.130709933
2006-06-21,0,5.6631,0.11701569
2006-06-22,0,5.7584,0.115432386
2006-06-23,37.6,3.977,1.029589102
2006-06-24,0,5.6525,0.565462398
2006-06-25,2.07,5.8002,0.235406982
2006-06-26,0,5.9319,0.147944189
2006-06-27,0,5.881,0.119814843
2006-06-28,0,6.2595,0.115676694
2006-06-29,0,6.3524,0.115200447
2006-06-30,0,6.34,0.115139633
2006-07-01,0,6.1966,0.115119766
2006-07-02,0,5.9942,0.115103619
2006-07-03,0,5.7617,0.115087795
2006-07-04,0,5.011,0.115072
2006-07-05,10.54,4.0893,0.371003812
2006-07-06,0,5.4949,0.241073508
2006-07-07,0,5.5592,0.134582672
2006-07-08,0,5.9589,0.117238454
2006-07-09,0,5.9728,0.115213294
2006-07-10,0,5.6235,0.114997316
2006-07-11,14.02,4.2997,0.455180812
2006-07-12,21.88,4.2154,0.813366459
2006-07-13,0,5.1412,0.40234772
2006-07-14,9.45,4.6608,0.387685178
2006-07-15,0,5.8212,0.232697462
2006-07-16,0,5.8314,0.132883248
2006-07-17,0,5.9414,0.11690769
2006-07-18,0,6.1921,0.115052185
2006-07-19,0,6.3069,0.114853669
2006-07-20,0,6.2802,0.114821248
2006-07-21,0,5.9918,0.114804063
2006-07-22,0,5.9666,0.114788199
2006-07-23,0,5.5338,0.114772447
2006-07-24,0,5.6559,0.114756707
2006-07-25,0,5.7896,0.114740971
2006-07-26,0,5.5103,0.114725237
2006-07-27,0,5.369,0.114709506
2006-07-28,6.7,3.646,0.276960265
2006-07-29,0,5.0826,0.194580915
2006-07-30,0,5.5941,0.127061795
2006-07-31,0,5.605,0.116060137
2006-08-01,0,5.4774,0.114770506
2006-08-02,0,5.379,0.114627867
2006-08-03,0,5.0249,0.114600557
2006-08-04,0,5.5073,0.114583845
2006-08-05,0,5.9137,0.114568055
2006-08-06,0,5.8,0.114552344
2006-08-07,10,4.3408,0.356445316
2006-08-08,0,5.2407,0.233641014
2006-08-09,0,5.0844,0.132990508
2006-08-10,0,5.304,0.116596857
2006-08-11,22.59,4.0084,0.660900836
2006-08-12,0,4.897,0.383444822
2006-08-13,0,5.0896,0.156183001
2006-08-14,0,5.1728,0.119185137
2006-08-15,22.37,3.5728,0.655530154
2006-08-16,0,4.9695,0.380663236
2006-08-17,0,5.381,0.155696724
2006-08-18,0,5.3922,0.119074083
2006-08-19,0,5.3674,0.114813632
2006-08-20,0,5.0297,0.11437505
2006-08-21,0,4.4887,0.114320741
2006-08-22,24.64,3.4284,0.709331235
2006-08-23,0,3.9577,0.407288757
2006-08-24,0,4.706,0.159738838
2006-08-25,0,4.2675,0.119437864
2006-08-26,0,4.1525,0.114750785
2006-08-27,19.74,3.3194,0.590693874
2006-08-28,29.58,2.528,1.06848365
2006-08-29,6.72,3.1696,0.686033847
2006-08-30,0,4.2476,0.262517398
2006-08-31,0,4.336,0.134738016
2006-09-01,0,4.3915,0.116444876
2006-09-02,0,4.1714,0.114411193
2006-09-03,0,4.0071,0.114199587
2006-09-04,0,3.4778,0.114166322
2006-09-05,0,3.8067,0.11414918
2006-09-06,0,4.0986,0.114133423
2006-09-07,0,4.1387,0.114117783
2006-09-08,0,4.2063,0.114102155
2006-09-09,0,4.201,0.11408653
2006-09-10,0,4.2008,0.114070907
2006-09-11,25.82,2.9677,0.736446612
2006-09-12,0,3.5228,0.420516068
2006-09-13,0,3.5582,0.161583601
2006-09-14,0,3.7721,0.119430191
2006-09-15,0,3.8465,0.114528343
2006-09-16,0,3.9938,0.114025906
2006-09-17,69.62,2.8448,15.64891194
2006-09-18,50.35,2.3963,16.57942239
2006-09-19,0,3.1897,5.646943333
2006-09-20,0,3.3177,0.93016164
2006-09-21,0,3.0163,0.211699894
2006-09-22,9.3,2.8143,0.371470929
2006-09-23,25.65,2.6288,2.629833121
2006-09-24,0,2.7499,1.317794607
2006-09-25,0,2.7569,0.308397966
2006-09-26,0,3.1351,0.144871369
2006-09-27,0,3.122,0.125924647
2006-09-28,0,2.9139,0.124022905
2006-09-29,0,2.5984,0.123833497
2006-09-30,0,2.9529,0.123801336
2006-10-01,0,3.1739,0.123782808
2006-10-02,0,2.9966,0.123765418
2006-10-03,0,2.9818,0.123748124
2006-10-04,0,2.9137,0.123730839
2006-10-05,0,2.7922,0.123713558
2006-10-06,0,2.4126,0.12369628
2006-10-07,0,2.5473,0.123679005
2006-10-08,0,2.5209,0.123661733
2006-10-09,0,2.4563,0.123644464
2006-10-10,0,2.2999,0.123627198
2006-10-11,0,2.0301,0.123609935
2006-10-12,0.73,1.9603,0.142420625
2006-10-13,0,1.7723,0.132846631
2006-10-14,0,2.0162,0.124996887
2006-10-15,0,1.9832,0.123704926
2006-10-16,35.81,1.1409,1.046720649
2006-10-17,7.3,1.581,0.766617008
2006-10-18,0,2.1438,0.28686336
2006-10-19,6.63,1.4009,0.32085744
2006-10-20,0,1.539,0.21203665
2006-10-21,0,1.734,0.137043926
2006-10-22,0,1.471,0.124969636
2006-10-23,0,1.4442,0.123559864
2006-10-24,0,1.5732,0.123404168
2006-10-25,0,1.5122,0.123374308
2006-10-26,4.14,1.1125,0.229972461
2006-10-27,2,1.5122,0.227340648
2006-10-28,0,1.3748,0.156829042
2006-10-29,0,1.6551,0.128168509
2006-10-30,0,1.6657,0.12382743
2006-10-31,0,1.4931,0.123322501
2006-11-01,0,0.8529,0.123257395
2006-11-02,0,1.0939,0.123235857
2006-11-03,0,1.1158,0.12321829
2006-11-04,0,1.2038,0.123201067
2006-11-05,12.57,0.9317,0.446697336
2006-11-06,4.6,0.9588,0.402480351
2006-11-07,0,1.2015,0.206966377
2006-11-08,0,1.4476,0.135122215
2006-11-09,0,1.5588,0.124440236
2006-11-10,0,1.3908,0.123227851
2006-11-11,0,1.0729,0.123093686
2006-11-12,0,0.9763,0.123065942
2006-11-13,4.09,0.9092,0.228174396
2006-11-14,0,1.059,0.174796776
2006-11-15,26.09,0.9068,2.788147876
2006-11-16,18.08,0.7067,2.790478315
2006-11-17,0,0.8814,0.997526747
2006-11-18,0,0.888,0.253853674
2006-11-19,0,0.7987,0.141233304
2006-11-20,0,0.7633,0.128500886
2006-11-21,0,0.7954,0.127233659
