"Date","P","E","MV_Q_sim"
2005-01-24,0.58,0.5759695,0.296661477934078
2005-01-25,0.8,0.4979846,0.20130463971724
2005-01-26,0,0.439901,0.14266703591911
2005-01-27,0,0.4464809,0.0945257655449634
2005-01-28,0,0.4250468,0.0675352177210691
2005-01-29,0,0.5114991,0.0508881987404286
2005-01-30,0.09,0.4399706,0.0409689067181467
2005-01-31,0.78,0.4875022,0.0432691040370975
2005-02-01,1.74,0.6468565,0.0698125758153048
2005-02-02,1.62,0.7295738,0.111753199341607
2005-02-03,1.58,0.7273596,0.142457946145837
2005-02-04,1.55,0.7654879,0.162486245709491
2005-02-05,0,0.6740511,0.139709307849287
2005-02-06,0,0.5420755,0.0929484230385302
2005-02-07,0.03,0.5622185,0.0670639507304329
2005-02-08,0,0.5549156,0.0510359742143401
2005-02-09,0,0.5920999,0.0399825889230573
2005-02-10,0.04,0.6052468,0.0327166068342562
2005-02-11,11.21,0.782225,0.245856729832085
2005-02-12,7.9,1.006207,0.789152354418341
2005-02-13,10.86,1.13618,1.05632479490772
2005-02-14,8.73,0.6962438,1.20829280592746
2005-02-15,8.43,0.692138,1.15127496032779
2005-02-16,0.33,0.6141471,0.787877169719198
2005-02-17,0.11,0.5508775,0.349956349537759
2005-02-18,0,0.5539304,0.19176119980093
2005-02-19,0.44,0.5415132,0.129003733934854
2005-02-20,4.57,0.6248027,0.202126844084424
2005-02-21,1.55,0.6320815,0.29826336359509
2005-02-22,0.58,0.5840309,0.227406216430045
2005-02-23,0.6,0.5496272,0.165618646939109
2005-02-24,0,0.4561931,0.120341644823383
2005-02-25,0.32,0.4425995,0.0882971253338952
2005-02-26,0,0.4348168,0.0696298153817846
2005-02-27,0.6,0.4946571,0.0613899408958748
2005-02-28,0.36,0.5022481,0.0621607725001539
2005-03-01,0,0.3873481,0.053113515001956
2005-03-05,0.23,0.5887297,0.0444476440395947
2005-03-06,4.94,0.6015626,0.125215712933356
2005-03-07,0.49,0.5458912,0.224045842073363
2005-03-08,0.94,0.6820855,0.170075274915984
2005-03-09,1.4,0.839284,0.164089844928472
2005-03-10,1.3,0.8456676,0.170592939968289
2005-03-11,0.43,0.8152473,0.150596771944589
2005-03-12,0.34,0.838068,0.115499410326926
2005-03-13,4.26,0.8197186,0.18235280958712
2005-03-14,0.09,0.8383325,0.234633944988898
2005-03-15,0,0.9326511,0.141974245841022
2005-03-16,0,0.9829395,0.0941571455241841
2005-03-17,0,1.411184,0.0673163091591791
2005-03-18,0,1.589331,0.0507475326644549
2005-03-19,0,1.507555,0.0397860285231831
2005-03-20,0,1.502384,0.0321430567791703
2005-03-21,0,1.472723,0.0265904322167719
2005-03-22,0,1.40291,0.0224213034547465
2005-03-23,1.43,1.498569,0.0338984653469393
2005-03-24,0,1.70044,0.0473899084581454
2005-03-25,2.74,1.542112,0.0794454430460221
2005-03-26,0,1.616185,0.114191655401439
2005-03-27,0.41,1.450103,0.0864372419891478
2005-03-28,0.13,1.625386,0.0723838336475892
2005-03-29,2.35,1.619739,0.0974219643509765
2005-03-30,0.8,1.605759,0.136992606559757
2005-03-31,5.6,1.557586,0.249918456825094
2005-04-01,0,1.604459,0.317953242604129
2005-04-02,0,1.462536,0.175708504627388
2005-04-03,0,1.440072,0.11155331761496
2005-04-04,0,1.586499,0.0774267033139741
2005-04-05,0,1.552986,0.0571433214914549
2005-04-06,2.32,1.541074,0.0810845822825986
2005-04-07,6.78,1.396284,0.280944444370747
2005-04-08,3.63,1.530486,0.505819029153655
2005-04-09,6.71,1.224065,0.613478994883702
2005-04-10,0.52,1.093089,0.553837824483251
2005-04-11,0.39,1.224756,0.291827302316426
2005-04-12,0,1.451623,0.175722387098541
2005-04-13,0,1.538495,0.111560259603052
2005-04-14,0,1.675045,0.0774306524038721
2005-04-15,0,1.745112,0.0571457808890083
2005-04-16,4.33,1.592329,0.122922825382277
2005-04-17,1.58,1.512652,0.237208021254532
2005-04-18,0.2,1.785537,0.189490815281133
2005-04-19,0.17,1.748204,0.127040355852237
2005-04-20,5.69,1.599067,0.227722387244407
2005-04-21,0.44,1.423264,0.325040777502508
2005-04-22,0,1.379885,0.191381744086982
2005-04-23,0,1.460161,0.119287775866179
2005-04-24,2.18,1.509001,0.126901063050378
2005-04-25,0.33,1.940844,0.144974581363774
2005-04-26,7.72,1.824589,0.310429217688553
2005-04-27,8.3,1.884232,0.759054556153001
2005-04-28,0.76,1.886999,0.692882514151444
2005-04-29,0,1.817897,0.334037135060053
2005-04-30,1.08,2.491382,0.211741625823701
2005-05-01,0,2.654647,0.157728150125811
2005-05-02,0,2.979977,0.102417232437675
2005-05-03,0.07,2.734749,0.0734191740125833
2005-05-04,5.47,2.253556,0.171401845124498
2005-05-05,4.04,1.959461,0.400692169275123
2005-05-06,0.18,1.966407,0.351258865041754
2005-05-07,1.99,1.840794,0.251480649105505
2005-05-08,11.17,1.538772,0.588756649672396
2005-05-09,0.32,1.431704,0.742989370362362
2005-05-10,0,1.499452,0.333562040679919
2005-05-11,0.08,1.527832,0.184223969355532
2005-05-12,0,1.616271,0.117756523068307
2005-05-13,0.1,1.963023,0.0828404565469321
2005-05-14,0,2.134367,0.0623279584920324
2005-05-15,16.04,2.091104,0.507484357944699
2005-05-16,0.86,2.068168,0.967636039638453
2005-05-17,0,2.115844,0.418353160316012
2005-05-18,0,1.993742,0.214927174089165
2005-05-19,0.03,1.84385,0.131257195289649
2005-05-20,0,2.129164,0.0890505397274394
2005-05-21,10.91,2.984589,0.360321454004641
2005-05-22,0,2.696783,0.613089933084713
2005-05-23,0,2.48452,0.281945314361995
2005-05-24,0.2,2.461813,0.165794517586283
2005-05-25,0,2.439509,0.111409781422993
2005-05-26,0,3.291149,0.0773450353225926
2005-05-27,0,3.752751,0.057092454113674
2005-05-28,0.05,4.226289,0.0447761424361883
2005-05-29,0.05,4.319947,0.0370214589091681
2005-05-30,12.94,4.156369,0.349916661064159
2005-05-31,1.46,2.537844,0.75711043674735
2005-06-01,0.23,2.296298,0.389269508008794
2005-06-02,0,2.706445,0.211190794225203
2005-06-03,0,3.043817,0.128786461132899
2005-06-04,3.33,3.260307,0.163780179180685
2005-06-05,1.08,2.522418,0.227919077080413
2005-06-06,0,2.289379,0.166535858513142
2005-06-07,2.65,2.518276,0.170933514342121
2005-06-08,0,2.14433,0.180903783190616
2005-06-09,0,2.289801,0.11413971777855
2005-06-10,0,2.503968,0.078893573581519
2005-06-11,0,2.648957,0.0580548600087967
2005-06-12,0,2.54047,0.0447002776786484
2005-06-13,0,2.333608,0.035612765084902
2005-06-14,0,2.605817,0.029136177299872
2005-06-15,0,2.823523,0.0243480163961869
2005-06-16,0,3.095813,0.0207013247318059
2005-06-17,0,3.523176,0.0178549538873548
2005-06-18,0.03,3.933271,0.0158289834649238
2005-06-19,0.03,4.415076,0.0144251725912922
2005-06-20,0,4.288468,0.0130320602015302
2005-06-21,0,4.673518,0.011639007384521
2005-06-22,0.04,4.772464,0.0107254065705339
2005-06-23,0,4.534642,0.00996596806053863
2005-06-24,0,4.682284,0.00904962982923219
2005-06-25,0.03,5.340871,0.00842636427866684
2005-06-26,1.11,4.299456,0.0150978358217668
2005-06-27,0,4.406134,0.0238069698027943
2005-06-28,0,4.518274,0.0202829754708626
2005-06-29,0,4.98642,0.0175242710136203
2005-06-30,2.01,4.218043,0.0352167925063207
2005-07-01,2.51,3.436428,0.103502456127901
2005-07-02,2.69,3.093486,0.193269787154769
2005-07-03,2.75,3.373674,0.268329600981156
2005-07-04,0,4.070348,0.234261219713071
2005-07-05,4.95,3.306112,0.271330242667717
2005-07-06,0.16,2.719457,0.31290892902142
2005-07-07,11.16,2.822993,0.536043092347465
2005-07-08,8.05,2.484864,1.02571588548905
2005-07-09,8.76,2.743725,1.1096440757152
2005-07-10,0,3.170881,0.794147132198135
2005-07-11,2,3.857578,0.404176873507558
2005-07-12,0,4.588746,0.27398917345883
2005-07-13,0,4.193992,0.15715789969831
2005-07-14,0,4.556277,0.102122560526615
2005-07-15,0,4.689089,0.0720003260778802
2005-07-16,0,4.450485,0.0537358197314557
2005-07-17,0,4.211437,0.0418119113288324
2005-07-18,0,4.029562,0.0335823884554522
2005-07-19,3.24,3.882426,0.0737317986874605
2005-07-20,1.48,3.19517,0.15594675037327
2005-07-21,6.02,2.886899,0.301883709209314
2005-07-22,0,2.960662,0.364296519943206
2005-07-23,0.11,3.049948,0.197224339727016
2005-07-24,0,3.209504,0.124800897121847
2005-07-25,8.18,3.193089,0.29258593395286
2005-07-26,3.12,3.480394,0.5537040261422
2005-07-27,0.16,3.439533,0.376563037837791
2005-07-28,1.46,4.334658,0.244722395808059
2005-07-29,3.98,4.477613,0.29835017393955
2005-07-30,16.48,3.663631,0.917654082472344
2005-07-31,2.37,3.064103,1.20702924285488
2005-08-01,3.14,2.728464,0.662965126981039
2005-08-02,0,3.112624,0.41321173994501
2005-08-03,0,3.147316,0.213010124252687
2005-08-04,0.35,2.867621,0.13779067518796
2005-08-05,0,2.868614,0.0997037762486738
2005-08-06,5.47,2.5858,0.194321572811677
2005-08-07,0,2.442183,0.283378357638571
2005-08-08,3.93,2.238373,0.271271284258457
2005-08-09,0.38,2.33656,0.288998704748941
2005-08-10,0,2.587624,0.174345959150207
2005-08-11,0,2.605904,0.11087115822703
2005-08-12,2.64,2.491075,0.131954423728479
2005-08-13,0,2.714198,0.153254155448308
2005-08-14,0,2.682147,0.100096829573277
2005-08-15,13.68,2.459687,0.461211867404289
2005-08-16,3.24,2.452757,0.917525982685535
2005-08-17,0,3.099506,0.499057098859409
2005-08-18,0,3.126107,0.243931334011422
2005-08-19,0,3.283715,0.14388221425931
2005-08-20,0.68,2.803069,0.109367923240359
2005-08-21,0,2.626738,0.0904560236491761
2005-08-22,0,2.588151,0.0651064001907496
2005-08-23,0,2.943487,0.0493217977328859
2005-08-24,0.97,2.549504,0.0525340392271146
2005-08-25,0.03,2.660715,0.0571099678577432
2005-08-26,4.24,2.348806,0.122726859984403
2005-08-27,0,2.122388,0.192026498267507
2005-08-28,0,2.173436,0.119601666152078
2005-08-29,0,2.540396,0.0819625806743643
2005-08-30,0,2.784911,0.0599492793306674
2005-08-31,0,3.151083,0.0459530164309755
2005-09-01,0,3.454235,0.0364857215777153
2005-09-02,0,2.969024,0.0297699793817689
2005-09-03,0,3.078266,0.0248236060586172
2005-09-04,0.03,2.997457,0.0213476688378061
2005-09-05,0.03,3.13647,0.0189111070099896
2005-09-06,0.06,3.023247,0.0171937412835356
2005-09-07,4.47,3.103573,0.0726689586022743
2005-09-08,0,3.144351,0.15223848624013
2005-09-09,0,3.193396,0.0995673166406074
2005-09-10,8.96,2.936333,0.292476005802764
2005-09-11,3.53,2.710608,0.60232404315201
2005-09-12,0.99,2.545185,0.439039115897932
2005-09-13,2.24,2.49724,0.322813325620578
2005-09-14,0,2.562524,0.245687594054357
2005-09-15,0.03,2.23683,0.145385404532784
2005-09-16,0.91,2.673458,0.115556413786926
2005-09-17,8.84,2.069236,0.338809761844416
2005-09-18,0,1.635706,0.496073870392204
2005-09-19,0,1.576464,0.242893070885135
2005-09-20,0,1.598641,0.143414135150601
2005-09-21,0,1.659914,0.0949227102586148
2005-09-22,0,1.688629,0.0677707092829902
2005-09-23,0,1.763874,0.0510394084569295
2005-09-24,0,1.836622,0.0399849278871133
2005-09-25,0,1.970443,0.0322849413161791
2005-09-26,0.1,2.072422,0.027763784738337
2005-09-27,0,2.098127,0.0244095069856504
2005-09-28,0.38,2.107799,0.0244049522144036
2005-09-29,2.12,1.840451,0.0512882880838868
2005-09-30,2.11,1.626438,0.118538651904638
2005-10-01,1.19,1.46649,0.157347306099175
2005-10-02,6.97,1.711256,0.324708025483004
2005-10-03,2.11,1.495578,0.488954974539755
2005-10-04,0,1.52791,0.311075796791342
2005-10-05,0,1.784045,0.172868848313067
2005-10-06,0,2.027596,0.110129813705492
2005-10-07,0,2.041108,0.076615539272347
2005-10-08,0,2.00324,0.0566375289521248
2005-10-09,0,1.791158,0.043757459172047
2005-10-10,0,1.651373,0.0349527525186137
2005-10-11,0,1.661337,0.0286552303048855
2005-10-12,0,1.590911,0.0239860543112991
2005-10-13,0,1.62495,0.0204215954736323
2005-10-14,0,1.50876,0.017633941130409
2005-10-15,0,1.456775,0.0154090990783589
2005-10-16,0,1.358171,0.0136024914941999
2005-10-17,0,1.379401,0.0121135066364486
2005-10-18,0,1.207543,0.0108703202961184
2005-10-19,0.07,1.184507,0.0102442415032464
2005-10-20,5.79,1.236701,0.0811541595892976
2005-10-21,2.08,1.521519,0.256266436825944
2005-10-22,19.97,1.701719,0.950562060181144
2005-10-23,4.47,1.730524,1.50039284989178
2005-10-24,0.92,1.514964,0.741991614103233
2005-10-25,0,1.368209,0.355153833605647
2005-10-26,0.84,1.68172,0.213928269295641
2005-10-27,0,1.751443,0.152313979804931
2005-10-28,0.03,1.709431,0.100227698599951
2005-10-29,0,1.723678,0.0714814598480048
2005-10-30,0,1.571635,0.0534069888605759
2005-10-31,0,1.531022,0.0415901084262631
2005-11-01,0.43,1.626909,0.0388533212065726
2005-11-02,16.79,1.390835,0.502004988142772
2005-11-03,9.61,1.239053,1.40223231487864
2005-11-04,0.04,1.5933,0.930004976804746
2005-11-05,4.76,1.381366,0.553397546401528
2005-11-06,2.16,1.086596,0.523349987494288
2005-11-07,0,1.118102,0.329166729780544
2005-11-08,1.96,1.00812,0.236576508381813
2005-11-09,0,1.213065,0.197797495231674
2005-11-10,0.44,0.9936017,0.132816359306518
2005-11-11,0,1.051076,0.099313057993153
2005-11-12,0.69,1.050091,0.0834095989313561
2005-11-13,0.35,0.9528222,0.0810339898432997
2005-11-14,0.78,1.148047,0.0804234422267526
2005-11-15,0,0.9672437,0.0741927879084184
2005-11-16,5.97,0.8645967,0.189097663491683
2005-11-17,2.47,0.8156803,0.390428301070763
2005-11-18,0.13,0.7428913,0.292102312388113
2005-11-19,0,0.721917,0.168727214554212
2005-11-20,0,0.584867,0.108040896153272
2005-11-21,0,0.5666367,0.0754201941520323
2005-11-22,0.13,0.7606092,0.0580361551554778
2005-11-23,0,0.5914326,0.046810672047323
2005-11-24,0.03,0.6131673,0.037480777991711
2005-11-25,2.51,0.6668969,0.0689799281793498
2005-11-26,0.2,0.568899,0.108554226365431
2005-11-27,2.1,0.5638723,0.125372495189808
2005-11-28,1.01,0.5914569,0.162733926460446
2005-11-29,3.98,0.6221925,0.240638435608173
2005-11-30,0.06,0.6370068,0.270145812038305
2005-12-01,0,0.5939674,0.157213492676436
2005-12-02,0,0.5795554,0.102151301527453
2005-12-03,10.96,0.6093981,0.386781875703828
2005-12-04,10.68,0.835227,1.12803326127007
2005-12-05,20.54,0.8852936,1.97808464464069
2005-12-06,0.86,0.780482,1.7586991081712
2005-12-07,0.42,0.7203354,0.623181811841986
2005-12-08,0.22,0.7266342,0.308720153976373
2005-12-09,5.11,0.6792817,0.347016188891034
2005-12-10,0,0.641126,0.377363325254175
2005-12-11,0,0.5554378,0.19938603446898
2005-12-12,0,0.4978358,0.123161584402655
2005-12-13,0.04,0.6092603,0.0847830774043294
2005-12-14,0.06,0.6748322,0.0635781288390563
2005-12-15,0.58,0.6955155,0.0592850840787715
2005-12-16,0.39,0.6871021,0.0630036272457193
2005-12-17,6.98,0.7945831,0.231463302633666
2005-12-18,4.19,0.5647568,0.558803815221959
2005-12-19,0,0.5699394,0.433697005329909
2005-12-20,2.13,0.5453842,0.291422381636127
2005-12-21,0,0.5635263,0.235981767340563
2005-12-22,0,0.5792199,0.140281234808181
2005-12-23,0.09,0.5903021,0.0952652363215513
2005-12-24,0,0.6611409,0.0698942761319756
2005-12-25,0,0.7195387,0.0523977563554843
2005-12-26,0.06,0.689492,0.0418099095924374
2005-12-27,3.57,0.5497398,0.100758670879227
2005-12-28,1.71,0.4394627,0.21820819881574
2005-12-29,0.69,0.4475311,0.205431370286265
2005-12-30,0.27,0.3878605,0.15339572251558
2005-12-31,9.99,0.4179907,0.43774838223382
2006-01-01,1.66,0.6755196,0.730031148147241
2006-01-02,3.85,0.6891219,0.54452035093088
2006-01-03,0,0.7122377,0.416813352024595
2006-01-04,0,0.5916529,0.214353970967322
2006-01-05,0,0.5178823,0.130276512731218
2006-01-06,0.59,0.5177258,0.101298094526133
2006-01-07,0,0.4401883,0.0851230502968642
2006-01-08,0,0.4579959,0.0618826640461645
2006-01-09,0,0.5305783,0.0472229526548752
2006-01-10,0,0.4316201,0.0373660781602377
2006-01-11,0,0.4481434,0.030406526354042
2006-01-12,3.3,0.4999456,0.0802861731762526
2006-01-13,0.57,0.6123654,0.158299820082688
2006-01-14,0,0.541813,0.118065939908695
2006-01-15,0,0.4790324,0.0811035442909768
2006-01-16,0,0.391807,0.0594207291398526
2006-01-17,0.57,0.463781,0.0552669264153548
2006-01-18,18.58,0.7064641,0.716301334621788
2006-01-19,0.82,0.716875,1.3152761623706
2006-01-20,0,0.6305717,0.508440929309274
2006-01-21,2.95,0.8116945,0.355022864523897
2006-01-22,1.28,0.7315867,0.349525655338336
2006-01-23,0,0.6536101,0.234159397561845
2006-01-24,0,0.4829788,0.139450131063073
2006-01-25,0,0.4536762,0.0928097554418139
2006-01-26,0.42,0.4885271,0.0750922096724999
2006-01-27,0.11,0.5368626,0.0665919033864308
2006-01-28,0,0.4089335,0.0524027767655932
2006-01-29,0.1,0.5597329,0.0424859738619881
2006-01-30,0,0.7826701,0.035641448983259
2006-01-31,0,0.6719809,0.0291570446929759
2006-02-01,0,0.6150579,0.024363700232049
2006-02-02,0,0.5432889,0.0207134319726768
2006-02-03,0.03,0.4630497,0.0181654913789686
2006-02-04,0,0.4412431,0.0161469510967275
2006-02-05,0,0.650513,0.0142048428114609
2006-02-06,0.5,0.6916068,0.0170939502159352
2006-02-07,0.03,0.7817963,0.0207496679841529
2006-02-08,0.45,0.7870484,0.0230789152143365
2006-02-09,2.95,0.7915451,0.0742733036099848
2006-02-10,3.55,0.6819946,0.23628992908364
2006-02-11,0.36,0.7195751,0.276862648377732
2006-02-12,0,0.7037867,0.170094281446242
2006-02-13,2.59,0.6666952,0.180923264309114
2006-02-14,0.07,0.6449706,0.198104696634884
2006-02-15,0.27,0.7748904,0.131775281810521
2006-02-16,22.04,0.9732111,1.016595935223
2006-02-17,8.62,1.034805,2.14307412635354
2006-02-18,1.93,0.9502857,1.2265265996748
2006-02-19,12.73,0.9093604,1.19442664755763
2006-02-20,1.49,0.9871904,1.22308575533935
2006-02-21,1.27,0.9610401,0.580264457990194
2006-02-22,0.92,0.8301464,0.361961270984758
2006-02-23,0.03,0.7976961,0.228865041593051
2006-02-24,0,0.7065107,0.137974275313387
2006-02-25,0,0.7650482,0.0920187303151859
2006-02-26,0,0.7348837,0.0660421546254105
2006-02-27,0,0.5994329,0.0499267775195381
2006-02-28,0.4,0.594277,0.0458954210841336
2006-03-01,3.36,0.7213423,0.118067811225057
2006-03-02,0.39,0.6346496,0.197009966949787
2006-03-03,0.54,0.6573148,0.149764748723942
2006-03-04,8.84,0.6795819,0.433819809576468
2006-03-05,0,0.5950798,0.634614793722113
2006-03-06,0.59,0.5040029,0.311689226143558
2006-03-07,2.9,0.5969318,0.299352247132762
2006-03-08,0.15,0.775813,0.28531742578561
2006-03-09,11.44,0.8606969,0.645872379569876
2006-03-10,7.09,1.154469,1.2812139260868
2006-03-11,2.47,0.9804657,0.981639272185427
2006-03-12,2.76,0.8441187,0.643728858442837
2006-03-13,0.03,0.6025251,0.420321635858965
2006-03-14,0,0.6547178,0.216830190662695
2006-03-15,0,0.7655962,0.131438043870534
2006-03-16,0,0.8944366,0.0884863310135339
2006-03-17,0,0.8028612,0.0639212666469621
2006-03-18,0,0.9173837,0.0485528685942307
2006-03-19,0,0.9993356,0.0382831718556663
2006-03-20,0,1.104287,0.0310668792379639
2006-03-21,0.26,1.142912,0.0293537323575542
2006-03-22,2.34,1.023736,0.0706795265017568
2006-03-23,0.22,1.014172,0.119280919053179
2006-03-24,0,1.107618,0.0876020052049659
2006-03-25,7.77,1.273506,0.310086412805814
2006-03-26,9.73,1.683638,1.02939555825876
2006-03-27,2.62,1.950993,1.08508607463664
2006-03-28,4.06,1.834449,0.754154645754133
2006-03-29,4.41,1.489434,0.747904852935702
2006-03-30,2.53,1.371952,0.669125426394333
2006-03-31,25.72,1.717335,1.90377167593457
2006-04-01,14.39,1.762839,3.31221028562301
2006-04-02,4.83,1.549207,2.11836702583645
2006-04-03,6.34,1.504987,1.30906118872476
2006-04-04,4.98,1.340376,1.13120886516786
2006-04-05,0,1.231758,0.707742408383672
2006-04-06,0,1.136354,0.311359744299852
2006-04-07,0,1.141842,0.172986524996712
2006-04-08,0,1.253996,0.110188944329739
2006-04-09,0,1.356024,0.0766492887344783
2006-04-10,0.09,1.452778,0.0585857209459778
2006-04-11,0,1.360654,0.0469529023686961
2006-04-12,0,1.227348,0.0371792529846778
2006-04-13,0.74,1.471256,0.0427966934810024
2006-04-14,1.65,1.417903,0.086840511570089
