"Date","P","E","MIX_Q_sim"
2005-01-24,0.58,0.5759695,0.356736089800507
2005-01-25,0.8,0.4979846,0.290987779754164
2005-01-26,0,0.439901,0.223739349904125
2005-01-27,0,0.4464809,0.17557891086381
2005-01-28,0,0.4250468,0.141044980212166
2005-01-29,0,0.5114991,0.116239156689373
2005-01-30,0.09,0.4399706,0.100652485291933
2005-01-31,0.78,0.4875022,0.106827844624884
2005-02-01,1.74,0.6468565,0.135508476571277
2005-02-02,1.62,0.7295738,0.153031352110881
2005-02-03,1.58,0.7273596,0.164598455647762
2005-02-04,1.55,0.7654879,0.172159263013878
2005-02-05,0,0.6740511,0.13814131483116
2005-02-06,0,0.5420755,0.113708379631247
2005-02-07,0.03,0.5622185,0.0968808200905079
2005-02-08,0,0.5549156,0.083962239655723
2005-02-09,0,0.5920999,0.0745943664752832
2005-02-10,0.04,0.6052468,0.0687774470711636
2005-02-11,11.21,0.782225,0.351732922448315
2005-02-12,7.9,1.006207,0.471444276632462
2005-02-13,10.86,1.13618,0.63789363298625
2005-02-14,8.73,0.6962438,0.704058306534255
2005-02-15,8.43,0.692138,0.74625758619672
2005-02-16,0.33,0.6141471,0.560085694320287
2005-02-17,0.11,0.5508775,0.42115353519375
2005-02-18,0,0.5539304,0.318867250409265
2005-02-19,0.44,0.5415132,0.257458578335057
2005-02-20,4.57,0.6248027,0.324716584236473
2005-02-21,1.55,0.6320815,0.291816931345089
2005-02-22,0.58,0.5840309,0.242180167887848
2005-02-23,0.6,0.5496272,0.207176903155004
2005-02-24,0,0.4561931,0.165894651970011
2005-02-25,0.32,0.4425995,0.144878098345841
2005-02-26,0,0.4348168,0.121105880470053
2005-02-27,0.6,0.4946571,0.120142795853062
2005-02-28,0.36,0.5022481,0.112875831840779
2005-03-01,0,0.3873481,0.0978462710916945
2005-03-05,0.23,0.5887297,0.0931478950587311
2005-03-06,4.94,0.6015626,0.217359742967973
2005-03-07,0.49,0.5458912,0.185769202980614
2005-03-08,0.94,0.6820855,0.175319602383775
2005-03-09,1.4,0.839284,0.180314956521222
2005-03-10,1.3,0.8456676,0.181182499637395
2005-03-11,0.43,0.8152473,0.158121703628895
2005-03-12,0.34,0.838068,0.139090588962723
2005-03-13,4.26,0.8197186,0.232446554974464
2005-03-14,0.09,0.8383325,0.185529762481655
2005-03-15,0,0.9326511,0.14942460469872
2005-03-16,0,0.9829395,0.123484602867871
2005-03-17,0,1.411184,0.104802117533846
2005-03-18,0,1.589331,0.0913016700462964
2005-03-19,0,1.507555,0.0815017751835137
2005-03-20,0,1.502384,0.0743449381698118
2005-03-21,0,1.472723,0.0690763071817605
2005-03-22,0,1.40291,0.0651570559601172
2005-03-23,1.43,1.498569,0.100971470807028
2005-03-24,0,1.70044,0.0877678642090056
2005-03-25,2.74,1.542112,0.152551043203415
2005-03-26,0,1.616185,0.124576095686025
2005-03-27,0.41,1.450103,0.115562096046373
2005-03-28,0.13,1.625386,0.10142854863533
2005-03-29,2.35,1.619739,0.151407879104599
2005-03-30,0.8,1.605759,0.145154163961441
2005-03-31,5.6,1.557586,0.271619772714763
2005-04-01,0,1.604459,0.209669931969013
2005-04-02,0,1.462536,0.165294028072309
2005-04-03,0,1.440072,0.133463882535358
2005-04-04,0,1.586499,0.110590385059159
2005-04-05,0,1.552986,0.094111626979967
2005-04-06,2.32,1.541074,0.14523603079995
2005-04-07,6.78,1.396284,0.304323993551735
2005-04-08,3.63,1.530486,0.33260596263715
2005-04-09,6.71,1.224065,0.438897238042508
2005-04-10,0.52,1.093089,0.344222334765187
2005-04-11,0.39,1.224756,0.272940140198838
2005-04-12,0,1.451623,0.211162793239909
2005-04-13,0,1.538495,0.166904564842712
2005-04-14,0,1.675045,0.13515301968202
2005-04-15,0,1.745112,0.112330284336008
2005-04-16,4.33,1.592329,0.215495720259493
2005-04-17,1.58,1.512652,0.213531655490156
2005-04-18,0.2,1.785537,0.173988757112581
2005-04-19,0.17,1.748204,0.144793380279543
2005-04-20,5.69,1.599067,0.277009299914461
2005-04-21,0.44,1.423264,0.226184384105603
2005-04-22,0,1.379885,0.177590490664023
2005-04-23,0,1.460161,0.142744524759218
2005-04-24,2.18,1.509001,0.178153454802068
2005-04-25,0.33,1.940844,0.152216192732439
2005-04-26,7.72,1.824589,0.339947436600928
2005-04-27,8.3,1.884232,0.492798247343016
2005-04-28,0.76,1.886999,0.390425881005275
2005-04-29,0,1.817897,0.295882720563542
2005-04-30,1.08,2.491382,0.258567443955661
2005-05-01,0,2.654647,0.201546238179055
2005-05-02,0,2.979977,0.160676562326758
2005-05-03,0.07,2.734749,0.133293010628538
2005-05-04,5.47,2.253556,0.265187192358762
2005-05-05,4.04,1.959461,0.320028131583698
2005-05-06,0.18,1.966407,0.250737518423771
2005-05-07,1.99,1.840794,0.25211153390752
2005-05-08,11.17,1.538772,0.515444393077848
2005-05-09,0.32,1.431704,0.395297345311102
2005-05-10,0,1.499452,0.300278304383817
2005-05-11,0.08,1.527832,0.234548878723804
2005-05-12,0,1.616271,0.185188829851052
2005-05-13,0.1,1.963023,0.1526161023819
2005-05-14,0,2.134367,0.126366822843826
2005-05-15,16.04,2.091104,0.56950391476003
2005-05-16,0.86,2.068168,0.450224501271573
2005-05-17,0,2.115844,0.340232705989999
2005-05-18,0,1.993742,0.261534182541811
2005-05-19,0.03,1.84385,0.206034929815948
2005-05-20,0,2.129164,0.16537973256177
2005-05-21,10.91,2.984589,0.451903611962837
2005-05-22,0,2.696783,0.341793593748141
2005-05-23,0,2.48452,0.263007095288862
2005-05-24,0.2,2.461813,0.212340556048879
2005-05-25,0,2.439509,0.17025212983577
2005-05-26,0,3.291149,0.140024558296136
2005-05-27,0,3.752751,0.118265052359027
2005-05-28,0.05,4.226289,0.103978570067356
2005-05-29,0.05,4.319947,0.093603065601834
2005-05-30,12.94,4.156369,0.457235416294298
2005-05-31,1.46,2.537844,0.387531745551356
2005-06-01,0.23,2.296298,0.302330640740565
2005-06-02,0,2.706445,0.234737460041471
2005-06-03,0,3.043817,0.18630220742494
2005-06-04,3.33,3.260307,0.247095467339236
2005-06-05,1.08,2.522418,0.226115081652167
2005-06-06,0,2.289379,0.180103144733183
2005-06-07,2.65,2.518276,0.223064022850376
2005-06-08,0,2.14433,0.177863520302862
2005-06-09,0,2.289801,0.145414985919503
2005-06-10,0,2.503968,0.122070586396068
2005-06-11,0,2.648957,0.105226493886451
2005-06-12,0,2.54047,0.0930240879089157
2005-06-13,0,2.333608,0.0841366743842984
2005-06-14,0,2.605817,0.0776172464826729
2005-06-15,0,2.823523,0.0727898168842462
2005-06-16,0,3.095813,0.0691718511525345
2005-06-17,0,3.523176,0.0664189009649959
2005-06-18,0.03,3.933271,0.0651279243376103
2005-06-19,0.03,4.415076,0.0640402589824438
2005-06-20,0,4.288468,0.0622614323725446
2005-06-21,0,4.673518,0.0608278377741052
2005-06-22,0.04,4.772464,0.0607525135566279
2005-06-23,0,4.534642,0.0594323614849297
2005-06-24,0,4.682284,0.0583309426753705
2005-06-25,0.03,5.340871,0.0582117938899856
2005-06-26,1.11,4.299456,0.0876097900173806
2005-06-27,0,4.406134,0.078102242435848
2005-06-28,0,4.518274,0.0711616497126815
2005-06-29,0,4.98642,0.0660548660484641
2005-06-30,2.01,4.218043,0.116875428009856
2005-07-01,2.51,3.436428,0.166852586698022
2005-07-02,2.69,3.093486,0.207625662703902
2005-07-03,2.75,3.373674,0.238579563282505
2005-07-04,0,4.070348,0.185895692479214
2005-07-05,4.95,3.306112,0.283124360048252
2005-07-06,0.16,2.719457,0.22228526239825
2005-07-07,11.16,2.822993,0.481633770002525
2005-07-08,8.05,2.484864,0.583936349736025
2005-07-09,8.76,2.743725,0.679433845560111
2005-07-10,0,3.170881,0.503310796370286
2005-07-11,2,3.857578,0.4332386910061
2005-07-12,0,4.588746,0.327441708512422
2005-07-13,0,4.193992,0.251744027263781
2005-07-14,0,4.556277,0.197532898740522
2005-07-15,0,4.689089,0.158660557645135
2005-07-16,0,4.450485,0.130738734645186
2005-07-17,0,4.211437,0.110635082210246
2005-07-18,0,4.029562,0.0961137252589662
2005-07-19,3.24,3.882426,0.174268384353827
2005-07-20,1.48,3.19517,0.182051077664351
2005-07-21,6.02,2.886899,0.312671835399405
2005-07-22,0,2.960662,0.240839081821503
2005-07-23,0.11,3.049948,0.192403784792859
2005-07-24,0,3.209504,0.154656454177943
2005-07-25,8.18,3.193089,0.352824887517992
2005-07-26,3.12,3.480394,0.355772873395832
2005-07-27,0.16,3.439533,0.276410027495024
2005-07-28,1.46,4.334658,0.255325343546982
2005-07-29,3.98,4.477613,0.309703447744231
2005-07-30,16.48,3.663631,0.700578683062359
2005-07-31,2.37,3.064103,0.586295192921215
2005-08-01,3.14,2.728464,0.526522053561548
2005-08-02,0,3.112624,0.395889505777179
2005-08-03,0,3.147316,0.302445848829698
2005-08-04,0.35,2.867621,0.245316106684836
2005-08-05,0,2.868614,0.194615162498151
2005-08-06,5.47,2.5858,0.311281483670979
2005-08-07,0,2.442183,0.241934414835537
2005-08-08,3.93,2.238373,0.302355345579065
2005-08-09,0.38,2.33656,0.246253765206962
2005-08-10,0,2.587624,0.195420255726258
2005-08-11,0,2.605904,0.158940960683284
2005-08-12,2.64,2.491075,0.206441525739249
2005-08-13,0,2.714198,0.166722265749733
2005-08-14,0,2.682147,0.138179054518398
2005-08-15,13.68,2.459687,0.503739080952562
2005-08-16,3.24,2.452757,0.471562951528911
2005-08-17,0,3.099506,0.357122566964409
2005-08-18,0,3.126107,0.275232234203113
2005-08-19,0,3.283715,0.216578018712819
2005-08-20,0.68,2.803069,0.19360132238548
2005-08-21,0,2.626738,0.157990796699848
2005-08-22,0,2.588151,0.132376088954706
2005-08-23,0,2.943487,0.113898299869782
2005-08-24,0.97,2.549504,0.127582397333247
2005-08-25,0.03,2.660715,0.11103899088841
2005-08-26,4.24,2.348806,0.216704954768218
2005-08-27,0,2.122388,0.173923355668116
2005-08-28,0,2.173436,0.143195495078096
2005-08-29,0,2.540396,0.121073434359341
2005-08-30,0,2.784911,0.105096029147638
2005-08-31,0,3.151083,0.093506505320419
2005-09-01,0,3.454235,0.0850508657781678
2005-09-02,0,2.969024,0.0788339939583367
2005-09-03,0,3.078266,0.0742169410608267
2005-09-04,0.03,2.997457,0.0715678927108121
2005-09-05,0.03,3.13647,0.0695026898056692
2005-09-06,0.06,3.023247,0.0686769818688886
2005-09-07,4.47,3.103573,0.188989708794553
2005-09-08,0,3.144351,0.152483049763815
2005-09-09,0,3.193396,0.126250628083369
2005-09-10,8.96,2.936333,0.354376690638408
2005-09-11,3.53,2.710608,0.368561218279435
2005-09-12,0.99,2.545185,0.308697261221249
2005-09-13,2.24,2.49724,0.300476550846045
2005-09-14,0,2.562524,0.232756034401942
2005-09-15,0.03,2.23683,0.185063070834264
2005-09-16,0.91,2.673458,0.175074594295481
2005-09-17,8.84,2.069236,0.388410955296965
2005-09-18,0,1.635706,0.295904966846149
2005-09-19,0,1.576464,0.229689781284354
2005-09-20,0,1.598641,0.182242701801136
2005-09-21,0,1.659914,0.148194037477983
2005-09-22,0,1.688629,0.123710905116259
2005-09-23,0,1.763874,0.106057389288484
2005-09-24,0,1.836622,0.0932805862288297
2005-09-25,0,1.970443,0.0839865031364927
2005-09-26,0.1,2.072422,0.0799292401465533
2005-09-27,0,2.098127,0.0741245160091784
2005-09-28,0.38,2.107799,0.0802338893217797
2005-09-29,2.12,1.840451,0.132263223904762
2005-09-30,2.11,1.626438,0.169276075388422
2005-10-01,1.19,1.46649,0.170478181253267
2005-10-02,6.97,1.711256,0.331654865264702
2005-10-03,2.11,1.495578,0.312763083328852
2005-10-04,0,1.52791,0.240802623875534
2005-10-05,0,1.784045,0.189263703351177
2005-10-06,0,2.027596,0.152303321915843
2005-10-07,0,2.041108,0.125750751129409
2005-10-08,0,2.00324,0.106628923781353
2005-10-09,0,1.791158,0.0928128037424695
2005-10-10,0,1.651373,0.0827855316431117
2005-10-11,0,1.661337,0.0754643625701609
2005-10-12,0,1.590911,0.070076421045542
2005-10-13,0,1.62495,0.0660700153937029
2005-10-14,0,1.50876,0.0630513342677482
2005-10-15,0,1.456775,0.0607392608653542
2005-10-16,0,1.358171,0.0589331194837974
2005-10-17,0,1.379401,0.0574896531302105
2005-10-18,0,1.207543,0.0563065902244993
2005-10-19,0.07,1.184507,0.0572196033648295
2005-10-20,5.79,1.236701,0.214645316969435
2005-10-21,2.08,1.521519,0.22582068062081
2005-10-22,19.97,1.701719,0.737585989336841
2005-10-23,4.47,1.730524,0.670186120763391
2005-10-24,0.92,1.514964,0.52231100352912
2005-10-25,0,1.368209,0.390742220109504
2005-10-26,0.84,1.68172,0.320312637119536
2005-10-27,0,1.751443,0.246298962015917
2005-10-28,0.03,1.709431,0.194136502421953
2005-10-29,0,1.723678,0.155890287903788
2005-10-30,0,1.571635,0.128418817141669
2005-10-31,0,1.531022,0.108640015961053
2005-11-01,0.43,1.626909,0.106391958564677
2005-11-02,16.79,1.390835,0.571414504264835
2005-11-03,9.61,1.239053,0.703164193243991
2005-11-04,0.04,1.5933,0.522458716253675
2005-11-05,4.76,1.381366,0.529729958942936
2005-11-06,2.16,1.086596,0.460235431105617
2005-11-07,0,1.118102,0.348142658220621
2005-11-08,1.96,1.00812,0.324737384164352
2005-11-09,0,1.213065,0.251267171003408
2005-11-10,0.44,0.9936017,0.211370209196953
2005-11-11,0,1.051076,0.170013842188374
2005-11-12,0.69,1.050091,0.160268216164791
2005-11-13,0.35,0.9528222,0.143365045101376
2005-11-14,0.78,1.148047,0.143594775701367
2005-11-15,0,0.9672437,0.121099707254429
2005-11-16,5.97,0.8645967,0.278527362628567
2005-11-17,2.47,0.8156803,0.289763139069443
2005-11-18,0.13,0.7428913,0.229660783294002
2005-11-19,0,0.721917,0.182797804626957
2005-11-20,0,0.584867,0.149160367714755
2005-11-21,0,0.5666367,0.124965122831577
2005-11-22,0.13,0.7606092,0.111294273488447
2005-11-23,0,0.5914326,0.0975872573670798
2005-11-24,0.03,0.6131673,0.0884958300757827
2005-11-25,2.51,0.6668969,0.15411441298045
2005-11-26,0.2,0.568899,0.133745355490782
2005-11-27,2.1,0.5638723,0.174541783820168
2005-11-28,1.01,0.5914569,0.1719289308875
2005-11-29,3.98,0.6221925,0.257265990089129
2005-11-30,0.06,0.6370068,0.203462100556197
2005-12-01,0,0.5939674,0.163125539228253
2005-12-02,0,0.5795554,0.134156256733546
2005-12-03,10.96,0.6093981,0.438336928475388
2005-12-04,10.68,0.835227,0.651901678167926
2005-12-05,20.54,0.8852936,1.11488909083358
2005-12-06,0.86,0.780482,0.844318629840744
2005-12-07,0.42,0.7203354,0.637577025036164
2005-12-08,0.22,0.7266342,0.483703318337956
2005-12-09,5.11,0.6792817,0.52443816909698
2005-12-10,0,0.641126,0.396430927568942
2005-12-11,0,0.5554378,0.304841114396909
2005-12-12,0,0.4978358,0.239248090958914
2005-12-13,0.04,0.6092603,0.193444693931614
2005-12-14,0.06,0.6748322,0.161157903136381
2005-12-15,0.58,0.6955155,0.153909662257394
2005-12-16,0.39,0.6871021,0.142752992835492
2005-12-17,6.98,0.7945831,0.338919953131778
2005-12-18,4.19,0.5647568,0.393699031698284
2005-12-19,0,0.5699394,0.302737657981814
2005-12-20,2.13,0.5453842,0.303975642521532
2005-12-21,0,0.5635263,0.238533471956081
2005-12-22,0,0.5792199,0.19160764119847
2005-12-23,0.09,0.5903021,0.160702672081083
2005-12-24,0,0.6611409,0.135643029751186
2005-12-25,0,0.7195387,0.11754826264877
2005-12-26,0.06,0.689492,0.106292491698878
2005-12-27,3.57,0.5497398,0.207579236694717
2005-12-28,1.71,0.4394627,0.222177572319383
2005-12-29,0.69,0.4475311,0.200746474304677
2005-12-30,0.27,0.3878605,0.172202546746245
2005-12-31,9.99,0.4179907,0.458816055179534
2006-01-01,1.66,0.6755196,0.401386363796195
2006-01-02,3.85,0.6891219,0.430116373140976
2006-01-03,0,0.7122377,0.328671537043492
2006-01-04,0,0.5916529,0.256046155388007
2006-01-05,0,0.5178823,0.203994115708741
2006-01-06,0.59,0.5177258,0.185343898608677
2006-01-07,0,0.4401883,0.153184318153372
2006-01-08,0,0.4579959,0.130022112421801
2006-01-09,0,0.5305783,0.113284246964283
2006-01-10,0,0.4316201,0.101134079151001
2006-01-11,0,0.4481434,0.0922606002754236
2006-01-12,3.3,0.4999456,0.190575475086519
2006-01-13,0.57,0.6123654,0.174244914559256
2006-01-14,0,0.541813,0.144348689216697
2006-01-15,0,0.4790324,0.122811100511933
2006-01-16,0,0.391807,0.107241833688468
2006-01-17,0.57,0.463781,0.114036658667759
2006-01-18,18.58,0.7064641,0.702163206923818
2006-01-19,0.82,0.716875,0.549262334170906
2006-01-20,0,0.6305717,0.413460115474902
2006-01-21,2.95,0.8116945,0.412056468679836
2006-01-22,1.28,0.7315867,0.357066474852882
2006-01-23,0,0.6536101,0.276192580396004
2006-01-24,0,0.4829788,0.218253988991612
2006-01-25,0,0.4536762,0.176688621378372
2006-01-26,0.42,0.4885271,0.160442579479999
2006-01-27,0.11,0.5368626,0.138635158822524
2006-01-28,0,0.4089335,0.119311168643848
2006-01-29,0.1,0.5597329,0.108558961775302
2006-01-30,0,0.7826701,0.0974548912222173
2006-01-31,0,0.6719809,0.0893311455937209
2006-02-01,0,0.6150579,0.0833367023661719
2006-02-02,0,0.5432889,0.0788640854657128
2006-02-03,0.03,0.4630497,0.0764505198631642
2006-02-04,0,0.4412431,0.0735708001713746
2006-02-05,0,0.650513,0.0713271228059767
2006-02-06,0.5,0.6916068,0.0857095960918781
2006-02-07,0.03,0.7817963,0.0806560541754351
2006-02-08,0.45,0.7870484,0.0904451851937581
2006-02-09,2.95,0.7915451,0.178364072765614
2006-02-10,3.55,0.6819946,0.261147579799774
2006-02-11,0.36,0.7195751,0.216804023426112
2006-02-12,0,0.7037867,0.173310384085433
2006-02-13,2.59,0.6666952,0.226433522123284
2006-02-14,0.07,0.6449706,0.182437730320087
2006-02-15,0.27,0.7748904,0.157368745966453
2006-02-16,22.04,0.9732111,0.864072832130437
2006-02-17,8.62,1.034805,0.927012216085113
2006-02-18,1.93,0.9502857,0.748499101770539
2006-02-19,12.73,0.9093604,0.989344539409765
2006-02-20,1.49,0.9871904,0.780450181155359
2006-02-21,1.27,0.9610401,0.623851496958774
2006-02-22,0.92,0.8301464,0.500101005618231
2006-02-23,0.03,0.7976961,0.381327108726716
2006-02-24,0,0.7065107,0.295297784713988
2006-02-25,0,0.7650482,0.233661561757321
2006-02-26,0,0.7348837,0.189439308662507
2006-02-27,0,0.5994329,0.157649325292047
2006-02-28,0.4,0.594277,0.148337530678562
2006-03-01,3.36,0.7213423,0.242515738255031
2006-03-02,0.39,0.6346496,0.208692884534887
2006-03-03,0.54,0.6573148,0.189500935423446
2006-03-04,8.84,0.6795819,0.461323420266352
2006-03-05,0,0.5950798,0.352274855875804
2006-03-06,0.59,0.5040029,0.294501354599818
2006-03-07,2.9,0.5969318,0.332822560189631
2006-03-08,0.15,0.775813,0.265530511954216
2006-03-09,11.44,0.8606969,0.610770254091745
2006-03-10,7.09,1.154469,0.708566967549239
2006-03-11,2.47,0.9804657,0.617285738434092
2006-03-12,2.76,0.8441187,0.562634926152576
2006-03-13,0.03,0.6025251,0.427654047385613
2006-03-14,0,0.6547178,0.330006155528363
2006-03-15,0,0.7655962,0.260060399433506
2006-03-16,0,0.8944366,0.209890750615121
2006-03-17,0,0.8028612,0.173839615603363
2006-03-18,0,0.9173837,0.147868601583219
2006-03-19,0,0.9993356,0.129095095337127
2006-03-20,0,1.104287,0.115461475027863
2006-03-21,0.26,1.142912,0.114608032980352
2006-03-22,2.34,1.023736,0.186815034084356
2006-03-23,0.22,1.014172,0.164060859823967
2006-03-24,0,1.107618,0.139905546540407
2006-03-25,7.77,1.273506,0.396664710618679
2006-03-26,9.73,1.683638,0.652926806112466
2006-03-27,2.62,1.950993,0.584057273841585
2006-03-28,4.06,1.834449,0.586756505482471
2006-03-29,4.41,1.489434,0.602060563709478
2006-03-30,2.53,1.371952,0.546101989732777
2006-03-31,25.72,1.717335,1.36138339128434
2006-04-01,14.39,1.762839,1.53689500018151
2006-04-02,4.83,1.549207,1.30861776924335
2006-04-03,6.34,1.504987,1.20373460479463
2006-04-04,4.98,1.340376,1.0791443543747
2006-04-05,0,1.231758,0.802842593994235
2006-04-06,0,1.136354,0.605297090014348
2006-04-07,0,1.141842,0.463970698654254
2006-04-08,0,1.253996,0.362776459502132
2006-04-09,0,1.356024,0.290231529185479
2006-04-10,0.09,1.452778,0.241517052074482
2006-04-11,0,1.360654,0.203074193955405
2006-04-12,0,1.227348,0.175330031439287
2006-04-13,0.74,1.471256,0.182942265280465
2006-04-14,1.65,1.417903,0.222313224113323
2006-04-15,2.45,1.73055,0.280461869130742
2006-04-16,3.92,1.78059,0.377577767607352
2006-04-17,17.49,1.836359,0.967789068353748
2006-04-18,0,1.865053,0.723420054367816
