"Date","P","E","MII_Q_sim"
2004-11-25,0,0.5339188,0.00328002356765272
2004-11-26,0,0.4981881,0.00327945485665286
2004-11-27,0.03,0.6245914,0.00650047422859345
2004-11-28,4.11,0.839671,0.44686941551766
2004-11-29,0.04,0.8040129,0.0076011332352741
2004-11-30,0,0.7893474,0.00328530015564097
2004-12-01,0,0.6858214,0.00328451930155923
2004-12-02,4.03,0.6522361,0.439760953185453
2004-12-03,0.91,0.6546811,0.101928101779194
2004-12-04,0.34,0.6343503,0.0401471045915464
2004-12-05,0,0.4875218,0.00329351471326778
2004-12-06,0,0.4631441,0.00329298354967518
2004-12-07,0,0.6280405,0.00329226633802564
2004-12-08,0,0.6087703,0.00329157100649762
2004-12-09,0,0.6529787,0.00329082592339518
2004-12-10,0,0.5383515,0.00329021029081267
2004-12-11,0,0.422851,0.00328972503576129
2004-12-12,0,0.3872977,0.00328927994128989
2004-12-13,0,0.3944114,0.0032888268763765
2004-12-14,0,0.3857142,0.00328838367220031
2004-12-15,0,0.363615,0.00328796543587681
2004-12-16,0,0.3932182,0.0032875138721629
2004-12-17,4.62,0.4902821,0.50503093736826
2004-12-18,17.88,0.6691674,1.99128950101096
2004-12-19,2.04,0.611173,0.230674115615356
2004-12-20,5.29,0.5502534,0.596787131032886
2004-12-21,0,0.3892653,0.00335068307568356
2004-12-22,0.12,0.3102131,0.0168078354016555
2004-12-23,1.32,0.4280471,0.151597679380668
2004-12-24,3.09,0.6583146,0.351648708774787
2004-12-25,5.01,0.8281793,0.571488823673238
2004-12-26,7.73,0.6941871,0.888451987447931
2004-12-27,0,0.5527822,0.00338490507593749
2004-12-28,0,0.4746404,0.00338434797905706
2004-12-29,5.72,0.4642913,0.662549041151555
2004-12-30,4.41,0.5442014,0.514328564330987
2004-12-31,0.03,0.5549419,0.00687944311489279
2005-01-01,1.26,0.6894726,0.149504012239723
2005-01-02,2.69,0.8096346,0.316232744423906
2005-01-03,1.61,0.6931758,0.190943016486052
2005-01-04,0.55,0.6132231,0.0674961194268491
2005-01-05,0.03,0.6386116,0.00690840850631046
2005-01-06,3.78,0.6912808,0.445600513673954
2005-01-07,1.83,0.7893056,0.217884964644033
2005-01-08,0.06,0.9149299,0.0104517754576205
2005-01-09,1.97,0.8233667,0.234622312170757
2005-01-10,0.07,0.7597027,0.0116383045457903
2005-01-11,1.94,0.9431185,0.231426735672592
2005-01-12,1.97,0.8727531,0.235403770078633
2005-01-13,4.68,0.8354181,0.557519158977114
2005-01-14,0.04,0.6119324,0.00817593340415042
2005-01-15,0,0.4819481,0.00344141881803403
2005-01-16,0,0.4505649,0.00344088198135706
2005-01-17,0,0.3954557,0.00344040980915665
2005-01-18,5.88,0.5186266,0.703697100159841
2005-01-19,17.98,0.7058651,2.19291915162354
2005-01-20,0.63,0.6284215,0.0802348460958059
2005-01-21,11.24,0.902652,1.39123961174975
2005-01-22,5.7,0.7698514,0.711899561355016
2005-01-23,0.09,0.6219703,0.0147078412839745
2005-01-24,0.58,0.5759695,0.0756077347304096
2005-01-25,0.8,0.4979846,0.103014458456168
2005-01-26,0,0.439901,0.00352772474882875
2005-01-27,0,0.4464809,0.00352718131741858
2005-01-28,0,0.4250468,0.00352666361586699
2005-01-29,0,0.5114991,0.00352604250323498
2005-01-30,0.09,0.4399706,0.0147016832447463
2005-01-31,0.78,0.4875022,0.100446621135297
2005-02-01,1.74,0.6468565,0.22010675043918
2005-02-02,1.62,0.7295738,0.205477429530187
2005-02-03,1.58,0.7273596,0.200781157352857
2005-02-04,1.55,0.7654879,0.197308294628645
2005-02-05,0,0.6740511,0.0035367274723451
2005-02-06,0,0.5420755,0.00353606816397167
2005-02-07,0.03,0.5622185,0.00728140977414946
2005-02-08,0,0.5549156,0.00353477592147025
2005-02-09,0,0.5920999,0.00353405693461994
2005-02-10,0.04,0.6052468,0.00852225605292553
2005-02-11,11.21,0.782225,1.42037387196287
2005-02-12,7.9,1.006207,1.01105317901199
2005-02-13,10.86,1.13618,1.40587530514548
2005-02-14,8.73,0.6962438,1.14225658325559
2005-02-15,8.43,0.692138,1.11379072668421
2005-02-16,0.33,0.6141471,0.0470878292830042
2005-02-17,0.11,0.5508775,0.0181124147479888
2005-02-18,0,0.5539304,0.00362958449665619
2005-02-19,0.44,0.5415132,0.0615454446091302
2005-02-20,4.57,0.6248027,0.608204645602095
2005-02-21,1.55,0.6320815,0.208981627052812
2005-02-22,0.58,0.5840309,0.080501417248873
2005-02-23,0.6,0.5496272,0.0831792533916583
2005-02-24,0,0.4561931,0.00364215425913632
2005-02-25,0.32,0.4425995,0.046051756190043
2005-02-26,0,0.4348168,0.00364175051501705
2005-02-27,0.6,0.4946571,0.0831662657936951
2005-02-28,0.36,0.5022481,0.0513609130910594
2005-03-01,0,0.3873481,0.00364210194171434
2005-03-05,0.23,0.5887297,0.0341165145486319
2005-03-06,4.94,0.6015626,0.661778800534306
2005-03-07,0.49,0.5458912,0.068945576079653
2005-03-08,0.94,0.6820855,0.128991478667464
2005-03-09,1.4,0.839284,0.190532430231418
2005-03-10,1.3,0.8456676,0.177353297420114
2005-03-11,0.43,0.8152473,0.0611077503515322
2005-03-12,0.34,0.838068,0.049075241582497
2005-03-13,4.26,0.8197186,0.57528760770956
2005-03-14,0.09,0.8383325,0.0157350190194937
2005-03-15,0,0.9326511,0.00366293214911649
2005-03-16,0,0.9829395,0.00366170806341127
2005-03-17,0,1.411184,0.00365995537050788
2005-03-18,0,1.589331,0.00365798347380137
2005-03-19,0,1.507555,0.00365611337658253
2005-03-20,0,1.502384,0.00365425046669331
2005-03-21,0,1.472723,0.00365242492781572
2005-03-22,0,1.40291,0.00365068619528795
2005-03-23,1.43,1.498569,0.194173432178727
2005-03-24,0,1.70044,0.00364982282417652
2005-03-25,2.74,1.542112,0.369093152613747
2005-03-26,0,1.616185,0.00365184576367355
2005-03-27,0.41,1.450103,0.0582463410321576
2005-03-28,0.13,1.625386,0.0209435313664325
2005-03-29,2.35,1.619739,0.316809613568893
2005-03-30,0.8,1.605759,0.110243847257188
2005-03-31,5.6,1.557586,0.753976458058542
2005-04-01,0,1.604459,0.00366023578283552
2005-04-02,0,1.462536,0.00365842028859632
2005-04-03,0,1.440072,0.00365663327859617
2005-04-04,0,1.586499,0.0036546663906891
2005-04-05,0,1.552986,0.00365274171677832
2005-04-06,2.32,1.541074,0.313419305763879
2005-04-07,6.78,1.396284,0.915345174875273
2005-04-08,3.63,1.530486,0.493368423922106
2005-04-09,6.71,1.224065,0.915280680046283
2005-04-10,0.52,1.093089,0.0743231326925258
2005-04-11,0.39,1.224756,0.0566437178909529
2005-04-12,0,1.451623,0.0036849544225979
2005-04-13,0,1.538495,0.00368303424839367
2005-04-14,0,1.675045,0.00368094546775394
2005-04-15,0,1.745112,0.00367877078581718
2005-04-16,4.33,1.592329,0.591443463272348
2005-04-17,1.58,1.512652,0.218335403652422
2005-04-18,0.2,1.785537,0.0308299919146713
2005-04-19,0.17,1.748204,0.0267338485435037
2005-04-20,5.69,1.599067,0.779500350165257
2005-04-21,0.44,1.423264,0.0636585343850208
2005-04-22,0,1.379885,0.00369178041958486
2005-04-23,0,1.460161,0.00368995464790342
2005-04-24,2.18,1.509001,0.30067439848142
2005-04-25,0.33,1.940844,0.0486053155384924
2005-04-26,7.72,1.824589,1.06262547217934
2005-04-27,8.3,1.884232,1.15175255062675
2005-04-28,0.76,1.886999,0.10879959327904
2005-04-29,0,1.817897,0.00371792049056709
2005-04-30,1.08,2.491382,0.152792740958513
2005-05-01,0,2.654647,0.0037137901288902
2005-05-02,0,2.979977,0.00371005649919503
2005-05-03,0.07,2.734749,0.0133154043599107
2005-05-04,5.47,2.253556,0.758196748183476
2005-05-05,4.04,1.959461,0.562835404176634
2005-05-06,0.18,1.966407,0.0286029836486813
2005-05-07,1.99,1.840794,0.279109901926941
2005-05-08,11.17,1.538772,1.56790842134615
2005-05-09,0.32,1.431704,0.0485263444007616
2005-05-10,0,1.499452,0.00374091648737389
2005-05-11,0.08,1.527832,0.0149131703164235
2005-05-12,0,1.616271,0.00373711534936473
2005-05-13,0.1,1.963023,0.0176702277409879
2005-05-14,0,2.134367,0.00373216374061609
2005-05-15,16.04,2.091104,2.27395789054955
2005-05-16,0.86,2.068168,0.125431364336763
2005-05-17,0,2.115844,0.00376047294622543
2005-05-18,0,1.993742,0.00375794469301056
2005-05-19,0.03,1.84385,0.00798303630208376
2005-05-20,0,2.129164,0.00375297510712844
2005-05-21,10.91,2.984589,1.5550050104811
2005-05-22,0,2.696783,0.00376915648212408
2005-05-23,0,2.48452,0.00376600250124148
2005-05-24,0.2,2.461813,0.0320605188965303
2005-05-25,0,2.439509,0.00376021543554317
2005-05-26,0,3.291149,0.00375604983323918
2005-05-27,0,3.752751,0.00375130635421973
2005-05-28,0.05,4.226289,0.0107557293090115
2005-05-29,0.05,4.319947,0.0107304183206315
2005-05-30,12.94,4.156369,1.83453535202184
2005-05-31,1.46,2.537844,0.210316927589784
2005-06-01,0.23,2.296298,0.0362582086513793
2005-06-02,0,2.706445,0.0037573171933666
2005-06-03,0,3.043817,0.00375346616712804
2005-06-04,3.33,3.260307,0.473198914126238
2005-06-05,1.08,2.522418,0.155936284424757
2005-06-06,0,2.289379,0.00375271799078263
2005-06-07,2.65,2.518276,0.377082879662163
2005-06-08,0,2.14433,0.0037525059741147
2005-06-09,0,2.289801,0.00374960911340691
2005-06-10,0,2.503968,0.00374644443767611
2005-06-11,0,2.648957,0.0037430995783046
2005-06-12,0,2.54047,0.00373989364074819
2005-06-13,0,2.333608,0.00373694994650387
2005-06-14,0,2.605817,0.00373366640421827
2005-06-15,0,2.823523,0.00373011217166161
2005-06-16,0,3.095813,0.00372621951272919
2005-06-17,0,3.523176,0.00372179521409063
2005-06-18,0.03,3.933271,0.00785748670301577
2005-06-19,0.03,4.415076,0.00783985235220843
2005-06-20,0,4.288468,0.00370609869595286
2005-06-21,0,4.673518,0.00370026153440411
2005-06-22,0.04,4.772464,0.00914838496525796
2005-06-23,0,4.534642,0.00368874625571371
2005-06-24,0,4.682284,0.00368292132794941
2005-06-25,0.03,5.340871,0.00772697430340185
2005-06-26,1.11,4.299456,0.153306960287073
2005-06-27,0,4.406134,0.00366795356999445
2005-06-28,0,4.518274,0.00366235890516297
2005-06-29,0,4.98642,0.00365619431038967
2005-06-30,2.01,4.218043,0.271951244309995
2005-07-01,2.51,3.436428,0.338910199493234
2005-07-02,2.69,3.093486,0.363346883748415
2005-07-03,2.75,3.373674,0.371729011095332
2005-07-04,0,4.070348,0.00365526098123366
2005-07-05,4.95,3.306112,0.666761431197776
2005-07-06,0.16,2.719457,0.025057010022027
2005-07-07,11.16,2.822993,1.51307364092703
2005-07-08,8.05,2.484864,1.100930086871
2005-07-09,8.76,2.743725,1.20773627572228
2005-07-10,0,3.170881,0.00370524353577185
2005-07-11,2,3.857578,0.2779332069569
2005-07-12,0,4.588746,0.00369900392705228
2005-07-13,0,4.193992,0.00369377250369288
2005-07-14,0,4.556277,0.00368809735267562
2005-07-15,0,4.689089,0.00368226485157603
2005-07-16,0,4.450485,0.00367673569669117
2005-07-17,0,4.211437,0.00367150932813248
2005-07-18,0,4.029562,0.00366651402448815
2005-07-19,3.24,3.882426,0.439317878436922
2005-07-20,1.48,3.19517,0.202585585846335
2005-07-21,6.02,2.886899,0.816954557725926
2005-07-22,0,2.960662,0.00367369744925431
2005-07-23,0.11,3.049948,0.0184723197421592
2005-07-24,0,3.209504,0.00366616889490501
2005-07-25,8.18,3.193089,1.11027097259332
2005-07-26,3.12,3.480394,0.426309983654192
2005-07-27,0.16,3.439533,0.025305311214947
2005-07-28,1.46,4.334658,0.200783028596906
2005-07-29,3.98,4.477613,0.541887156863811
2005-07-30,16.48,3.663631,2.26993608894561
2005-07-31,2.37,3.064103,0.329842167646782
2005-08-01,3.14,2.728464,0.436583248896891
2005-08-02,0,3.112624,0.00371083994337977
2005-08-03,0,3.147316,0.00370690000767763
2005-08-04,0.35,2.867621,0.0516767666474246
2005-08-05,0,2.868614,0.00370048022060091
2005-08-06,5.47,2.5858,0.755467825052712
2005-08-07,0,2.442183,0.0037059779262675
2005-08-08,3.93,2.238373,0.544583395743003
2005-08-09,0.38,2.33656,0.0559481075154182
2005-08-10,0,2.587624,0.00370629350815094
2005-08-11,0,2.605904,0.00370303261554857
2005-08-12,2.64,2.491075,0.365858180413939
2005-08-13,0,2.714198,0.00370221288617567
2005-08-14,0,2.682147,0.00369886005295563
2005-08-15,13.68,2.459687,1.9002655878481
2005-08-16,3.24,2.452757,0.453848025077891
2005-08-17,0,3.099506,0.00372521801815153
2005-08-18,0,3.126107,0.0037212917462865
2005-08-19,0,3.283715,0.00371717184789888
2005-08-20,0.68,2.803069,0.0974765806424231
2005-08-21,0,2.626738,0.00371182750696719
2005-08-22,0,2.588151,0.0037085846653404
2005-08-23,0,2.943487,0.00370490096926858
2005-08-24,0.97,2.549504,0.136637747790399
2005-08-25,0.03,2.660715,0.00780465618894035
2005-08-26,4.24,2.348806,0.585702230239133
2005-08-27,0,2.122388,0.00370408509270135
2005-08-28,0,2.173436,0.0037013648669526
2005-08-29,0,2.540396,0.00369818922829285
2005-08-30,0,2.784911,0.00369471158771424
2005-08-31,0,3.151083,0.00369078144306765
2005-09-01,0,3.454235,0.00368647832894203
2005-09-02,0,2.969024,0.00368278150843899
2005-09-03,0,3.078266,0.00367895237560073
2005-09-04,0.03,2.997457,0.00772357230096004
2005-09-05,0.03,3.13647,0.00771130679321117
2005-09-06,0.06,3.023247,0.0117315928494684
2005-09-07,4.47,3.103573,0.606329798219192
2005-09-08,0,3.144351,0.0036697508868937
2005-09-09,0,3.193396,0.00366579090646384
2005-09-10,8.96,2.936333,1.21686092375313
2005-09-11,3.53,2.710608,0.482750514634016
2005-09-12,0.99,2.545185,0.137964712769601
2005-09-13,2.24,2.49724,0.307796808489412
2005-09-14,0,2.562524,0.00368325631310171
2005-09-15,0.03,2.23683,0.00774038042443032
2005-09-16,0.91,2.673458,0.126736822668651
2005-09-17,8.84,2.069236,1.20986289786943
2005-09-18,0,1.635706,0.00369362917272356
2005-09-19,0,1.576464,0.00369165794270935
2005-09-20,0,1.598641,0.00368966002678028
2005-09-21,0,1.659914,0.00368758687337487
2005-09-22,0,1.688629,0.00368547903513003
2005-09-23,0,1.763874,0.0036832787939847
2005-09-24,0,1.836622,0.00368098939153695
2005-09-25,0,1.970443,0.00367853523256847
2005-09-26,0.1,2.072422,0.0171769116555582
2005-09-27,0,2.098127,0.00367356260069352
2005-09-28,0.38,2.107799,0.0548515673807169
2005-09-29,2.12,1.840451,0.289560702827919
2005-09-30,2.11,1.626438,0.28860791296636
2005-10-01,1.19,1.46649,0.164438357025679
2005-10-02,6.97,1.711256,0.951919892551527
2005-10-03,2.11,1.495578,0.291164805185294
2005-10-04,0,1.52791,0.00369103346336423
2005-10-05,0,1.784045,0.00368880534346851
2005-10-06,0,2.027596,0.00368627577570038
2005-10-07,0,2.041108,0.00368373089861552
2005-10-08,0,2.00324,0.00368123449639224
2005-10-09,0,1.791158,0.00367900255771761
2005-10-10,0,1.651373,0.00367694505929009
2005-10-11,0,1.661337,0.00367487618714167
2005-10-12,0,1.590911,0.00367289553102422
2005-10-13,0,1.62495,0.0036708736356767
2005-10-14,0,1.50876,0.00366899646984728
2005-10-15,0,1.456775,0.003667184424292
2005-10-16,0,1.358171,0.00366549506816848
2005-10-17,0,1.379401,0.00366378012792744
2005-10-18,0,1.207543,0.00366227823033904
2005-10-19,0.07,1.184507,0.0130333754781011
2005-10-20,5.79,1.236701,0.783565980474451
2005-10-21,2.08,1.521519,0.28424133962599
2005-10-22,19.97,1.701719,2.75775713306425
2005-10-23,4.47,1.730524,0.622651539608074
2005-10-24,0.92,1.514964,0.13111376103986
2005-10-25,0,1.368209,0.00372125006891205
2005-10-26,0.84,1.68172,0.119907396177076
2005-10-27,0,1.751443,0.00371874088527933
2005-10-28,0.03,1.709431,0.00785661328011589
2005-10-29,0,1.723678,0.00371449090607026
2005-10-30,0,1.571635,0.003712516306582
2005-10-31,0,1.531022,0.00371059333515273
2005-11-01,0.43,1.626909,0.0628197735024188
2005-11-02,16.79,1.390835,2.35474222259837
2005-11-03,9.61,1.239053,1.36312672010703
2005-11-04,0.04,1.5933,0.00941322555972496
2005-11-05,4.76,1.381366,0.679420361588221
2005-11-06,2.16,1.086596,0.310899018322921
2005-11-07,0,1.118102,0.00377120418702495
2005-11-08,1.96,1.00812,0.282683024942529
2005-11-09,0,1.213065,0.00377257255926571
2005-11-10,0.44,0.9936017,0.0663223266127452
2005-11-11,0,1.051076,0.00377090631716143
2005-11-12,0.69,1.050091,0.101798462245278
2005-11-13,0.35,0.9528222,0.0534823433104446
2005-11-14,0.78,1.148047,0.114569297777449
2005-11-15,0,0.9672437,0.00376955507550844
2005-11-16,5.97,0.8645967,0.856525669933961
2005-11-17,2.47,0.8156803,0.357388940314184
2005-11-18,0.13,0.7428913,0.0223888792570479
2005-11-19,0,0.721917,0.00378388496361963
2005-11-20,0,0.584867,0.00378313242708111
2005-11-21,0,0.5666367,0.00378240317087804
2005-11-22,0.13,0.7606092,0.0223552439177421
2005-11-23,0,0.5914326,0.00378094574518377
2005-11-24,0.03,0.6131673,0.00806305800519668
2005-11-25,2.51,0.6668969,0.36297319453271
2005-11-26,0.2,0.568899,0.0324004334078537
2005-11-27,2.1,0.5638723,0.304855500434218
2005-11-28,1.01,0.5914569,0.148695799123514
2005-11-29,3.98,0.6221925,0.577142036278391
2005-11-30,0.06,0.6370068,0.012436865098099
2005-12-01,0,0.5939674,0.00379586622422465
2005-12-02,0,0.5795554,0.00379511844404864
2005-12-03,10.96,0.6093981,1.59970592574218
2005-12-04,10.68,0.835227,1.57668102399053
2005-12-05,20.54,0.8852936,3.09611228795446
2005-12-06,0.86,0.780482,0.133406506901047
2005-12-07,0.42,0.7203354,0.0671367245684122
2005-12-08,0.22,0.7266342,0.0370069501992854
2005-12-09,5.11,0.6792817,0.777240933770447
2005-12-10,0,0.641126,0.00389126006596859
2005-12-11,0,0.5554378,0.0038905278690775
2005-12-12,0,0.4978358,0.00388987068960709
2005-12-13,0.04,0.6092603,0.00993358728889681
2005-12-14,0.06,0.6748322,0.0129515010356458
2005-12-15,0.58,0.6955155,0.0915130378584658
2005-12-16,0.39,0.6871021,0.0628061586215133
2005-12-17,6.98,0.7945831,1.06584852403849
2005-12-18,4.19,0.5647568,0.644041765676895
2005-12-19,0,0.5699394,0.00390975975793631
2005-12-20,2.13,0.5453842,0.329831631077558
2005-12-21,0,0.5635263,0.00391280136754594
2005-12-22,0,0.5792199,0.00391203469722676
2005-12-23,0.09,0.5903021,0.0176678259717862
2005-12-24,0,0.6611409,0.00391057082397355
2005-12-25,0,0.7195387,0.00390962128513436
2005-12-26,0.06,0.689492,0.0130675382628046
2005-12-27,3.57,0.5497398,0.550765070571885
2005-12-28,1.71,0.4394627,0.26626128236412
2005-12-29,0.69,0.4475311,0.109823846635489
2005-12-30,0.27,0.3878605,0.0453615684156086
2005-12-31,9.99,0.4179907,1.55341420224616
2006-01-01,1.66,0.6755196,0.261753941265471
2006-01-02,3.85,0.6891219,0.604074542812105
2006-01-03,0,0.7122377,0.00394903232801024
2006-01-04,0,0.5916529,0.00394824334029178
2006-01-05,0,0.5178823,0.00394755159874097
2006-01-06,0.59,0.5177258,0.0958279266116914
2006-01-07,0,0.4401883,0.00394751594663319
2006-01-08,0,0.4579959,0.00394690313916224
2006-01-09,0,0.5305783,0.00394619488542656
2006-01-10,0,0.4316201,0.00394561695896669
2006-01-11,0,0.4481434,0.00394501736236093
2006-01-12,3.3,0.4999456,0.518690961452196
2006-01-13,0.57,0.6123654,0.092878649422191
2006-01-14,0,0.541813,0.0039509745895249
2006-01-15,0,0.4790324,0.00395033362146404
2006-01-16,0,0.391807,0.00394980762546256
2006-01-17,0.57,0.463781,0.0928184267514445
2006-01-18,18.58,0.7064641,2.9569771586152
2006-01-19,0.82,0.716875,0.134364754400745
2006-01-20,0,0.6305717,0.00398842695507948
2006-01-21,2.95,0.8116945,0.474030871822003
2006-01-22,1.28,0.7315867,0.208118104003742
2006-01-23,0,0.6536101,0.00399436619421817
2006-01-24,0,0.4829788,0.00399371409026946
2006-01-25,0,0.4536762,0.00399310102280241
2006-01-26,0.42,0.4885271,0.0709067222663992
2006-01-27,0.11,0.5368626,0.021513446304803
2006-01-28,0,0.4089335,0.00399227850240319
2006-01-29,0.1,0.5597329,0.0199108108021997
2006-01-30,0,0.7826701,0.00399068501014196
2006-01-31,0,0.6719809,0.00398978237206983
2006-02-01,0,0.6150579,0.00398895549413155
2006-02-02,0,0.5432889,0.00398822405022505
2006-02-03,0.03,0.4630497,0.00875364133280903
2006-02-04,0,0.4412431,0.00398706654063938
2006-02-05,0,0.650513,0.00398619307825512
2006-02-06,0.5,0.6916068,0.0833656782222368
2006-02-07,0.03,0.7817963,0.00874574092812198
2006-02-08,0.45,0.7870484,0.0753874860673852
2006-02-09,2.95,0.7915451,0.473280715409755
2006-02-10,3.55,0.6819946,0.570590078993466
2006-02-11,0.36,0.7195751,0.0614479681267884
2006-02-12,0,0.7037867,0.00399574997904599
2006-02-13,2.59,0.6666952,0.418074819248232
2006-02-14,0.07,0.6449706,0.01518673646648
2006-02-15,0.27,0.7748904,0.0471393567061923
2006-02-16,22.04,0.9732111,3.60491312398654
2006-02-17,8.62,1.034805,1.42397424998065
2006-02-18,1.93,0.9502857,0.322407946659926
2006-02-19,12.73,0.9093604,2.1300528092952
2006-02-20,1.49,0.9871904,0.253140184707681
2006-02-21,1.27,0.9610401,0.216507193173731
2006-02-22,0.92,0.8301464,0.158026838195565
2006-02-23,0.03,0.7976961,0.00910839348930075
2006-02-24,0,0.7065107,0.00409034915931147
2006-02-25,0,0.7650482,0.0040893015801185
2006-02-26,0,0.7348837,0.00408829510828806
2006-02-27,0,0.5994329,0.00408747239921033
2006-02-28,0.4,0.594277,0.0708566741153989
2006-03-01,3.36,0.7213423,0.566604496900507
2006-03-02,0.39,0.6346496,0.0693829871360009
2006-03-03,0.54,0.6573148,0.0945043744241017
2006-03-04,8.84,0.6795819,1.49680641647686
2006-03-05,0,0.5950798,0.00411027047902255
2006-03-06,0.59,0.5040029,0.103722275180436
2006-03-07,2.9,0.5969318,0.494971525447013
2006-03-08,0.15,0.775813,0.0294949899683132
2006-03-09,11.44,0.8606969,1.96101869305042
2006-03-10,7.09,1.154469,1.22462068467224
2006-03-11,2.47,0.9804657,0.430108980909265
2006-03-12,2.76,0.8441187,0.481164845463564
2006-03-13,0.03,0.6025251,0.00934126432456189
2006-03-14,0,0.6547178,0.00415744646991151
2006-03-15,0,0.7655962,0.00415638387080957
2006-03-16,0,0.8944366,0.00415514450501314
2006-03-17,0,0.8028612,0.00415403121367256
2006-03-18,0,0.9173837,0.00415276092315798
2006-03-19,0,0.9993356,0.00415137846440223
2006-03-20,0,1.104287,0.00414985237398208
2006-03-21,0.26,1.142912,0.0488612872492641
2006-03-22,2.34,1.023736,0.407229763569926
2006-03-23,0.22,1.014172,0.0420301691503029
2006-03-24,0,1.107618,0.00414976027425991
2006-03-25,7.77,1.273506,1.35022197426113
2006-03-26,9.73,1.683638,1.70418496003413
2006-03-27,2.62,1.950993,0.462535895737368
2006-03-28,4.06,1.834449,0.716438434026574
2006-03-29,4.41,1.489434,0.78043818683152
2006-03-30,2.53,1.371952,0.450227327786029
2006-03-31,25.72,1.717335,4.64780475911867
2006-04-01,14.39,1.762839,2.63529280804903
2006-04-02,4.83,1.549207,0.890554127448516
2006-04-03,6.34,1.504987,1.17350727546771
2006-04-04,4.98,1.340376,0.926234111188869
