Date,P1,P2,P3,P,E,T,Q
2004-02-29,0,0,0,0,2.154,6.5,2.8872
2004-03-01,0,0,0,0,2.4113,10.25,2.7925
2004-03-02,0,0,0,0,2.7868,16.25,2.4927
2004-03-03,0,0,0,0,2.9478,18.25,2.1614
2004-03-04,0,0,0,0,2.9875,18.75,1.9563
2004-03-05,0,0,0,0,3.0315,20.45,1.8301
2004-03-06,0,0,0,0,2.8061,21.5,1.6723
2004-03-07,1.079526227,1.870967742,1.777777778,3,2.3777,17,1.4783
2004-03-08,0,0,0,0,2.7731,12.75,1.2827
2004-03-09,0,0,0,0,2.3059,6.52,1.1186
2004-03-10,1.395939086,0.985111663,1,2,2.069,8,0.9876
2004-03-11,0,0,0,0,2.3426,6.5,0.8772
2004-03-12,0,0,0,0,2.6641,11,0.7873
2004-03-13,0,0,0,0,2.713,11.25,0.7131
2004-03-14,0,0,0,0,2.4559,8.75,0.6484
2004-03-15,0,0,0,0,2.6241,14,0.609
2004-03-16,14.90693739,11.09677419,9.531590414,16.83,1.6495,16.75,0.6689
2004-03-17,6.265651438,6.434243176,5.925925926,6,2.3016,12.5,0.8488
2004-03-18,0,0,0,0,2.5678,8.25,0.904
2004-03-19,0,0,0.017429194,0,2.8004,12.75,0.8772
2004-03-20,0,0,0,0,2.9219,10.5,0.8283
2004-03-21,0,0,0,0,2.8357,14.5,0.7573
2004-03-22,0,0,0,0,2.8993,10,0.6768
2004-03-23,0,0,0,0,2.2492,3.75,0.6027
2004-03-24,0,0,0,0,2.5112,5.75,0.5443
2004-03-25,0,0,0,0,2.9552,11.25,0.497
2004-03-26,0,0,0,0,3.2132,14.75,0.4591
2004-03-27,0,0,0,0,3.2793,16,0.426
2004-03-28,1.500846024,1.982630273,1.389978214,1.44,2.956,18,0.4007
2004-03-29,0,0,0,0,2.8552,13,0.3865
2004-03-30,0,0,0,0,2.4759,11.5,0.3708
2004-03-31,8.399323181,6.838709677,6.880174292,9,2.0122,12.905,0.3739
2004-04-01,5.081218274,4.382133995,4.174291939,5.37,2.7251,13,0.4086
2004-04-02,0,0,0,0,2.9613,11.655,0.437
2004-04-03,0,0,0,0,2.9222,9.705,0.4607
2004-04-04,0,0,0,0,2.7903,12.27,0.4654
2004-04-05,0,0,0,0,2.9677,10,0.4449
2004-04-06,0,0,0,0,2.8518,7.75,0.4039
2004-04-07,0,0,0,0,3.3907,14.155,0.366
2004-04-08,0,0,0,0,3.5898,17.95,0.3392
2004-04-09,0,0,0,0,3.2707,18.25,0.314
2004-04-10,0,0,0,0,3.3627,16.75,0.2903
2004-04-11,12.34856176,12.53846154,15.30718954,11,2.483,19,0.3392
2004-04-12,35.05752961,40.46898263,37.16339869,28.07,3.4306,18,0.8725
2004-04-13,8.196277496,7.751861042,7.270152505,19,2.6178,19,1.5461
2004-04-14,15.99323181,14.22084367,15.21786492,13.15,3.38,15.75,2.2088
2004-04-15,2.179357022,2.339950372,1.758169935,0,3.2591,10.5,2.7925
2004-04-16,0,0,0,0,3.8455,12.25,3.0449
2004-04-17,0,0,0,0,4.0082,15.75,3.108
2004-04-18,0,0,0,0,4.1111,20,2.9029
2004-04-19,0,0,0,0,4.0454,21,2.4612
2004-04-20,0,0,0,0,4.0189,21.515,1.9563
2004-04-21,0,0,0,0,4.0132,22.25,1.4641
2004-04-22,0,0,0,0,3.8978,22,1.046
2004-04-23,0,0,0,0,3.8747,22,0.7794
2004-04-24,0,0,0,0,3.9487,23,0.6232
2004-04-25,0,0,0,0,3.851,21.3,0.5143
2004-04-26,0,0,0,0,3.5597,21.75,0.4386
2004-04-27,26.86294416,32.03225806,31.25490196,23.37,2.9414,19.75,0.538
2004-04-28,0,0,0,0,4.6727,13.75,0.7557
2004-04-29,0,0,0,0,3.8271,13.75,0.8709
2004-04-30,0,0,0,0,3.8465,16.75,0.9308
2004-05-01,20.63282572,15.25558313,15.57298475,24.29,2.5012,20.205,1.0697
2004-05-02,28.99830795,27.81141439,25.08278867,27,2.5671,20.75,2.0037
2004-05-03,38.43654822,42.51612903,50.36165577,36.93,3.2318,21,3.108
2004-05-04,19.40609137,23.05707196,18.40958606,16.85,3.428,13.5,4.9224
2004-05-05,0,0,0,0,4.5691,14.75,6.3423
2004-05-06,0,0,0,0,5.3106,19.75,6.4212
2004-05-07,0,0,0,0,5.4381,22.25,5.8216
2004-05-08,0,0,0,0,5.3166,23.985,4.6857
2004-05-09,0,0,0,0,4.9654,23.25,3.7391
2004-05-10,0,0,0,0,5.096,22.25,2.9976
2004-05-11,0,0,0,0,4.9163,22.14,2.2403
2004-05-12,0,0,0,0,4.629,23,1.6408
2004-05-13,5.642978003,4.903225806,14.34858388,0,4.2916,23.25,1.1564
2004-05-14,0,0,0,0,4.4847,22.5,0.8914
2004-05-15,0,0,0,0,4.4909,22.75,0.751
2004-05-16,0,0,0,0,4.4517,22.25,0.71
2004-05-17,0,0,0,0,4.5019,22.5,0.7084
2004-05-18,0,0,0,0,4.48,22.25,0.6342
2004-05-19,0,0,0,0,4.1758,23.25,0.5254
2004-05-20,1.265651438,0.069478908,0,0,4.0573,24.765,0.4354
2004-05-21,0,0,0,0,4.2531,25.75,0.3676
2004-05-22,0,0,0,0,4.2179,26.75,0.3108
2004-05-23,0,0,0,0,3.9695,26.75,0.2666
2004-05-24,9.678510998,16.24069479,18.54684096,11,3.1074,26,0.2461
2004-05-25,0,0,0,0,5.6976,26.75,0.3392
2004-05-26,0,0,0,0,4.2759,27.75,0.3881
2004-05-27,0,0,0,0,4.2337,27.455,0.3644
2004-05-28,0,0,0,0,3.8144,27.5,0.2856
2004-05-29,0,0,0,0,4.0854,26.5,0.2193
2004-05-30,0,0,0,0,3.7014,24.25,0.224
2004-05-31,23.89170897,19.88337469,20.48148148,19,2.2676,24.5,0.2966
2004-06-01,0,0,0,0,5.5763,25,0.3771
2004-06-02,0,0,0,0,4.1468,25.25,0.4323
2004-06-03,0,0,0,0,4.07,26,0.437
2004-06-04,0,0,0,0,3.5527,26.27,0.3976
2004-06-05,14.50592217,24.808933,25.40958606,13,2.5388,24.25,0.467
2004-06-06,0,0,0,0,5.4046,23.25,0.8504
2004-06-07,8.448392555,9.250620347,8.010893246,10,2.7402,24.25,1.0539
2004-06-08,0,0,0,0,5.2785,25.25,0.9719
2004-06-09,0.228426396,0,0,0,3.6985,25.5,0.7462
2004-06-10,0.020304569,2.863523573,3.017429194,4,2.9593,25.5,0.5727
2004-06-11,14.58714044,18.38957816,11.95642702,11.54,4.3453,27,0.549
2004-06-12,17.31133672,17.86600496,16.62745098,19.29,4.8751,26.5,0.7336
2004-06-13,0,0,0,0,5.1259,21.25,0.9072
2004-06-14,0,0,0,0,4.0574,23.25,0.9182
2004-06-15,0,0,0,0,3.8365,25,0.7936
2004-06-16,0,0,0,0,3.6199,26.5,0.6248
2004-06-17,7.060913706,8.099255583,7.030501089,7,2.7083,26.25,0.7699
2004-06-18,0,0,0,0,5.1339,27.5,1.2558
2004-06-19,14.5465313,9.818858561,10.53594771,15.2,3.3481,28.25,1.4909
2004-06-20,0,0,0,0,6.2739,27,1.4294
2004-06-21,0,0,0,0,4.2012,22.5,1.1911
2004-06-22,0,0,0,0,3.9237,24.75,0.8409
2004-06-23,0,0,0,0,3.8537,27,0.5964
2004-06-24,24.83079526,24.22580645,23.22440087,22,2.9494,27,0.5112
2004-06-25,0,0.143920596,0,0,5.947,26,0.5364
2004-06-26,0,9.759305211,11.26361656,5.64,3.3624,26.75,0.6342
2004-06-27,0.41285956,4.441687345,3.952069717,2.14,5.0714,24.29,0.6295
2004-06-28,6.58714044,7.642679901,6.703703704,6,3.2761,25.5,0.5159
2004-06-29,18.80879865,18.63027295,18.91503268,17.37,4.281,25.155,0.6137
2004-06-30,0,0,0,0,5.9508,25.5,0.7447
2004-07-01,12.50423012,11.38957816,15.20261438,11.17,3.3406,25.5,0.9119
2004-07-02,3.747884941,5.717121588,1.411764706,3,4.5502,25.75,1.0081
2004-07-03,0.104906937,0,0,0,5.3877,25.75,1.0744
2004-07-04,2.908629442,4.307692308,0.871459695,2.54,3.8449,26.75,0.9403
2004-07-05,0.267343486,0,0,0,5.1191,28.25,0.6752
2004-07-06,0,0,0,0,4.5433,28.5,0.5206
2004-07-07,0,0,0,0,4.641,28.25,0.4465
2004-07-08,0,0,0,0,4.5424,28.75,0.4055
2004-07-09,1.983079526,4.607940447,0,0,4.3271,28,0.3471
2004-07-10,0,0,0,0,4.278,27.75,0.2477
2004-07-11,16.82910321,15.23573201,16.80610022,17.07,3.2165,28,0.2067
2004-07-12,3.859560068,1.29528536,0.034858388,6,5.0155,27,0.2414
2004-07-13,0,0,0,0,5.827,28,0.2161
2004-07-14,0,0,0.716775599,0,4.0723,28.75,0.2288
2004-07-15,0,0,0,0,4.1769,28,0.1735
2004-07-16,0,0,0,0,3.9811,25.25,0.1373
2004-07-17,0.0321489,0,0,0,3.931,24.905,0.1152
2004-07-18,11.33333333,0.491315136,6.88671024,10,2.7069,26,0.0994
2004-07-19,0,0,0,0,5.5396,25.5,0.0884
2004-07-20,22.39932318,21.08188586,15.79084967,19,3.0615,25.5,0.0805
2004-07-21,7.409475465,1.104218362,1.361655773,10,4.9108,25.5,0.1199
2004-07-22,0,0,0,0,6.1677,26.25,0.1562
2004-07-23,3.549915398,8.473945409,0.287581699,7.07,2.8493,27.25,0.1388
2004-07-24,8.808798646,10.57816377,7.261437908,8,4.3049,26.5,0.1246
2004-07-25,0.228426396,0,0,0,5.2998,26.25,0.1657
2004-07-26,0,0,0,0,3.3053,26,0.1909
2004-07-27,0,0,0,0,3.4762,27.02,0.153
2004-07-28,1.113367174,0,0,0,3.1914,27.5,0.1167
2004-07-29,7.297800338,0.156327543,3.407407407,14,2.3397,26.25,0.0947
2004-07-30,4.504230118,8.543424318,7.302832244,4,4.1893,26,0.0805
2004-07-31,6.737732657,6.406947891,7.647058824,7,3.9082,27,0.0757
2004-08-01,8.175972927,10.15136476,9.901960784,8,3.8282,27.25,0.0726
2004-08-02,12.39593909,9.151364764,10.50326797,11.93,3.6668,27,0.0994
2004-08-03,23.90186125,17.78411911,16.85185185,24,3.353,26.5,0.2051
2004-08-04,1.979695431,2.928039702,2.925925926,1,5.55,26.75,0.2903
2004-08-05,0,0,0,0,4.7296,28.25,0.3203
2004-08-06,24.05076142,21.4292804,22.07843137,23.46,3.4197,25,0.5159
2004-08-07,0,0,0,0,5.5387,19.25,0.6216
2004-08-08,0,0,0,0,4.4163,20.25,0.6358
2004-08-09,0,0,0,0,4.2584,21.5,0.4559
2004-08-10,0,0,0,0,4.1502,23.25,0.3061
2004-08-11,0,0,0,0,3.9474,24,0.2098
2004-08-12,0,0,0,0,3.7882,24.75,0.1499
2004-08-13,53.00676819,42.02729529,39.20479303,53.29,2.3883,24.5,0.5348
2004-08-14,26.58375635,30.09181141,20.291939,24.07,2.6571,23.75,1.9248
2004-08-15,47.5143824,47.1439206,46.86056645,46,2.6389,21.75,3.534
2004-08-16,17.17935702,26.51116625,31.19172113,13.17,2.6982,22.25,5.6323
2004-08-17,0,0,0,0,5.1547,23.25,6.5474
2004-08-18,0,0,0,0,5.2778,24.25,6.3581
2004-08-19,3.077834179,0.012406948,0.978213508,4,3.9373,26,5.3799
2004-08-20,0,0,0,0,5.267,27.25,4.0231
2004-08-21,0,0,0,0,4.7768,27.5,2.966
2004-08-22,13.54483926,13.62531017,16.19172113,17.2,3.7011,26.27,2.2088
2004-08-23,0,0,0,0,4.6123,23.5,1.7986
2004-08-24,0,0,0,0,4.9851,23.5,1.4862
2004-08-25,0,0,0,0,4.7566,24.04,1.2306
2004-08-26,0,0,0,0,4.4353,24.75,1.0381
2004-08-27,11.85448393,7.225806452,5.830065359,13,2.9559,25.5,0.9198
2004-08-28,1.634517766,0.23325062,0,4.15,3.7075,25.75,0.9577
2004-08-29,4.478849408,2.121588089,0,13.63,3.5733,26,1.0602
2004-08-30,27.84433164,28.36228288,34.32679739,26,3.0837,26.5,1.7354
2004-08-31,0,2.615384615,5.161220044,0,4.0688,26.25,2.3981
2004-09-01,16.75126904,6.434243176,1.727668845,32,3.1601,26,2.6505
2004-09-02,19.27072758,15.64019851,14.77995643,14.54,3.2771,23.25,2.4927
2004-09-03,0,0,0,0,4.6002,23.75,2.1772
2004-09-04,0,0,0,0,4.3933,24.75,1.8459
2004-09-05,0,0,0,0,4.4018,25.25,1.6092
2004-09-06,0,0,0,0,3.9493,25.5,1.3789
2004-09-07,15.97292724,17.31513648,17.10675381,16.07,2.4511,24.75,1.4878
2004-09-08,5.925549915,4.071960298,6.076252723,10,2.5849,25.75,1.625
2004-09-09,21.61590525,22.86104218,24.4248366,19.07,3.1797,26.25,1.909
2004-09-10,0,0,0,0,4.4019,25,2.1614
2004-09-11,1.225042301,0,0,4,3.0594,24.25,2.3823
2004-09-12,0,0,0,0,4.0574,22.79,2.4139
2004-09-13,0,0,0,0,4.4451,22,2.193
2004-09-14,0,0,0,0,3.92,22.5,1.8143
2004-09-15,13.10829103,13.19851117,12.21350763,12,2.441,23,1.5256
2004-09-16,0,0,0,0,3.8621,24.405,1.2479
2004-09-17,2.368866328,0,0,5,2.7815,25.5,1.0649
2004-09-18,17.01015228,16.49875931,18.93464052,16.37,3.3766,23.75,1.117
2004-09-19,6.795262267,7.312655087,7.664488017,6,2.5613,19,1.1848
2004-09-20,0,0,0,0,3.7585,18,1.1769
2004-09-21,0,0,0,0,3.7934,18.405,1.1486
2004-09-22,0,0,0,0,3.9969,20,1.1075
2004-09-23,0,0,0,0,4.0669,21.5,1.0255
2004-09-24,0,0,0,0,3.8974,22.5,0.8803
2004-09-25,0,0,0,0,3.7596,22.5,0.7368
2004-09-26,0,0,0,0,3.5871,22,0.6153
2004-09-27,4.389170897,2.29528536,1.784313725,5,2.6604,23.25,0.5317
2004-09-28,10.4213198,12.20347395,9.79956427,10,2.3935,25.25,0.5064
2004-09-29,1.248730964,1.034739454,1.679738562,0,3.5187,22.5,0.508
2004-09-30,0,0,0,0,3.4205,23.25,0.4922
2004-10-01,0,0,0,0,3.0497,23.75,0.5033
2004-10-02,3.30964467,7.94292804,6.156862745,0,3.1193,23.75,0.5222
2004-10-03,1.595600677,4.325062035,7.453159041,0,3.2037,22.75,0.5017
2004-10-04,0,0,0,0,3.0191,22.75,0.4891
2004-10-05,0,0,0,0,2.9035,20,0.4654
2004-10-06,0,0,0,0,2.7026,17.75,0.4354
2004-10-07,0,0,0,0,2.5112,15,0.3976
2004-10-08,0,0,0,0,2.5818,17.015,0.3518
2004-10-09,0,0,0,0,2.632,19.5,0.3108
2004-10-10,0,0,0,0,2.5871,20,0.2777
2004-10-11,0,0,0,0,2.3997,17.935,0.2477
2004-10-12,0,0,0,0,2.1907,14.905,0.2209
2004-10-13,0.023688663,0,0,4.63,1.9386,19,0.2051
2004-10-14,14.78341794,13.70967742,12.23093682,14.07,2.1853,20.25,0.1988
2004-10-15,9.028764805,1.545905707,1.498910675,10,1.855,18.75,0.2398
2004-10-16,16.50253807,11.99007444,10.05882353,0,2.3749,14.34,0.3644
2004-10-17,0,0,0,0,2.1832,14.5,0.4339
2004-10-18,0,0,0,0,2.1957,16.29,0.4591
2004-10-19,6.812182741,6.218362283,4.183006536,8,1.7895,21.5,0.4339
2004-10-20,1.306260575,1.037220844,0.071895425,1.07,2.1621,22.155,0.3723
2004-10-21,0,0,0,0,1.6968,18.27,0.3234
2004-10-22,0,0,0,0,1.7079,16,0.2919
2004-10-23,0,0,0,0,1.7453,13.5,0.2698
2004-10-24,0,0,0,0,1.6318,12.55,0.2556
2004-10-25,0,0.223325062,0.520697168,0,1.3947,14,0.2414
2004-10-26,0,0,0,0,1.6267,13.75,0.2303
2004-10-27,0,0,0,0,1.6214,13.25,0.2288
2004-10-28,0,0,0,0,1.5817,15,0.2177
2004-10-29,0,0,0,0,1.5143,15.5,0.2051
2004-10-30,0,0,0.137254902,0,1.5476,18.515,0.1988
2004-10-31,0,0,0,0,1.7958,22.5,0.1925
2004-11-01,0,0,0,0,1.8423,22.25,0.1862
2004-11-02,0,0,0,0,1.8057,22,0.1767
2004-11-03,0,0,0,0,1.5842,22.25,0.1704
2004-11-04,0,1.183622829,0.919389978,0,1.5335,20.25,0.1641
2004-11-05,6.27749577,6.456575682,6.045751634,6,1.2065,15.75,0.1751
2004-11-06,0,0,0,0,1.4793,11,0.1893
2004-11-07,0,0,0,0,1.4752,13.25,0.1862
2004-11-08,0,0,0,0,1.4063,14,0.1799
2004-11-09,0,0,0,0,1.1861,10,0.1767
2004-11-10,0,0,0,0,1.0136,6.75,0.172
2004-11-11,0,0,0,0,1.1066,10.25,0.1672
2004-11-12,5.546531303,2.851116625,0.690631808,5,1.053,15.155,0.1767
2004-11-13,46.26734349,49.99255583,48.95860566,46.37,1.2136,13.155,0.5127
2004-11-14,0,0,0,0,1.0672,6.5,1.0144
2004-11-15,0,0,0,0,1.0283,5.75,1.401
2004-11-16,0,0,0,0,1.0289,6.75,1.5572
2004-11-17,0,0,0,0,1.0632,8.5,1.5162
2004-11-18,0,0,0,0,1.0988,10.5,1.3079
2004-11-19,0,0,0,0,1.2055,14.25,1.0381
2004-11-20,0,0,0,0,1.2687,16.5,0.8314
2004-11-21,0,0,0,0,1.2167,17.02,0.6973
2004-11-22,0,0,0,0,1.1502,16.5,0.5932
2004-11-23,15.39932318,18.3101737,15.01525054,15,0.8817,16,0.5727
2004-11-24,5.255499154,7.583126551,7.017429194,5,1.0282,18,0.8046
2004-11-25,6.395939086,2.960297767,4.723311547,5,1.1272,17.75,1.0113
2004-11-26,0,0,0,0,0.961,8.5,1.0965
2004-11-27,0,0,0,0,0.9022,7,1.0539
2004-11-28,26.49576988,24.69478908,27.45533769,25,0.9531,12.265,1.1738
2004-11-29,0,0,0,0,0.9604,9,1.453
2004-11-30,0,0,0,0,0.8863,8,1.5729
2004-12-01,0,0,0,0,1.0543,12.75,1.5651
2004-12-02,0,0,0,0,0.8707,9.25,1.4404
2004-12-03,0,0,0,0,0.858,8.405,1.2874
2004-12-04,0,0,0,0,0.8291,7.75,1.1422
2004-12-05,0,0,0,0,0.8249,8.75,1.0208
2004-12-06,0,0,0,0,0.8973,10.75,0.9135
2004-12-07,0,0.188585608,0.102396514,0,1.0734,16.25,0.8235
2004-12-08,0,0,0,0,1.1485,19.27,0.7541
2004-12-09,0,0,0,0,1.0464,15.5,0.6958
2004-12-10,9.627749577,10.13151365,9.882352941,8.91,0.9637,18,0.7683
2004-12-11,7,6.188585608,4.48583878,0,1.0555,14.45,0.9119
2004-12-12,0,0,0,0,0.8132,7.5,0.9214
2004-12-13,0,0,0,0,0.8544,9.455,0.904
2004-12-14,0,0,0,0,0.7282,6,0.8377
2004-12-15,0,0,0,0,0.6252,1.155,0.7447
2004-12-16,0,0,0,0,0.5776,-0.5,0.6642
2004-12-17,0,0,0,0,0.6631,4,0.6027
2004-12-18,0,0,0,0,0.7503,7,0.5632
2004-12-19,0,0,0,0,0.7061,5.75,0.5285
2004-12-20,4.023688663,6.933002481,4.677559913,2,0.5784,-0.5,0.5017
2004-12-21,0,0,0,0,0.5709,-1,0.4733
2004-12-22,0,0,0,0,0.7192,6.5,0.4544
2004-12-23,4.736040609,5.344913151,3.762527233,5,0.9013,13,0.4559
2004-12-24,7.037225042,7.580645161,6.51416122,7,0.8456,10.905,0.5932
2004-12-25,0,0,0,0,0.6164,1.5,0.6532
2004-12-26,15.96446701,12.16377171,10.7167756,19,0.556,1,0.7257
2004-12-27,15.60575296,14.05459057,15.09803922,14,0.5506,-1.5,1.128
2004-12-28,0,0,0,0,0.6084,-1,1.2732
2004-12-29,0,0,0,0,0.7024,3,1.2748
2004-12-30,0,0,0,0,0.8256,8.25,1.1864
2004-12-31,0,0,0,0,0.7733,5.625,1.0634
2005-01-01,0,0,0,0,0.9595,12.25,0.945
2005-01-02,0,0,0,0,1.0124,13.25,0.8535
2005-01-03,0,0,0,0,1.0424,13.75,0.7888
2005-01-04,0,0,0,0,1.1203,15.25,0.7352
2005-01-05,0,0,0,0,1.2244,17.5,0.6894
2005-01-06,0,0,0,0,1.2067,18,0.6579
2005-01-07,0,0,0,0,1.2342,17.75,0.6279
2005-01-08,0,0,0,0,1.2004,16.615,0.5916
2005-01-09,0,0,0,0,1.1513,15.25,0.5585
2005-01-10,0,0,0,0,0.9522,9.75,0.5238
2005-01-11,0,0,0,0,1.0324,12,0.497
2005-01-12,0,0,0,0,1.0965,12.75,0.4765
2005-01-13,0,0,1.272331155,0,1.2525,16.5,0.4638
2005-01-14,5.693739425,2.851116625,7.708061002,0,1.333,19,0.5774
2005-01-15,28.48900169,30.45905707,29.56862745,27,0.9495,11,1.2306
2005-01-16,0,0,0,0,0.8012,4.45,1.5288
2005-01-17,5.324873096,6.722084367,2.309368192,8.37,0.6342,0.75,1.6566
2005-01-18,0,0,0,0,0.6968,-2.5,1.5935
2005-01-19,0,0,0,0,0.6337,-5.75,1.3805
2005-01-20,0,0,0,0,0.7401,-2,1.1754
2005-01-21,1.182741117,2.523573201,1.416122004,2,0.9324,4.5,1.0634
2005-01-22,0,0,0,0,0.8401,1.75,0.9734
2005-01-23,0.900169205,0.141439206,0,2.63,0.9203,3.5,0.9072
2005-01-24,0,0,0,0,0.7241,-4.25,0.8267
2005-01-25,0,0,0,0,0.8848,0,0.7447
2005-01-26,0,0,0,0,1.1141,6.06,0.6879
2005-01-27,0,0,0.061002179,0,1.2439,9.25,0.6453
2005-01-28,0,0,0,0,0.8903,-0.345,0.5948
2005-01-29,0,0,0,0,0.8195,-1.595,0.549
2005-01-30,16.91708968,16.62531017,15.35947712,18,0.8843,2.75,0.6169
2005-01-31,0,0,0,0,1.0096,4.5,0.8661
2005-02-01,0,0,0,0,1.0983,4.25,1.005
2005-02-02,0,0,0,0,1.155,4.25,0.9987
2005-02-03,0,0,0,0,1.1389,4.5,0.9261
2005-02-04,9.23857868,9.138957816,9.784313725,9,0.8275,4.5,0.9482
2005-02-05,0,0,0,0,1.2999,7,0.9924
2005-02-06,0,0,0,0,1.4783,8,0.9687
2005-02-07,0,0,0,0,1.5168,8.75,0.9072
2005-02-08,0,0,0,0,1.625,10.25,0.8251
2005-02-09,0,0,0.538126362,0,1.8048,13.25,0.7462
2005-02-10,6.443316413,5.59057072,5.54248366,6,1.3995,13.655,0.7242
2005-02-11,0,0,0,0,1.4311,5,0.7068
2005-02-12,0,0,0,0,1.4253,4.25,0.6626
2005-02-13,0,0,0,0,1.7303,9.25,0.6185
2005-02-14,0,0.58560794,0.427015251,0,1.8944,11.79,0.5727
2005-02-15,1.85786802,0.945409429,1.11328976,2,1.8486,12.865,0.5396
2005-02-16,0,0,0,0,2.0014,13.955,0.5222
2005-02-17,2.077834179,1.900744417,0.845315904,2,2.002,13,0.5049
2005-02-18,0,0,0,0,1.6154,4.89,0.497
2005-02-19,0,0,0,0,1.5033,2.75,0.4765
2005-02-20,0,0,0,0,1.6855,6.5,0.4481
2005-02-21,2.370558376,1.426799007,1.895424837,2,1.684,11.25,0.4323
2005-02-22,4.289340102,3.46898263,3.581699346,3,1.5691,12.905,0.4496
2005-02-23,0,0,0,0,2.0674,12.5,0.4575
2005-02-24,18.32994924,16.79900744,17.81917211,19,1.5797,10.5,0.5538
2005-02-25,7.86463621,6.099255583,6.213507625,6,1.1288,4.655,1.0444
2005-02-26,0,0,0,0,1.5817,2,1.4152
2005-02-27,0,0,0,0,1.816,5,1.4799
2005-02-28,18.16920474,17.55583127,16.4204793,19,1.3024,6.34,1.4767
2005-03-01,2.426395939,1.086848635,1.204793028,2.37,1.2369,7,1.6408
2005-03-02,0,0,0,0,1.8012,4,1.6881
2005-03-03,0,0,0,0,1.8576,2.75,1.6092
2005-03-04,0,0,0,0,1.9738,3.25,1.4104
2005-03-05,0,0,0,0,2.3324,8.79,1.188
2005-03-06,2.886632826,3.071960298,2.250544662,3,1.9756,8.5,1.0034
