"Date","P","E","MVII_Q_sim"
2005-01-25,0.8,0.4979846,0.798802642780382
2005-01-26,0,0.439901,0.626321593980176
2005-01-27,0,0.4464809,0.487978833618742
2005-01-28,0,0.4250468,0.385339355054363
2005-01-29,0,0.5114991,0.306752182961977
2005-01-30,0.09,0.4399706,0.24986529705497
2005-01-31,0.78,0.4875022,0.23886939814061
2005-02-01,1.74,0.6468565,0.284507260726221
2005-02-02,1.62,0.7295738,0.329469534681622
2005-02-03,1.58,0.7273596,0.362987053173791
2005-02-04,1.55,0.7654879,0.386730464017945
2005-02-05,0,0.6740511,0.319803987857142
2005-02-06,0,0.5420755,0.246526033473413
2005-02-07,0.03,0.5622185,0.195151366145269
2005-02-08,0,0.5549156,0.15544117361047
2005-02-09,0,0.5920999,0.12462268155874
2005-02-10,0.04,0.6052468,0.102490389747026
2005-02-11,11.21,0.782225,0.666704778736333
2005-02-12,7.9,1.006207,1.24206095027723
2005-02-13,10.86,1.13618,1.74317531231127
2005-02-14,8.73,0.6962438,2.01770114659162
2005-02-15,8.43,0.692138,2.09773475035682
2005-02-16,0.33,0.6141471,1.61530425675964
2005-02-17,0.11,0.5508775,1.10948553386946
2005-02-18,0,0.5539304,0.824665571131697
2005-02-19,0.44,0.5415132,0.659179338584779
2005-02-20,4.57,0.6248027,0.774805413590957
2005-02-21,1.55,0.6320815,0.773394778760349
2005-02-22,0.58,0.5840309,0.640532957197486
2005-02-23,0.6,0.5496272,0.529001491414346
2005-02-24,0,0.4561931,0.417256946742971
2005-02-25,0.32,0.4425995,0.342610803287898
2005-02-26,0,0.4348168,0.274516583223683
2005-02-27,0.6,0.4946571,0.24819349341729
2005-02-28,0.36,0.5022481,0.222474044109744
2005-03-01,0,0.3873481,0.181315712535946
2005-03-05,0.23,0.5887297,0.156448176516127
2005-03-06,4.94,0.6015626,0.378787051095445
2005-03-07,0.49,0.5458912,0.40344618630641
2005-03-08,0.94,0.6820855,0.361365133630903
2005-03-09,1.4,0.839284,0.366522160416698
2005-03-10,1.3,0.8456676,0.373527223777765
2005-03-11,0.43,0.8152473,0.328612990419473
2005-03-12,0.34,0.838068,0.276039596827213
2005-03-13,4.26,0.8197186,0.449302373325956
2005-03-14,0.09,0.8383325,0.423959928173186
2005-03-15,0,0.9326511,0.315546224660922
2005-03-16,0,0.9829395,0.241975759121688
2005-03-17,0,1.411184,0.189497813039615
2005-03-18,0,1.589331,0.150404590915832
2005-03-19,0,1.507555,0.120513872897972
2005-03-20,0,1.502384,0.0972776895040005
2005-03-21,0,1.472723,0.0790117795201764
2005-03-22,0,1.40291,0.0645381273686373
2005-03-23,1.43,1.498569,0.119536126222869
2005-03-24,0,1.70044,0.109369532358083
2005-03-25,2.74,1.542112,0.223029330166645
2005-03-26,0,1.616185,0.211654882022538
2005-03-27,0.41,1.450103,0.185766587891251
2005-03-28,0.13,1.625386,0.157847881838096
2005-03-29,2.35,1.619739,0.245808935911902
2005-03-30,0.8,1.605759,0.26754065338366
2005-03-31,5.6,1.557586,0.527388403097161
2005-04-01,0,1.604459,0.504990969306695
2005-04-02,0,1.462536,0.362972397979777
2005-04-03,0,1.440072,0.27428185638919
2005-04-04,0,1.586499,0.212938114427725
2005-04-05,0,1.552986,0.168043324180995
2005-04-06,2.32,1.541074,0.250392969918203
2005-04-07,6.78,1.396284,0.606404349906876
2005-04-08,3.63,1.530486,0.817810442948968
2005-04-09,6.71,1.224065,1.07370162866802
2005-04-10,0.52,1.093089,0.937812097673762
2005-04-11,0.39,1.224756,0.676125678884694
2005-04-12,0,1.451623,0.503976918625016
2005-04-13,0,1.538495,0.384119840340838
2005-04-14,0,1.675045,0.299661198320432
2005-04-15,0,1.745112,0.236954968749848
2005-04-16,4.33,1.592329,0.412319104341021
2005-04-17,1.58,1.512652,0.482513734932681
2005-04-18,0.2,1.785537,0.400265580259532
2005-04-19,0.17,1.748204,0.315161586452965
2005-04-20,5.69,1.599067,0.559801442379863
2005-04-21,0.44,1.423264,0.561638199178954
2005-04-22,0,1.379885,0.414104373934386
2005-04-23,0,1.460161,0.312187727672412
2005-04-24,2.18,1.509001,0.357877070262328
2005-04-25,0.33,1.940844,0.329099529086601
2005-04-26,7.72,1.824589,0.694718653694528
2005-04-27,8.3,1.884232,1.22158437160984
2005-04-28,0.76,1.886999,1.09044958830348
2005-04-29,0,1.817897,0.742340286335706
2005-04-30,1.08,2.491382,0.601214312682168
2005-05-01,0,2.654647,0.473610438581788
2005-05-02,0,2.979977,0.363814597980898
2005-05-03,0.07,2.734749,0.28868016312553
2005-05-04,5.47,2.253556,0.52094507089754
2005-05-05,4.04,1.959461,0.74644546876296
2005-05-06,0.18,1.966407,0.636671888228409
2005-05-07,1.99,1.840794,0.577234634365737
2005-05-08,11.17,1.538772,1.15642578762607
2005-05-09,0.32,1.431704,1.13163543878078
2005-05-10,0,1.499452,0.75302885670896
2005-05-11,0.08,1.527832,0.552338595860187
2005-05-12,0,1.616271,0.42205424848364
2005-05-13,0.1,1.963023,0.334163040307188
2005-05-14,0,2.134367,0.265117111195347
2005-05-15,16.04,2.091104,1.13615916568294
2005-05-16,0.86,2.068168,1.32321002734289
2005-05-17,0,2.115844,0.858349529882514
2005-05-18,0,1.993742,0.610502235530219
2005-05-19,0.03,1.84385,0.462263152598626
2005-05-20,0,2.129164,0.359090512456597
2005-05-21,10.91,2.984589,0.903579719081845
2005-05-22,0,2.696783,0.939081647545775
2005-05-23,0,2.48452,0.635398259337962
2005-05-24,0.2,2.461813,0.479814971192189
2005-05-25,0,2.439509,0.37062164891976
2005-05-26,0,3.291149,0.289299398315906
2005-05-27,0,3.752751,0.228857718292565
2005-05-28,0.05,4.226289,0.185106806263186
2005-05-29,0.05,4.319947,0.151530176501218
2005-05-30,12.94,4.156369,0.83139040768237
2005-05-31,1.46,2.537844,1.03649932141348
2005-06-01,0.23,2.296298,0.728183329911697
2005-06-02,0,2.706445,0.523086697279651
2005-06-03,0,3.043817,0.393143641048162
2005-06-04,3.33,3.260307,0.486050797659187
2005-06-05,1.08,2.522418,0.494750485459149
2005-06-06,0,2.289379,0.390394942903719
2005-06-07,2.65,2.518276,0.443642700190438
2005-06-08,0,2.14433,0.385550137065787
2005-06-09,0,2.289801,0.292636768503851
2005-06-10,0,2.503968,0.22775925403012
2005-06-11,0,2.648957,0.179973759302264
2005-06-12,0,2.54047,0.143673520046381
2005-06-13,0,2.333608,0.11556967151561
2005-06-14,0,2.605817,0.0935402855980732
2005-06-15,0,2.823523,0.0761236457758054
2005-06-16,0,3.095813,0.0622669044344578
2005-06-17,0,3.523176,0.0511882881583233
2005-06-18,0.03,3.933271,0.0436488818978431
2005-06-19,0.03,4.415076,0.037734300941601
2005-06-20,0,4.288468,0.0316038841459176
2005-06-21,0,4.673518,0.0264844395761151
2005-06-22,0.04,4.772464,0.0240865520724295
2005-06-23,0,4.534642,0.0205423918085261
2005-06-24,0,4.682284,0.0174781741775565
2005-06-25,0.03,5.340871,0.0162722594975817
2005-06-26,1.11,4.299456,0.0627531837152484
2005-06-27,0,4.406134,0.0577763842631855
2005-06-28,0,4.518274,0.047583600742019
2005-06-29,0,4.98642,0.0393839292190496
2005-06-30,2.01,4.218043,0.124189620055931
2005-07-01,2.51,3.436428,0.242565826495314
2005-07-02,2.69,3.093486,0.368173995003923
2005-07-03,2.75,3.373674,0.479118713673698
2005-07-04,0,4.070348,0.405397296641721
2005-07-05,4.95,3.306112,0.578893378444307
2005-07-06,0.16,2.719457,0.536297466138173
2005-07-07,11.16,2.822993,1.05812168133699
2005-07-08,8.05,2.484864,1.56302652208569
2005-07-09,8.76,2.743725,1.81717811087249
2005-07-10,0,3.170881,1.41583658888665
2005-07-11,2,3.857578,1.06916865746619
2005-07-12,0,4.588746,0.822173626368818
2005-07-13,0,4.193992,0.617235296352703
2005-07-14,0,4.556277,0.47810280615837
2005-07-15,0,4.689089,0.376322898496895
2005-07-16,0,4.450485,0.299013671029047
2005-07-17,0,4.211437,0.239072243940656
2005-07-18,0,4.029562,0.192029522850597
2005-07-19,3.24,3.882426,0.312695638158275
2005-07-20,1.48,3.19517,0.36880516869258
2005-07-21,6.02,2.886899,0.644461905939992
2005-07-22,0,2.960662,0.601208281912024
2005-07-23,0.11,3.049948,0.438085987048505
2005-07-24,0,3.209504,0.332774997015757
2005-07-25,8.18,3.193089,0.710657669978539
2005-07-26,3.12,3.480394,0.897527438575421
2005-07-27,0.16,3.439533,0.700634799547495
2005-07-28,1.46,4.334658,0.589284377464286
2005-07-29,3.98,4.477613,0.695778747401806
2005-07-30,16.48,3.663631,1.63956460281033
2005-07-31,2.37,3.064103,1.73951447224358
2005-08-01,3.14,2.728464,1.35155014801132
2005-08-02,0,3.112624,1.00944898150168
2005-08-03,0,3.147316,0.732197819763752
2005-08-04,0.35,2.867621,0.57753390467459
2005-08-05,0,2.868614,0.45506907265558
2005-08-06,5.47,2.5858,0.653071970043885
2005-08-07,0,2.442183,0.604191584973256
2005-08-08,3.93,2.238373,0.673391364984398
2005-08-09,0.38,2.33656,0.603827650214738
2005-08-10,0,2.587624,0.454132766320238
2005-08-11,0,2.605904,0.347605518804291
2005-08-12,2.64,2.491075,0.410790452642207
2005-08-13,0,2.714198,0.359912308521367
2005-08-14,0,2.682147,0.277140680008235
2005-08-15,13.68,2.459687,0.994540377761028
2005-08-16,3.24,2.452757,1.28120628351985
2005-08-17,0,3.099506,0.909967529169094
2005-08-18,0,3.126107,0.635731928313228
2005-08-19,0,3.283715,0.475780608552799
2005-08-20,0.68,2.803069,0.403810839829441
2005-08-21,0,2.626738,0.325412985492286
2005-08-22,0,2.588151,0.256460103248213
2005-08-23,0,2.943487,0.204119298610764
2005-08-24,0.97,2.549504,0.210877497397908
2005-08-25,0.03,2.660715,0.180247743040891
2005-08-26,4.24,2.348806,0.359422198435327
2005-08-27,0,2.122388,0.345867140776276
2005-08-28,0,2.173436,0.262300188107501
2005-08-29,0,2.540396,0.204064817263742
2005-08-30,0,2.784911,0.161269360549144
2005-08-31,0,3.151083,0.128821759724017
2005-09-01,0,3.454235,0.103735634878731
2005-09-02,0,2.969024,0.0840893985376961
2005-09-03,0,3.078266,0.0685640782217097
2005-09-04,0.03,2.997457,0.0575836639374858
2005-09-05,0.03,3.13647,0.048978050643288
2005-09-06,0.06,3.023247,0.0433980867188344
2005-09-07,4.47,3.103573,0.24707034846489
2005-09-08,0,3.144351,0.252974362289811
2005-09-09,0,3.193396,0.194959688832495
2005-09-10,8.96,2.936333,0.637057569114361
2005-09-11,3.53,2.710608,0.881872290268368
2005-09-12,0.99,2.545185,0.742910925580996
2005-09-13,2.24,2.49724,0.675487265123369
2005-09-14,0,2.562524,0.537240881889802
2005-09-15,0.03,2.23683,0.401924761717696
2005-09-16,0.91,2.673458,0.358103445449343
2005-09-17,8.84,2.069236,0.786883041784817
2005-09-18,0,1.635706,0.775714816662933
2005-09-19,0,1.576464,0.540711503827256
2005-09-20,0,1.598641,0.403526062941168
2005-09-21,0,1.659914,0.311236113740124
2005-09-22,0,1.688629,0.24446226794592
2005-09-23,0,1.763874,0.194201017124895
2005-09-24,0,1.836622,0.155490632145481
2005-09-25,0,1.970443,0.125249554744151
2005-09-26,0.1,2.072422,0.106070017624608
2005-09-27,0,2.098127,0.0869102756139703
2005-09-28,0.38,2.107799,0.0883555599343867
2005-09-29,2.12,1.840451,0.174712665162764
2005-09-30,2.11,1.626438,0.269111458960346
2005-10-01,1.19,1.46649,0.301908813773753
2005-10-02,6.97,1.711256,0.638158834849124
2005-10-03,2.11,1.495578,0.743530508612367
2005-10-04,0,1.52791,0.563811642657566
2005-10-05,0,1.784045,0.410381790847615
2005-10-06,0,2.027596,0.312379144882912
2005-10-07,0,2.041108,0.24351639542179
2005-10-08,0,2.00324,0.192573142464116
2005-10-09,0,1.791158,0.153757774897065
2005-10-10,0,1.651373,0.123645487133185
2005-10-11,0,1.661337,0.100010029992958
2005-10-12,0,1.590911,0.0813080223790607
2005-10-13,0,1.62495,0.0664220496237379
2005-10-14,0,1.50876,0.0545190178449208
2005-10-15,0,1.456775,0.0449652115352267
2005-10-16,0,1.358171,0.0372717807281427
2005-10-17,0,1.379401,0.0310578437487972
2005-10-18,0,1.207543,0.0260244730023801
2005-10-19,0.07,1.184507,0.024995400256777
2005-10-20,5.79,1.236701,0.291606227263922
2005-10-21,2.08,1.521519,0.424714167722101
2005-10-22,19.97,1.701719,1.58507568100488
2005-10-23,4.47,1.730524,1.955025428761
2005-10-24,0.92,1.514964,1.35968733247954
2005-10-25,0,1.368209,0.941217596165725
2005-10-26,0.84,1.68172,0.739520896754605
2005-10-27,0,1.751443,0.578574439049043
2005-10-28,0.03,1.709431,0.450340985565356
2005-10-29,0,1.723678,0.355064282093515
2005-10-30,0,1.571635,0.282203228745548
2005-10-31,0,1.531022,0.225709824964449
2005-11-01,0.43,1.626909,0.201954539315388
2005-11-02,16.79,1.390835,1.102023481046
2005-11-03,9.61,1.239053,1.89654105151248
2005-11-04,0.04,1.5933,1.45569382693776
2005-11-05,4.76,1.381366,1.2481896469567
2005-11-06,2.16,1.086596,1.13574721653021
2005-11-07,0,1.118102,0.857925261862002
2005-11-08,1.96,1.00812,0.748587278621492
2005-11-09,0,1.213065,0.605105768576386
2005-11-10,0.44,0.9936017,0.487499336596237
2005-11-11,0,1.051076,0.386742644041895
2005-11-12,0.69,1.050091,0.340207045259679
2005-11-13,0.35,0.9528222,0.295912853299778
2005-11-14,0.78,1.148047,0.278403293991934
2005-11-15,0,0.9672437,0.23011847948878
2005-11-16,5.97,0.8645967,0.497256824671995
2005-11-17,2.47,0.8156803,0.639873436356998
2005-11-18,0.13,0.7428913,0.519742670614314
2005-11-19,0,0.721917,0.384026263291173
2005-11-20,0,0.584867,0.293152971043187
2005-11-21,0,0.5666367,0.22890915604383
2005-11-22,0.13,0.7606092,0.187733795503099
2005-11-23,0,0.5914326,0.151243514868698
2005-11-24,0.03,0.6131673,0.122978235063911
2005-11-25,2.51,0.6668969,0.222156761715132
2005-11-26,0.2,0.568899,0.21790988346626
2005-11-27,2.1,0.5638723,0.282433122195107
2005-11-28,1.01,0.5914569,0.305025206923543
2005-11-29,3.98,0.6221925,0.469846546737245
2005-11-30,0.06,0.6370068,0.43106499872488
2005-12-01,0,0.5939674,0.318068757881705
2005-12-02,0,0.5795554,0.243043799133199
2005-12-03,10.96,0.6093981,0.808232883906076
2005-12-04,10.68,0.835227,1.57532890549942
2005-12-05,20.54,0.8852936,2.79023786877444
2005-12-06,0.86,0.780482,2.4349778277667
2005-12-07,0.42,0.7203354,1.49590445085346
2005-12-08,0.22,0.7266342,1.07729418599068
2005-12-09,5.11,0.6792817,1.12112487699581
2005-12-10,0,0.641126,0.958564832558863
2005-12-11,0,0.5554378,0.709274610848513
2005-12-12,0,0.4978358,0.545831502719103
2005-12-13,0.04,0.6092603,0.430245135080434
2005-12-14,0.06,0.6748322,0.344601542174669
2005-12-15,0.58,0.6955155,0.304746344001512
2005-12-16,0.39,0.6871021,0.269761501337935
2005-12-17,6.98,0.7945831,0.597466994301765
2005-12-18,4.19,0.5647568,0.867499920906943
2005-12-19,0,0.5699394,0.708788907708247
2005-12-20,2.13,0.5453842,0.628878651410037
2005-12-21,0,0.5635263,0.508831584992994
2005-12-22,0,0.5792199,0.380835294871236
2005-12-23,0.09,0.5903021,0.298962745239774
2005-12-24,0,0.6611409,0.236082641086045
2005-12-25,0,0.7195387,0.187450115676222
2005-12-26,0.06,0.689492,0.153009977910561
2005-12-27,3.57,0.5497398,0.304471102602266
2005-12-28,1.71,0.4394627,0.391455213809239
2005-12-29,0.69,0.4475311,0.365266017782996
2005-12-30,0.27,0.3878605,0.302259905609361
2005-12-31,9.99,0.4179907,0.822212671747893
2006-01-01,1.66,0.6755196,0.96409373418469
2006-01-02,3.85,0.6891219,0.925820618291267
2006-01-03,0,0.7122377,0.73959679770203
2006-01-04,0,0.5916529,0.524769736963676
2006-01-05,0,0.5178823,0.394937891589001
2006-01-06,0.59,0.5177258,0.337721204185203
2006-01-07,0,0.4401883,0.273290272603985
2006-01-08,0,0.4579959,0.215665949071844
2006-01-09,0,0.5305783,0.171892700833164
2006-01-10,0,0.4316201,0.13799392282106
2006-01-11,0,0.4481434,0.111417688913142
2006-01-12,3.3,0.4999456,0.253608642958066
2006-01-13,0.57,0.6123654,0.279947637334325
2006-01-14,0,0.541813,0.224088774027207
2006-01-15,0,0.4790324,0.174557005459544
2006-01-16,0,0.391807,0.138142206761209
2006-01-17,0.57,0.463781,0.138835251879859
2006-01-18,18.58,0.7064641,1.22812964240373
2006-01-19,0.82,0.716875,1.49738971737984
2006-01-20,0,0.6305717,0.915267148558404
2006-01-21,2.95,0.8116945,0.818637350187976
2006-01-22,1.28,0.7315867,0.745582581903613
2006-01-23,0,0.6536101,0.572380857110451
2006-01-24,0,0.4829788,0.430316731849765
2006-01-25,0,0.4536762,0.333253897616761
2006-01-26,0.42,0.4885271,0.284323411915684
2006-01-27,0.11,0.5368626,0.236582540403518
2006-01-28,0,0.4089335,0.189651099492245
2006-01-29,0.1,0.5597329,0.15688688830477
2006-01-30,0,0.7826701,0.127329658666213
2006-01-31,0,0.6719809,0.103010303507381
2006-02-01,0,0.6150579,0.0837347323934597
2006-02-02,0,0.5432889,0.0683751731641138
2006-02-03,0.03,0.4630497,0.0574650846662704
2006-02-04,0,0.4412431,0.0475214200176053
2006-02-05,0,0.650513,0.0393232498449041
2006-02-06,0.5,0.6916068,0.0553215920310096
2006-02-07,0.03,0.7817963,0.0502011055337631
2006-02-08,0.45,0.7870484,0.0623604746602553
2006-02-09,2.95,0.7915451,0.197693563885144
2006-02-10,3.55,0.6819946,0.395290095345674
2006-02-11,0.36,0.7195751,0.389556185390753
2006-02-12,0,0.7037867,0.293126797797869
2006-02-13,2.59,0.6666952,0.366873786367356
2006-02-14,0.07,0.6449706,0.331143702150934
2006-02-15,0.27,0.7748904,0.265072161581283
2006-02-16,22.04,0.9732111,1.6153622946702
2006-02-17,8.62,1.034805,2.49425186223435
2006-02-18,1.93,0.9502857,1.84028403164278
2006-02-19,12.73,0.9093604,2.11548367970039
2006-02-20,1.49,0.9871904,1.92747310184233
2006-02-21,1.27,0.9610401,1.36336845086806
2006-02-22,0.92,0.8301464,1.06163584829259
2006-02-23,0.03,0.7976961,0.811803757171622
2006-02-24,0,0.7065107,0.621184131954975
2006-02-25,0,0.7650482,0.485482784602208
2006-02-26,0,0.7348837,0.384039304832504
2006-02-27,0,0.5994329,0.306039345298681
2006-02-28,0.4,0.594277,0.265178815324818
2006-03-01,3.36,0.7213423,0.393568114158119
2006-03-02,0.39,0.6346496,0.390512217660981
2006-03-03,0.54,0.6573148,0.335329526095962
2006-03-04,8.84,0.6795819,0.799037798038647
2006-03-05,0,0.5950798,0.822457618113504
2006-03-06,0.59,0.5040029,0.587882808987935
2006-03-07,2.9,0.5969318,0.618187159769516
2006-03-08,0.15,0.775813,0.53152748009863
2006-03-09,11.44,0.8606969,1.12626614259734
2006-03-10,7.09,1.154469,1.65835500056518
2006-03-11,2.47,0.9804657,1.43991290172429
2006-03-12,2.76,0.8441187,1.19028835754761
2006-03-13,0.03,0.6025251,0.899472930485221
2006-03-14,0,0.6547178,0.647985653789846
2006-03-15,0,0.7655962,0.49165524519907
2006-03-16,0,0.8944366,0.382708004157746
2006-03-17,0,0.8028612,0.302116580981565
2006-03-18,0,0.9173837,0.240588527889622
2006-03-19,0,0.9993356,0.192760097224578
2006-03-20,0,1.104287,0.155167633969792
2006-03-21,0.26,1.142912,0.137974378508018
2006-03-22,2.34,1.023736,0.231433200679234
2006-03-23,0.22,1.014172,0.230123788555277
2006-03-24,0,1.107618,0.183180993439496
2006-03-25,7.77,1.273506,0.587873848604508
2006-03-26,9.73,1.683638,1.31654791636128
2006-03-27,2.62,1.950993,1.36096159009749
2006-03-28,4.06,1.834449,1.21094607083131
2006-03-29,4.41,1.489434,1.23869993457066
2006-03-30,2.53,1.371952,1.1434890495248
2006-03-31,25.72,1.717335,2.76574134709148
2006-04-01,14.39,1.762839,3.94543182035864
2006-04-02,4.83,1.549207,3.09135478817263
2006-04-03,6.34,1.504987,2.49430811020012
2006-04-04,4.98,1.340376,2.2398982349021
2006-04-05,0,1.231758,1.67722433150891
2006-04-06,0,1.136354,1.18733970235729
2006-04-07,0,1.141842,0.899848944163426
2006-04-08,0,1.253996,0.701061709498935
2006-04-09,0,1.356024,0.55356306909029
2006-04-10,0.09,1.452778,0.445191153702378
2006-04-11,0,1.360654,0.356962805664278
2006-04-12,0,1.227348,0.286180039838197
2006-04-13,0.74,1.471256,0.267178794409589
2006-04-14,1.65,1.417903,0.310219991019067
2006-04-15,2.45,1.73055,0.412497015747408
2006-04-16,3.92,1.78059,0.612896398182956
2006-04-17,17.49,1.836359,1.81463724899365
2006-04-18,0,1.865053,1.83179439722454
2006-04-19,0,1.712098,1.04801254516797
2006-04-20,0,1.5832,0.728048533441265
