"Date","P","E","MXII_Q_sim"
2005-01-23,0.09,0.6219703,0.432573077101548
2005-01-24,0.58,0.5759695,0.323356995679795
2005-01-25,0.8,0.4979846,0.248661271406827
2005-01-26,0,0.439901,0.192657790072815
2005-01-27,0,0.4464809,0.148610605747615
2005-01-28,0,0.4250468,0.117060056080684
2005-01-29,0,0.5114991,0.0944306449972533
2005-01-30,0.09,0.4399706,0.0782432430977519
2005-01-31,0.78,0.4875022,0.0676864606620103
2005-02-01,1.74,0.6468565,0.0654347310015759
2005-02-02,1.62,0.7295738,0.0698847886755775
2005-02-03,1.58,0.7273596,0.0757522607554719
2005-02-04,1.55,0.7654879,0.0814756056908808
2005-02-05,0,0.6740511,0.0775427717104399
2005-02-06,0,0.5420755,0.0656350900510418
2005-02-07,0.03,0.5622185,0.057073021121039
2005-02-08,0,0.5549156,0.0508636687908491
2005-02-09,0,0.5920999,0.0462894524945801
2005-02-10,0.04,0.6052468,0.0429388843357828
2005-02-11,11.21,0.782225,0.133158228194456
2005-02-12,7.9,1.006207,0.282821340047175
2005-02-13,10.86,1.13618,0.410440903662257
2005-02-14,8.73,0.6962438,0.52199117863042
2005-02-15,8.43,0.692138,0.580050454323495
2005-02-16,0.33,0.6141471,0.528893479106275
2005-02-17,0.11,0.5508775,0.393478027300068
2005-02-18,0,0.5539304,0.294334985135846
2005-02-19,0.44,0.5415132,0.224039797754476
2005-02-20,4.57,0.6248027,0.208152350650762
2005-02-21,1.55,0.6320815,0.209512864958044
2005-02-22,0.58,0.5840309,0.17783555550518
2005-02-23,0.6,0.5496272,0.146127602671917
2005-02-24,0,0.4561931,0.120065576958446
2005-02-25,0.32,0.4425995,0.0991419968292128
2005-02-26,0,0.4348168,0.0841552682219945
2005-02-27,0.6,0.4946571,0.0737080812949209
2005-02-28,0.36,0.5022481,0.066983630640594
2005-03-01,0,0.3873481,0.0606565925396119
2005-03-05,0.23,0.5887297,0.0555015821335782
2005-03-06,4.94,0.6015626,0.0850726629477791
2005-03-07,0.49,0.5458912,0.11095214552785
2005-03-08,0.94,0.6820855,0.0984596657403213
2005-03-09,1.4,0.839284,0.0940197776186008
2005-03-10,1.3,0.8456676,0.0927242589867393
2005-03-11,0.43,0.8152473,0.0861040502976824
2005-03-12,0.34,0.838068,0.0753297576992621
2005-03-13,4.26,0.8197186,0.0946473231025046
2005-03-14,0.09,0.8383325,0.11003589057242
2005-03-15,0,0.9326511,0.0903559052091724
2005-03-16,0,0.9829395,0.0758573395657544
2005-03-17,0,1.411184,0.0653958152799133
2005-03-18,0,1.589331,0.0578170299870821
2005-03-19,0,1.507555,0.0522970359527208
2005-03-20,0,1.502384,0.048247691448919
2005-03-21,0,1.472723,0.0452491723001129
2005-03-22,0,1.40291,0.0430017988761593
2005-03-23,1.43,1.498569,0.0424402489298292
2005-03-24,0,1.70044,0.0420235260429417
2005-03-25,2.74,1.542112,0.0462451580154195
2005-03-26,0,1.616185,0.0496091753195652
2005-03-27,0.41,1.450103,0.0458591484465127
2005-03-28,0.13,1.625386,0.0431270852663675
2005-03-29,2.35,1.619739,0.0447780644764022
2005-03-30,0.8,1.605759,0.0470748355121384
2005-03-31,5.6,1.557586,0.0764936772993479
2005-04-01,0,1.604459,0.0988639337320847
2005-04-02,0,1.462536,0.0805224604774162
2005-04-03,0,1.440072,0.0673318238864513
2005-04-04,0,1.586499,0.0578188111649499
2005-04-05,0,1.552986,0.0509318388751852
2005-04-06,2.32,1.541074,0.0494501902746828
2005-04-07,6.78,1.396284,0.0960358206490012
2005-04-08,3.63,1.530486,0.154611156912193
2005-04-09,6.71,1.224065,0.21084526403014
2005-04-10,0.52,1.093089,0.230965852271451
2005-04-11,0.39,1.224756,0.178695358146852
2005-04-12,0,1.451623,0.13873869955652
2005-04-13,0,1.538495,0.109103673788982
2005-04-14,0,1.675045,0.0878505658142921
2005-04-15,0,1.745112,0.0725814269591836
2005-04-16,4.33,1.592329,0.076497943527954
2005-04-17,1.58,1.512652,0.085219893255198
2005-04-18,0.2,1.785537,0.0759999398195788
2005-04-19,0.17,1.748204,0.0642105741457576
2005-04-20,5.69,1.599067,0.0845010859170711
2005-04-21,0.44,1.423264,0.102102660422411
2005-04-22,0,1.379885,0.0836137426992118
2005-04-23,0,1.460161,0.0692063398618466
2005-04-24,2.18,1.509001,0.0625080877713153
2005-04-25,0.33,1.940844,0.0581459306917604
2005-04-26,7.72,1.824589,0.100785514928748
2005-04-27,8.3,1.884232,0.209470824034801
2005-04-28,0.76,1.886999,0.241975754424851
2005-04-29,0,1.817897,0.185370962255003
2005-04-30,1.08,2.491382,0.143054806901953
2005-05-01,0,2.654647,0.11281232814857
2005-05-02,0,2.979977,0.0902844116103931
2005-05-03,0.07,2.734749,0.0741093307272162
2005-05-04,5.47,2.253556,0.0829235836272724
2005-05-05,4.04,1.959461,0.112550439506442
2005-05-06,0.18,1.966407,0.113708382927972
2005-05-07,1.99,1.840794,0.095307851093167
2005-05-08,11.17,1.538772,0.183521153475893
2005-05-09,0.32,1.431704,0.250841574713537
2005-05-10,0,1.499452,0.190441974872895
2005-05-11,0.08,1.527832,0.146107659892563
2005-05-12,0,1.616271,0.114364528645131
2005-05-13,0.1,1.963023,0.0915755882274662
2005-05-14,0,2.134367,0.0752111994363324
2005-05-15,16.04,2.091104,0.204850608093365
2005-05-16,0.86,2.068168,0.310860658869216
2005-05-17,0,2.115844,0.235416356160991
2005-05-18,0,1.993742,0.178671175861385
2005-05-19,0.03,1.84385,0.138063823680153
2005-05-20,0,2.129164,0.1089744016636
2005-05-21,10.91,2.984589,0.15890797026682
2005-05-22,0,2.696783,0.199936998934066
2005-05-23,0,2.48452,0.153415685907914
2005-05-24,0.2,2.461813,0.120129826889549
2005-05-25,0,2.439509,0.0962676708472314
2005-05-26,0,3.291149,0.0791023726049183
2005-05-27,0,3.752751,0.0667469966456506
2005-05-28,0.05,4.226289,0.0578264313822069
2005-05-29,0.05,4.319947,0.0513587254023336
2005-05-30,12.94,4.156369,0.128133287678794
2005-05-31,1.46,2.537844,0.192954544136575
2005-06-01,0.23,2.296298,0.15246368830323
2005-06-02,0,2.706445,0.119406520450029
2005-06-03,0,3.043817,0.0955172630978012
2005-06-04,3.33,3.260307,0.0829185485414876
2005-06-05,1.08,2.522418,0.0751163968517467
2005-06-06,0,2.289379,0.0646495177353419
2005-06-07,2.65,2.518276,0.0597344329923145
2005-06-08,0,2.14433,0.0564113862121726
2005-06-09,0,2.289801,0.0500298661261021
2005-06-10,0,2.503968,0.0453780819147162
2005-06-11,0,2.648957,0.0419619340035164
2005-06-12,0,2.54047,0.0394287264878541
2005-06-13,0,2.333608,0.0375266969667844
2005-06-14,0,2.605817,0.0360761290891429
2005-06-15,0,2.823523,0.0349487327962271
2005-06-16,0,3.095813,0.0340529260153539
2005-06-17,0,3.523176,0.0333233287869528
2005-06-18,0.03,3.933271,0.0327134425874189
2005-06-19,0.03,4.415076,0.0321899142723343
2005-06-20,0,4.288468,0.0317285242005457
2005-06-21,0,4.673518,0.0313123286749387
2005-06-22,0.04,4.772464,0.0309297202357106
2005-06-23,0,4.534642,0.0305716892378526
2005-06-24,0,4.682284,0.0302317362948636
2005-06-25,0.03,5.340871,0.0299059408485837
2005-06-26,1.11,4.299456,0.0298485616119155
2005-06-27,0,4.406134,0.0297457983586163
2005-06-28,0,4.518274,0.0293161717997159
2005-06-29,0,4.98642,0.0289294611721051
2005-06-30,2.01,4.218043,0.0295396522933574
2005-07-01,2.51,3.436428,0.0324810221739292
2005-07-02,2.69,3.093486,0.0376021680441406
2005-07-03,2.75,3.373674,0.043074825695783
2005-07-04,0,4.070348,0.0430261885618203
2005-07-05,4.95,3.306112,0.0503772005232423
2005-07-06,0.16,2.719457,0.0565739065119086
2005-07-07,11.16,2.822993,0.122720832718583
2005-07-08,8.05,2.484864,0.239104728780785
2005-07-09,8.76,2.743725,0.318188013232783
2005-07-10,0,3.170881,0.312103645037823
2005-07-11,2,3.857578,0.233497145668921
2005-07-12,0,4.588746,0.177432067454278
2005-07-13,0,4.193992,0.135489157985065
2005-07-14,0,4.556277,0.105462944747214
2005-07-15,0,4.689089,0.0839436912745388
2005-07-16,0,4.450485,0.0684975318689695
2005-07-17,0,4.211437,0.0573871738160768
2005-07-18,0,4.029562,0.0493725356719205
2005-07-19,3.24,3.882426,0.0468330276100276
2005-07-20,1.48,3.19517,0.0462978844045719
2005-07-21,6.02,2.886899,0.0661653732530108
2005-07-22,0,2.960662,0.0809221049639106
2005-07-23,0.11,3.049948,0.0660143349132632
2005-07-24,0,3.209504,0.0552931714767785
2005-07-25,8.18,3.193089,0.0842737774940442
2005-07-26,3.12,3.480394,0.116178458163465
2005-07-27,0.16,3.439533,0.10032921799818
2005-07-28,1.46,4.334658,0.0805254836385449
2005-07-29,3.98,4.477613,0.0716174261601821
2005-07-30,16.48,3.663631,0.195307901863645
2005-07-31,2.37,3.064103,0.295460515115651
2005-08-01,3.14,2.728464,0.237711688452828
2005-08-02,0,3.112624,0.189076152803057
2005-08-03,0,3.147316,0.14393822714215
2005-08-04,0.35,2.867621,0.1116714311613
2005-08-05,0,2.868614,0.0885547165353004
2005-08-06,5.47,2.5858,0.0896642311975089
2005-08-07,0,2.442183,0.0917452834879221
2005-08-08,3.93,2.238373,0.085614178168983
2005-08-09,0.38,2.33656,0.0823888113964016
2005-08-10,0,2.587624,0.067797369363647
2005-08-11,0,2.605904,0.0569222859892605
2005-08-12,2.64,2.491075,0.0522624147446561
2005-08-13,0,2.714198,0.0490996769546443
2005-08-14,0,2.682147,0.0433514484558356
2005-08-15,13.68,2.459687,0.141346712848142
2005-08-16,3.24,2.452757,0.234968390872188
2005-08-17,0,3.099506,0.193685295114612
2005-08-18,0,3.126107,0.147199730715435
2005-08-19,0,3.283715,0.113929907302374
2005-08-20,0.68,2.803069,0.09023068909005
2005-08-21,0,2.626738,0.0732379927694962
2005-08-22,0,2.588151,0.0608768480467911
2005-08-23,0,2.943487,0.0519683539405692
2005-08-24,0.97,2.549504,0.04582770426232
2005-08-25,0.03,2.660715,0.0413869172303643
2005-08-26,4.24,2.348806,0.0484440557619401
2005-08-27,0,2.122388,0.054221261767546
2005-08-28,0,2.173436,0.0468947393766742
2005-08-29,0,2.540396,0.041583980200645
2005-08-30,0,2.784911,0.0377128684532411
2005-08-31,0,3.151083,0.0348701668911679
2005-09-01,0,3.454235,0.0327623280361855
2005-09-02,0,2.969024,0.0311798110014571
2005-09-03,0,3.078266,0.0299730385676008
2005-09-04,0.03,2.997457,0.0290354449088947
2005-09-05,0.03,3.13647,0.0282907982246444
2005-09-06,0.06,3.023247,0.0276850972534556
2005-09-07,4.47,3.103573,0.0362430379449201
2005-09-08,0,3.144351,0.0429799392245749
2005-09-09,0,3.193396,0.0380236268240169
2005-09-10,8.96,2.936333,0.0799074228644392
2005-09-11,3.53,2.710608,0.127604147718355
2005-09-12,0.99,2.545185,0.115570577432355
2005-09-13,2.24,2.49724,0.0955278449902251
2005-09-14,0,2.562524,0.079814131001666
2005-09-15,0.03,2.23683,0.0644191534631486
2005-09-16,0.91,2.673458,0.0536366179987755
2005-09-17,8.84,2.069236,0.0993503776150028
2005-09-18,0,1.635706,0.135753976445869
2005-09-19,0,1.576464,0.104499432609664
2005-09-20,0,1.598641,0.0821148137486425
2005-09-21,0,1.659914,0.0660622591569118
2005-09-22,0,1.688629,0.0545302459919957
2005-09-23,0,1.763874,0.0462257087305115
2005-09-24,0,1.836622,0.0402256548136313
2005-09-25,0,1.970443,0.0358712484499433
2005-09-26,0.1,2.072422,0.0326953214111272
2005-09-27,0,2.098127,0.0303584183398412
2005-09-28,0.38,2.107799,0.0286652634336143
2005-09-29,2.12,1.840451,0.029881473523063
2005-09-30,2.11,1.626438,0.0351996281743767
2005-10-01,1.19,1.46649,0.0388013420939914
2005-10-02,6.97,1.711256,0.0822810421806277
2005-10-03,2.11,1.495578,0.125078220949045
2005-10-04,0,1.52791,0.107751481985308
2005-10-05,0,1.784045,0.0839265468073273
2005-10-06,0,2.027596,0.0668509455423079
2005-10-07,0,2.041108,0.0545936812501579
2005-10-08,0,2.00324,0.0457764087388935
2005-10-09,0,1.791158,0.0394152636315253
2005-10-10,0,1.651373,0.0348079605458414
2005-10-11,0,1.661337,0.0314532041974069
2005-10-12,0,1.590911,0.0289931653461167
2005-10-13,0,1.62495,0.0271724203416816
2005-10-14,0,1.50876,0.0258086423243675
2005-10-15,0,1.456775,0.0247716807132386
2005-10-16,0,1.358171,0.0239686282226046
2005-10-17,0,1.379401,0.0233331617536773
2005-10-18,0,1.207543,0.0228179339623472
2005-10-19,0.07,1.184507,0.022391301609153
2005-10-20,5.79,1.236701,0.0497652370105454
2005-10-21,2.08,1.521519,0.0802110838186746
2005-10-22,19.97,1.701719,0.272819029949045
2005-10-23,4.47,1.730524,0.450550990127822
2005-10-24,0.92,1.514964,0.369670073237492
2005-10-25,0,1.368209,0.275512957749192
2005-10-26,0.84,1.68172,0.205429088761533
2005-10-27,0,1.751443,0.155391582925757
2005-10-28,0.03,1.709431,0.11868450681556
2005-10-29,0,1.723678,0.0924065337254812
2005-10-30,0,1.571635,0.0735695799662732
2005-10-31,0,1.531022,0.0600484776066065
2005-11-01,0.43,1.626909,0.0503973650299246
2005-11-02,16.79,1.390835,0.192354358205012
2005-11-03,9.61,1.239053,0.401899208961774
2005-11-04,0.04,1.5933,0.399789637507308
2005-11-05,4.76,1.381366,0.324736549583252
2005-11-06,2.16,1.086596,0.286526028176226
2005-11-07,0,1.118102,0.228047464370868
2005-11-08,1.96,1.00812,0.17952273304518
2005-11-09,0,1.213065,0.145372980913936
2005-11-10,0.44,0.9936017,0.113434111443404
2005-11-11,0,1.051076,0.0905853298402694
2005-11-12,0.69,1.050091,0.0741482553404928
2005-11-13,0.35,0.9528222,0.0625841063105795
2005-11-14,0.78,1.148047,0.0543607781013358
2005-11-15,0,0.9672437,0.0482209388184253
2005-11-16,5.97,0.8645967,0.0795306597537983
2005-11-17,2.47,0.8156803,0.122300350482442
2005-11-18,0.13,0.7428913,0.115643295925833
2005-11-19,0,0.721917,0.0919418642697455
2005-11-20,0,0.584867,0.0743752066947615
2005-11-21,0,0.5666367,0.0617495754332199
2005-11-22,0.13,0.7606092,0.0527299566246009
2005-11-23,0,0.5914326,0.0462129440278767
2005-11-24,0.03,0.6131673,0.041400411744593
2005-11-25,2.51,0.6668969,0.0448954168540161
2005-11-26,0.2,0.568899,0.0482616254975502
2005-11-27,2.1,0.5638723,0.0526417278516752
2005-11-28,1.01,0.5914569,0.0607700384265431
2005-11-29,3.98,0.6221925,0.0897565795069716
2005-11-30,0.06,0.6370068,0.108094225028486
2005-12-01,0,0.5939674,0.0857564823935505
2005-12-02,0,0.5795554,0.0694231864081549
2005-12-03,10.96,0.6093981,0.162758192443268
2005-12-04,10.68,0.835227,0.355765449593349
2005-12-05,20.54,0.8852936,0.635238151604524
2005-12-06,0.86,0.780482,0.733558569243808
2005-12-07,0.42,0.7203354,0.544299271825195
2005-12-08,0.22,0.7266342,0.403061451967936
2005-12-09,5.11,0.6792817,0.342934578101393
2005-12-10,0,0.641126,0.302485601402794
2005-12-11,0,0.5554378,0.22754671078559
2005-12-12,0,0.4978358,0.173940415721544
2005-12-13,0.04,0.6092603,0.135613630559066
2005-12-14,0.06,0.6748322,0.108195618509786
2005-12-15,0.58,0.6955155,0.089068338936282
2005-12-16,0.39,0.6871021,0.0756942390873901
2005-12-17,6.98,0.7945831,0.12003048981055
2005-12-18,4.19,0.5647568,0.19790960658174
2005-12-19,0,0.5699394,0.198296882103007
2005-12-20,2.13,0.5453842,0.169421688608671
2005-12-21,0,0.5635263,0.149971305015979
2005-12-22,0,0.5792199,0.118404104063092
2005-12-23,0.09,0.5903021,0.095935408484164
2005-12-24,0,0.6611409,0.079799679424532
2005-12-25,0,0.7195387,0.0679833329737562
2005-12-26,0.06,0.689492,0.0594647879094532
2005-12-27,3.57,0.5497398,0.0702913463969639
2005-12-28,1.71,0.4394627,0.0907645716185276
2005-12-29,0.69,0.4475311,0.0922707995904665
2005-12-30,0.27,0.3878605,0.0825917934860332
2005-12-31,9.99,0.4179907,0.183924971381931
2006-01-01,1.66,0.6755196,0.278505141481377
2006-01-02,3.85,0.6891219,0.265594729971644
2006-01-03,0,0.7122377,0.243174817401291
2006-01-04,0,0.5916529,0.185186907677371
2006-01-05,0,0.5178823,0.143680396801457
2006-01-06,0.59,0.5177258,0.115308112295117
2006-01-07,0,0.4401883,0.0950494956381824
2006-01-08,0,0.4579959,0.0790138803550846
2006-01-09,0,0.5305783,0.0674571340661699
2006-01-10,0,0.4316201,0.059098482687534
2006-01-11,0,0.4481434,0.0530237036332215
2006-01-12,3.3,0.4999456,0.0632947337398931
2006-01-13,0.57,0.6123654,0.0738655861993925
2006-01-14,0,0.541813,0.0657432223017548
2006-01-15,0,0.4790324,0.0574824310308862
2006-01-16,0,0.391807,0.0514813923365842
2006-01-17,0.57,0.463781,0.0480041626909836
2006-01-18,18.58,0.7064641,0.255862286613507
2006-01-19,0.82,0.716875,0.425755423060723
2006-01-20,0,0.6305717,0.322470983278572
2006-01-21,2.95,0.8116945,0.263314315584182
2006-01-22,1.28,0.7315867,0.231173935337891
2006-01-23,0,0.6536101,0.185886494811008
2006-01-24,0,0.4829788,0.144311625457735
2006-01-25,0,0.4536762,0.114520513894299
2006-01-26,0.42,0.4885271,0.093910724402912
2006-01-27,0.11,0.5368626,0.0792934725363401
2006-01-28,0,0.4089335,0.0679371704724425
2006-01-29,0.1,0.5597329,0.0596328812308934
2006-01-30,0,0.7826701,0.0536011150910344
2006-01-31,0,0.6719809,0.0491124301699121
2006-02-01,0,0.6150579,0.0458009660766241
2006-02-02,0,0.5432889,0.0433308618414035
2006-02-03,0.03,0.4630497,0.041464494330326
2006-02-04,0,0.4412431,0.040028155834145
2006-02-05,0,0.650513,0.0388973677748139
2006-02-06,0.5,0.6916068,0.0381899378229922
2006-02-07,0.03,0.7817963,0.0376064051375936
2006-02-08,0.45,0.7870484,0.0370883491626651
2006-02-09,2.95,0.7915451,0.0477435604865097
2006-02-10,3.55,0.6819946,0.0836674133188168
2006-02-11,0.36,0.7195751,0.101301549695094
2006-02-12,0,0.7037867,0.0842247748984029
2006-02-13,2.59,0.6666952,0.0856029719050883
2006-02-14,0.07,0.6449706,0.0879566468437506
2006-02-15,0.27,0.7748904,0.0735315653679825
2006-02-16,22.04,0.9732111,0.326148030369346
2006-02-17,8.62,1.034805,0.628964088855095
2006-02-18,1.93,0.9502857,0.58859633227319
2006-02-19,12.73,0.9093604,0.609632581989172
2006-02-20,1.49,0.9871904,0.630896994883478
2006-02-21,1.27,0.9610401,0.485442344394673
2006-02-22,0.92,0.8301464,0.373805400026023
2006-02-23,0.03,0.7976961,0.285686139324075
2006-02-24,0,0.7065107,0.21746411230785
2006-02-25,0,0.7650482,0.168542661724569
2006-02-26,0,0.7348837,0.13349084327725
2006-02-27,0,0.5994329,0.108340422067225
2006-02-28,0.4,0.594277,0.0904800077252602
2006-03-01,3.36,0.7213423,0.0934794372815899
2006-03-02,0.39,0.6346496,0.0979123983868486
2006-03-03,0.54,0.6573148,0.0858289296687662
2006-03-04,8.84,0.6795819,0.171995566048932
2006-03-05,0,0.5950798,0.238998651701526
2006-03-06,0.59,0.5040029,0.186973952895274
2006-03-07,2.9,0.5969318,0.175381920821042
2006-03-08,0.15,0.775813,0.166200982962829
2006-03-09,11.44,0.8606969,0.268869454839535
2006-03-10,7.09,1.154469,0.435861222469806
2006-03-11,2.47,0.9804657,0.43931121910297
2006-03-12,2.76,0.8441187,0.380578056820017
2006-03-13,0.03,0.6025251,0.315333897044362
2006-03-14,0,0.6547178,0.239817537519479
2006-03-15,0,0.7655962,0.185587220120027
2006-03-16,0,0.8944366,0.146735171496295
2006-03-17,0,0.8028612,0.118861486044304
2006-03-18,0,0.9173837,0.0988255136392086
2006-03-19,0,0.9993356,0.0843854561384915
2006-03-20,0,1.104287,0.0739411127146439
2006-03-21,0.26,1.142912,0.0663964140377316
2006-03-22,2.34,1.023736,0.0666837063960767
2006-03-23,0.22,1.014172,0.0674729073263572
2006-03-24,0,1.107618,0.0617236705291556
2006-03-25,7.77,1.273506,0.120720291230741
2006-03-26,9.73,1.683638,0.278325372356069
2006-03-27,2.62,1.950993,0.349143969401187
2006-03-28,4.06,1.834449,0.313449459451926
2006-03-29,4.41,1.489434,0.310854277954039
2006-03-30,2.53,1.371952,0.298351384352852
2006-03-31,25.72,1.717335,0.597688431267005
2006-04-01,14.39,1.762839,1.0079647271376
2006-04-02,4.83,1.549207,0.994015593922041
2006-04-03,6.34,1.504987,0.856617092466021
2006-04-04,4.98,1.340376,0.763759380474576
2006-04-05,0,1.231758,0.624282688831566
2006-04-06,0,1.136354,0.465157961195812
2006-04-07,0,1.141842,0.351381769933703
2006-04-08,0,1.253996,0.269977110650745
2006-04-09,0,1.356024,0.211681027244027
