Date,P,E,T,Q
1986-05-12,0,1.9261,21.765,0.0167
1986-05-13,0,1.9203,22.245,0.0176
1986-05-14,0,2.0742,22.02,0.0167
1986-05-15,0,2.017,22.415,0.0167
1986-05-16,0,2.0005,22.36,0.0167
1986-05-17,0,1.9766,22.805,0.0158
1986-05-18,0,1.8838,23.23,0.0158
1986-05-19,39.69,1.2168,22.505,0.0232
1986-05-20,42.8,2.9556,21.975,0.0269
1986-05-21,0,4.7989,21.725,0.0213
1986-05-22,0,2.9115,20.15,0.0167
1986-05-23,0,2.7369,21.145,0.0158
1986-05-24,0,2.8485,22.87,0.0148
1986-05-25,0,2.9101,24.325,0.0139
1986-05-26,0,2.7752,25.295,0.0139
1986-05-27,0,2.6472,25.865,0.0139
1986-05-28,0,2.4452,25.78,0.0139
1986-05-29,0,2.5914,25.565,0.0139
1986-05-30,0.12,2.6456,26.545,0.0139
1986-05-31,2.46,2.2235,27.12,0.0139
1986-06-01,0,3.9314,26.79,0.0139
1986-06-02,0,2.722,27.055,0.0222
1986-06-03,0,2.5713,27.58,0.0222
1986-06-04,0,2.4414,27.795,0.0167
1986-06-05,0,2.1765,26.53,0.0232
1986-06-06,0,2.2755,26.335,0.0287
1986-06-07,0,2.3932,27.735,0.0213
1986-06-08,0,2.4492,27.78,0.0176
1986-06-09,0,2.3645,27.75,0.0167
1986-06-10,0,2.3983,27.975,0.0167
1986-06-11,7.28,1.8542,28,0.0259
1986-06-12,2.92,4.228,27.97,0.0259
1986-06-13,0,4.1395,28.07,0.0176
1986-06-14,5.98,2.0864,26.83,0.0269
1986-06-15,9.35,5.1975,26.465,0.0528
1986-06-16,0.31,5.5683,25.91,0.1019
1986-06-17,0,2.6613,27.75,0.2038
1986-06-18,3.4,2.1196,27.9,0.0927
1986-06-19,0,4.2579,27.045,0.2594
1986-06-20,0.01,2.1097,25.77,0.2872
1986-06-21,1.03,2.3925,26.235,0.1668
1986-06-22,0,2.9572,27.545,0.1204
1986-06-23,0,2.2535,26.71,0.1019
1986-06-24,0,2.3256,27.045,0.0815
1986-06-25,3.15,1.975,27.775,0.063
1986-06-26,0,4.1983,28.105,0.05
1986-06-27,0,2.3536,28.32,0.0408
1986-06-28,0.73,2.2487,28.35,0.0584
1986-06-29,0,2.6784,28.025,0.0602
1986-06-30,6.66,1.6079,27.725,0.0435
1986-07-01,0.41,4.9755,27.46,0.0352
1986-07-02,10.2,1.9574,28.3,0.0324
1986-07-03,17.07,4.2056,27,0.0408
1986-07-04,0,5.7616,26.505,0.0528
1986-07-05,0,2.3135,27.325,0.0815
1986-07-06,4.48,1.6793,26.23,0.1575
1986-07-07,0,4.7933,26.105,0.2038
1986-07-08,0,2.2679,27.655,0.1575
1986-07-09,0,2.3027,27.99,0.1204
1986-07-10,0,2.1293,28.185,0.0927
1986-07-11,0,1.955,28.535,0.0899
1986-07-12,20.43,1.5829,27.94,0.0927
1986-07-13,0,5.2022,27.705,0.0862
1986-07-14,0,2.4456,27.275,0.076
1986-07-15,12.39,1.7803,28.715,0.0658
1986-07-16,0,5.9043,28.98,0.0574
1986-07-17,4.15,2.3168,27.625,0.051
1986-07-18,0,4.7192,28.02,0.0435
1986-07-19,0,2.2655,28.97,0.0371
1986-07-20,0,2.0336,30.015,0.0315
1986-07-21,19.6,1.7253,29.82,0.0259
1986-07-22,9.95,4.4831,29.065,0.0259
1986-07-23,39.38,4.2258,28.135,0.0287
1986-07-24,28.29,3.7118,26.655,0.0296
1986-07-25,0,4.9252,27.145,0.0269
1986-07-26,8.57,2.1216,28.11,0.1019
1986-07-27,1.72,4.367,26.985,0.4262
1986-07-28,10.72,2.9156,27.73,0.5837
1986-07-29,0,5.2674,28.215,0.63
1986-07-30,0,3.1801,28.585,0.5374
1986-07-31,0,3.0196,29.67,0.4262
1986-08-01,0,2.8353,30.665,0.3243
1986-08-02,0,2.9413,30.1,0.278
1986-08-03,0,2.8172,27.61,0.4447
1986-08-04,13.17,2.1448,28.035,0.4818
1986-08-05,14.53,4.157,26.925,0.5188
1986-08-06,9.09,4.225,26.87,0.4633
1986-08-07,18.37,4.0836,26.585,0.5466
1986-08-08,0,5.393,27.465,0.6115
1986-08-09,3.77,2.3296,26.95,0.6949
1986-08-10,2,4.5489,27.11,1.1581
1986-08-11,10.75,3.0938,27.145,0.9543
1986-08-12,29.57,3.6773,26.34,0.8802
1986-08-13,34.28,3.4511,26.13,3.53
1986-08-14,9.67,3.2753,26,3.6041
1986-08-15,11.09,3.2496,26.165,3.9747
1986-08-16,4.51,3.5304,26.43,3.7523
1986-08-17,0,4.7326,27.84,3.4188
1986-08-18,0,3.4403,28,2.7239
1986-08-19,0,3.2501,27.89,2.4552
1986-08-20,29.57,2.5376,27.11,3.2798
1986-08-21,15.81,3.545,25.82,3.4281
1986-08-22,4.51,3.5665,25.735,3.984
1986-08-23,0,4.708,27.265,3.1686
1986-08-24,0,3.5244,28.74,2.5757
1986-08-25,0,3.2105,28.975,2.029
1986-08-26,17.8,2.6116,28.16,1.6584
1986-08-27,25.12,3.7542,27.25,1.3898
1986-08-28,22.4,3.525,26.19,1.1303
1986-08-29,44.6,3.1536,23.27,2.0754
1986-08-30,35.62,2.3394,18.96,3.3354
1986-08-31,6.61,2.4358,21.205,4.4379
1986-09-01,16.54,3.0419,24.665,4.6418
1986-09-02,17.94,3.3494,26.325,4.0766
1986-09-03,3.65,3.8853,26.01,3.4188
1986-09-04,4.17,3.5537,26.085,3.4095
1986-09-05,14.46,3.701,27.26,3.5948
1986-09-06,0,4.4948,27.645,3.2705
1986-09-07,0,3.828,26.615,2.5849
1986-09-08,0,3.6396,26.51,2.0754
1986-09-09,0,3.445,25.84,1.7511
1986-09-10,0,3.2403,25.78,1.5473
1986-09-11,0,3.2558,26.015,1.2693
1986-09-12,5.56,2.5817,26.78,1.0377
1986-09-13,0,4.2142,26.79,0.8802
1986-09-14,0,3.3352,24.9,0.6949
1986-09-15,0,2.9254,25.76,0.6578
1986-09-16,0,2.7242,26.115,0.5374
1986-09-17,0,2.7464,26.56,0.4447
1986-09-18,5.14,2.4112,26.075,0.3613
1986-09-19,0,4.0292,25,0.2872
1986-09-20,0,2.8743,25.38,0.2316
1986-09-21,0,2.8907,25.51,0.176
1986-09-22,0,2.8646,27.22,0.1482
1986-09-23,3.32,2.2047,26.04,0.1297
1986-09-24,0,3.8943,25.915,0.1112
1986-09-25,0,2.6768,26.39,0.0908
1986-09-26,0,2.6059,26.775,0.0778
1986-09-27,0,2.5692,27.125,0.0676
1986-09-28,0,2.6372,27.66,0.0584
1986-09-29,0,2.5504,27.75,0.051
1986-09-30,0,2.3384,27.035,0.0454
1986-10-01,0,2.3233,26.775,0.0398
1986-10-02,29.61,1.9124,27.12,0.0389
1986-10-03,0,3.8257,26.82,0.038
1986-10-04,0,2.6865,26.5,0.0343
1986-10-05,0,2.3297,27.12,0.0315
1986-10-06,0,2.2445,27.42,0.0296
1986-10-07,0,2.2727,25.54,0.0287
1986-10-08,0,2.1594,25.37,0.0278
1986-10-09,6.52,1.7184,25.25,0.0296
1986-10-10,17.63,2.466,24.555,0.0361
1986-10-11,24.4,2.1688,23.965,0.0324
1986-10-12,0,2.5449,23.03,0.0315
1986-10-13,0,2.0373,24.34,0.0324
1986-10-14,9.97,1.4982,25.035,0.038
1986-10-15,13.09,2.2506,20.535,0.0519
1986-10-16,0,2.6944,15.925,0.0547
1986-10-17,0,1.9648,15.57,0.0445
1986-10-18,0,1.8044,16.615,0.0361
1986-10-19,0,1.7303,17.245,0.0315
1986-10-20,0,1.6552,14.175,0.0278
1986-10-21,0,1.6286,14.395,0.0259
1986-10-22,0,1.6234,15.21,0.0241
1986-10-23,0,1.6503,16.7,0.0232
1986-10-24,0,1.6234,20.32,0.0232
1986-10-25,11.62,1.0878,20.875,0.0306
1986-10-26,18.93,1.8037,19.88,0.038
1986-10-27,0,2.274,19.55,0.0306
1986-10-28,0,1.7729,17.475,0.0306
1986-10-29,0,1.371,17.495,0.0306
1986-10-30,0,1.205,17.37,0.0287
1986-10-31,0,1.1978,20.035,0.0278
1986-11-01,0,1.1689,20.1,0.0278
1986-11-02,0,1.2389,19.025,0.0278
1986-11-03,0,1.3267,17.805,0.0278
1986-11-04,0,1.4506,19.82,0.0278
1986-11-05,0,1.3964,21.25,0.0269
1986-11-06,0,1.322,22.41,0.0269
1986-11-07,0,1.3218,23.75,0.0278
1986-11-08,0,1.4046,23.05,0.0269
1986-11-09,0,1.4429,22.815,0.0259
1986-11-10,0,1.4045,22.665,0.0259
1986-11-11,0,1.3501,23.525,0.0259
1986-11-12,0,1.2843,24.03,0.025
1986-11-13,0,1.2011,20.36,0.0241
1986-11-14,0,0.9315,13.115,0.0232
1986-11-15,0,0.7045,10.84,0.0241
1986-11-16,3.43,0.8835,16.655,0.0269
1986-11-17,2.58,1.4452,21.76,0.0296
1986-11-18,36.04,1.3522,24,0.0352
1986-11-19,0,1.707,22.49,0.0528
1986-11-20,6.5,1.2878,22.05,0.0639
1986-11-21,6.22,1.5346,16.9,0.0602
1986-11-22,0,1.5577,12.715,0.051
1986-11-23,0,1.3397,15.905,0.0482
1986-11-24,0,1.3237,20.945,0.0445
1986-11-25,0,1.2282,22.505,0.0389
1986-11-26,20.9,0.9505,22.705,0.0537
1986-11-27,16.08,1.4505,17.46,0.0917
1986-11-28,10.49,1.1818,15.9,0.1112
1986-11-29,38.11,0.9967,16.775,0.4447
1986-11-30,28.18,1.0501,19.23,3.1223
1986-12-01,9.11,1.1237,19.035,7.7363
1986-12-02,0.98,1.3922,17.165,7.8567
1986-12-03,0,1.3334,12.32,6.8746
1986-12-04,0,1.0294,9.5,5.7628
1986-12-05,0,0.9672,10.22,4.7066
1986-12-06,0,0.967,9.86,3.7709
1986-12-07,0,0.9896,11.605,3.0852
1986-12-08,0,1.1186,15.74,2.5571
1986-12-09,20.4,1.0278,19.19,2.1587
1986-12-10,25.39,1.191,20.505,2.3811
1986-12-11,31.11,1.207,20.935,7.7455
1986-12-12,22.27,1.2871,18.18,12.5078
1986-12-13,0,1.2322,10.405,13.8975
1986-12-14,0,1.071,9.75,12.1372
1986-12-15,0,1.0132,12.765,9.265
1986-12-16,5.99,0.8584,14.69,7.1618
1986-12-17,0.11,1.2266,16.53,6.05
1986-12-18,0,1.1694,17.62,5.1884
1986-12-19,3.99,0.9952,15.62,4.3453
1986-12-20,5.34,1.1149,13.675,3.6411
1986-12-21,0,1.2264,11.84,3.0852
1986-12-22,3.49,0.9904,11.84,2.6313
1986-12-23,25.21,0.9972,10.63,3.0575
1986-12-24,9.02,1.2258,15.345,4.3916
1986-12-25,0,1.2409,12.45,4.3731
1986-12-26,0,0.9879,8.855,3.9654
1986-12-27,0,1.0428,10.965,3.4373
1986-12-28,0,1.0607,11.315,2.937
1986-12-29,0,0.9684,9.38,2.5108
1986-12-30,0,0.971,9.75,2.1495
1986-12-31,1.1,0.9036,9.3,1.8993
1987-01-01,26.19,0.7579,8.98,4.3453
1987-01-02,0,1.0655,6.815,5.4015
1987-01-03,0,0.977,5.665,5.4664
1987-01-04,28.67,0.8507,8.185,5.2347
1987-01-05,8.82,1.0394,9.05,5.6794
1987-01-06,0,1.2642,10.445,5.7628
1987-01-07,0,1.2299,12.42,5.3181
1987-01-08,0,1.1848,13.22,4.5954
1987-01-09,0,1.1176,12.325,3.8913
1987-01-10,17,0.9349,13.33,3.6967
1987-01-11,0,1.1995,7.8,3.984
1987-01-12,0,1.0045,4.875,3.7153
1987-01-13,0,1.1184,9.405,3.2983
1987-01-14,0,1.1651,11.395,2.8629
1987-01-15,11.48,1.0568,14.065,2.6035
1987-01-16,25.29,1.0969,16.355,3.5485
1987-01-17,18.25,0.9555,15.555,9.3577
1987-01-18,3.29,1.2494,17.28,11.118
1987-01-19,17.04,1.4271,17.815,10.9327
1987-01-20,0,1.3425,10.87,9.9136
1987-01-21,8.08,0.8315,8.36,8.32
1987-01-22,18.74,0.8607,6.725,7.3564
1987-01-23,0,1.152,3.94,6.9302
1987-01-24,0,1.2286,5.855,6.1798
1987-01-25,10.24,1.1881,13.265,5.6239
1987-01-26,0,1.5795,11.005,5.4293
1987-01-27,0,1.0697,3.005,4.9197
1987-01-28,0,1.2359,6.42,4.2526
1987-01-29,0,1.4502,11.745,3.6597
1987-01-30,1.37,1.5773,15.62,3.1872
1987-01-31,0,1.6889,13.185,2.8166
1987-02-01,0,1.4448,10.26,2.4552
1987-02-02,7.58,1.3139,14.065,2.168
1987-02-03,0,1.8666,13.35,2.0198
1987-02-04,0,1.5784,13.615,1.8067
1987-02-05,7.04,1.0547,13.615,1.677
1987-02-06,3.31,0.9897,11.01,1.7511
1987-02-07,5.79,1.0666,11.365,1.7696
1987-02-08,2.09,1.7782,10.82,1.9271
1987-02-09,0,1.883,9.73,1.7974
1987-02-10,0,1.4216,5.135,1.6028
1987-02-11,0,1.5391,7.905,1.4083
1987-02-12,0,1.6647,10.84,1.2322
1987-02-13,0,1.8266,13.95,1.0933
1987-02-14,0,1.8196,14.005,0.9543
1987-02-15,0,1.791,17.79,0.8431
1987-02-16,36.09,1.5319,17.52,2.0105
1987-02-17,0,2.2149,14.59,3.5022
1987-02-18,0,1.5986,11.585,4.1322
1987-02-19,0,1.6515,8.625,3.9747
1987-02-20,0,1.7062,11.365,3.4651
1987-02-21,17.11,1.4494,13.08,3.7801
1987-02-22,22.35,1.2303,11.82,4.651
1987-02-23,31.2,1.7094,12.05,7.2823
1987-02-24,2.12,1.886,11.995,7.9864
1987-02-25,3.66,1.4786,13.045,7.5047
1987-02-26,1.15,1.8619,13.955,6.4392
1987-02-27,0,1.7685,14.37,5.4664
1987-02-28,9.1,1.6928,16.115,4.6325
1987-03-01,16.58,2.1674,17.21,4.8734
1987-03-02,0,2.6595,13.315,4.7993
1987-03-03,0,2.55,12.605,4.2897
1987-03-04,0,2.481,15.67,3.6134
1987-03-05,0,2.3889,13.765,2.9833
1987-03-06,0,2.2896,13.815,2.4645
1987-03-07,11.9,1.5171,13.53,2.1865
1987-03-08,13.8,1.6733,15.475,3.2057
1987-03-09,2.43,2.3058,16.615,3.6319
1987-03-10,0,2.8279,15,3.5114
1987-03-11,0,2.2102,13.475,3.0667
1987-03-12,3.02,1.2832,9.09,2.7517
1987-03-13,0,2.6216,8.43,2.4738
1987-03-14,0,2.4218,11.115,2.168
1987-03-15,0,2.566,12.855,1.8715
1987-03-16,0,2.6875,15.98,1.6028
1987-03-17,0,2.7331,16.935,1.3712
1987-03-18,10.17,2.2748,18.295,1.8345
1987-03-19,55.62,2.3917,18.555,6.1983
1987-03-20,0,3.6057,17.47,7.4305
1987-03-21,0,3.6055,16.575,7.1248
1987-03-22,0,3.0103,18.01,6.0037
1987-03-23,0,3.0397,18.795,4.9012
1987-03-24,0.36,2.5562,20.18,3.9098
1987-03-25,2.19,2.0437,20.625,3.252
1987-03-26,9.94,2.2198,21.705,2.8073
1987-03-27,24.96,1.7675,20.18,2.8536
1987-03-28,21.71,2.1857,20.785,4.197
1987-03-29,28.89,2.6746,21.985,5.2903
1987-03-30,48.58,2.6011,17.755,13.1563
1987-03-31,23.75,2.9795,12.375,23.7184
1987-04-01,0,3.0504,7.375,24.5523
1987-04-02,0,3.3335,9.96,18.3447
1987-04-03,5.71,2.2655,12.895,11.6739
1987-04-04,0,3.2182,7.92,7.903
1987-04-05,0,2.6566,7.865,5.9111
1987-04-06,0,2.9681,11.595,4.5862
1987-04-07,0,3.0751,13.965,3.6226
1987-04-08,0,3.1246,14.835,2.9185
1987-04-09,0,3.1073,15.95,2.3718
1987-04-10,0,3.2763,18,1.9271
1987-04-11,0,3.1687,18.34,1.5565
1987-04-12,0,3.1844,18.75,1.2508
1987-04-13,0,3.258,20.32,1.0099
1987-04-14,0.27,2.911,21.155,0.8246
1987-04-15,0,2.744,19.765,0.6949
1987-04-16,0,2.9913,18.03,0.5837
1987-04-17,0,2.9971,16.645,0.4725
1987-04-18,0,2.8999,18.615,0.3891
1987-04-19,0,3.1089,17.635,0.3243
1987-04-20,0,3.3044,20.62,0.2687
1987-04-21,0,3.3969,22.77,0.2224
1987-04-22,0,3.3597,24.075,0.1853
1987-04-23,0,3.1011,25.135,0.1668
1987-04-24,0,3.1349,21.615,0.139
1987-04-25,0,3.0047,19.285,0.1297
1987-04-26,0,2.7785,18.695,0.1112
1987-04-27,0,2.9278,18.695,0.1019
1987-04-28,0,2.9947,21.885,0.0917
1987-04-29,0,3.0185,19.895,0.0834
1987-04-30,0,2.9225,18.825,0.0778
1987-05-01,0,2.951,20.935,0.0723
1987-05-02,0,2.7938,22.325,0.0676
1987-05-03,0,2.7457,22.235,0.0649
1987-05-04,0,2.7503,23.205,0.0621
1987-05-05,0,2.6518,23.8,0.063
1987-05-06,0,2.4315,22.35,0.1204
1987-05-07,0,2.3944,21.925,0.1019
1987-05-08,8.33,1.8219,22.5,0.0862
1987-05-09,0,4.3809,23.48,0.0769
1987-05-10,0,2.4229,22.46,0.0676
1987-05-11,0.35,2.1629,23.495,0.0621
1987-05-12,11.44,2.0104,23.66,0.0593
1987-05-13,28.95,3.667,24.25,0.0574
1987-05-14,0,4.8231,24.5,0.0574
1987-05-15,11.54,2.2566,24.495,0.0649
1987-05-16,6.64,3.2649,23.755,0.1204
1987-05-17,7.91,3.0291,23.595,0.1482
1987-05-18,0,4.2571,23.67,0.1482
1987-05-19,7.18,2.4214,24.385,0.1204
1987-05-20,0,5.0228,25.115,0.1019
1987-05-21,8.33,2.495,25.035,0.1853
1987-05-22,15.3,3.4678,25.485,1.0284
1987-05-23,0,4.4813,24.73,0.769
1987-05-24,0,3.1883,25.475,0.5188
1987-05-25,0,3.169,24.88,0.3706
1987-05-26,0,3.2876,23.765,0.2687
1987-05-27,0,3.2543,23.845,0.1946
1987-05-28,0,2.8692,24.68,0.1482
1987-05-29,0,3.0446,24.2,0.1204
1987-05-30,0,3.1667,24.275,0.0927
1987-05-31,0,3.2323,24.35,0.076
1987-06-01,0,3.196,26.25,0.0621
1987-06-02,0,3.2336,27.105,0.0537
1987-06-03,1,3.072,27.75,0.0491
1987-06-04,0,3.4432,27.975,0.176
1987-06-05,7.33,2.3893,26.5,0.5837
1987-06-06,0,5.4548,25.425,0.2965
1987-06-07,0,3.1262,24.74,0.1946
1987-06-08,0,3.0777,24.43,0.139
1987-06-09,0,3.0379,24.75,0.1112
1987-06-10,0,3.0483,25.555,0.088
1987-06-11,0,2.8981,26.665,0.0695
1987-06-12,0,2.8629,26.88,0.0602
1987-06-13,8.26,1.9736,27,0.0658
1987-06-14,36,2.9129,24.675,0.2502
1987-06-15,21.85,3.0727,24.965,0.7412
1987-06-16,28.91,3.3456,26.12,0.8431
1987-06-17,7.86,3.8772,26.875,1.2322
1987-06-18,0.15,4.9374,27.035,1.6399
1987-06-19,0,3.4392,26.75,1.677
1987-06-20,27.77,2.6137,26.73,1.4639
1987-06-21,9.76,3.8187,26.725,1.4546
1987-06-22,3.39,3.5569,26.335,2.8073
1987-06-23,17.44,3.5596,26.505,4.9568
1987-06-24,8.42,4.109,26.96,8.0142
1987-06-25,3.27,4.2029,27.75,8.005
1987-06-26,10.08,3.6584,27.25,6.8376
1987-06-27,9.2,3.8961,26.555,5.7258
1987-06-28,0,5.8524,25.77,4.8363
1987-06-29,0,4.0523,25.585,4.0025
1987-06-30,0,3.5572,26.525,3.215
1987-07-01,4.17,2.8252,27.08,2.7795
1987-07-02,0,5.0676,27.71,2.2977
1987-07-03,10.65,2.7426,27.58,1.8252
1987-07-04,8.22,4.1436,27.225,2.6776
1987-07-05,23.12,4.2281,27.275,3.1779
1987-07-06,0,5.8095,27.5,3.4466
1987-07-07,7.44,3.2617,27.505,3.2891
1987-07-08,9.19,4.6226,27.7,3.2242
1987-07-09,0,6.0439,28.015,3.3261
1987-07-10,0,4.092,29.075,2.7517
1987-07-11,0,4.067,29.155,2.1773
1987-07-12,0,3.9074,29.495,1.7048
1987-07-13,0,3.76,29.525,1.2508
1987-07-14,0,3.628,29.315,0.9636
1987-07-15,0,3.5098,27.63,1.0655
1987-07-16,0,3.5167,25.9,0.8246
1987-07-17,0,3.6145,26.11,0.593
1987-07-18,0,3.3353,27.375,0.454
1987-07-19,1.44,3.3129,26.1,0.4447
1987-07-20,1.97,3.0416,26.57,0.3057
1987-07-21,0,3.6697,26.56,0.2316
1987-07-22,0,3.2011,27.25,0.1853
1987-07-23,0,3.3495,28.005,0.1853
1987-07-24,0,3.3385,28.285,0.1575
1987-07-25,0,3.2247,28.065,0.1297
1987-07-26,12.14,2.3986,27.5,0.1204
1987-07-27,2.38,4.9568,27.235,0.1668
1987-07-28,3.3,3.5348,28.255,0.1575
1987-07-29,0,4.5041,28.525,0.2131
1987-07-30,0,2.6486,28.42,0.2965
1987-07-31,5.63,2.081,27.595,0.7134
1987-08-01,0,4.7275,27.17,0.8894
1987-08-02,2.65,2.4091,28.855,1.1581
1987-08-03,0,4.0582,28.045,4.2897
1987-08-04,3.02,2.111,28.29,3.8913
1987-08-05,4.18,3.4169,28.355,3.2983
1987-08-06,0.37,4.4834,28.625,2.5664
1987-08-07,0,2.9037,28.895,1.9642
1987-08-08,0,2.8398,28.97,1.4361
1987-08-09,0,2.8,29.46,1.0099
1987-08-10,0,2.7415,30.255,0.6949
1987-08-11,0,2.6246,29.5,0.4633
1987-08-12,33.26,1.8836,28.01,0.3057
1987-08-13,27.56,3.3716,27.14,0.5003
1987-08-14,48.68,2.5248,24.39,1.6955
1987-08-15,46.34,1.8576,24.25,6.0037
1987-08-16,0.68,3.6859,26.26,13.249
1987-08-17,18.78,3.4673,27.25,16.4917
1987-08-18,0,5.1395,27.745,13.7122
1987-08-19,0,3.6769,28.5,9.8209
1987-08-20,0,3.5539,28.205,7.3935
1987-08-21,0,3.6293,28.25,5.9945
1987-08-22,0,3.5839,27.09,4.6696
1987-08-23,0,3.5905,26.67,3.4373
1987-08-24,0,3.6834,27.68,2.4923
1987-08-25,0,3.5093,28.43,1.7789
1987-08-26,0,3.3778,28.535,1.2693
1987-08-27,0,3.1684,28.29,0.8987
1987-08-28,0,3.1019,28.155,0.6486
1987-08-29,0,3.017,28.12,0.4725
1987-08-30,0,3.0617,27.945,0.3613
1987-08-31,0,2.9559,28.225,0.2687
1987-09-01,8.09,1.902,26.315,0.2038
1987-09-02,9.05,2.8173,25.5,0.1668
1987-09-03,0,3.3673,24.75,0.1482
1987-09-04,4.47,1.708,24.695,0.1482
1987-09-05,18.01,2.921,24.605,0.3613
1987-09-06,9.04,2.6658,25.29,1.2971
1987-09-07,1.29,4.1805,26.075,2.2051
1987-09-08,0.84,3.409,26.09,2.168
1987-09-09,0,3.1502,26.805,1.7789
1987-09-10,0,2.8307,26.53,1.4083
1987-09-11,18.1,2.0166,26.17,1.1211
1987-09-12,11.01,2.6806,25.355,1.4268
1987-09-13,0,4.2364,26,2.2421
1987-09-14,0,2.9632,27.195,2.6776
1987-09-15,0,2.9298,26.215,2.6591
1987-09-16,0,2.8341,25.975,2.2143
1987-09-17,0.87,2.6979,26.485,1.7789
1987-09-18,0,2.8054,27.31,1.4361
1987-09-19,11.93,1.8097,27,1.1674
1987-09-20,5.85,3.0336,26.145,1.0192
1987-09-21,0,4.1939,23.405,0.8802
1987-09-22,0,2.4758,23.88,0.6949
1987-09-23,0,2.4143,23.335,0.5188
1987-09-24,0,2.4368,20.56,0.3799
1987-09-25,0,2.4101,21.035,0.278
1987-09-26,0,2.3846,21.93,0.2038
1987-09-27,0,2.3428,24.12,0.1575
1987-09-28,0,2.1676,25.235,0.1204
1987-09-29,0,2.058,24.915,0.0927
1987-09-30,5.95,1.6355,25.025,0.0788
1987-10-01,0,3.7034,21.385,0.0658
1987-10-02,0,2.1881,19.46,0.0556
1987-10-03,0,2.038,20.14,0.0491
1987-10-04,0,1.7823,15.72,0.0426
1987-10-05,0,1.7392,15.265,0.038
1987-10-06,0,1.7876,16.97,0.0343
1987-10-07,0,1.7845,18.07,0.0324
1987-10-08,0,1.625,15.415,0.0287
1987-10-09,0,1.6101,15.745,0.0278
1987-10-10,0,1.6202,19.035,0.0269
1987-10-11,0,1.5472,21.18,0.0259
1987-10-12,0,1.5748,20.215,0.0259
1987-10-13,0,1.4267,18.27,0.0259
1987-10-14,0,1.3513,14.115,0.0241
1987-10-15,0,1.347,13.765,0.0232
1987-10-16,0,1.3925,15.93,0.0232
1987-10-17,0,1.4581,18.005,0.0232
1987-10-18,0,1.4523,18.495,0.0232
1987-10-19,0,1.4296,19.305,0.0232
1987-10-20,0,1.408,20.91,0.0232
1987-10-21,0,1.31,20.04,0.0241
1987-10-22,0,1.1534,14.01,0.0232
1987-10-23,0,1.1163,14.425,0.0232
1987-10-24,0,1.1702,17.155,0.0232
1987-10-25,0,1.1207,20.065,0.0241
1987-10-26,0,1.1905,19.42,0.0241
1987-10-27,1,1.114,20.275,0.0241
1987-10-28,0,1.4742,15.41,0.025
1987-10-29,0,1.0217,12.34,0.0259
1987-10-30,0,0.9957,13.735,0.0269
1987-10-31,0,1.039,16.72,0.0287
1987-11-01,0,1.0295,20.465,0.0315
1987-11-02,0,1.0263,22.545,0.0371
1987-11-03,10.93,0.7292,22.395,0.0463
1987-11-04,17.37,1.0556,21.075,0.0788
1987-11-05,3.08,1.3702,21.955,0.0899
1987-11-06,0,2.0615,18.025,0.1019
1987-11-07,0,1.1132,14.145,0.0806
1987-11-08,0,1.0386,16.9,0.0667
1987-11-09,0,0.9774,19.995,0.0621
1987-11-10,2.29,0.8958,20.325,0.076
1987-11-11,0,1.6347,14.135,0.0676
1987-11-12,0,0.9165,8.645,0.0639
1987-11-13,0,0.8545,9.69,0.0649
1987-11-14,0,0.8571,12.525,0.063
1987-11-15,0,0.9033,16.205,0.0611
1987-11-16,0,0.8906,19.83,0.0611
1987-11-17,81.88,0.7206,21.295,0.2409
1987-11-18,3.18,1.2679,18.97,1.084
1987-11-19,1.85,1.4133,16.54,1.2878
1987-11-20,0.28,1.3482,11.67,1.4268
1987-11-21,0,1.1322,9.335,1.2878
1987-11-22,0,0.9421,8.595,1.0933
1987-11-23,0,1.0014,13.135,0.9358
1987-11-24,0,1.038,16.335,0.7968
1987-11-25,2.15,0.9628,18.75,0.6949
1987-11-26,0,1.3933,20.51,0.6022
1987-11-27,5.22,0.853,20.5,0.5466
1987-11-28,0,1.2842,20.035,0.5188
1987-11-29,0,1.2195,16.545,0.491
1987-11-30,0,0.9317,13.47,0.4447
1987-12-01,0,0.8107,10.43,0.3891
1987-12-02,0,0.773,9.46,0.3335
1987-12-03,0,0.7445,9.155,0.2872
1987-12-04,0,0.8092,12.505,0.2594
1987-12-05,0,0.6879,8.015,0.2224
1987-12-06,0,0.6949,8.755,0.2038
1987-12-07,0,0.7832,14.125,0.1853
1987-12-08,0,0.8666,17.565,0.1668
1987-12-09,0,0.9039,18.945,0.1575
1987-12-10,0,0.8942,19.02,0.1482
1987-12-11,0,0.7774,13.625,0.1297
1987-12-12,0,0.8091,15.32,0.1204
1987-12-13,0,0.7544,16.775,0.1204
1987-12-14,0,0.7332,17.25,0.1112
1987-12-15,5.01,0.7184,19.565,0.1204
1987-12-16,0.75,1.2003,12.005,0.2131
1987-12-17,0,0.9036,5.16,0.2594
1987-12-18,0,0.8085,6.565,0.2224
1987-12-19,0,0.825,10.685,0.1946
1987-12-20,0,0.8528,17.305,0.1853
1987-12-21,1.03,0.8108,19.545,0.1668
1987-12-22,7.01,0.9168,17.48,0.1575
1987-12-23,0,1.2504,12.895,0.1575
1987-12-24,0,1.0925,15.765,0.176
1987-12-25,0,0.9949,19.24,0.1853
1987-12-26,0,0.852,21.24,0.176
1987-12-27,0,0.8333,20.215,0.1668
1987-12-28,0,0.8608,18.975,0.1575
