"Date","P","E","T","Q" 
2005-01-26,0,0.44,-3.529,0.429
2005-01-27,0,0.446,-3.179,0.387
2005-01-28,0,0.425,-4.018,0.377
2005-01-29,0,0.511,-1.483,0.356
2005-01-30,0,0.44,-4.117,0.354
2005-01-31,0,0.488,-2.204,0.339
2005-02-01,1,0.647,1.775,0.341
2005-02-02,0.8,0.73,2.69,0.354
2005-02-03,0.6,0.727,2.952,0.339
2005-02-04,2.1,0.765,3.025,0.368
2005-02-05,0.1,0.674,1.102,0.353
2005-02-06,0.2,0.542,-1.496,0.357
2005-02-07,0.2,0.562,-1.429,0.348
2005-02-08,0,0.555,-1.189,0.346
2005-02-09,0,0.592,-0.494,0.346
2005-02-10,0.1,0.605,-0.099,0.343
2005-02-11,8.4,0.782,3.909,0.39
2005-02-12,6.9,1.006,6.926,0.811
2005-02-13,13.6,1.136,8.51,1.088
2005-02-14,9.5,0.696,1.505,1.551
2005-02-15,5.8,0.692,1.201,1.096
2005-02-16,1.2,0.614,-0.436,0.897
2005-02-17,0,0.551,-1.984,0.644
2005-02-18,0,0.554,-2.02,0.559
2005-02-19,0.1,0.542,-2.308,0.528
2005-02-20,2.9,0.625,-0.177,0.511
2005-02-21,0.8,0.632,-0.191,0.491
2005-02-22,0.8,0.584,-1.554,0.467
2005-02-23,0,0.55,-2.661,0.447
2005-02-24,0.3,0.456,-4.928,0.434
2005-02-25,0,0.443,-5.39,0.406
2005-02-26,0.7,0.435,-5.289,0.394
2005-02-27,0.3,0.495,-3.718,0.384
2005-02-28,0,0.502,-4.201,0.387
2005-03-01,0,0.387,-8.836,0.381
2005-03-02,0,0.361,-8.776,0.386
2005-03-03,0.1,0.528,-3.846,0.383
2005-03-04,0,0.598,-2.067,0.38
2005-03-05,0,0.589,-2.677,0.376
2005-03-06,1,0.602,-1.943,0.374
2005-03-07,0,0.546,-3.761,0.369
2005-03-08,1.6,0.682,-0.054,0.363
2005-03-09,1.2,0.839,2.105,0.371
2005-03-10,1,0.846,2.072,0.435
2005-03-11,0.2,0.815,1.204,0.489
2005-03-12,1,0.838,2.208,0.567
2005-03-13,3.1,0.82,1.801,0.912
2005-03-14,0,0.838,1.921,0.548
2005-03-15,0,0.933,2.86,0.481
2005-03-16,0.1,0.983,3.932,0.429
2005-03-17,0,1.411,9.339,0.408
2005-03-18,0,1.589,11.373,0.383
2005-03-19,0,1.508,10.013,0.378
2005-03-20,0.1,1.502,10.128,0.368
2005-03-21,0,1.473,9.291,0.358
2005-03-22,0,1.403,7.966,0.362
2005-03-23,1.3,1.499,9.548,0.365
2005-03-24,0,1.7,11.524,0.353
2005-03-25,1.1,1.542,10.289,0.358
2005-03-26,0.1,1.616,10.173,0.367
2005-03-27,0.6,1.45,9.037,0.372
2005-03-28,0.2,1.625,10.179,0.367
2005-03-29,1.7,1.62,10.123,0.359
2005-03-30,0.2,1.606,10.203,0.362
2005-03-31,4.2,1.558,9.127,0.407
2005-04-01,0,1.604,9.56,0.384
2005-04-02,0.2,1.463,8.235,0.384
2005-04-03,0,1.44,7.911,0.382
2005-04-04,0,1.586,9.531,0.382
2005-04-05,0,1.553,9.878,0.369
2005-04-06,2.4,1.541,8.824,0.378
2005-04-07,8.7,1.396,7.743,0.4
2005-04-08,5.4,1.53,8.87,0.717
2005-04-09,0.6,1.224,5.511,0.459
2005-04-10,0.1,1.093,3.581,0.432
2005-04-11,0,1.225,5.069,0.415
2005-04-12,0.1,1.452,7.353,0.405
2005-04-13,0,1.538,8.261,0.41
2005-04-14,0,1.675,9.686,0.4
2005-04-15,0,1.745,10.38,0.4
2005-04-16,3.4,1.592,8.646,0.415
2005-04-17,2.1,1.513,7.797,0.441
2005-04-18,0.1,1.786,10.102,0.43
2005-04-19,0,1.748,10.195,0.41
2005-04-20,4.3,1.599,8.267,0.434
2005-04-21,0.2,1.423,6.691,0.425
2005-04-22,0.1,1.38,6.139,0.402
2005-04-23,0.1,1.46,6.912,0.391
2005-04-24,3.2,1.509,7.851,0.402
2005-04-25,3.2,1.941,11.196,0.478
2005-04-26,16.1,1.825,10.088,0.768
2005-04-27,7.1,1.884,10.587,0.612
2005-04-28,0.9,1.887,10.408,1.074
2005-04-29,0.1,1.818,10.235,0.768
2005-04-30,1,2.491,15.055,0.715
2005-05-01,0.1,2.655,15.728,0.695
2005-05-02,0.1,2.98,17.77,0.67
2005-05-03,0.5,2.735,16.265,0.588
2005-05-04,0.8,2.254,13.411,0.535
2005-05-05,5.8,1.959,10.627,0.567
2005-05-06,1.6,1.966,10.45,0.537
2005-05-07,1,1.841,9.786,0.525
2005-05-08,7.2,1.539,7.212,0.571
2005-05-09,0.1,1.432,6.236,0.522
2005-05-10,0,1.499,6.116,0.487
2005-05-11,0,1.528,6.215,0.467
2005-05-12,0,1.616,6.509,0.46
2005-05-13,0,1.963,9.032,0.445
2005-05-14,0,2.134,10.157,0.432
2005-05-15,0,2.091,9.975,0.543
2005-05-16,0,2.068,9.558,0.557
2005-05-17,0,2.116,10.01,0.472
2005-05-18,0,1.994,7.811,0.461
2005-05-19,0,1.844,6.999,0.432
2005-05-20,0,2.129,10.237,0.411
2005-05-21,5.5,2.985,15.524,0.431
2005-05-22,0.8,2.697,13.827,0.518
2005-05-23,0,2.485,12.775,0.472
2005-05-24,0.5,2.462,12.125,0.451
2005-05-25,0,2.44,12.246,0.428
2005-05-26,0,3.291,16.616,0.422
2005-05-27,0,3.753,19.16,0.411
2005-05-28,0,4.226,21.175,0.403
2005-05-29,0,4.32,21.686,0.402
2005-05-30,25.3,4.156,20.015,0.667
2005-05-31,2.2,2.538,12.359,0.893
2005-06-01,0.2,2.296,10.844,0.479
2005-06-02,0.1,2.706,13.008,0.439
2005-06-03,0,3.044,15.316,0.416
2005-06-04,4,3.26,16.806,0.421
2005-06-05,3.6,2.522,12.678,0.422
2005-06-06,0.3,2.289,11.316,0.416
2005-06-07,2.9,2.518,12.23,0.423
2005-06-08,0,2.144,8.799,0.385
2005-06-09,0,2.29,10.237,0.371
2005-06-10,0,2.504,11.625,0.37
2005-06-11,0,2.649,12.549,0.365
2005-06-12,0,2.54,11.365,0.368
2005-06-13,0,2.334,10.682,0.366
2005-06-14,0,2.606,12.828,0.359
2005-06-15,0,2.824,13.747,0.358
2005-06-16,0,3.096,16.084,0.346
2005-06-17,0,3.523,17.884,0.342
2005-06-18,0,3.933,19.379,0.362
2005-06-19,0,4.415,20.569,0.368
2005-06-20,0,4.288,20.299,0.349
2005-06-21,0,4.674,21.945,0.345
2005-06-22,0,4.772,22.753,0.339
2005-06-23,0.1,4.535,20.891,0.349
2005-06-24,0,4.682,22.118,0.358
2005-06-25,0,5.341,24.472,0.363
2005-06-26,0.2,4.299,21.063,0.37
2005-06-27,0,4.406,20.847,0.367
2005-06-28,0.5,4.518,21.69,0.364
2005-06-29,0.1,4.986,23.329,0.37
2005-06-30,2.8,4.218,20.257,0.377
2005-07-01,2,3.436,17.25,0.369
2005-07-02,1.9,3.093,15.609,0.408
2005-07-03,3,3.374,16.71,0.436
2005-07-04,0.1,4.07,19.579,0.463
2005-07-05,5.8,3.306,16.386,0.531
2005-07-06,0,2.719,13.452,0.534
2005-07-07,14.5,2.823,14.034,0.555
2005-07-08,7.3,2.485,11.944,0.551
2005-07-09,1.4,2.744,13.341,0.438
2005-07-10,0,3.171,15.309,0.417
2005-07-11,0.2,3.858,18.478,0.405
2005-07-12,0,4.589,20.863,0.393
2005-07-13,0.2,4.194,20.197,0.371
2005-07-14,0.1,4.556,21.595,0.376
2005-07-15,0.1,4.689,22.154,0.429
2005-07-16,0,4.45,21.714,0.427
2005-07-17,0,4.211,20.753,0.427
2005-07-18,0,4.03,19.44,0.434
2005-07-19,2.3,3.882,19.551,0.46
2005-07-20,0.5,3.195,16.309,0.475
2005-07-21,11.7,2.887,15.13,0.479
2005-07-22,0.2,2.961,15.32,0.39
2005-07-23,0,3.05,15.931,0.36
2005-07-24,0,3.21,16.26,0.325
2005-07-25,8.1,3.193,16.504,0.338
2005-07-26,1.8,3.48,17.961,0.335
2005-07-27,0.1,3.44,17.803,0.319
2005-07-28,0.2,4.335,21.301,0.324
2005-07-29,5,4.478,22.114,0.325
2005-07-30,24.9,3.664,19.053,0.726
2005-07-31,3.1,3.064,16.01,0.517
2005-08-01,0.2,2.728,14.913,0.434
2005-08-02,0,3.113,16.209,0.407
2005-08-03,0.2,3.147,15.975,0.392
2005-08-04,0.1,2.868,15.497,0.379
2005-08-05,0,2.869,15.017,0.366
2005-08-06,3.1,2.586,14.195,0.385
2005-08-07,0.1,2.442,13.033,0.404
2005-08-08,2.3,2.238,11.801,0.388
2005-08-09,1.2,2.337,12.193,0.381
2005-08-10,0.1,2.588,13.657,0.385
2005-08-11,0,2.606,14.175,0.384
2005-08-12,1.6,2.491,14.14,0.376
2005-08-13,0.4,2.714,15.167,0.375
2005-08-14,0.1,2.682,14.686,0.378
2005-08-15,13.4,2.46,13.543,0.455
2005-08-16,4.6,2.453,13.435,0.475
2005-08-17,0,3.1,16.445,0.379
2005-08-18,0.1,3.126,17.053,0.363
2005-08-19,0.1,3.284,17.949,0.364
2005-08-20,0.3,2.803,16.387,0.372
2005-08-21,0,2.627,14.891,0.369
2005-08-22,0.1,2.588,14.963,0.37
2005-08-23,0,2.943,16.551,0.378
2005-08-24,1.6,2.55,15.059,0.392
2005-08-25,0,2.661,15.165,0.363
2005-08-26,4.9,2.349,13.526,0.379
2005-08-27,0.2,2.122,12.141,0.392
2005-08-28,0.1,2.173,12.221,0.397
2005-08-29,0.1,2.54,14.456,0.373
2005-08-30,0.1,2.785,15.943,0.364
2005-08-31,0,3.151,18.371,0.364
2005-09-01,0.1,3.454,20.058,0.37
2005-09-02,0,2.969,18.057,0.389
2005-09-03,0.1,3.078,18.06,0.374
2005-09-04,0.1,2.997,17.867,0.373
2005-09-05,0.2,3.136,18.062,0.385
2005-09-06,0.1,3.023,18.315,0.397
2005-09-07,0.5,3.104,18.902,0.398
2005-09-08,0.2,3.144,19.223,0.396
2005-09-09,0.8,3.193,19.353,0.403
2005-09-10,5.1,2.936,17.865,0.437
2005-09-11,6.1,2.711,17.296,0.455
2005-09-12,2.1,2.545,16.196,0.419
2005-09-13,5.1,2.497,15.596,0.442
2005-09-14,0,2.563,15.596,0.377
2005-09-15,0.2,2.237,15.104,0.372
2005-09-16,1,2.673,17.476,0.385
2005-09-17,9.2,2.069,12.915,0.474
2005-09-18,0,1.636,8.238,0.404
2005-09-19,0.2,1.576,8.396,0.413
2005-09-20,0.1,1.599,8.861,0.419
2005-09-21,0.1,1.66,9.395,0.411
2005-09-22,0.2,1.689,10.125,0.404
2005-09-23,0.1,1.764,10.798,0.407
2005-09-24,0.2,1.837,11.754,0.405
2005-09-25,0.1,1.97,13.194,0.424
2005-09-26,0.3,2.072,14.351,0.444
2005-09-27,0.2,2.098,14.062,0.43
2005-09-28,0,2.108,14.5,0.419
2005-09-29,1.7,1.84,12.488,0.423
2005-09-30,1.8,1.626,10.17,0.413
2005-10-01,1.2,1.466,9.37,0.378
2005-10-02,11.2,1.711,11.262,0.449
2005-10-03,0.8,1.496,9.124,0.37
2005-10-04,0.2,1.528,9.61,0.366
2005-10-05,0,1.784,12.352,0.362
2005-10-06,0,2.028,14.236,0.361
2005-10-07,0,2.041,14.301,0.37
2005-10-08,0,2.003,13.956,0.369
2005-10-09,0.1,1.791,12.27,0.385
2005-10-10,0.3,1.651,11.394,0.364
2005-10-11,0.2,1.661,11.669,0.367
2005-10-12,0.3,1.591,11.078,0.368
2005-10-13,0.3,1.625,12.247,0.367
2005-10-14,0,1.509,10.814,0.383
2005-10-15,0.3,1.457,9.868,0.372
2005-10-16,0.2,1.358,9.366,0.378
2005-10-17,0.3,1.379,9.448,0.366
2005-10-18,0.1,1.208,6.84,0.354
2005-10-19,0.2,1.185,6.695,0.349
2005-10-20,5.4,1.237,8.086,0.356
2005-10-21,3.1,1.522,11.393,0.37
2005-10-22,6.9,1.702,13.248,0.386
2005-10-23,10.8,1.731,13.678,0.544
2005-10-24,3.2,1.515,11.394,0.441
2005-10-25,0.2,1.368,10.269,0.351
2005-10-26,1.1,1.682,13.67,0.348
2005-10-27,0,1.751,14.362,0.343
2005-10-28,0.3,1.709,12.941,0.331
2005-10-29,0.3,1.724,13.39,0.331
2005-10-30,0.2,1.572,12.783,0.354
2005-10-31,0.2,1.531,12.065,0.392
2005-11-01,0.9,1.627,13.499,0.444
2005-11-02,6.1,1.391,10.905,0.54
2005-11-03,7.1,1.239,9.793,0.625
2005-11-04,0.1,1.593,12.809,0.61
2005-11-05,4.8,1.381,11.299,0.593
2005-11-06,2.5,1.087,7.598,0.522
2005-11-07,0.1,1.118,7.584,0.484
2005-11-08,1.1,1.008,7.244,0.448
2005-11-09,0.1,1.213,8.72,0.481
2005-11-10,1.4,0.994,6.889,0.501
2005-11-11,0,1.051,7.196,0.501
2005-11-12,0.3,1.05,7.551,0.499
2005-11-13,1.2,0.953,6.237,0.509
2005-11-14,0.8,1.148,8.963,0.497
2005-11-15,0,0.967,6.721,0.476
2005-11-16,6.5,0.865,4.897,0.546
2005-11-17,1.7,0.816,4.089,0.517
2005-11-18,0.3,0.743,2.613,0.463
2005-11-19,0,0.722,2.066,0.419
2005-11-20,0.1,0.585,-0.485,0.379
2005-11-21,0.1,0.567,-0.586,0.37
2005-11-22,0,0.761,3.365,0.404
2005-11-23,0.1,0.591,-0.711,0.442
2005-11-24,0.2,0.613,0.231,0.509
2005-11-25,1.3,0.667,1.636,0.532
2005-11-26,0.3,0.569,-0.459,0.555
2005-11-27,0,0.564,-0.38,0.526
2005-11-28,1.6,0.591,0.364,0.54
2005-11-29,5.4,0.622,1.138,0.682
2005-11-30,0,0.637,0.837,0.667
2005-12-01,0,0.594,0.3,0.59
2005-12-02,0.1,0.58,-0.506,0.533
2005-12-03,8.2,0.609,1.265,0.71
2005-12-04,9.4,0.835,5.51,0.771
2005-12-05,19.9,0.885,6.577,1.589
2005-12-06,3.5,0.78,4.688,0.946
2005-12-07,0.2,0.72,3.455,0.557
2005-12-08,0,0.727,3.807,0.383
2005-12-09,5.3,0.679,2.678,0.454
2005-12-10,0.1,0.641,1.674,0.382
2005-12-11,0.1,0.555,-1.023,0.344
2005-12-12,0.2,0.498,-2.387,0.317
2005-12-13,0.1,0.609,1.575,0.318
2005-12-14,0.1,0.675,2.093,0.322
2005-12-15,0,0.696,2.821,0.317
2005-12-16,0.1,0.687,3.363,0.317
2005-12-17,5.8,0.795,5.256,0.38
2005-12-18,0.4,0.565,0.302,0.403
2005-12-19,1.1,0.57,0.372,0.37
2005-12-20,0.5,0.545,-0.058,0.351
2005-12-21,0.6,0.564,0.431,0.352
2005-12-22,0.5,0.579,0.647,0.341
2005-12-23,0.1,0.59,1.054,0.346
2005-12-24,0.2,0.661,2.924,0.345
2005-12-25,0,0.72,3.874,0.339
2005-12-26,0,0.689,2.686,0.317
2005-12-27,0.4,0.55,-0.233,0.317
2005-12-28,0,0.439,-3.483,0.317
2005-12-29,0,0.448,-3.415,0.317
2005-12-30,0,0.388,-4.848,0.331
2005-12-31,0,0.418,-4.104,0.336
2006-01-01,10.8,0.676,2.963,0.496
2006-01-02,5.5,0.689,2.516,0.818
2006-01-03,0,0.712,2.559,0.674
2006-01-04,0.1,0.592,0.206,0.484
2006-01-05,0,0.518,-1.248,0.413
2006-01-06,0,0.518,-1.443,0.37
2006-01-07,0,0.44,-2.788,0.354
2006-01-08,0,0.458,-2.84,0.328
2006-01-09,0.4,0.531,-1,0.317
2006-01-10,0,0.432,-3.772,0.314
2006-01-11,0,0.448,-3.579,0.323
2006-01-12,0,0.5,-1.779,0.332
2006-01-13,3.1,0.612,0.798,0.368
2006-01-14,0,0.542,-1.031,0.361
2006-01-15,0,0.479,-3.519,0.36
2006-01-16,0,0.392,-5.706,0.356
2006-01-17,0.1,0.464,-3.722,0.321
2006-01-18,14,0.706,2.507,0.812
2006-01-19,0.4,0.717,2.685,0.687
2006-01-20,0.3,0.631,0.921,0.492
2006-01-21,2.4,0.812,4.605,0.53
2006-01-22,0.8,0.732,2.854,0.497
2006-01-23,0.1,0.654,0.817,0.452
2006-01-24,0,0.483,-3.529,0.411
2006-01-25,0,0.454,-4.7,0.404
2006-01-26,0,0.489,-3.28,0.384
2006-01-27,0,0.537,-2.054,0.369
2006-01-28,0,0.409,-6.056,0.378
2006-01-29,0,0.56,-2.566,0.354
2006-01-30,0,0.783,1.248,0.342
2006-01-31,0,0.672,-0.152,0.341
2006-02-01,0,0.615,-1.047,0.339
2006-02-02,0,0.543,-2.789,0.344
2006-02-03,0,0.463,-4.82,0.348
2006-02-04,0,0.441,-5.368,0.332
2006-02-05,0,0.651,-0.452,0.315
2006-02-06,0,0.692,0.939,0.326
2006-02-07,0,0.782,2.345,0.336
2006-02-08,0.2,0.787,2.917,0.36
2006-02-09,5.3,0.792,2.685,0.413
2006-02-10,1.4,0.682,0.714,0.392
2006-02-11,1.1,0.72,1.118,0.385
2006-02-12,0.1,0.704,0.344,0.386
2006-02-13,0,0.667,-0.217,0.393
2006-02-14,0,0.645,-0.714,0.392
2006-02-15,2.1,0.775,1.679,0.42
2006-02-16,17.6,0.973,5.162,1.217
2006-02-17,6.2,1.035,5.865,1.478
2006-02-18,2.5,0.95,4.516,0.686
2006-02-19,15.5,0.909,3.771,1.22
2006-02-20,2.1,0.987,4.725,1.061
2006-02-21,2.2,0.961,4.007,0.686
2006-02-22,0.5,0.83,2.265,0.619
2006-02-23,0.8,0.798,1.549,0.548
2006-02-24,0,0.707,-0.359,0.487
2006-02-25,0,0.765,0.8,0.468
2006-02-26,0,0.735,0.036,0.44
2006-02-27,0,0.599,-3.145,0.414
2006-02-28,0.3,0.594,-2.742,0.402
2006-03-01,1.9,0.721,-0.196,0.412
2006-03-02,0,0.635,-2.056,0.406
2006-03-03,0.3,0.657,-1.84,0.383
2006-03-04,0,0.68,-1.724,0.396
2006-03-05,1.2,0.595,-3.041,0.387
2006-03-06,1.5,0.504,-4.298,0.382
2006-03-07,3,0.597,-2.427,0.363
2006-03-08,2.9,0.776,0.214,0.362
2006-03-09,8.9,0.861,2.044,0.518
2006-03-10,5.3,1.154,6.167,-0.1
2006-03-11,3.5,0.98,3.203,1.497
2006-03-12,1.9,0.844,0.939,0.868
2006-03-13,0,0.603,-4.3,0.602
2006-03-14,0,0.655,-3.187,0.556
2006-03-15,0,0.766,-1.178,0.528
2006-03-16,0,0.894,1.267,0.491
2006-03-17,0,0.803,-0.127,0.435
2006-03-18,0,0.917,1.526,0.414
2006-03-19,0,0.999,2.644,0.41
2006-03-20,0.1,1.104,3.153,0.419
2006-03-21,0.1,1.143,4.401,0.433
2006-03-22,2.9,1.024,2.97,0.466
2006-03-23,0.5,1.014,2.742,0.443
2006-03-24,0,1.108,3.829,0.376
2006-03-25,4.5,1.274,5.956,0.431
2006-03-26,6.4,1.684,10.456,0.579
2006-03-27,3.6,1.951,12.469,0.738
2006-03-28,4.2,1.834,11.783,0.708
2006-03-29,2.5,1.489,8.27,0.628
2006-03-30,3.4,1.372,6.61,0.622
2006-03-31,20.8,1.717,10.399,1.619
2006-04-01,3.4,1.763,10.716,1.32
2006-04-02,10.6,1.549,8.551,1.329
2006-04-03,4.1,1.505,7.898,1.328
2006-04-04,6,1.34,6.325,1.118
2006-04-05,0.1,1.232,4.917,0.879
2006-04-06,0,1.136,3.1,0.708
2006-04-07,0,1.142,3.21,0.598
2006-04-08,0,1.254,4.736,0.568
2006-04-09,0,1.356,6.337,0.551
2006-04-10,0.3,1.453,6.49,0.522
2006-04-11,0,1.361,4.984,0.54
2006-04-12,0,1.227,4.139,0.534
2006-04-13,1.1,1.471,6.551,0.54
2006-04-14,1.6,1.418,6.661,0.486
2006-04-15,2,1.731,9.3,0.503
2006-04-16,4.8,1.781,9.748,0.486
2006-04-17,12.4,1.836,10.107,1.067
2006-04-18,0.1,1.865,10.054,0.647
2006-04-19,0,1.712,8.494,0.572
2006-04-20,0,1.583,7.543,0.54
2006-04-21,0,1.722,8.669,0.474
2006-04-22,0,2.056,12.04,0.46
2006-04-23,0.2,1.907,11.35,0.464
2006-04-24,0,1.664,8.662,0.458
2006-04-25,0.1,2.614,13.376,0.472
2006-04-26,0,2.49,14.048,0.464
2006-04-27,0.3,2.28,12.389,0.468
2006-04-28,0,2.067,10.607,0.423
2006-04-29,0,1.879,8.971,0.407
2006-04-30,0,1.489,5.49,0.397
2006-05-01,7.4,1.242,3.305,0.423
2006-05-02,4.5,1.633,7.086,0.485
2006-05-03,0.1,2.279,11.778,0.469
2006-05-04,0,2.745,15.077,0.466
2006-05-05,0,3.134,17.043,0.429
2006-05-06,0.6,2.78,15.22,0.437
2006-05-07,0.1,2.96,15.564,0.448
2006-05-08,0,2.776,14.66,0.431
2006-05-09,12.4,2.514,13.378,0.546
2006-05-10,0.5,2.528,13.004,0.512
2006-05-11,1.8,2.437,12.44,0.465
2006-05-12,0.2,2.766,14.414,0.463
2006-05-13,10.4,2.838,15.132,0.436
2006-05-14,6.4,2.514,13.218,0.693
2006-05-15,0,2.326,11.61,0.466
