"Date","P","E","MIII_Q_sim"
2005-01-24,0.58,0.5759695,0.338227760901141
2005-01-25,0.8,0.4979846,0.274232069185898
2005-01-26,0,0.439901,0.157263105235402
2005-01-27,0,0.4464809,0.102176948189775
2005-01-28,0,0.4250468,0.0720319823096239
2005-01-29,0,0.5114991,0.0537558644793596
2005-01-30,0.09,0.4399706,0.0467888846083417
2005-01-31,0.78,0.4875022,0.0866794295510762
2005-02-01,1.74,0.6468565,0.220211408603878
2005-02-02,1.62,0.7295738,0.311622838803508
2005-02-03,1.58,0.7273596,0.359908170644547
2005-02-04,1.55,0.7654879,0.380947088975579
2005-02-05,0,0.6740511,0.200769045119176
2005-02-06,0,0.5420755,0.123825928550751
2005-02-07,0.03,0.5622185,0.0865853138483133
2005-02-08,0,0.5549156,0.0627713436312758
2005-02-09,0,0.5920999,0.0478038355677934
2005-02-10,0.04,0.6052468,0.0398333996638026
2005-02-11,11.21,0.782225,1.68229937415787
2005-02-12,7.9,1.006207,1.96619230004151
2005-02-13,10.86,1.13618,2.65245743564564
2005-02-14,8.73,0.6962438,2.37860174567999
2005-02-15,8.43,0.692138,2.26714419591534
2005-02-16,0.33,0.6141471,0.714736049581222
2005-02-17,0.11,0.5508775,0.327841404853822
2005-02-18,0,0.5539304,0.179753360766736
2005-02-19,0.44,0.5415132,0.155119518723866
2005-02-20,4.57,0.6248027,0.703938180783603
2005-02-21,1.55,0.6320815,0.529973889614713
2005-02-22,0.58,0.5840309,0.328101915731891
2005-02-23,0.6,0.5496272,0.248053260921493
2005-02-24,0,0.4561931,0.145734001144172
2005-02-25,0.32,0.4425995,0.124046069615102
2005-02-26,0,0.4348168,0.0844320170121086
2005-02-27,0.6,0.4946571,0.107626518544996
2005-02-28,0.36,0.5022481,0.103785866293701
2005-03-01,0,0.3873481,0.0729665067556308
2005-03-05,0.23,0.5887297,0.0697725238554434
2005-03-06,4.94,0.6015626,0.658469092283458
2005-03-07,0.49,0.5458912,0.36112620297247
2005-03-08,0.94,0.6820855,0.305993796468198
2005-03-09,1.4,0.839284,0.339334357747618
2005-03-10,1.3,0.8456676,0.343176502310018
2005-03-11,0.43,0.8152473,0.234739607293709
2005-03-12,0.34,0.838068,0.174196799965057
2005-03-13,4.26,0.8197186,0.676424319808883
2005-03-14,0.09,0.8383325,0.313520945572435
2005-03-15,0,0.9326511,0.173880955647749
2005-03-16,0,0.9829395,0.110637984272388
2005-03-17,0,1.411184,0.0769054281890447
2005-03-18,0,1.589331,0.0568184278387833
2005-03-19,0,1.507555,0.0438780636035006
2005-03-20,0,1.502384,0.0350373271090441
2005-03-21,0,1.472723,0.0287169443343272
2005-03-22,0,1.40291,0.0240325525954388
2005-03-23,1.43,1.498569,0.112229991205708
2005-03-24,0,1.70044,0.0778113384638724
2005-03-25,2.74,1.542112,0.34200985937544
2005-03-26,0,1.616185,0.185473904819536
2005-03-27,0.41,1.450103,0.155484758641014
2005-03-28,0.13,1.625386,0.112466043297027
2005-03-29,2.35,1.619739,0.32896765325363
2005-03-30,0.8,1.605759,0.272996152948562
2005-03-31,5.6,1.557586,0.986959419874226
2005-04-01,0,1.604459,0.389645416193158
2005-04-02,0,1.462536,0.204105953236281
2005-04-03,0,1.440072,0.125422931575077
2005-04-04,0,1.586499,0.0851921227571491
2005-04-05,0,1.552986,0.0619247245910888
2005-04-06,2.32,1.541074,0.266652041503158
2005-04-07,6.78,1.396284,1.19806982015631
2005-04-08,3.63,1.530486,1.04302480045665
2005-04-09,6.71,1.224065,1.57803420588431
2005-04-10,0.52,1.093089,0.60951120518783
2005-04-11,0.39,1.224756,0.331615859128221
2005-04-12,0,1.451623,0.181285827300597
2005-04-13,0,1.538495,0.114329011005871
2005-04-14,0,1.675045,0.0790005825160685
2005-04-15,0,1.745112,0.0581212017138924
2005-04-16,4.33,1.592329,0.546620461140186
2005-04-17,1.58,1.512652,0.477104866690901
2005-04-18,0.2,1.785537,0.260486457032203
2005-04-19,0.17,1.748204,0.168732057221827
2005-04-20,5.69,1.599067,0.919095610657626
2005-04-21,0.44,1.423264,0.434217599628541
2005-04-22,0,1.379885,0.220787114731489
2005-04-23,0,1.460161,0.133285303340127
2005-04-24,2.18,1.509001,0.32885928137394
2005-04-25,0.33,1.940844,0.21707009236173
2005-04-26,7.72,1.824589,1.34386267557632
2005-04-27,8.3,1.884232,2.00866669818636
2005-04-28,0.76,1.886999,0.739366434607399
2005-04-29,0,1.817897,0.320817760154197
2005-04-30,1.08,2.491382,0.306672625879682
2005-05-01,0,2.654647,0.171039160872034
2005-05-02,0,2.979977,0.109208854382868
2005-05-03,0.07,2.734749,0.0814226453575663
2005-05-04,5.47,2.253556,0.776747563510705
2005-05-05,4.04,1.959461,0.982112792293559
2005-05-06,0.18,1.966407,0.41411337635805
2005-05-07,1.99,1.840794,0.481892798904453
2005-05-08,11.17,1.538772,2.25373664141878
2005-05-09,0.32,1.431704,0.712009845122475
2005-05-10,0,1.499452,0.312646207546804
2005-05-11,0.08,1.527832,0.182203364131623
2005-05-12,0,1.616271,0.114783128584806
2005-05-13,0.1,1.963023,0.0871218235531306
2005-05-14,0,2.134367,0.0630964924672201
2005-05-15,16.04,2.091104,2.87888996363259
2005-05-16,0.86,2.068168,0.914480185741888
2005-05-17,0,2.115844,0.370359099254729
2005-05-18,0,1.993742,0.196668972715534
2005-05-19,0.03,1.84385,0.124671075897982
2005-05-20,0,2.129164,0.0847773404428858
2005-05-21,10.91,2.984589,1.83851098671147
2005-05-22,0,2.696783,0.581020715949169
2005-05-23,0,2.48452,0.271564208317736
2005-05-24,0.2,2.461813,0.177378935655625
2005-05-25,0,2.439509,0.112387431413846
2005-05-26,0,3.291149,0.0779007427413219
2005-05-27,0,3.752751,0.0574383340687627
2005-05-28,0.05,4.226289,0.0472458634518492
2005-05-29,0.05,4.319947,0.0400921331823667
2005-05-30,12.94,4.156369,2.14763504412811
2005-05-31,1.46,2.537844,0.889786872931083
2005-06-01,0.23,2.296298,0.396239328791839
2005-06-02,0,2.706445,0.206617151791896
2005-06-03,0,3.043817,0.126619310883077
2005-06-04,3.33,3.260307,0.492415016235584
2005-06-05,1.08,2.522418,0.38462321642485
2005-06-06,0,2.289379,0.202182712619524
2005-06-07,2.65,2.518276,0.456316197093094
2005-06-08,0,2.14433,0.228815814189662
2005-06-09,0,2.289801,0.137000813085689
2005-06-10,0,2.503968,0.0914956679573284
2005-06-11,0,2.648957,0.0657293821087842
2005-06-12,0,2.54047,0.0497247746063556
2005-06-13,0,2.333608,0.0390872808095964
2005-06-14,0,2.605817,0.0316436016419928
2005-06-15,0,2.823523,0.0262203577436903
2005-06-16,0,3.095813,0.0221389595785716
2005-06-17,0,3.523176,0.0189846783156959
2005-06-18,0.03,3.933271,0.0175267883380976
2005-06-19,0.03,4.415076,0.0163142002756281
2005-06-20,0,4.288468,0.0143409286562904
2005-06-21,0,4.673518,0.0127246053094031
2005-06-22,0.04,4.772464,0.0125025919509841
2005-06-23,0,4.534642,0.0111966306883982
2005-06-24,0,4.682284,0.0100971463675907
2005-06-25,0.03,5.340871,0.00989491701042552
2005-06-26,1.11,4.299456,0.0583794315974319
2005-06-27,0,4.406134,0.0449155094048383
2005-06-28,0,4.518274,0.0357630704947232
2005-06-29,0,4.98642,0.0292454920958821
2005-06-30,2.01,4.218043,0.1764686452687
2005-07-01,2.51,3.436428,0.404525755331249
2005-07-02,2.69,3.093486,0.575154194074922
2005-07-03,2.75,3.373674,0.665033351329597
2005-07-04,0,4.070348,0.298302023615817
2005-07-05,4.95,3.306112,0.881199463684489
2005-07-06,0.16,2.719457,0.383084263312579
2005-07-07,11.16,2.822993,2.12740535860202
2005-07-08,8.05,2.484864,2.13867242221671
2005-07-09,8.76,2.743725,2.29438353538369
2005-07-10,0,3.170881,0.665878931229432
2005-07-11,2,3.857578,0.586613513900558
2005-07-12,0,4.588746,0.273391012638086
2005-07-13,0,4.193992,0.156898681867089
2005-07-14,0,4.556277,0.101988508084031
2005-07-15,0,4.689089,0.0719222826784374
2005-07-16,0,4.450485,0.053686394087247
2005-07-17,0,4.211437,0.0417785902632181
2005-07-18,0,4.029562,0.033558818200995
2005-07-19,3.24,3.882426,0.332061469029072
2005-07-20,1.48,3.19517,0.361471568796989
2005-07-21,6.02,2.886899,1.11431934142845
2005-07-22,0,2.960662,0.42208124129046
2005-07-23,0.11,3.049948,0.228922870079264
2005-07-24,0,3.209504,0.137050066530732
2005-07-25,8.18,3.193089,1.31552155926339
2005-07-26,3.12,3.480394,0.978557952393851
2005-07-27,0.16,3.439533,0.409757058154239
2005-07-28,1.46,4.334658,0.39685094791021
2005-07-29,3.98,4.477613,0.779582816453585
2005-07-30,16.48,3.663631,3.49140456070372
2005-07-31,2.37,3.064103,1.28266724602828
2005-08-01,3.14,2.728464,0.977353790564349
2005-08-02,0,3.112624,0.387125970844809
2005-08-03,0,3.147316,0.203142293823914
2005-08-04,0.35,2.867621,0.158896158162352
2005-08-05,0,2.868614,0.103019813373042
2005-08-06,5.47,2.5858,0.794254945824894
2005-08-07,0,2.442183,0.336838551198648
2005-08-08,3.93,2.238373,0.740695116916222
2005-08-09,0.38,2.33656,0.372292622926086
2005-08-10,0,2.587624,0.197420895609781
2005-08-11,0,2.605904,0.12221510814593
2005-08-12,2.64,2.491075,0.377132172064153
2005-08-13,0,2.714198,0.199296664080011
2005-08-14,0,2.682147,0.123118604522311
2005-08-15,13.68,2.459687,2.41050935313738
2005-08-16,3.24,2.452757,1.25879276494542
2005-08-17,0,3.099506,0.456923652093278
2005-08-18,0,3.126107,0.229034381646411
2005-08-19,0,3.283715,0.137101361905948
2005-08-20,0.68,2.803069,0.153260743605195
2005-08-21,0,2.626738,0.100100260922448
2005-08-22,0,2.588151,0.0708201668119189
2005-08-23,0,2.943487,0.0529871143649176
2005-08-24,0.97,2.549504,0.110823928265414
2005-08-25,0.03,2.660715,0.079250391658237
2005-08-26,4.24,2.348806,0.559172094519124
2005-08-27,0,2.122388,0.26435890406955
2005-08-28,0,2.173436,0.152960687876377
2005-08-29,0,2.540396,0.0999439374194944
2005-08-30,0,2.784911,0.0707286889763714
2005-08-31,0,3.151083,0.0529289631396771
2005-09-01,0,3.454235,0.0412671798927458
2005-09-02,0,2.969024,0.0331966329253973
2005-09-03,0,3.078266,0.0273680449961541
2005-09-04,0.03,2.997457,0.0242252001453858
2005-09-05,0.03,3.13647,0.0217473829380367
2005-09-06,0.06,3.023247,0.0208719503371941
2005-09-07,4.47,3.103573,0.466167277571655
2005-09-08,0,3.144351,0.232346648095701
2005-09-09,0,3.193396,0.138621302341212
2005-09-10,8.96,2.936333,1.45580083642157
2005-09-11,3.53,2.710608,1.08656592072285
2005-09-12,0.99,2.545185,0.560861049596911
2005-09-13,2.24,2.49724,0.577724742259413
2005-09-14,0,2.562524,0.270484310515836
2005-09-15,0.03,2.23683,0.15863771306785
2005-09-16,0.91,2.673458,0.190504362061785
2005-09-17,8.84,2.069236,1.49783682296757
2005-09-18,0,1.635706,0.510783166593346
2005-09-19,0,1.576464,0.247989067515375
2005-09-20,0,1.598641,0.145705241059861
2005-09-21,0,1.659914,0.0961363372616419
2005-09-22,0,1.688629,0.0684891854725951
2005-09-23,0,1.763874,0.0515000282986713
2005-09-24,0,1.836622,0.0402983617560115
2005-09-25,0,1.970443,0.0325082736076569
2005-09-26,0.1,2.072422,0.0313721576858841
2005-09-27,0,2.098127,0.0260188353851562
2005-09-28,0.38,2.107799,0.0393948014003103
2005-09-29,2.12,1.840451,0.205086997095228
2005-09-30,2.11,1.626438,0.369285454197246
2005-10-01,1.19,1.46649,0.340154029463709
2005-10-02,6.97,1.711256,1.26843237929799
2005-10-03,2.11,1.495578,0.790257429057565
2005-10-04,0,1.52791,0.335687930236403
2005-10-05,0,1.784045,0.182932138984487
2005-10-06,0,2.027596,0.115143321997781
2005-10-07,0,2.041108,0.0794603825350391
2005-10-08,0,2.00324,0.0584060224241225
2005-10-09,0,1.791158,0.0449331313970571
2005-10-10,0,1.651373,0.0357753706943539
2005-10-11,0,1.661337,0.0292544343818408
2005-10-12,0,1.590911,0.0244368748584404
2005-10-13,0,1.62495,0.0207699049139852
2005-10-14,0,1.50876,0.0179090784764608
2005-10-15,0,1.456775,0.0156305497403608
2005-10-16,0,1.358171,0.013783616943273
2005-10-17,0,1.379401,0.0122637238563682
2005-10-18,0,1.207543,0.0109964260008005
2005-10-19,0.07,1.184507,0.0117366774404051
2005-10-20,5.79,1.236701,0.625531109000278
2005-10-21,2.08,1.521519,0.577409708451554
2005-10-22,19.97,1.701719,4.1256050288751
2005-10-23,4.47,1.730524,1.78128681992136
2005-10-24,0.92,1.514964,0.716759398639294
2005-10-25,0,1.368209,0.314074229703036
2005-10-26,0.84,1.68172,0.270368871197129
2005-10-27,0,1.751443,0.155586035861635
2005-10-28,0.03,1.709431,0.103837539694122
2005-10-29,0,1.723678,0.0729964587582677
2005-10-30,0,1.571635,0.0543656207233074
2005-10-31,0,1.531022,0.0422359617619419
2005-11-01,0.43,1.626909,0.0584571703839102
2005-11-02,16.79,1.390835,2.9410569763726
2005-11-03,9.61,1.239053,2.64954420435132
2005-11-04,0.04,1.5933,0.733067801169784
2005-11-05,4.76,1.381366,1.08915278520573
2005-11-06,2.16,1.086596,0.755314814553347
2005-11-07,0,1.118102,0.325523059617164
2005-11-08,1.96,1.00812,0.429809631986307
2005-11-09,0,1.213065,0.21916717636941
2005-11-10,0.44,0.9936017,0.17715212982874
2005-11-11,0,1.051076,0.112274318775638
2005-11-12,0.69,1.050091,0.137528361486587
2005-11-13,0.35,0.9528222,0.12217927565852
2005-11-14,0.78,1.148047,0.153614963917663
2005-11-15,0,0.9672437,0.100284688295847
2005-11-16,5.97,0.8645967,0.888019451038966
2005-11-17,2.47,0.8156803,0.745813306689448
2005-11-18,0.13,0.7428913,0.340176132103595
2005-11-19,0,0.721917,0.184738400077661
2005-11-20,0,0.584867,0.116034161817698
2005-11-21,0,0.5666367,0.0799624027055148
2005-11-22,0.13,0.7606092,0.0676319105056714
2005-11-23,0,0.5914326,0.050950299477338
2005-11-24,0.03,0.6131673,0.0415802784420735
2005-11-25,2.51,0.6668969,0.262085077223324
2005-11-26,0.2,0.568899,0.172727133956994
2005-11-27,2.1,0.5638723,0.35191578759871
2005-11-28,1.01,0.5914569,0.31226990353172
2005-11-29,3.98,0.6221925,0.743447620555205
2005-11-30,0.06,0.6370068,0.330061581064061
2005-12-01,0,0.5939674,0.180655534490433
2005-12-02,0,0.5795554,0.114016651161945
2005-12-03,10.96,0.6093981,1.87983037408644
2005-12-04,10.68,0.835227,2.68348019548569
2005-12-05,20.54,0.8852936,5.15903965485033
2005-12-06,0.86,0.780482,1.23396010766227
2005-12-07,0.42,0.7203354,0.515921705612421
2005-12-08,0.22,0.7266342,0.277825010992739
2005-12-09,5.11,0.6792817,0.93847486218973
2005-12-10,0,0.641126,0.376815609091291
2005-12-11,0,0.5554378,0.199174239059997
2005-12-12,0,0.4978358,0.123059718206606
2005-12-13,0.04,0.6092603,0.0871385874261561
2005-12-14,0.06,0.6748322,0.0674072974271165
2005-12-15,0.58,0.6955155,0.0939592777300953
2005-12-16,0.39,0.6871021,0.0982944623875392
2005-12-17,6.98,0.7945831,1.10726913749152
2005-12-18,4.19,0.5647568,1.14798623077064
2005-12-19,0,0.5699394,0.430374572858945
2005-12-20,2.13,0.5453842,0.521046529360235
2005-12-21,0,0.5635263,0.25151070944669
2005-12-22,0,0.5792199,0.147279364093632
2005-12-23,0.09,0.5903021,0.104891675538413
2005-12-24,0,0.6611409,0.0736066433444862
2005-12-25,0,0.7195387,0.054750443381178
2005-12-26,0.06,0.689492,0.0460675202060215
2005-12-27,3.57,0.5497398,0.430879661378678
2005-12-28,1.71,0.4394627,0.456046276869964
2005-12-29,0.69,0.4475311,0.318513037893913
2005-12-30,0.27,0.3878605,0.20688684269216
2005-12-31,9.99,0.4179907,1.86182467428773
2006-01-01,1.66,0.6755196,0.875035966752426
2006-01-02,3.85,0.6891219,1.01228758973632
2006-01-03,0,0.7122377,0.396237414140304
2006-01-04,0,0.5916529,0.206616424892548
2006-01-05,0,0.5178823,0.126618965245831
2006-01-06,0.59,0.5177258,0.140599712364919
2006-01-07,0,0.4401883,0.0934242620971988
2006-01-08,0,0.4579959,0.0668804442691946
2006-01-09,0,0.5305783,0.0504671544944925
2006-01-10,0,0.4316201,0.0395947518034261
2006-01-11,0,0.4481434,0.0320064906918412
2006-01-12,3.3,0.4999456,0.365906133561313
2006-01-13,0.57,0.6123654,0.265325481798162
2006-01-14,0,0.541813,0.153384278570153
2006-01-15,0,0.4790324,0.100164594410476
2006-01-16,0,0.391807,0.0708578031125317
2006-01-17,0.57,0.463781,0.0968093903922597
2006-01-18,18.58,0.7064641,3.67354220570153
2006-01-19,0.82,0.716875,1.03544273180869
2006-01-20,0,0.6305717,0.402200379545807
2006-01-21,2.95,0.8116945,0.651042190270977
2006-01-22,1.28,0.7315867,0.483794013305741
2006-01-23,0,0.6536101,0.238593366513037
2006-01-24,0,0.4829788,0.141468594649412
2006-01-25,0,0.4536762,0.0938877746966192
2006-01-26,0.42,0.4885271,0.101853166782713
2006-01-27,0.11,0.5368626,0.0805503574291272
2006-01-28,0,0.4089335,0.0590796630053565
2006-01-29,0.1,0.5597329,0.0517473323177588
2006-01-30,0,0.7826701,0.0404664131328074
2006-01-31,0,0.6719809,0.032627887858947
2006-02-01,0,0.6150579,0.0269487802216545
2006-02-02,0,0.5432889,0.0226941444497161
2006-02-03,0.03,0.4630497,0.0206146865654459
2006-02-04,0,0.4412431,0.0177865437738359
2006-02-05,0,0.650513,0.0155319767484759
2006-02-06,0.5,0.6916068,0.0352777130073917
2006-02-07,0.03,0.7817963,0.0303712091320619
2006-02-08,0.45,0.7870484,0.0500245165639662
2006-02-09,2.95,0.7915451,0.355503580776347
2006-02-10,3.55,0.6819946,0.729599959620945
2006-02-11,0.36,0.7195751,0.369526522145519
2006-02-12,0,0.7037867,0.196344749971184
2006-02-13,2.59,0.6666952,0.461175473866685
2006-02-14,0.07,0.6449706,0.239394862124097
2006-02-15,0.27,0.7748904,0.171011599455499
2006-02-16,22.04,0.9732111,4.67924986408111
2006-02-17,8.62,1.034805,2.876359866885
2006-02-18,1.93,0.9502857,1.13134163934729
2006-02-19,12.73,0.9093604,3.08376511377358
2006-02-20,1.49,0.9871904,1.0811572147017
2006-02-21,1.27,0.9610401,0.624088905547161
2006-02-22,0.92,0.8301464,0.421423862161059
2006-02-23,0.03,0.7976961,0.219839366681962
2006-02-24,0,0.7065107,0.132843835272208
2006-02-25,0,0.7650482,0.0892501429987602
2006-02-26,0,0.7348837,0.0643815985529957
2006-02-27,0,0.5994329,0.0488519014436715
2006-02-28,0.4,0.594277,0.0652089533209763
2006-03-01,3.36,0.7213423,0.455615324537831
2006-03-02,0.39,0.6346496,0.280353176430394
2006-03-03,0.54,0.6573148,0.224526631395589
2006-03-04,8.84,0.6795819,1.71955472932907
2006-03-05,0,0.5950798,0.557255930490801
2006-03-06,0.59,0.5040029,0.347408826513245
2006-03-07,2.9,0.5969318,0.627108967498658
2006-03-08,0.15,0.775813,0.307546352021781
2006-03-09,11.44,0.8606969,2.39008603852259
2006-03-10,7.09,1.154469,2.16311268413013
2006-03-11,2.47,0.9804657,1.11564282988568
2006-03-12,2.76,0.8441187,0.915953101288875
2006-03-13,0.03,0.6025251,0.375355918447597
2006-03-14,0,0.6547178,0.198609238801467
2006-03-15,0,0.7655962,0.122787805898862
2006-03-16,0,0.8944366,0.0837353665358639
2006-03-17,0,0.8028612,0.0610359111605936
2006-03-18,0,0.9173837,0.0466678173970097
2006-03-19,0,0.9993356,0.0369818038500661
2006-03-20,0,1.104287,0.0301289961518323
2006-03-21,0.26,1.142912,0.0389043405658894
2006-03-22,2.34,1.023736,0.264640396711224
2006-03-23,0.22,1.014172,0.178359683209974
2006-03-24,0,1.107618,0.112876043689911
2006-03-25,7.77,1.273506,1.38395156487165
2006-03-26,9.73,1.683638,2.52559407197595
2006-03-27,2.62,1.950993,1.22177645655559
2006-03-28,4.06,1.834449,1.21491422795835
2006-03-29,4.41,1.489434,1.28752343542754
2006-03-30,2.53,1.371952,0.925697501949892
2006-03-31,25.72,1.717335,6.44519103153023
2006-04-01,14.39,1.762839,4.68022895380114
2006-04-02,4.83,1.549207,2.08052347311984
2006-04-03,6.34,1.504987,1.97539208038793
2006-04-04,4.98,1.340376,1.64173365738554
2006-04-05,0,1.231758,0.541284647749665
2006-04-06,0,1.136354,0.258375708755297
2006-04-07,0,1.141842,0.150326848607117
2006-04-08,0,1.253996,0.098567897995892
2006-04-09,0,1.356024,0.069921878914984
2006-04-10,0.09,1.452778,0.0590223841018806
2006-04-11,0,1.360654,0.0453411325962646
2006-04-12,0,1.227348,0.0360599044211317
2006-04-13,0.74,1.471256,0.0819953690224552
2006-04-14,1.65,1.417903,0.239725141213694
2006-04-15,2.45,1.73055,0.499907702330121
