"Date","P","E","T","Q"
1990-04-13,5,1.9462,5.52,1.2401
1990-04-14,10,1.5798,7.76,5.3452
1990-04-15,2,2.6304,5.54,1.4967
1990-04-16,3,2.5489,9.705,0.8552
1990-04-17,3.55,2.8086,10.055,0.62
1990-04-18,0,3.1186,5.53,0.3849
1990-04-19,0,2.9964,8.54,0.2993
1990-04-20,6,2.5313,13.255,9.5144
1990-04-21,17.1,2.3023,15.75,7.4833
1990-04-22,0,4.2908,14.5,1.4967
1990-04-23,0,4.7978,18.635,0.7483
1990-04-24,0,5.0157,22.25,0.62
1990-04-25,0,4.9555,22.745,0.449
1990-04-26,0,4.948,22.26,0.3635
1990-04-27,0,4.8007,21.745,0.3207
1990-04-28,11.09,3.6842,19.495,0.62
1990-04-29,5.24,3.3602,12.76,0.449
1990-04-30,0,4.3112,15.285,0.3207
1990-05-01,2.4,3.3195,13.48,0.2993
1990-05-02,0,3.5956,13,0.2566
1990-05-03,13.52,2.558,12.225,5.8797
1990-05-04,12.62,3.2203,15.485,2.9292
1990-05-05,2,4.3299,13.75,0.9835
1990-05-06,8.37,3.2544,14.25,0.8125
1990-05-07,0,4.7598,16.355,0.7056
1990-05-08,0,4.9054,19,0.4276
1990-05-09,0,4.6816,18.825,0.3421
1990-05-10,8.27,3.6443,13.845,0.3635
1990-05-11,0,4.2101,10.905,0.2566
1990-05-12,32.74,3.2713,13.955,19.2427
1990-05-13,26.45,2.8407,14.185,13.8975
1990-05-14,0,4.0603,14.885,3.4209
1990-05-15,12.59,2.8806,18.71,3.2071
1990-05-16,73.29,2.6899,19.25,34.2092
1990-05-17,26.87,3.4619,16.25,12.8285
1990-05-18,0,5.1878,17,5.3452
1990-05-19,0,4.7006,18.525,2.5657
1990-05-20,5.67,2.616,19.625,1.4967
1990-05-21,0,3.9772,15.94,0.9621
1990-05-22,0,3.719,13.795,0.5345
1990-05-23,0,4.8216,14.255,0.2993
1990-05-24,0,4.9341,16.225,0.1732
1990-05-25,10.66,3.7312,19.07,0.6628
1990-05-26,35.87,3.4194,20.605,12.1015
1990-05-27,0,4.5528,19.5,0.9835
1990-05-28,11.95,3.5862,19,2.3091
1990-05-29,0,5.5576,18.465,0.5131
1990-05-30,0,5.6,16.72,0.2993
1990-05-31,0,5.4296,16.5,0.1946
1990-06-01,0,5.7947,21.18,0.1475
1990-06-02,5.26,4.1206,24,0.124
1990-06-03,1.38,5.4415,21.25,0.1326
1990-06-04,0,5.5043,17.02,0.0855
1990-06-05,0,5.0124,14.07,0.0727
1990-06-06,0,3.9158,17.97,1.3684
1990-06-07,31.37,3.3263,21.25,10.947
1990-06-08,0,5.5223,24.76,1.9457
1990-06-09,1.41,5.1349,25.5,0.5345
1990-06-10,0,5.9245,21.88,0.2352
1990-06-11,0,6.0109,20.275,0.1646
1990-06-12,0,5.9858,22.75,0.139
1990-06-13,0,6.1744,24.705,0.1155
1990-06-14,0,5.5216,26.25,0.1048
1990-06-15,0,5.9451,25.25,0.1005
1990-06-16,0,6.0898,26.585,0.0941
1990-06-17,0,6.1428,28.25,0.0834
1990-06-18,4.69,4.7239,26.855,0.0748
1990-06-19,0,5.9315,24.46,0.0663
1990-06-20,45.42,4.2686,23.64,6.8418
1990-06-21,17.89,4.5072,23,0.9408
1990-06-22,7.13,4.3173,24.24,2.5871
1990-06-23,2.92,4.2553,19.5,0.5131
1990-06-24,0,5.3279,20.5,0.1646
1990-06-25,0,5.9064,21.425,0.1155
1990-06-26,0,5.6498,23.365,0.0962
1990-06-27,0,5.9498,25.28,0.0791
1990-06-28,0,5.9591,27,0.062
1990-06-29,0,5.6444,25.94,0.0535
1990-06-30,4.98,3.7072,25.575,0.0513
1990-07-01,5.46,4.4037,26.62,0.0449
1990-07-02,0,6.3008,23.735,0.0363
1990-07-03,0,6.3486,25.01,0.0257
1990-07-04,0,6.4611,28.605,0.0203
1990-07-05,0,6.0004,29.31,0.016
1990-07-06,0,5.8817,25.22,0.0133
1990-07-07,0,5.9258,24.085,0.0103
1990-07-08,0,6.0765,27.53,0.0083
1990-07-09,0,6.238,29.9,0.0058
1990-07-10,0,6.1439,29.01,0.0056
1990-07-11,2.8,4.4642,27.185,0.0071
1990-07-12,19.96,3.6817,22.06,0.5559
1990-07-13,1,2.8551,17.285,0.0513
1990-07-14,0,2.9439,16.215,0.0278
1990-07-15,1.32,4.3369,18.825,0.0203
1990-07-16,0,5.7948,22.72,0.0152
1990-07-17,0,5.9834,23.66,0.0094
1990-07-18,0,5.8838,25.5,0.0062
1990-07-19,0,5.9643,26.47,0.0056
1990-07-20,0,5.679,27.71,0.0047
1990-07-21,11.51,4.1683,25.68,0.0058
1990-07-22,18.01,3.6831,23.42,0.0094
1990-07-23,0,4.7259,21.715,0.0092
1990-07-24,0,5.4513,21.41,0.0066
1990-07-25,0,5.4897,22.5,0.0049
1990-07-26,0,5.5191,23.395,0.0047
1990-07-27,0,5.4431,25.175,0.0028
1990-07-28,0,5.5364,26,0.0017
1990-07-29,0,5.4583,26.735,0.0015
1990-07-30,0,5.0172,26,0.0013
1990-07-31,0,5.1076,22.005,0.0009
1990-08-01,0,5.1637,19.495,0.0002
1990-08-02,0,5.3125,21.01,0
1990-08-03,0,5.4099,23.31,0.0002
1990-08-04,11.26,3.7875,24.5,0.0015
1990-08-05,0,4.5863,23.88,0.0011
1990-08-06,0,4.8938,20.45,0.0009
1990-08-07,0,4.7836,17,0
1990-08-08,0,4.9119,18.5,0
1990-08-09,0,5.1019,20.07,0
1990-08-10,0,4.8777,20.11,0
1990-08-11,0,4.9149,21.5,0
1990-08-12,0,4.5193,23.145,0.0004
1990-08-13,9.58,3.0963,22.42,0.0011
1990-08-14,0,4.7076,20.25,0
1990-08-15,0,4.5477,21,0
1990-08-16,0,3.6442,22.25,0
1990-08-17,8.22,3.4346,24.68,0
1990-08-18,0,4.9801,27.38,0
1990-08-19,0,5.1002,28.215,0
1990-08-20,7.8,3.7091,27.5,0
1990-08-21,13.57,3.1281,25.245,0
1990-08-22,0,2.847,22.585,0
1990-08-23,0,3.1612,23,0
1990-08-24,0,4.5354,22.37,0
1990-08-25,0,4.6695,23.43,0
1990-08-26,0,4.8585,25,0
1990-08-27,0,5.0852,26.775,0
1990-08-28,0,5.0483,28,0
1990-08-29,6.49,3.8328,26.76,0
1990-08-30,4.96,3.2877,23.5,0
1990-08-31,0,4.4976,23.17,0
1990-09-01,0,4.6353,24.24,0
1990-09-02,0,4.6423,25.5,0
1990-09-03,0,4.4084,25.195,0
1990-09-04,0,4.5073,26.21,0
1990-09-05,0,4.6141,28.25,0
1990-09-06,0,4.6255,29.305,0
1990-09-07,0,4.2913,28.695,0
1990-09-08,0,3.4902,25.01,0
1990-09-09,6.94,2.4443,22.755,0
1990-09-10,7.67,2.7058,23.525,0
1990-09-11,0,3.3304,23,0
1990-09-12,0,3.1577,23.41,0
1990-09-13,0,3.5652,22.985,0
1990-09-14,0,3.2031,23.75,0
1990-09-15,0,3.5132,18.45,0
1990-09-16,0,3.22,18.045,0
1990-09-17,0,3.1362,15.25,0
1990-09-18,0,2.506,14.745,0
1990-09-19,13.91,1.829,16.56,0
1990-09-20,0,2.801,18.25,0
1990-09-21,0,2.3188,18.805,0
1990-09-22,11.73,2.3894,16.25,0
1990-09-23,0,2.6936,13.91,0
1990-09-24,0,2.4977,10.72,0
1990-09-25,0,2.8437,15.26,0
1990-09-26,0,3.1433,19.755,0
1990-09-27,0,3.1393,20.2,0
1990-09-28,0,3.1052,20.75,0
1990-09-29,0,2.764,20.075,0
1990-09-30,0,2.4776,16.995,0
1990-10-01,0,2.5142,14.48,0
1990-10-02,0,2.6664,17.06,0
1990-10-03,0,2.6786,20.635,0.0002
1990-10-04,27.12,2.1212,17.765,1.1546
1990-10-05,0,2.6094,19,0.0535
1990-10-06,0,2.6511,20.635,0.0045
1990-10-07,18.95,1.8672,19.39,0.5559
1990-10-08,11.12,1.4104,15.995,0.1433
1990-10-09,27.38,1.5144,13.345,0.0599
1990-10-10,21.3,0.8908,7,0.9194
1990-10-11,0,1.5497,5.955,0.1069
1990-10-12,0,1.7392,9.205,0.0428
1990-10-13,0,1.824,11.16,0.0214
1990-10-14,0,1.9294,13.75,0.0128
1990-10-15,0,1.8772,13.655,0.0086
1990-10-16,5.74,1.6384,14.215,0.0064
1990-10-17,0,1.9214,18.55,0.0047
1990-10-18,15.41,1.5026,13.42,0.6414
1990-10-19,0,1.3307,6.285,0.2031
1990-10-20,0,1.4949,9.96,0.0855
1990-10-21,0,1.4545,13.175,0.0535
1990-10-22,1,1.3149,9.74,0.0321
1990-10-23,0,1.3078,8,0.0257
1990-10-24,0,1.2765,9.12,0.0214
1990-10-25,0,1.143,6.35,0.0171
1990-10-26,0,1.1399,5.415,0.015
1990-10-27,0,1.2465,9.185,0.0107
1990-10-28,0,1.2458,9.64,0.0086
1990-10-29,0,1.1527,7.84,0.0086
1990-10-30,0,1.2975,12.42,0.0064
1990-10-31,0,1.4088,15.76,0.0064
1990-11-01,0,1.3896,16.01,0.0043
1990-11-02,0,1.4139,17.335,0.0043
1990-11-03,0,1.3302,16.08,0.0021
1990-11-04,0,1.2644,15.97,0.0021
1990-11-05,20.89,0.9218,9.765,0.0748
1990-11-06,0,0.8027,3.78,0.3207
1990-11-07,0,0.7421,3.56,0.1497
1990-11-08,0,0.6793,0.75,0.0641
1990-11-09,0,0.6763,3.5,0.0214
1990-11-10,0,0.8046,5.58,0.015
1990-11-11,0,0.8175,6.755,0.0107
1990-11-12,0,0.8214,7.66,0.0107
1990-11-13,0,0.7844,6.545,0.0086
1990-11-14,0,0.8653,10.765,0.0086
1990-11-15,0,0.9922,15.07,0.0535
1990-11-16,0,0.961,14.345,0.0321
1990-11-17,0,0.7251,6.9,0.0171
1990-11-18,0,0.7096,6.5,0.0128
1990-11-19,0,0.7609,9.25,0.0107
1990-11-20,0,0.7557,9.52,0.0107
1990-11-21,0,0.8962,14.505,0.0128
1990-11-22,15.79,0.784,12.58,0.0428
1990-11-23,0,0.6664,7.25,0.2138
1990-11-24,0,0.695,9.62,0.0855
1990-11-25,0,0.7685,12.695,0.0214
1990-11-26,0,0.8629,15.465,0.3207
1990-11-27,27.21,0.8436,18.49,1.9243
1990-11-28,42.74,0.599,10.165,15.4797
1990-11-29,0,0.5103,1.5,1.6463
1990-11-30,0,0.5214,3.5,1.1759
1990-12-01,0,0.592,6.25,0.9621
1990-12-02,0,0.5731,5.395,0.8552
1990-12-03,19.82,0.571,6.215,4.8534
1990-12-04,0,0.4748,1.29,1.518
1990-12-05,0,0.4236,0.375,1.1759
1990-12-06,0,0.4954,2.995,0.9621
1990-12-07,0,0.3963,-0.035,0.8552
1990-12-08,0,0.4262,2.22,0.7483
1990-12-09,0,0.4458,5.5,0.7056
1990-12-10,0,0.463,7.355,0.6842
1990-12-11,0,0.4895,8.535,0.6414
1990-12-12,0,0.5888,10.155,0.62
1990-12-13,0,0.5036,6.745,0.5987
1990-12-14,0,0.4377,1.46,0.5773
1990-12-15,7.32,0.5229,5.69,0.5559
1990-12-16,0,0.4886,3.375,0.5345
1990-12-17,11.47,0.5143,4.02,1.518
1990-12-18,15.54,0.5146,4.685,4.1693
1990-12-19,8.49,0.4621,1.725,2.1595
1990-12-20,0,0.473,5.43,1.3684
1990-12-21,24.06,0.5278,7.04,16.4846
1990-12-22,18.26,0.3145,-3.235,6.2432
1990-12-23,9.8,0.2566,-13.02,1.4967
1990-12-24,2.45,0.2363,-14.495,1.1759
1990-12-25,0,0.2597,-9.71,1.0263
1990-12-26,0,0.2827,-8.78,0.9621
1990-12-27,0,0.2856,-9.435,0.898
1990-12-28,12.03,0.4046,-1.98,0.8552
1990-12-29,23.67,0.4945,6.045,45.5411
1990-12-30,59.63,0.322,-2.18,31.2159
1990-12-31,0,0.2767,-11.195,5.6018
1991-01-01,0,0.3005,-8.5,4.0837
1991-01-02,0,0.3635,-5.5,3.2071
1991-01-03,0,0.3464,-6.55,2.5657
1991-01-04,0,0.3254,-8.75,2.1381
1991-01-05,7.54,0.3842,-4,1.9243
1991-01-06,6.18,0.4477,-1.135,1.8174
1991-01-07,0,0.432,-2.45,1.7105
1991-01-08,0,0.4583,-1.115,1.6036
1991-01-09,0,0.4619,-0.75,1.4967
1991-01-10,0,0.4717,-0.895,1.3898
1991-01-11,11.14,0.4775,0.25,12.7216
1991-01-12,11.97,0.461,-1,5.9225
1991-01-13,0,0.4559,-2,2.6512
1991-01-14,0,0.5459,1.5,2.8864
1991-01-15,0,0.5778,3.175,5.7514
1991-01-16,4.34,0.5313,1.77,12.7002
1991-01-17,1.98,0.5029,-0.69,4.1051
1991-01-18,0,0.5718,1.07,3.2926
1991-01-19,0,0.6106,2.25,4.1051
1991-01-20,0,0.5867,0.27,4.7893
1991-01-21,0.11,0.4656,-6.85,1.796
1991-01-22,0,0.419,-10.06,1.3684
1991-01-23,0,0.5369,-3.525,1.1973
1991-01-24,0,0.5716,-2.605,1.1118
1991-01-25,0,0.4946,-7.455,1.0263
1991-01-26,3,0.4791,-6.275,0.9621
1991-01-27,0,0.5893,-5.385,0.898
1991-01-28,0,0.5985,-4.635,0.8552
1991-01-29,0,0.6357,-3.685,0.8125
1991-01-30,8.47,0.5543,-4.845,0.7911
1991-01-31,0,0.6385,-5.025,0.7483
1991-02-01,0,0.7941,-0.19,1.069
1991-02-02,0,0.993,5.75,2.6298
1991-02-03,0,1.0415,6.565,2.1808
1991-02-04,0,1.1674,9.15,2.416
1991-02-05,1.28,1.1169,8.72,3.2499
1991-02-06,5.34,0.7636,5.305,6.6922
1991-02-07,0,0.7818,1.55,3.1857
1991-02-08,0,0.7884,1.52,2.0098
1991-02-09,0,1.0615,4.19,1.6677
1991-02-10,0,1.1068,5.005,1.518
1991-02-11,0,0.9326,0.655,1.3256
1991-02-12,0,0.9876,1.16,1.3042
1991-02-13,3.33,1.0293,5.54,1.6249
1991-02-14,7.83,0.9723,2.79,4.3403
1991-02-15,0,0.7389,-8.82,1.3898
1991-02-16,0,0.7111,-8.75,1.069
1991-02-17,0,0.9587,-0.805,0.9621
1991-02-18,4.83,1.1241,6.285,1.1759
1991-02-19,3,1.2865,8.675,2.1167
1991-02-20,0,1.1581,1.5,1.7105
1991-02-21,0,1.4975,7.025,1.4325
1991-02-22,0,1.5834,8.485,1.2401
1991-02-23,0,1.2399,1.84,1.1118
1991-02-24,0,1.1191,2.17,1.1118
1991-02-25,0,0.9503,-0.42,1.0904
1991-02-26,0,1.0499,-3.25,1.0477
1991-02-27,0,1.2958,0.355,1.1759
1991-02-28,0,1.6817,6.705,1.1546
1991-03-01,0,1.7491,10.99,1.2187
1991-03-02,8.33,1.4909,10.22,1.5394
1991-03-03,0,1.3796,2.505,1.5394
1991-03-04,0,1.2155,-0.5,1.4539
1991-03-05,0,1.7268,4.25,1.1973
1991-03-06,0,1.904,7.75,1.2401
1991-03-07,0,1.5919,1.55,1.1973
1991-03-08,0,1.6269,0.765,1.1118
1991-03-09,0,1.6604,3.36,1.1118
1991-03-10,0,1.7674,2.5,1.0904
1991-03-11,0,2.0377,7,1.1118
1991-03-12,5.84,1.6015,9.36,1.3042
1991-03-13,17.32,1.2655,6.23,5.7942
1991-03-14,9,1.1046,2,5.7728
1991-03-15,0,1.7919,2.75,2.3946
1991-03-16,0,2.186,6.755,1.7532
1991-03-17,15.53,1.6664,9.075,19.371
1991-03-18,17.93,1.3277,7.26,5.8156
1991-03-19,0,2.2577,8.525,1.6463
1991-03-20,0,2.5707,10.5,1.2401
1991-03-21,0,3.0429,15.695,1.1546
1991-03-22,16.31,2.2933,17.5,17.3612
1991-03-23,16.49,2.1852,14.5,4.7465
1991-03-24,0,2.6435,12.27,1.1546
1991-03-25,0,3.1559,12.8,0.8766
1991-03-26,3.13,3.032,18.735,0.8339
1991-03-27,0,3.556,20.3,0.8339
1991-03-28,0,3.1418,11.15,0.7697
1991-03-29,0,2.6401,6.48,0.7483
1991-03-30,0,2.037,1.25,0.7056
1991-03-31,0,2.5856,5.27,0.7056
1991-04-01,0,2.9904,10.085,0.6842
1991-04-02,0,3.0124,10.485,0.6628
1991-04-03,0,3.356,13.575,0.6842
1991-04-04,7,2.6088,15.68,0.7697
1991-04-05,2.61,2.8361,15.855,0.8125
1991-04-06,0,4,18.75,0.7697
1991-04-07,0,3.9527,20.61,0.7269
1991-04-08,0.17,3.5462,21.21,0.8339
1991-04-09,9.38,2.6675,18.03,0.8766
1991-04-10,0,3.2595,10.335,0.7056
1991-04-11,0,2.6614,8.49,0.62
1991-04-12,0,2.4555,10.535,1.1332
1991-04-13,14.28,2.3453,14.615,2.5657
1991-04-14,9.42,2.4326,18.55,1.2828
1991-04-15,8.73,2.9606,15.39,2.2664
1991-04-16,0,4.1708,16.25,1.1332
1991-04-17,0,4.3451,17.86,0.8552
1991-04-18,0,4.1104,16.995,0.7269
1991-04-19,4.46,2.8639,15.085,0.6628
1991-04-20,0,2.7563,9.965,0.5773
1991-04-21,0,2.8373,8.5,0.5345
1991-04-22,0,3.3699,9.32,0.5131
1991-04-23,0,3.7365,12.25,0.4704
1991-04-24,0,4.0321,11.325,0.4276
1991-04-25,0,3.8649,12,0.4062
1991-04-26,1.36,4.1246,14.51,0.4276
1991-04-27,2,4.4692,19.09,0.4062
1991-04-28,0,4.0888,19.75,0.3849
1991-04-29,5.45,2.7532,20.49,0.4276
1991-04-30,0,4.6383,16.505,0.3849
1991-05-01,4.19,3.6599,16.73,0.3421
1991-05-02,0,4.6932,14.75,0.3207
1991-05-03,0,4.7427,16.335,0.3635
1991-05-04,10.62,2.964,17.34,0.5131
1991-05-05,13.14,3.5695,19.04,1.1759
1991-05-06,4.09,3.3621,13.2,0.7483
1991-05-07,0,4.5759,12.49,0.449
1991-05-08,0,5.0044,16.83,0.3421
1991-05-09,0,4.2701,17.545,0.2993
1991-05-10,0,4.1797,19.48,0.2993
1991-05-11,7.01,3.0863,21.805,1.9457
1991-05-12,4.74,3.6823,21.925,1.8815
1991-05-13,0,4.7005,22.5,0.2993
1991-05-14,0,5.024,23.51,0.1796
1991-05-15,0,5.4459,22.9,0.1261
1991-05-16,7.86,3.9777,23.5,0.0898
1991-05-17,0,5.3133,23.595,0.0727
1991-05-18,0,5.6461,22.74,0.0577
1991-05-19,0,4.8724,22.325,0.0492
1991-05-20,0,4.4344,21.5,0.0428
1991-05-21,0,4.8773,23.5,0.0406
1991-05-22,0,4.82,23.65,0.0428
1991-05-23,2.24,4.2908,24.785,0.0363
1991-05-24,0,4.6323,25.24,0.0406
1991-05-25,0,3.8467,24.735,0.0363
1991-05-26,0,4.3112,24.25,0.0299
1991-05-27,0,5.5218,25.09,0.0257
1991-05-28,0,6.1198,26.5,0.0199
1991-05-29,0,5.417,27.075,0.0257
1991-05-30,19.26,4.0347,26.675,0.0406
1991-05-31,0,5.7004,26.5,0.0235
1991-06-01,0,5.9601,27.25,0.0141
1991-06-02,0,6.2556,26.5,0.0094
1991-06-03,0,6.175,26.8,0.006
1991-06-04,0,5.8236,25.265,0.5987
1991-06-05,0,5.8677,20.965,0.0706
1991-06-06,0,5.7768,19.83,0.0214
1991-06-07,0,6.0014,20.25,0.0081
